time,strain,stress,temperature,type,strain_rate,max_strain,title,youngs,poissons
-0.0,8e-05,-3.34,950,fatigue,0.001,0.00506,315-1,144000,0.3
0.06,0.00013,4.08,,,,,,,
0.12,0.00018,11.29,,,,,,,
0.17,0.00023,17.93,,,,,,,
0.22,0.00027,22.85,,,,,,,
0.23,0.00028,23.97,,,,,,,
0.32,0.00033,31.56,,,,,,,
0.41,0.00038,39.14,,,,,,,
0.49,0.00043,48.09,,,,,,,
0.54,0.00048,55.73,,,,,,,
0.59,0.00053,63.15,,,,,,,
0.63,0.00058,69.32,,,,,,,
0.68,0.00063,75.89,,,,,,,
0.72,0.00067,81.31,,,,,,,
0.73,0.00068,82.85,,,,,,,
0.79,0.00073,89.49,,,,,,,
0.85,0.00078,96.0,,,,,,,
0.91,0.00083,103.3,,,,,,,
0.99,0.00088,111.06,,,,,,,
1.05,0.00094,118.52,,,,,,,
1.1,0.00099,125.19,,,,,,,
1.15,0.00104,131.77,,,,,,,
1.21,0.00109,138.39,,,,,,,
1.22,0.0011,139.71,,,,,,,
1.26,0.00114,145.31,,,,,,,
1.31,0.00119,152.3,,,,,,,
1.35,0.00124,158.87,,,,,,,
1.38,0.00129,164.35,,,,,,,
1.4,0.00135,164.77,,,,,,,
1.41,0.0014,165.14,,,,,,,
1.41,0.00146,165.61,,,,,,,
1.42,0.00152,166.09,,,,,,,
1.43,0.00157,166.4,,,,,,,
1.43,0.00163,166.68,,,,,,,
1.44,0.00168,166.97,,,,,,,
1.45,0.00173,167.25,,,,,,,
1.46,0.00178,167.35,,,,,,,
1.47,0.00183,167.09,,,,,,,
1.63,0.00178,145.79,,,,,,,
1.72,0.00176,144.01,,,,,,,
1.82,0.00183,153.73,,,,,,,
1.87,0.00188,159.34,,,,,,,
1.91,0.00193,164.9,,,,,,,
1.95,0.00198,169.97,,,,,,,
2.0,0.00203,174.71,,,,,,,
2.03,0.00209,168.76,,,,,,,
2.04,0.00214,169.13,,,,,,,
2.04,0.00219,169.45,,,,,,,
2.04,0.00225,169.9,,,,,,,
2.05,0.00231,170.1,,,,,,,
2.05,0.00237,170.54,,,,,,,
2.05,0.00243,170.72,,,,,,,
2.06,0.00249,171.07,,,,,,,
2.06,0.00254,171.33,,,,,,,
2.07,0.00259,171.5,,,,,,,
2.07,0.00264,171.56,,,,,,,
