time,strain,stress,temperature,type,strain_rate,max_strain,title,youngs,poissons
0.0,2e-05,12.19,850,fatigue,0.001,0.00223,416-20,153000,0.3
0.04,4e-05,15.3,,,,,,,
0.07,7e-05,18.54,,,,,,,
0.1,9e-05,22.1,,,,,,,
0.14,0.00012,25.6,,,,,,,
0.17,0.00015,29.3,,,,,,,
0.2,0.00017,33.37,,,,,,,
0.23,0.0002,37.44,,,,,,,
0.24,0.00022,40.96,,,,,,,
0.26,0.00025,44.53,,,,,,,
0.29,0.00027,48.15,,,,,,,
0.31,0.0003,51.83,,,,,,,
0.34,0.00033,55.64,,,,,,,
0.37,0.00035,59.0,,,,,,,
0.4,0.00038,62.11,,,,,,,
0.44,0.0004,65.62,,,,,,,
0.47,0.00043,69.62,,,,,,,
0.49,0.00045,73.38,,,,,,,
0.52,0.00048,77.35,,,,,,,
0.54,0.0005,80.96,,,,,,,
0.55,0.00053,84.72,,,,,,,
0.58,0.00055,88.63,,,,,,,
0.6,0.00058,92.42,,,,,,,
0.61,0.00061,95.78,,,,,,,
0.63,0.00063,99.51,,,,,,,
0.66,0.00066,103.37,,,,,,,
0.68,0.00068,106.79,,,,,,,
0.7,0.00071,110.39,,,,,,,
0.73,0.00073,114.6,,,,,,,
0.76,0.00076,118.48,,,,,,,
0.78,0.00078,122.23,,,,,,,
0.81,0.00081,125.78,,,,,,,
0.83,0.00083,129.44,,,,,,,
0.84,0.00084,130.68,,,,,,,
0.86,0.00086,133.1,,,,,,,
0.89,0.00088,136.96,,,,,,,
0.92,0.00091,141.07,,,,,,,
0.94,0.00094,144.66,,,,,,,
0.97,0.00096,148.55,,,,,,,
1.0,0.00099,152.44,,,,,,,
1.02,0.00101,156.46,,,,,,,
1.04,0.00104,159.66,,,,,,,
1.07,0.00106,162.82,,,,,,,
1.09,0.00109,165.48,,,,,,,
1.11,0.00111,167.6,,,,,,,
1.12,0.00114,168.81,,,,,,,
1.13,0.00117,169.12,,,,,,,
1.13,0.0012,169.16,,,,,,,
1.14,0.00123,169.22,,,,,,,
1.14,0.00126,169.27,,,,,,,
1.14,0.00128,169.31,,,,,,,
1.14,0.00131,169.34,,,,,,,
1.15,0.00134,169.37,,,,,,,
1.15,0.00136,169.43,,,,,,,
1.16,0.00139,169.43,,,,,,,
1.16,0.00142,169.38,,,,,,,
1.17,0.00144,168.95,,,,,,,
1.23,0.00142,157.97,,,,,,,
1.25,0.00139,153.56,,,,,,,
1.27,0.00137,149.57,,,,,,,
1.29,0.00134,145.38,,,,,,,
1.41,0.00137,149.47,,,,,,,
1.43,0.00139,153.45,,,,,,,
1.45,0.00142,157.32,,,,,,,
1.47,0.00144,160.89,,,,,,,
1.49,0.00147,164.6,,,,,,,
1.51,0.0015,167.92,,,,,,,
1.53,0.00152,170.91,,,,,,,
1.55,0.00155,173.25,,,,,,,
1.65,0.00152,165.63,,,,,,,
1.67,0.0015,161.48,,,,,,,
1.69,0.00147,157.45,,,,,,,
1.71,0.00144,153.46,,,,,,,
1.72,0.00142,149.65,,,,,,,
1.74,0.00139,145.85,,,,,,,
1.76,0.00137,141.97,,,,,,,
1.78,0.00134,138.06,,,,,,,
1.8,0.00132,134.27,,,,,,,
1.83,0.00129,130.22,,,,,,,
1.84,0.00127,127.53,,,,,,,
1.85,0.00127,126.4,,,,,,,
1.88,0.00124,122.71,,,,,,,
1.91,0.00121,118.61,,,,,,,
1.94,0.00119,114.57,,,,,,,
1.97,0.00116,110.54,,,,,,,
2.0,0.00114,106.25,,,,,,,
2.04,0.00111,101.8,,,,,,,
2.06,0.00109,97.71,,,,,,,
2.09,0.00106,93.58,,,,,,,
2.12,0.00104,89.12,,,,,,,
2.15,0.00101,84.8,,,,,,,
2.17,0.00098,81.15,,,,,,,
2.2,0.00096,77.72,,,,,,,
2.22,0.00093,74.02,,,,,,,
2.25,0.00091,70.49,,,,,,,
2.27,0.00088,67.23,,,,,,,
2.29,0.00086,64.11,,,,,,,
2.32,0.00083,60.83,,,,,,,
2.35,0.00081,56.97,,,,,,,
2.38,0.00078,53.16,,,,,,,
