time,strain,stress,temperature,type,strain_rate,max_strain,title,youngs,poissons
0.0,3e-05,-8.6,950,fatigue,0.001,0.00303,B-14,144000,0.3
0.03,5e-05,-4.73,,,,,,,
0.06,8e-05,-1.06,,,,,,,
0.09,0.0001,2.73,,,,,,,
0.11,0.00013,6.48,,,,,,,
0.14,0.00015,9.99,,,,,,,
0.16,0.00018,13.66,,,,,,,
0.19,0.0002,17.15,,,,,,,
0.21,0.00023,20.68,,,,,,,
0.24,0.00025,24.38,,,,,,,
0.27,0.00028,27.92,,,,,,,
0.31,0.0003,31.13,,,,,,,
0.36,0.00033,34.48,,,,,,,
0.41,0.00036,37.91,,,,,,,
0.46,0.00038,41.43,,,,,,,
0.5,0.00041,44.99,,,,,,,
0.53,0.00043,48.82,,,,,,,
0.55,0.00046,52.89,,,,,,,
0.57,0.00048,56.59,,,,,,,
0.59,0.00051,60.47,,,,,,,
0.6,0.00054,63.62,,,,,,,
0.62,0.00056,66.9,,,,,,,
0.64,0.00059,70.07,,,,,,,
0.66,0.00061,73.43,,,,,,,
0.69,0.00064,76.57,,,,,,,
0.72,0.00066,80.01,,,,,,,
0.75,0.00069,83.15,,,,,,,
0.79,0.00071,86.49,,,,,,,
0.83,0.00074,89.87,,,,,,,
0.84,0.00075,90.6,,,,,,,
0.87,0.00076,93.13,,,,,,,
0.9,0.00079,96.58,,,,,,,
0.94,0.00082,100.13,,,,,,,
0.97,0.00084,103.35,,,,,,,
0.99,0.00087,107.23,,,,,,,
1.02,0.00089,110.85,,,,,,,
1.04,0.00092,114.43,,,,,,,
1.06,0.00094,117.89,,,,,,,
1.07,0.00097,120.92,,,,,,,
1.09,0.00099,124.42,,,,,,,
1.11,0.00102,127.95,,,,,,,
1.13,0.00104,131.28,,,,,,,
1.15,0.00107,134.48,,,,,,,
1.17,0.0011,137.9,,,,,,,
1.19,0.00112,141.4,,,,,,,
1.2,0.00115,144.44,,,,,,,
1.22,0.00117,147.49,,,,,,,
1.24,0.0012,150.32,,,,,,,
1.26,0.00122,153.13,,,,,,,
1.28,0.00125,156.06,,,,,,,
1.3,0.00127,158.39,,,,,,,
1.32,0.0013,160.61,,,,,,,
1.33,0.00133,162.33,,,,,,,
1.34,0.00135,163.3,,,,,,,
1.35,0.00138,163.68,,,,,,,
1.36,0.00141,163.98,,,,,,,
1.36,0.00143,164.11,,,,,,,
1.37,0.00146,164.42,,,,,,,
1.38,0.00148,164.66,,,,,,,
1.38,0.00151,164.84,,,,,,,
