time,strain,stress,temperature,type,strain_rate,max_strain,title,youngs,poissons
0.0,3e-05,0.09,850,fatigue,0.001,0.00187,43-22,153000,0.3
0.02,5e-05,4.37,,,,,,,
0.04,8e-05,8.33,,,,,,,
0.06,0.00011,11.76,,,,,,,
0.08,0.00013,14.97,,,,,,,
0.1,0.00016,18.26,,,,,,,
0.13,0.00018,21.52,,,,,,,
0.17,0.00021,24.32,,,,,,,
0.25,0.00023,28.52,,,,,,,
0.29,0.00026,34.41,,,,,,,
0.31,0.00028,40.22,,,,,,,
0.32,0.00031,45.3,,,,,,,
0.34,0.00033,49.76,,,,,,,
0.35,0.00036,53.53,,,,,,,
0.36,0.00039,56.66,,,,,,,
0.38,0.00041,59.51,,,,,,,
0.39,0.00044,61.94,,,,,,,
0.42,0.00046,64.16,,,,,,,
0.48,0.00049,68.07,,,,,,,
0.52,0.00052,73.37,,,,,,,
0.55,0.00054,77.93,,,,,,,
0.57,0.00057,81.92,,,,,,,
0.6,0.00059,85.45,,,,,,,
0.62,0.00062,89.06,,,,,,,
0.65,0.00064,92.71,,,,,,,
0.68,0.00067,96.25,,,,,,,
0.71,0.00069,99.91,,,,,,,
0.74,0.00072,103.95,,,,,,,
0.77,0.00074,107.97,,,,,,,
0.8,0.00077,111.92,,,,,,,
0.83,0.0008,115.87,,,,,,,
0.85,0.00082,119.54,,,,,,,
0.88,0.00085,123.18,,,,,,,
0.91,0.00087,126.8,,,,,,,
0.93,0.0009,130.14,,,,,,,
1.03,0.00087,118.93,,,,,,,
1.05,0.00085,115.34,,,,,,,
1.07,0.00082,111.94,,,,,,,
1.09,0.00079,108.89,,,,,,,
1.11,0.00077,106.06,,,,,,,
1.14,0.00074,103.65,,,,,,,
1.18,0.00072,100.69,,,,,,,
1.23,0.00069,96.4,,,,,,,
1.27,0.00067,92.22,,,,,,,
1.3,0.00064,87.76,,,,,,,
1.32,0.00062,83.79,,,,,,,
1.35,0.00059,79.93,,,,,,,
1.37,0.00057,76.44,,,,,,,
1.4,0.00054,72.83,,,,,,,
1.43,0.00051,69.17,,,,,,,
1.46,0.00049,65.41,,,,,,,
1.49,0.00046,61.54,,,,,,,
1.52,0.00044,57.51,,,,,,,
1.54,0.00041,53.41,,,,,,,
1.57,0.00039,49.25,,,,,,,
1.6,0.00036,45.36,,,,,,,
1.62,0.00034,41.64,,,,,,,
1.65,0.00031,37.83,,,,,,,
1.68,0.00029,34.02,,,,,,,
1.7,0.00026,30.16,,,,,,,
1.73,0.00023,26.11,,,,,,,
1.76,0.00021,22.11,,,,,,,
1.79,0.00018,18.05,,,,,,,
1.81,0.00016,14.27,,,,,,,
1.84,0.00013,10.57,,,,,,,
1.87,0.00011,6.87,,,,,,,
1.9,8e-05,3.03,,,,,,,
1.93,6e-05,-0.88,,,,,,,
1.95,3e-05,-5.05,,,,,,,
1.98,0.0,-8.83,,,,,,,
