time,strain,stress,temperature,type,strain_rate,max_strain,title,youngs,poissons
0.0,5e-05,0.37,850,fatigue,0.001,0.00541,416-9,153000,0.3
0.05,0.0001,8.27,,,,,,,
0.1,0.00015,16.13,,,,,,,
0.15,0.0002,22.68,,,,,,,
0.27,0.00025,28.86,,,,,,,
0.35,0.0003,37.26,,,,,,,
0.39,0.00035,45.54,,,,,,,
0.42,0.0004,53.03,,,,,,,
0.46,0.00046,60.21,,,,,,,
0.51,0.00051,67.34,,,,,,,
0.58,0.00056,74.6,,,,,,,
0.65,0.00061,81.9,,,,,,,
0.71,0.00066,88.5,,,,,,,
0.77,0.00071,95.76,,,,,,,
0.8,0.00073,100.45,,,,,,,
0.83,0.00076,104.43,,,,,,,
0.86,0.00081,112.38,,,,,,,
0.9,0.00086,120.42,,,,,,,
0.94,0.00091,127.98,,,,,,,
0.97,0.00096,135.65,,,,,,,
1.02,0.00101,143.69,,,,,,,
1.06,0.00106,150.87,,,,,,,
1.1,0.00111,157.41,,,,,,,
1.13,0.00116,161.36,,,,,,,
1.15,0.00121,163.19,,,,,,,
1.17,0.00127,164.24,,,,,,,
1.19,0.00132,164.94,,,,,,,
1.2,0.00137,165.41,,,,,,,
1.23,0.00142,165.31,,,,,,,
1.47,0.00147,168.31,,,,,,,
1.51,0.00152,172.57,,,,,,,
1.52,0.00159,165.71,,,,,,,
1.52,0.00167,166.09,,,,,,,
1.52,0.00172,166.28,,,,,,,
1.52,0.00178,166.37,,,,,,,
1.52,0.00185,166.5,,,,,,,
1.52,0.00192,166.59,,,,,,,
1.52,0.00199,166.71,,,,,,,
1.53,0.00205,166.88,,,,,,,
1.53,0.00211,167.04,,,,,,,
1.53,0.00219,167.35,,,,,,,
1.53,0.00224,167.67,,,,,,,
1.54,0.00218,168.06,,,,,,,
1.59,0.00213,149.11,,,,,,,
1.61,0.00208,141.05,,,,,,,
1.62,0.00203,133.52,,,,,,,
1.63,0.00198,126.16,,,,,,,
1.65,0.00193,118.9,,,,,,,
1.66,0.00187,112.0,,,,,,,
