time,strain,stress,temperature,type,strain_rate,max_strain,title,youngs,poissons
0.0,5e-05,11.74,850,fatigue,0.001,0.00172,43-6,153000,0.3
0.04,7e-05,15.48,,,,,,,
0.07,0.0001,19.49,,,,,,,
0.09,0.00012,23.44,,,,,,,
0.12,0.00015,27.24,,,,,,,
0.15,0.00017,31.04,,,,,,,
0.17,0.0002,34.62,,,,,,,
0.2,0.00023,38.06,,,,,,,
0.22,0.00025,41.76,,,,,,,
0.25,0.00028,45.53,,,,,,,
0.29,0.0003,49.88,,,,,,,
0.32,0.00033,53.89,,,,,,,
0.35,0.00035,57.82,,,,,,,
0.38,0.00038,61.64,,,,,,,
0.41,0.0004,65.19,,,,,,,
0.45,0.00043,68.96,,,,,,,
0.48,0.00045,72.65,,,,,,,
0.51,0.00048,76.65,,,,,,,
0.55,0.0005,81.0,,,,,,,
0.58,0.00053,84.87,,,,,,,
0.61,0.00056,88.92,,,,,,,
0.64,0.00058,92.79,,,,,,,
0.67,0.00061,96.76,,,,,,,
0.7,0.00063,101.2,,,,,,,
0.74,0.00066,105.53,,,,,,,
0.76,0.00068,109.49,,,,,,,
0.79,0.00071,113.92,,,,,,,
0.82,0.00073,118.09,,,,,,,
0.84,0.00076,121.89,,,,,,,
0.86,0.00078,125.8,,,,,,,
0.88,0.00081,129.4,,,,,,,
0.9,0.00084,132.47,,,,,,,
0.93,0.00086,135.27,,,,,,,
1.09,0.00083,127.11,,,,,,,
1.12,0.00081,122.71,,,,,,,
1.15,0.00078,118.52,,,,,,,
1.17,0.00076,114.67,,,,,,,
1.19,0.00073,111.09,,,,,,,
1.22,0.00071,107.73,,,,,,,
1.24,0.00068,104.25,,,,,,,
1.26,0.00066,100.72,,,,,,,
1.29,0.00063,97.31,,,,,,,
1.31,0.00061,93.9,,,,,,,
1.34,0.00058,90.46,,,,,,,
1.37,0.00056,86.91,,,,,,,
1.39,0.00053,83.49,,,,,,,
1.42,0.0005,80.22,,,,,,,
1.45,0.00048,77.01,,,,,,,
1.48,0.00045,73.54,,,,,,,
1.51,0.00043,69.73,,,,,,,
1.54,0.0004,66.11,,,,,,,
1.57,0.00038,62.6,,,,,,,
1.6,0.00035,58.87,,,,,,,
1.64,0.00033,54.71,,,,,,,
1.67,0.0003,50.84,,,,,,,
1.7,0.00027,46.65,,,,,,,
1.73,0.00025,42.57,,,,,,,
1.76,0.00022,38.63,,,,,,,
1.78,0.0002,34.93,,,,,,,
1.81,0.00017,31.27,,,,,,,
1.84,0.00015,27.53,,,,,,,
1.86,0.00012,23.77,,,,,,,
1.89,0.0001,20.44,,,,,,,
1.92,7e-05,16.72,,,,,,,
