time,strain,stress,temperature,type,strain_rate,max_strain,title,youngs,poissons
0.0,5e-05,18.67,850,fatigue,0.001,0.01507,416-19,153000,0.3
0.06,0.0001,27.05,,,,,,,
0.13,0.00015,35.86,,,,,,,
0.18,0.0002,43.89,,,,,,,
0.25,0.00025,51.24,,,,,,,
0.32,0.0003,58.59,,,,,,,
0.39,0.00035,66.98,,,,,,,
0.45,0.0004,75.19,,,,,,,
0.52,0.00045,83.23,,,,,,,
0.59,0.0005,91.46,,,,,,,
0.65,0.00056,99.45,,,,,,,
0.7,0.00061,106.93,,,,,,,
0.76,0.00066,113.42,,,,,,,
0.77,0.00067,114.92,,,,,,,
0.81,0.00071,120.32,,,,,,,
0.88,0.00076,127.47,,,,,,,
0.94,0.00081,134.32,,,,,,,
1.0,0.00086,141.76,,,,,,,
1.04,0.00091,149.91,,,,,,,
1.08,0.00096,157.44,,,,,,,
1.12,0.00101,164.36,,,,,,,
1.15,0.00106,168.31,,,,,,,
1.16,0.00111,169.42,,,,,,,
1.17,0.00117,169.92,,,,,,,
1.18,0.00122,170.35,,,,,,,
1.18,0.00128,170.81,,,,,,,
1.19,0.00133,171.12,,,,,,,
1.19,0.00138,171.34,,,,,,,
1.2,0.00144,171.51,,,,,,,
1.21,0.00149,171.51,,,,,,,
1.22,0.0016,171.38,,,,,,,
1.23,0.00165,171.05,,,,,,,
1.24,0.0017,170.13,,,,,,,
1.34,0.00165,148.59,,,,,,,
1.37,0.0016,141.42,,,,,,,
1.4,0.00155,135.06,,,,,,,
1.46,0.0015,130.66,,,,,,,
1.58,0.00155,143.31,,,,,,,
1.63,0.0016,150.87,,,,,,,
1.67,0.00165,158.23,,,,,,,
1.71,0.0017,165.68,,,,,,,
1.76,0.00175,173.11,,,,,,,
1.77,0.00176,174.4,,,,,,,
1.81,0.0018,170.56,,,,,,,
1.82,0.00186,172.37,,,,,,,
1.82,0.00192,172.93,,,,,,,
1.83,0.00198,173.47,,,,,,,
1.83,0.00204,173.78,,,,,,,
1.83,0.00209,174.27,,,,,,,
1.84,0.00215,174.73,,,,,,,
1.84,0.00221,175.19,,,,,,,
1.85,0.00227,175.44,,,,,,,
1.86,0.00232,175.4,,,,,,,
1.88,0.00237,174.34,,,,,,,
1.96,0.00232,153.63,,,,,,,
1.99,0.00227,146.39,,,,,,,
2.02,0.00222,139.91,,,,,,,
2.06,0.00217,134.26,,,,,,,
