time,strain,stress,temperature,type,strain_rate,max_strain,title,youngs,poissons
0.0,3e-05,2.2,850,fatigue,0.001,0.00361,416-5,153000,0.3
0.05,6e-05,6.69,,,,,,,
0.08,8e-05,10.97,,,,,,,
0.11,0.00011,14.88,,,,,,,
0.14,0.00013,18.42,,,,,,,
0.19,0.00016,22.22,,,,,,,
0.25,0.00018,25.07,,,,,,,
0.31,0.00021,29.23,,,,,,,
0.36,0.00024,33.25,,,,,,,
0.38,0.00026,37.88,,,,,,,
0.4,0.00029,41.74,,,,,,,
0.41,0.00031,45.26,,,,,,,
0.43,0.00034,48.82,,,,,,,
0.45,0.00036,52.32,,,,,,,
0.47,0.00039,55.8,,,,,,,
0.49,0.00041,59.17,,,,,,,
0.52,0.00044,62.78,,,,,,,
0.55,0.00046,66.49,,,,,,,
0.58,0.00049,69.8,,,,,,,
0.62,0.00052,73.1,,,,,,,
0.65,0.00054,76.51,,,,,,,
0.69,0.00057,80.03,,,,,,,
0.73,0.00059,84.04,,,,,,,
0.76,0.00062,88.1,,,,,,,
0.79,0.00064,92.12,,,,,,,
0.82,0.00067,96.41,,,,,,,
0.82,0.00067,96.58,,,,,,,
0.84,0.00069,100.36,,,,,,,
0.86,0.00072,104.17,,,,,,,
0.88,0.00074,107.92,,,,,,,
0.89,0.00077,111.84,,,,,,,
0.91,0.0008,115.61,,,,,,,
0.93,0.00082,119.41,,,,,,,
0.95,0.00085,124.16,,,,,,,
0.97,0.00087,127.83,,,,,,,
0.99,0.0009,131.85,,,,,,,
1.01,0.00093,135.63,,,,,,,
1.03,0.00095,139.19,,,,,,,
1.05,0.00098,143.01,,,,,,,
1.07,0.001,146.61,,,,,,,
1.09,0.00103,150.27,,,,,,,
1.11,0.00105,154.09,,,,,,,
1.14,0.00108,157.39,,,,,,,
1.16,0.0011,160.42,,,,,,,
1.18,0.00113,163.3,,,,,,,
1.2,0.00116,165.81,,,,,,,
1.21,0.00118,167.28,,,,,,,
1.22,0.00121,167.75,,,,,,,
1.23,0.00124,167.92,,,,,,,
1.23,0.00127,168.05,,,,,,,
1.24,0.0013,168.16,,,,,,,
1.24,0.00132,168.3,,,,,,,
1.25,0.00135,168.4,,,,,,,
1.25,0.00138,168.57,,,,,,,
1.26,0.0014,168.7,,,,,,,
1.26,0.00143,168.75,,,,,,,
1.27,0.00146,168.78,,,,,,,
1.27,0.00148,168.79,,,,,,,
1.28,0.00151,168.64,,,,,,,
1.3,0.00154,167.97,,,,,,,
1.37,0.00151,159.76,,,,,,,
1.41,0.00149,156.06,,,,,,,
1.58,0.00151,162.0,,,,,,,
1.6,0.00154,165.7,,,,,,,
1.63,0.00156,169.31,,,,,,,
1.65,0.00159,172.72,,,,,,,
1.67,0.00161,175.74,,,,,,,
1.68,0.00164,167.48,,,,,,,
1.68,0.00167,167.92,,,,,,,
1.68,0.00171,167.99,,,,,,,
1.68,0.00175,168.22,,,,,,,
1.69,0.0018,168.47,,,,,,,
1.69,0.00186,168.56,,,,,,,
1.69,0.00194,168.71,,,,,,,
1.69,0.00201,168.86,,,,,,,
1.69,0.00209,168.94,,,,,,,
1.69,0.00216,169.07,,,,,,,
1.69,0.00223,169.23,,,,,,,
1.69,0.00229,169.39,,,,,,,
1.69,0.00234,169.59,,,,,,,
1.69,0.00238,169.69,,,,,,,
1.7,0.00241,169.9,,,,,,,
1.7,0.00239,170.27,,,,,,,
1.7,0.00236,170.41,,,,,,,
1.71,0.00233,170.43,,,,,,,
1.71,0.00235,170.04,,,,,,,
1.72,0.00238,169.61,,,,,,,
1.74,0.00235,162.97,,,,,,,
1.75,0.00233,158.45,,,,,,,
1.76,0.0023,154.4,,,,,,,
1.77,0.00227,150.37,,,,,,,
1.78,0.00225,146.41,,,,,,,
1.78,0.00222,142.32,,,,,,,
1.79,0.00219,138.78,,,,,,,
1.8,0.00217,135.3,,,,,,,
1.81,0.00214,131.5,,,,,,,
1.81,0.00212,127.77,,,,,,,
1.82,0.0021,125.14,,,,,,,
1.82,0.00209,124.24,,,,,,,
1.83,0.00206,120.62,,,,,,,
1.84,0.00204,117.09,,,,,,,
1.85,0.00201,113.66,,,,,,,
1.86,0.00199,110.42,,,,,,,
1.87,0.00196,107.03,,,,,,,
1.89,0.00193,104.03,,,,,,,
1.91,0.00191,101.35,,,,,,,
2.0,0.00193,106.38,,,,,,,
2.02,0.00196,110.17,,,,,,,
2.04,0.00199,113.96,,,,,,,
2.06,0.00201,117.51,,,,,,,
2.08,0.00204,121.46,,,,,,,
2.1,0.00206,125.49,,,,,,,
2.12,0.00209,129.24,,,,,,,
2.15,0.00212,132.9,,,,,,,
2.17,0.00214,136.84,,,,,,,
2.19,0.00217,140.06,,,,,,,
2.21,0.00219,143.4,,,,,,,
2.24,0.00222,146.84,,,,,,,
2.26,0.00224,150.08,,,,,,,
2.29,0.00227,153.76,,,,,,,
2.32,0.00229,157.48,,,,,,,
2.35,0.00232,160.91,,,,,,,
2.38,0.00234,164.44,,,,,,,
2.41,0.00237,167.84,,,,,,,
2.43,0.00239,171.15,,,,,,,
2.46,0.00242,174.44,,,,,,,
2.48,0.00245,170.92,,,,,,,
2.49,0.00248,171.16,,,,,,,
2.49,0.00251,171.3,,,,,,,
2.49,0.00256,171.5,,,,,,,
2.49,0.00261,171.63,,,,,,,
2.49,0.00265,171.84,,,,,,,
2.5,0.00268,172.03,,,,,,,
2.5,0.00271,172.38,,,,,,,
2.51,0.00268,172.65,,,,,,,
2.52,0.00271,172.59,,,,,,,
2.57,0.00268,166.89,,,,,,,
2.59,0.00265,162.25,,,,,,,
2.6,0.00263,157.82,,,,,,,
2.61,0.0026,155.16,,,,,,,
2.63,0.00258,150.62,,,,,,,
2.65,0.00255,146.19,,,,,,,
2.66,0.00252,143.19,,,,,,,
2.67,0.0025,139.43,,,,,,,
2.69,0.00247,135.4,,,,,,,
2.7,0.00245,131.87,,,,,,,
2.71,0.00242,128.46,,,,,,,
2.73,0.00239,124.94,,,,,,,
2.75,0.00237,121.32,,,,,,,
2.77,0.00234,117.55,,,,,,,
2.79,0.00232,113.91,,,,,,,
2.82,0.00229,110.12,,,,,,,
2.82,0.00229,110.0,,,,,,,
2.84,0.00227,106.81,,,,,,,
2.87,0.00224,103.42,,,,,,,
2.9,0.00222,99.56,,,,,,,
2.93,0.00219,96.0,,,,,,,
2.96,0.00216,92.47,,,,,,,
2.99,0.00214,88.8,,,,,,,
3.02,0.00211,84.6,,,,,,,
3.05,0.00209,81.1,,,,,,,
3.08,0.00206,77.87,,,,,,,
3.11,0.00204,73.98,,,,,,,
3.14,0.00201,70.28,,,,,,,
3.17,0.00199,66.64,,,,,,,
3.19,0.00196,63.16,,,,,,,
