time,strain,stress,temperature,type,strain_rate,max_strain,title,youngs,poissons
0.0,5e-05,15.79,950,fatigue,0.0001,0.01001,J-4,144000,0.3
0.15,6e-05,16.91,,,,,,,
0.53,0.0001,23.43,,,,,,,
1.09,0.00015,28.84,,,,,,,
1.15,0.00016,29.18,,,,,,,
1.63,0.0002,32.38,,,,,,,
2.11,0.00025,38.59,,,,,,,
2.15,0.00025,39.86,,,,,,,
2.45,0.0003,45.65,,,,,,,
2.93,0.00035,53.62,,,,,,,
3.15,0.00037,56.52,,,,,,,
3.46,0.0004,59.91,,,,,,,
3.94,0.00045,65.04,,,,,,,
4.15,0.00047,66.61,,,,,,,
4.51,0.0005,70.73,,,,,,,
4.98,0.00055,77.01,,,,,,,
5.15,0.00056,78.68,,,,,,,
6.08,0.00066,87.23,,,,,,,
6.15,0.00066,88.02,,,,,,,
6.63,0.00071,94.79,,,,,,,
7.03,0.00076,98.16,,,,,,,
7.15,0.00076,99.27,,,,,,,
7.56,0.00081,101.35,,,,,,,
7.94,0.00086,103.05,,,,,,,
8.15,0.00087,102.5,,,,,,,
8.53,0.00091,103.43,,,,,,,
9.07,0.00096,105.35,,,,,,,
9.15,0.00097,105.93,,,,,,,
9.48,0.00101,106.45,,,,,,,
10.03,0.00106,105.28,,,,,,,
10.15,0.00108,105.53,,,,,,,
10.56,0.00111,105.43,,,,,,,
10.96,0.00116,107.36,,,,,,,
11.46,0.00121,106.37,,,,,,,
11.96,0.00126,107.34,,,,,,,
12.15,0.00128,106.93,,,,,,,
12.45,0.00131,106.65,,,,,,,
12.93,0.00136,104.73,,,,,,,
13.15,0.00139,103.3,,,,,,,
13.46,0.00141,102.05,,,,,,,
13.9,0.00146,100.97,,,,,,,
14.15,0.00148,99.79,,,,,,,
14.45,0.00151,100.03,,,,,,,
14.93,0.00156,101.14,,,,,,,
15.15,0.00158,100.76,,,,,,,
15.43,0.00161,100.64,,,,,,,
15.95,0.00166,99.93,,,,,,,
16.15,0.00169,99.56,,,,,,,
16.39,0.00172,98.83,,,,,,,
16.83,0.00177,95.56,,,,,,,
17.4,0.00182,91.91,,,,,,,
17.92,0.00187,91.11,,,,,,,
18.15,0.00188,91.82,,,,,,,
18.42,0.00192,93.35,,,,,,,
18.96,0.00197,93.33,,,,,,,
19.15,0.00198,93.51,,,,,,,
19.41,0.00202,93.2,,,,,,,
19.91,0.00207,93.05,,,,,,,
20.15,0.00209,93.07,,,,,,,
20.38,0.00212,93.16,,,,,,,
20.91,0.00217,92.23,,,,,,,
21.15,0.00219,91.83,,,,,,,
21.36,0.00222,91.09,,,,,,,
21.95,0.00227,89.8,,,,,,,
22.15,0.00229,89.91,,,,,,,
22.36,0.00232,89.77,,,,,,,
23.15,0.0024,85.1,,,,,,,
23.43,0.00242,85.18,,,,,,,
23.87,0.00247,86.08,,,,,,,
24.15,0.00249,85.2,,,,,,,
24.44,0.00252,85.4,,,,,,,
24.98,0.00257,88.01,,,,,,,
25.15,0.00259,88.47,,,,,,,
25.48,0.00262,88.69,,,,,,,
25.96,0.00267,90.52,,,,,,,
26.15,0.00268,91.04,,,,,,,
26.46,0.00272,92.19,,,,,,,
26.94,0.00278,91.94,,,,,,,
27.15,0.00279,91.65,,,,,,,
27.43,0.00283,90.8,,,,,,,
27.94,0.00288,88.85,,,,,,,
28.15,0.00289,88.37,,,,,,,
28.45,0.00293,88.2,,,,,,,
29.15,0.00299,86.0,,,,,,,
29.48,0.00303,85.59,,,,,,,
29.98,0.00308,86.24,,,,,,,
30.15,0.0031,86.5,,,,,,,
30.48,0.00313,85.9,,,,,,,
30.98,0.00318,87.14,,,,,,,
31.15,0.00319,87.55,,,,,,,
31.44,0.00323,87.74,,,,,,,
31.93,0.00328,88.07,,,,,,,
32.15,0.00329,87.66,,,,,,,
32.43,0.00333,88.01,,,,,,,
32.96,0.00338,88.05,,,,,,,
33.15,0.00339,88.42,,,,,,,
33.44,0.00343,88.1,,,,,,,
33.98,0.00348,86.89,,,,,,,
34.15,0.00349,86.92,,,,,,,
34.99,0.00358,86.34,,,,,,,
35.15,0.00359,86.17,,,,,,,
35.48,0.00363,87.29,,,,,,,
35.99,0.00368,86.73,,,,,,,
36.15,0.00369,86.96,,,,,,,
36.52,0.00373,88.68,,,,,,,
36.98,0.00378,90.49,,,,,,,
37.15,0.00379,90.48,,,,,,,
37.46,0.00383,90.12,,,,,,,
37.96,0.00388,88.47,,,,,,,
38.15,0.00389,88.01,,,,,,,
38.49,0.00393,87.85,,,,,,,
39.04,0.00398,87.55,,,,,,,
39.15,0.00399,87.86,,,,,,,
39.49,0.00403,88.15,,,,,,,
40.01,0.00408,87.11,,,,,,,
40.15,0.00409,86.89,,,,,,,
40.96,0.00418,86.33,,,,,,,
41.15,0.00419,85.65,,,,,,,
41.49,0.00424,85.23,,,,,,,
41.97,0.00429,83.83,,,,,,,
42.15,0.0043,83.55,,,,,,,
42.49,0.00434,83.13,,,,,,,
43.07,0.00439,85.95,,,,,,,
43.15,0.00439,86.66,,,,,,,
43.54,0.00444,88.03,,,,,,,
44.03,0.00449,87.9,,,,,,,
44.15,0.0045,87.77,,,,,,,
44.52,0.00454,86.81,,,,,,,
45.02,0.00459,86.84,,,,,,,
45.15,0.0046,86.54,,,,,,,
45.57,0.00464,85.85,,,,,,,
46.04,0.00469,86.32,,,,,,,
46.56,0.00474,86.62,,,,,,,
47.04,0.00479,86.9,,,,,,,
47.15,0.0048,86.77,,,,,,,
47.58,0.00484,86.8,,,,,,,
48.04,0.00489,86.89,,,,,,,
48.15,0.00489,86.86,,,,,,,
48.54,0.00494,87.58,,,,,,,
49.06,0.00499,87.37,,,,,,,
