time,strain,stress,temperature,type,strain_rate,max_strain,title,youngs,poissons
0.0,5e-05,11.56,950,fatigue,0.0001,0.00501,43-8,144000,0.3
0.22,7e-05,13.09,,,,,,,
0.62,0.0001,17.0,,,,,,,
0.97,0.00015,22.07,,,,,,,
1.22,0.00018,26.39,,,,,,,
1.57,0.0002,30.05,,,,,,,
2.2,0.00025,35.0,,,,,,,
2.22,0.00025,35.09,,,,,,,
2.81,0.0003,37.6,,,,,,,
3.22,0.00034,43.87,,,,,,,
3.41,0.00035,45.29,,,,,,,
3.8,0.0004,48.35,,,,,,,
4.07,0.00045,54.38,,,,,,,
4.22,0.00047,56.55,,,,,,,
4.57,0.0005,61.93,,,,,,,
5.03,0.00055,68.01,,,,,,,
5.22,0.00057,69.84,,,,,,,
5.57,0.0006,72.77,,,,,,,
6.01,0.00065,77.09,,,,,,,
6.22,0.00066,78.33,,,,,,,
6.69,0.0007,83.78,,,,,,,
7.22,0.00074,92.18,,,,,,,
7.33,0.00075,94.29,,,,,,,
7.87,0.0008,106.08,,,,,,,
8.22,0.00085,111.69,,,,,,,
8.25,0.00085,112.02,,,,,,,
8.76,0.0009,120.42,,,,,,,
9.19,0.00095,125.06,,,,,,,
9.22,0.00096,125.23,,,,,,,
9.55,0.001,126.11,,,,,,,
10.17,0.00105,125.58,,,,,,,
10.22,0.00106,125.88,,,,,,,
10.6,0.0011,127.02,,,,,,,
11.14,0.00115,127.0,,,,,,,
11.22,0.00115,127.22,,,,,,,
11.6,0.0012,129.31,,,,,,,
12.13,0.00125,130.15,,,,,,,
12.22,0.00126,130.38,,,,,,,
12.6,0.0013,131.2,,,,,,,
13.05,0.00135,131.28,,,,,,,
13.22,0.00138,130.81,,,,,,,
13.62,0.0014,130.05,,,,,,,
13.94,0.00145,130.45,,,,,,,
14.22,0.00148,128.23,,,,,,,
14.58,0.0015,127.22,,,,,,,
15.08,0.00155,128.2,,,,,,,
15.22,0.00157,128.61,,,,,,,
15.47,0.0016,129.95,,,,,,,
15.88,0.00165,128.48,,,,,,,
16.22,0.0017,124.66,,,,,,,
16.28,0.0017,123.77,,,,,,,
16.88,0.00175,116.21,,,,,,,
17.22,0.00178,115.96,,,,,,,
17.56,0.0018,116.74,,,,,,,
18.08,0.00185,119.52,,,,,,,
18.22,0.00186,120.86,,,,,,,
18.5,0.0019,123.18,,,,,,,
19.08,0.00195,123.39,,,,,,,
19.22,0.00197,124.34,,,,,,,
19.45,0.002,125.23,,,,,,,
19.9,0.00205,123.37,,,,,,,
20.22,0.0021,121.19,,,,,,,
20.27,0.0021,120.7,,,,,,,
20.82,0.00215,117.07,,,,,,,
21.22,0.00219,114.02,,,,,,,
21.34,0.0022,113.36,,,,,,,
21.87,0.00225,111.92,,,,,,,
22.22,0.00229,111.27,,,,,,,
22.35,0.0023,111.09,,,,,,,
22.93,0.00235,111.03,,,,,,,
23.22,0.00239,111.34,,,,,,,
23.33,0.0024,110.95,,,,,,,
23.98,0.00245,111.09,,,,,,,
24.22,0.00248,112.49,,,,,,,
24.37,0.0025,112.69,,,,,,,
24.92,0.00255,110.98,,,,,,,
25.22,0.00259,110.97,,,,,,,
25.32,0.0026,110.63,,,,,,,
25.84,0.00265,108.48,,,,,,,
26.22,0.00268,108.62,,,,,,,
26.41,0.0027,109.18,,,,,,,
26.97,0.00275,110.67,,,,,,,
27.22,0.00279,111.64,,,,,,,
27.35,0.0028,111.39,,,,,,,
27.76,0.00285,109.8,,,,,,,
28.22,0.00289,108.12,,,,,,,
28.34,0.0029,108.09,,,,,,,
28.89,0.00295,109.01,,,,,,,
29.22,0.00299,109.39,,,,,,,
29.37,0.003,109.6,,,,,,,
29.84,0.00305,109.7,,,,,,,
30.22,0.00309,109.39,,,,,,,
30.35,0.0031,109.41,,,,,,,
30.76,0.00315,108.17,,,,,,,
31.22,0.0032,106.06,,,,,,,
31.22,0.0032,106.03,,,,,,,
31.74,0.00325,103.26,,,,,,,
32.22,0.0033,101.7,,,,,,,
32.27,0.0033,101.81,,,,,,,
32.8,0.00335,101.58,,,,,,,
33.22,0.00339,101.3,,,,,,,
33.44,0.0034,102.54,,,,,,,
33.83,0.00345,104.78,,,,,,,
34.22,0.00349,104.57,,,,,,,
34.38,0.0035,104.97,,,,,,,
34.75,0.00355,104.96,,,,,,,
35.22,0.00359,105.07,,,,,,,
35.31,0.0036,105.24,,,,,,,
35.67,0.00365,103.61,,,,,,,
36.22,0.0037,100.83,,,,,,,
36.23,0.0037,100.79,,,,,,,
36.88,0.00375,101.61,,,,,,,
37.22,0.00378,104.18,,,,,,,
37.35,0.0038,105.07,,,,,,,
37.87,0.00385,105.18,,,,,,,
38.22,0.00388,105.98,,,,,,,
38.43,0.0039,107.58,,,,,,,
38.78,0.00395,109.37,,,,,,,
39.22,0.004,106.65,,,,,,,
39.27,0.004,106.39,,,,,,,
39.91,0.00405,104.65,,,,,,,
40.22,0.00409,106.1,,,,,,,
40.39,0.0041,107.01,,,,,,,
40.88,0.00415,108.73,,,,,,,
41.22,0.00419,109.58,,,,,,,
41.5,0.0042,111.93,,,,,,,
41.8,0.00425,113.76,,,,,,,
42.22,0.0043,111.59,,,,,,,
42.31,0.0043,111.15,,,,,,,
42.68,0.00435,109.07,,,,,,,
43.22,0.00439,106.63,,,,,,,
44.22,0.00434,89.97,,,,,,,
44.62,0.0043,82.53,,,,,,,
45.11,0.00425,75.34,,,,,,,
45.22,0.00425,74.05,,,,,,,
45.78,0.0042,64.94,,,,,,,
46.16,0.00415,57.95,,,,,,,
46.22,0.00415,57.23,,,,,,,
46.64,0.0041,53.1,,,,,,,
47.22,0.00406,47.23,,,,,,,
47.33,0.00405,45.57,,,,,,,
47.82,0.004,36.03,,,,,,,
48.22,0.00397,29.26,,,,,,,
48.36,0.00395,26.66,,,,,,,
48.86,0.0039,18.66,,,,,,,
49.22,0.00386,14.08,,,,,,,
49.3,0.00385,13.17,,,,,,,
49.84,0.0038,6.91,,,,,,,
50.22,0.00377,2.34,,,,,,,
50.67,0.00375,1.24,,,,,,,
51.22,0.00371,-0.5,,,,,,,
51.35,0.0037,-0.61,,,,,,,
51.85,0.00365,-8.14,,,,,,,
52.0,0.0036,-16.35,,,,,,,
52.12,0.00355,-20.95,,,,,,,
52.22,0.00354,-21.51,,,,,,,
52.72,0.0035,-24.9,,,,,,,
53.22,0.00346,-29.86,,,,,,,
53.25,0.00345,-30.33,,,,,,,
53.72,0.0034,-35.32,,,,,,,
54.22,0.00336,-39.65,,,,,,,
54.26,0.00335,-40.09,,,,,,,
54.78,0.0033,-44.25,,,,,,,
55.22,0.00325,-47.78,,,,,,,
55.24,0.00325,-47.88,,,,,,,
55.82,0.0032,-52.76,,,,,,,
56.19,0.00315,-56.2,,,,,,,
56.22,0.00315,-56.3,,,,,,,
56.66,0.0031,-56.16,,,,,,,
57.21,0.00305,-58.49,,,,,,,
57.22,0.00305,-58.54,,,,,,,
57.7,0.003,-61.52,,,,,,,
58.22,0.00295,-63.41,,,,,,,
58.23,0.00295,-63.47,,,,,,,
58.99,0.0029,-72.59,,,,,,,
59.22,0.00288,-78.14,,,,,,,
59.37,0.00285,-80.8,,,,,,,
59.75,0.0028,-82.72,,,,,,,
60.22,0.00276,-82.37,,,,,,,
60.25,0.00275,-82.41,,,,,,,
60.92,0.0027,-87.91,,,,,,,
61.2,0.00265,-90.83,,,,,,,
61.22,0.00265,-90.89,,,,,,,
61.69,0.0026,-90.64,,,,,,,
62.09,0.00255,-87.83,,,,,,,
62.22,0.00254,-87.02,,,,,,,
62.77,0.0025,-91.11,,,,,,,
63.21,0.00245,-92.55,,,,,,,
63.22,0.00245,-92.51,,,,,,,
63.74,0.0024,-93.48,,,,,,,
64.14,0.00235,-93.92,,,,,,,
64.22,0.00234,-93.69,,,,,,,
64.67,0.0023,-94.19,,,,,,,
65.09,0.00225,-92.59,,,,,,,
65.22,0.00225,-92.04,,,,,,,
65.65,0.0022,-95.47,,,,,,,
66.18,0.00215,-98.29,,,,,,,
66.22,0.00215,-98.4,,,,,,,
66.65,0.0021,-99.76,,,,,,,
67.16,0.00205,-99.46,,,,,,,
67.22,0.00204,-99.52,,,,,,,
67.48,0.002,-98.59,,,,,,,
68.13,0.00195,-97.86,,,,,,,
68.22,0.00194,-97.95,,,,,,,
68.67,0.0019,-97.55,,,,,,,
69.11,0.00185,-100.15,,,,,,,
69.22,0.00183,-100.07,,,,,,,
69.56,0.0018,-97.75,,,,,,,
70.08,0.00175,-96.8,,,,,,,
70.22,0.00174,-96.83,,,,,,,
70.53,0.0017,-96.96,,,,,,,
71.15,0.00165,-98.58,,,,,,,
71.22,0.00165,-99.12,,,,,,,
71.73,0.0016,-103.91,,,,,,,
72.15,0.00155,-107.57,,,,,,,
72.22,0.00154,-107.91,,,,,,,
72.54,0.0015,-108.3,,,,,,,
72.93,0.00145,-106.32,,,,,,,
73.22,0.00141,-103.61,,,,,,,
73.33,0.0014,-102.52,,,,,,,
74.06,0.00135,-99.86,,,,,,,
74.22,0.00133,-100.83,,,,,,,
74.41,0.0013,-100.75,,,,,,,
74.96,0.00125,-99.95,,,,,,,
75.22,0.00122,-100.09,,,,,,,
75.33,0.0012,-99.89,,,,,,,
76.02,0.00115,-97.83,,,,,,,
76.22,0.00113,-99.38,,,,,,,
76.53,0.0011,-101.56,,,,,,,
77.0,0.00105,-103.5,,,,,,,
77.22,0.00104,-104.18,,,,,,,
77.45,0.001,-105.36,,,,,,,
