time,strain,temperature,stress,type,title,youngs,poissons
0.0,0.0,900.0,36.0,creep,G22,149000.0,0.3
0.0,0.0009239999999999999,,,,,,
0.0,0.000946,,,,,,
36.0,0.000951,,,,,,
36.0,0.000956,,,,,,
36.0,0.000963,,,,,,
36.0,0.0009660000000000001,,,,,,
36.0,0.000969,,,,,,
36.0,0.0009760000000000001,,,,,,
72.0,0.00098,,,,,,
72.0,0.000985,,,,,,
72.0,0.000993,,,,,,
72.0,0.000997,,,,,,
72.0,0.001003,,,,,,
108.0,0.00101,,,,,,
108.0,0.001015,,,,,,
108.0,0.0010199999999999999,,,,,,
108.0,0.0010249999999999999,,,,,,
108.0,0.001031,,,,,,
144.0,0.001033,,,,,,
144.0,0.001048,,,,,,
144.0,0.001056,,,,,,
180.0,0.001062,,,,,,
180.0,0.0010680000000000002,,,,,,
180.0,0.001078,,,,,,
180.0,0.001095,,,,,,
216.0,0.0011070000000000001,,,,,,
216.0,0.001116,,,,,,
252.0,0.00113,,,,,,
252.0,0.001134,,,,,,
252.0,0.001142,,,,,,
288.0,0.001147,,,,,,
288.0,0.001148,,,,,,
288.0,0.001158,,,,,,
324.0,0.001164,,,,,,
324.0,0.001173,,,,,,
324.0,0.0011799999999999998,,,,,,
360.0,0.0011899999999999999,,,,,,
360.0,0.001194,,,,,,
360.0,0.001205,,,,,,
396.0,0.001221,,,,,,
396.0,0.001226,,,,,,
396.0,0.0012360000000000001,,,,,,
432.0,0.001249,,,,,,
432.0,0.001266,,,,,,
468.0,0.0012740000000000002,,,,,,
468.0,0.001281,,,,,,
504.0,0.0012870000000000002,,,,,,
504.0,0.0012920000000000002,,,,,,
540.0,0.001303,,,,,,
540.0,0.001316,,,,,,
576.0,0.001327,,,,,,
576.0,0.001332,,,,,,
612.0,0.001337,,,,,,
612.0,0.001359,,,,,,
648.0,0.001363,,,,,,
648.0,0.001371,,,,,,
684.0,0.001379,,,,,,
684.0,0.001386,,,,,,
720.0,0.0013950000000000002,,,,,,
756.0,0.0014060000000000001,,,,,,
792.0,0.0014169999999999999,,,,,,
792.0,0.001437,,,,,,
828.0,0.001458,,,,,,
864.0,0.001475,,,,,,
972.0,0.001497,,,,,,
1008.0,0.0015229999999999998,,,,,,
1080.0,0.001539,,,,,,
1152.0,0.00156,,,,,,
1188.0,0.001575,,,,,,
1260.0,0.0015890000000000001,,,,,,
1332.0,0.00161,,,,,,
1368.0,0.001633,,,,,,
1440.0,0.00165,,,,,,
1512.0,0.001661,,,,,,
1548.0,0.001676,,,,,,
1620.0,0.001696,,,,,,
1692.0,0.001699,,,,,,
1728.0,0.0017150000000000002,,,,,,
1800.0,0.0017299999999999998,,,,,,
1872.0,0.0017430000000000002,,,,,,
1908.0,0.0017599999999999998,,,,,,
1980.0,0.0017829999999999999,,,,,,
2088.0,0.001795,,,,,,
2160.0,0.00181,,,,,,
2232.0,0.001822,,,,,,
2268.0,0.001825,,,,,,
2340.0,0.0018360000000000002,,,,,,
2412.0,0.0018490000000000002,,,,,,
2448.0,0.0018599999999999999,,,,,,
2520.0,0.0018759999999999998,,,,,,
2592.0,0.001894,,,,,,
2628.0,0.001896,,,,,,
2700.0,0.001906,,,,,,
2772.0,0.001917,,,,,,
2808.0,0.001926,,,,,,
2880.0,0.001933,,,,,,
2952.0,0.0019450000000000001,,,,,,
2988.0,0.001958,,,,,,
3132.0,0.001976,,,,,,
3240.0,0.001991,,,,,,
3348.0,0.002007,,,,,,
3420.0,0.0020180000000000003,,,,,,
3528.0,0.002026,,,,,,
3600.0,0.0020369999999999997,,,,,,
3708.0,0.0020469999999999998,,,,,,
3780.0,0.002058,,,,,,
3888.0,0.002073,,,,,,
3960.0,0.002083,,,,,,
4032.0,0.002096,,,,,,
4212.0,0.00212,,,,,,
4500.0,0.00215,,,,,,
4788.0,0.002185,,,,,,
4968.0,0.002199,,,,,,
5112.0,0.002213,,,,,,
5148.0,0.002223,,,,,,
5220.0,0.002232,,,,,,
5328.0,0.002243,,,,,,
5508.0,0.0022689999999999997,,,,,,
5652.0,0.002286,,,,,,
5832.0,0.002295,,,,,,
5940.0,0.002303,,,,,,
6264.0,0.0023350000000000003,,,,,,
6372.0,0.002346,,,,,,
6480.0,0.0023610000000000003,,,,,,
6660.0,0.002379,,,,,,
6732.0,0.002388,,,,,,
6912.0,0.00241,,,,,,
7200.0,0.00244,,,,,,
7524.0,0.0024590000000000002,,,,,,
7632.0,0.0024709999999999997,,,,,,
7884.0,0.002499,,,,,,
8172.0,0.0025269999999999997,,,,,,
8460.0,0.002546,,,,,,
8604.0,0.002555,,,,,,
8640.0,0.002571,,,,,,
8892.0,0.002587,,,,,,
9072.0,0.002603,,,,,,
9180.0,0.002625,,,,,,
9324.0,0.002637,,,,,,
9504.0,0.002653,,,,,,
9792.0,0.00268,,,,,,
10080.0,0.002698,,,,,,
10332.0,0.002718,,,,,,
10440.0,0.002734,,,,,,
10584.0,0.002751,,,,,,
11052.0,0.002788,,,,,,
11304.0,0.0028100000000000004,,,,,,
11664.0,0.0028439999999999997,,,,,,
11880.0,0.002869,,,,,,
12132.0,0.002892,,,,,,
12384.0,0.00291,,,,,,
12420.0,0.002924,,,,,,
13104.0,0.0029809999999999997,,,,,,
13320.0,0.0029920000000000003,,,,,,
13392.0,0.0030080000000000003,,,,,,
13860.0,0.003049,,,,,,
14112.0,0.003068,,,,,,
14472.0,0.0031,,,,,,
14760.0,0.003128,,,,,,
15120.0,0.00316,,,,,,
15444.0,0.003188,,,,,,
15552.0,0.0032029999999999997,,,,,,
15984.0,0.003235,,,,,,
16272.0,0.0032619999999999997,,,,,,
16344.0,0.003275,,,,,,
16632.0,0.003293,,,,,,
16740.0,0.003307,,,,,,
17100.0,0.003347,,,,,,
18036.0,0.003417,,,,,,
18144.0,0.0034360000000000003,,,,,,
18504.0,0.003463,,,,,,
18756.0,0.0034820000000000003,,,,,,
19116.0,0.003524,,,,,,
19404.0,0.0035510000000000003,,,,,,
19764.0,0.0035830000000000002,,,,,,
20016.0,0.003598,,,,,,
20232.0,0.00362,,,,,,
20484.0,0.003644,,,,,,
20844.0,0.003681,,,,,,
21312.0,0.003711,,,,,,
21672.0,0.0037430000000000002,,,,,,
21924.0,0.00377,,,,,,
22176.0,0.003791,,,,,,
22392.0,0.003808,,,,,,
22716.0,0.00384,,,,,,
22752.0,0.003855,,,,,,
23004.0,0.003868,,,,,,
23364.0,0.003896,,,,,,
23976.0,0.003952,,,,,,
24264.0,0.003977,,,,,,
24444.0,0.003996,,,,,,
24696.0,0.004019,,,,,,
25092.0,0.0040539999999999994,,,,,,
25344.0,0.004072,,,,,,
25704.0,0.004105,,,,,,
25956.0,0.004133,,,,,,
26316.0,0.004156,,,,,,
26676.0,0.004197,,,,,,
26964.0,0.004219,,,,,,
27252.0,0.004253,,,,,,
27504.0,0.004269,,,,,,
27684.0,0.004287,,,,,,
28188.0,0.004327,,,,,,
28368.0,0.004344,,,,,,
28728.0,0.004383000000000001,,,,,,
29016.0,0.004413,,,,,,
29448.0,0.004448,,,,,,
29628.0,0.004465,,,,,,
30096.0,0.004508,,,,,,
30384.0,0.004534,,,,,,
30816.0,0.004571,,,,,,
31104.0,0.004599,,,,,,
31464.0,0.004631,,,,,,
31824.0,0.004671,,,,,,
32436.0,0.004723,,,,,,
32616.0,0.004749,,,,,,
32976.0,0.004772,,,,,,
33408.0,0.004815,,,,,,
33588.0,0.004830999999999999,,,,,,
34056.0,0.004863,,,,,,
34236.0,0.004882,,,,,,
34848.0,0.0049380000000000005,,,,,,
34956.0,0.004958000000000001,,,,,,
35136.0,0.0049759999999999995,,,,,,
35496.0,0.005007,,,,,,
35784.0,0.005039,,,,,,
36144.0,0.005066,,,,,,
36504.0,0.005101,,,,,,
36684.0,0.0051259999999999995,,,,,,
37044.0,0.005143,,,,,,
37296.0,0.005163,,,,,,
37404.0,0.0051849999999999995,,,,,,
37908.0,0.005229,,,,,,
38376.0,0.005272,,,,,,
38628.0,0.005298000000000001,,,,,,
38988.0,0.0053300000000000005,,,,,,
39600.0,0.005384,,,,,,
39636.0,0.005399,,,,,,
39996.0,0.005433,,,,,,
40248.0,0.005453,,,,,,
40536.0,0.0054800000000000005,,,,,,
40860.0,0.005515,,,,,,
40968.0,0.005533,,,,,,
41796.0,0.005603,,,,,,
41976.0,0.005627,,,,,,
42480.0,0.005666,,,,,,
42768.0,0.005707,,,,,,
43416.0,0.005770999999999999,,,,,,
43776.0,0.005801,,,,,,
43956.0,0.005812,,,,,,
44280.0,0.005847,,,,,,
44496.0,0.005869999999999999,,,,,,
44676.0,0.005893000000000001,,,,,,
45108.0,0.005929,,,,,,
45468.0,0.0059570000000000005,,,,,,
45648.0,0.005985000000000001,,,,,,
45936.0,0.006018,,,,,,
46440.0,0.006051,,,,,,
46548.0,0.006069,,,,,,
47016.0,0.006104000000000001,,,,,,
47556.0,0.006168,,,,,,
47880.0,0.006189,,,,,,
48060.0,0.0062180000000000004,,,,,,
48528.0,0.00625,,,,,,
48708.0,0.006278000000000001,,,,,,
48960.0,0.0063,,,,,,
49248.0,0.0063170000000000006,,,,,,
49500.0,0.00634,,,,,,
49860.0,0.006381,,,,,,
50112.0,0.0064,,,,,,
50652.0,0.006455,,,,,,
50868.0,0.006469,,,,,,
51120.0,0.0065049999999999995,,,,,,
51408.0,0.006526,,,,,,
51948.0,0.006572,,,,,,
52128.0,0.006592,,,,,,
52308.0,0.006605,,,,,,
52488.0,0.0066300000000000005,,,,,,
53028.0,0.00668,,,,,,
53352.0,0.0067090000000000006,,,,,,
53820.0,0.006745999999999999,,,,,,
53928.0,0.006763,,,,,,
54252.0,0.006787,,,,,,
54720.0,0.006831,,,,,,
55152.0,0.006871,,,,,,
55440.0,0.006905,,,,,,
55692.0,0.006936,,,,,,
56088.0,0.0069759999999999996,,,,,,
56448.0,0.007005,,,,,,
56700.0,0.00703,,,,,,
57060.0,0.007068,,,,,,
57600.0,0.00712,,,,,,
57852.0,0.007145,,,,,,
58320.0,0.007174000000000001,,,,,,
58428.0,0.007193000000000001,,,,,,
58572.0,0.007207,,,,,,
58932.0,0.007241,,,,,,
59148.0,0.007267,,,,,,
59472.0,0.007295,,,,,,
59940.0,0.007332,,,,,,
60192.0,0.007348,,,,,,
