ebsd_id,mesh_id,confidence
5,1,100.0
6,2,100.0
8,3,82.35
9,4,92.16
10,5,99.14
11,6,93.42
12,7,92.22
13,8,91.53
14,9,95.61
15,10,100.0
16,11,97.14
17,12,93.42
18,13,93.18
19,14,97.41
20,15,100.0
22,16,100.0
23,17,90.77
24,18,91.8
25,19,90.43
26,20,81.25
27,21,87.17
28,22,81.97
29,23,100.0
30,24,96.43
31,25,82.0
32,26,76.98
33,27,90.77
34,28,93.8
35,29,85.96
36,30,91.38
37,31,92.42
38,32,68.57
39,33,92.31
40,34,69.57
41,35,92.68
42,36,95.92
43,37,98.99
44,38,93.37
45,39,92.16
46,40,100.0
47,41,88.55
48,42,86.44
49,43,93.44
50,44,100.0
51,45,95.24
52,46,85.14
53,47,90.61
54,48,89.44
55,49,98.53
57,50,90.16
58,51,92.86
59,52,100.0
60,53,93.29
61,54,93.96
62,55,94.27
63,56,88.07
64,57,93.18
65,58,90.99
66,59,94.29
67,60,97.96
68,61,92.78
69,62,76.0
71,63,94.5
72,64,98.21
73,65,82.76
74,66,91.58
75,67,89.66
76,68,88.51
77,69,85.51
78,70,85.54
79,71,85.71
80,72,86.67
81,73,75.0
82,74,100.0
83,75,91.11
84,76,87.21
85,77,88.98
86,78,90.14
87,79,100.0
88,80,95.65
89,81,76.36
90,82,100.0
91,83,89.52
92,84,88.24
93,85,95.81
94,86,91.76
95,87,83.87
96,88,91.8
97,89,100.0
98,90,80.0
99,91,90.17
100,92,85.0
101,93,82.5
102,94,80.51
103,95,100.0
104,96,90.7
105,97,90.24
106,98,88.89
107,99,75.48
108,100,97.5
109,101,86.73
110,102,90.0
111,103,84.85
112,104,82.35
113,105,94.12
114,106,92.98
115,107,89.68
116,108,77.78
117,109,82.05
118,110,100.0
119,111,90.32
120,112,81.58
121,113,89.78
122,114,86.7
123,115,95.65
124,116,84.38
125,117,94.06
126,118,88.06
127,119,89.19
128,120,100.0
129,121,93.25
130,122,98.51
131,123,100.0
132,124,67.9
133,125,95.0
134,126,98.11
135,127,97.79
137,128,92.5
138,129,92.63
139,130,100.0
140,131,100.0
141,132,75.0
142,133,100.0
143,134,100.0
144,135,84.09
145,136,100.0
146,137,93.75
147,138,96.15
148,139,92.86
149,140,88.46
150,141,89.55
151,142,100.0
152,143,89.47
153,144,96.84
154,145,84.92
155,146,89.06
156,147,97.56
157,148,84.85
158,149,84.73
159,150,86.51
160,151,90.77
161,152,97.06
162,153,96.39
163,154,92.0
164,155,84.5
165,156,83.72
166,157,74.29
167,158,92.77
168,159,88.89
169,160,91.57
170,161,79.49
171,162,89.13
172,163,91.43
173,164,90.7
174,165,90.91
175,166,87.12
176,167,85.43
177,168,91.03
178,169,84.76
179,170,80.77
180,171,96.97
181,172,100.0
182,173,85.19
183,174,95.65
184,175,92.63
185,176,91.82
186,177,100.0
187,178,92.54
188,179,90.43
189,180,76.19
190,181,91.54
191,182,94.74
192,183,100.0
194,184,91.54
195,185,97.05
196,186,95.07
197,187,78.65
198,188,92.5
199,189,85.92
200,190,100.0
201,191,87.5
202,192,95.41
203,193,100.0
204,194,100.0
205,195,91.34
206,196,100.0
207,197,100.0
208,198,88.41
209,199,73.91
210,200,67.65
211,201,95.63
212,202,88.64
213,203,95.79
214,204,88.16
215,205,97.06
216,206,82.14
217,207,93.64
218,208,92.39
219,209,90.7
220,210,90.06
221,211,89.48
222,212,90.48
223,213,100.0
224,214,100.0
225,215,83.16
226,216,93.02
227,217,80.36
228,218,83.93
229,219,89.32
230,220,92.86
231,221,94.61
232,222,80.0
233,223,93.24
234,224,93.55
235,225,84.24
236,226,85.87
237,227,86.36
238,228,94.44
239,229,88.46
240,230,91.94
241,231,86.65
242,232,97.87
243,233,85.45
244,234,96.97
245,235,85.19
246,236,90.1
247,237,96.2
248,238,89.13
249,239,96.92
250,240,100.0
251,241,90.62
252,242,90.4
253,243,78.79
254,244,90.35
255,245,98.46
256,246,96.25
257,247,82.93
258,248,87.76
259,249,91.43
260,250,90.8
261,251,95.56
262,252,97.87
263,253,79.07
264,254,77.87
265,255,91.57
267,256,83.58
268,257,90.24
270,258,82.35
271,259,100.0
272,260,83.08
273,261,91.67
274,262,92.72
275,263,81.08
276,264,93.52
277,265,92.72
278,266,91.48
279,267,96.43
280,268,94.23
281,269,80.65
282,270,86.73
283,271,84.84
284,272,94.39
285,273,91.3
286,274,94.9
287,275,93.1
288,276,85.19
289,277,88.57
290,278,92.59
291,279,89.47
293,280,100.0
294,281,81.05
295,282,94.93
296,283,93.81
297,284,87.67
298,285,100.0
299,286,93.5
300,287,93.9
301,288,94.09
302,289,85.29
303,290,96.83
304,291,91.44
305,292,82.11
306,293,92.86
307,294,85.82
308,295,92.7
309,296,100.0
310,297,91.67
311,298,96.3
312,299,87.79
313,300,94.12
314,301,82.8
315,302,89.29
316,303,97.44
317,304,84.0
318,305,91.67
319,306,74.55
320,307,96.55
321,308,100.0
322,309,85.0
323,310,94.17
324,311,81.08
325,312,86.0
326,313,90.12
327,314,93.1
328,315,88.02
329,316,98.25
330,317,90.37
331,318,89.84
332,319,91.14
333,320,96.88
334,321,87.79
335,322,100.0
336,323,94.38
337,324,91.76
338,325,98.28
339,326,85.14
340,327,95.45
341,328,91.43
342,329,98.15
343,330,91.18
344,331,85.23
345,332,96.43
346,333,89.29
347,334,100.0
348,335,97.42
349,336,96.38
350,337,95.0
351,338,93.62
352,339,92.19
353,340,100.0
354,341,95.42
355,342,92.27
356,343,80.77
357,344,89.17
358,345,91.67
359,346,80.0
360,347,92.31
361,348,100.0
362,349,82.17
363,350,100.0
364,351,93.22
365,352,92.78
366,353,89.66
367,354,85.71
368,355,100.0
369,356,85.37
370,357,96.37
371,358,100.0
372,359,90.16
373,360,87.14
374,361,96.97
375,362,95.0
376,363,92.49
377,364,76.67
378,365,100.0
380,366,89.76
381,367,94.22
382,368,100.0
383,369,92.0
385,370,89.04
386,371,90.91
387,372,95.24
388,373,100.0
389,374,86.97
390,375,97.06
391,376,97.92
392,377,90.36
393,378,98.15
394,379,91.06
395,380,93.87
396,381,90.3
397,382,96.28
398,383,96.77
399,384,100.0
400,385,90.96
401,386,95.43
402,387,89.39
403,388,87.88
404,389,89.14
405,390,66.67
406,391,88.21
407,392,84.27
408,393,91.04
409,394,91.87
410,395,98.36
411,396,89.76
412,397,92.83
413,398,96.58
414,399,100.0
415,400,89.23
416,401,87.18
417,402,96.43
418,403,84.0
419,404,97.5
420,405,89.09
421,406,94.74
422,407,91.3
423,408,93.65
425,409,88.0
426,410,87.62
427,411,88.07
428,412,91.02
429,413,90.48
430,414,98.04
431,415,92.41
432,416,89.03
433,417,89.29
434,418,95.83
435,419,98.57
436,420,95.1
437,421,90.24
438,422,85.45
440,423,98.95
441,424,89.72
442,425,88.7
443,426,78.0
444,427,93.62
445,428,90.51
446,429,98.57
447,430,82.81
448,431,89.76
449,432,71.79
450,433,68.0
451,434,90.53
452,435,100.0
453,436,83.54
454,437,90.32
455,438,93.31
456,439,91.92
457,440,83.61
458,441,89.8
459,442,94.78
460,443,88.73
461,444,79.07
462,445,95.77
463,446,96.43
464,447,100.0
465,448,94.32
466,449,95.65
467,450,76.92
468,451,97.37
469,452,85.71
470,453,76.09
472,454,96.55
473,455,90.62
474,456,91.75
475,457,96.43
476,458,95.74
477,459,89.63
478,460,89.83
479,461,85.46
480,462,89.62
481,463,90.91
482,464,87.3
483,465,99.56
484,466,92.31
486,467,100.0
489,468,95.32
490,469,96.19
491,470,100.0
493,471,93.91
494,472,95.86
495,473,100.0
496,474,84.93
498,475,93.94
501,476,89.87
502,477,100.0
505,478,92.35
507,479,93.46
509,480,87.88
100001,481,100.0
100002,482,100.0
