time,strain,stress,temperature,type,title,medium,strain_rate,youngs,poissons
9.6000012,-3.01E-05,3.091906949,750,tensile,D6,Air,0.000110387,161000,0.3
9.7999992,-3.01E-05,3.202903609,,,,,,,
10.0000008,-3.01E-05,3.29890072,,,,,,,
10.2999996,-3.01E-05,3.377898342,,,,,,,
10.5000012,-3.01E-05,3.488895002,,,,,,,
10.6999992,-2.94E-05,3.583894734,,,,,,,
10.9000008,-2.86E-05,3.694894253,,,,,,,
11.1999996,-2.79E-05,3.805893824,,,,,,,
11.4000012,-2.64E-05,3.900896928,,,,,,,
11.5999992,-2.42E-05,4.027902422,,,,,,,
11.8000008,-2.28E-05,4.122906198,,,,,,,
12.0999996,-2.06E-05,4.249912646,,,,,,,
12.3000012,-1.76E-05,4.360923225,,,,,,,
12.4999992,-1.47E-05,4.471934329,,,,,,,
12.7000008,-1.17E-05,4.551946573,,,,,,,
12.8999988,-8.79E-06,4.662959022,,,,,,,
13.2000012,-5.12E-06,4.757975653,,,,,,,
13.3999992,-1.45E-06,4.836993011,,,,,,,
13.6000008,1.44E-06,4.932007127,,,,,,,
13.7999988,5.12E-06,5.027025723,,,,,,,
14.0000004,8.06E-06,5.107041188,,,,,,,
14.1999984,1.17E-05,5.202061056,,,,,,,
14.5000008,1.54E-05,5.297081616,,,,,,,
14.6999988,1.91E-05,5.392102879,,,,,,,
14.9000004,2.20E-05,5.50312122,,,,,,,
15.0999984,2.57E-05,5.582143457,,,,,,,
15.4000008,2.94E-05,5.693167209,,,,,,,
15.5999988,3.23E-05,5.7891871,,,,,,,
15.8000004,3.60E-05,5.900212347,,,,,,,
15.9999984,3.89E-05,5.995233271,,,,,,,
16.2,4.26E-05,6.090259324,,,,,,,
16.4999988,4.55E-05,6.217283066,,,,,,,
16.7000004,4.99E-05,6.328315925,,,,,,,
16.8999984,5.29E-05,6.423339603,,,,,,,
17.1,5.65E-05,6.566371274,,,,,,,
17.3000016,6.02E-05,6.677402062,,,,,,,
17.6000004,6.46E-05,6.788438573,,,,,,,
17.7999984,6.68E-05,6.899461102,,,,,,,
18,7.05E-05,7.010494261,,,,,,,
18.2000016,7.34E-05,7.137524048,,,,,,,
18.5000004,7.64E-05,7.263554719,,,,,,,
18.6999984,8.00E-05,7.374590267,,,,,,,
18.9,8.30E-05,7.53362499,,,,,,,
19.1000016,8.66E-05,7.628660882,,,,,,,
19.2999996,8.96E-05,7.739693314,,,,,,,
19.5999984,9.33E-05,7.89873656,,,,,,,
19.8,9.62E-05,8.009770522,,,,,,,
20.0000016,9.91E-05,8.151807984,,,,,,,
20.1999996,0.000102795,8.278850978,,,,,,,
20.4999984,0.000105744,8.405888829,,,,,,,
