time,strain,stress,temperature,type,title,medium,strain_rate,youngs,poissons
40.2999984,-0.000118587,20.57755962,800,tensile,D7,Air,0.000104378,157000,0.3
40.5,-0.000117107,20.82756081,,,,,,,
40.7000016,-0.000116377,21.0175539,,,,,,,
40.8999996,-0.000116377,21.25752597,,,,,,,
41.1999984,-0.000114887,21.50752893,,,,,,,
41.4,-0.000114157,21.69752295,,,,,,,
41.6000016,-0.000113396,21.98750655,,,,,,,
41.9000004,-0.000111936,22.23751068,,,,,,,
42.0999984,-0.000110446,22.45751952,,,,,,,
42.3,-0.000109686,22.71750807,,,,,,,
42.5000016,-0.000108966,22.91750264,,,,,,,
42.6999996,-0.000108236,23.15749339,,,,,,,
42.9999984,-0.000106746,23.39750228,,,,,,,
43.2,-0.000105986,23.61749675,,,,,,,
43.4000016,-0.000104525,23.88750302,,,,,,,
44.2000008,-0.000100815,24.77750193,,,,,,,
44.3999988,-0.000100065,25.0174965,,,,,,,
44.7000012,-9.78E-05,25.31752269,,,,,,,
44.8999992,-9.71E-05,25.5675169,,,,,,,
45.1000008,-9.56E-05,25.82753014,,,,,,,
45.2999988,-9.41E-05,26.05754697,,,,,,,
45.6000012,-9.34E-05,26.32754078,,,,,,,
45.7999992,-9.19E-05,26.56755795,,,,,,,
46.0000008,-9.04E-05,26.83757286,,,,,,,
46.1999988,-8.89E-05,27.09758973,,,,,,,
46.4000004,-8.82E-05,27.34758746,,,,,,,
46.6999992,-8.60E-05,27.59762668,,,,,,,
46.9000008,-8.45E-05,27.86764499,,,,,,,
47.0999988,-8.37E-05,28.10764607,,,,,,,
47.3000004,-8.30E-05,28.37764389,,,,,,,
47.4999984,-8.15E-05,28.64766417,,,,,,,
47.8000008,-7.93E-05,28.93770477,,,,,,,
47.9999988,-7.71E-05,29.18774971,,,,,,,
48.2000004,-7.56E-05,29.43777425,,,,,,,
48.3999984,-7.34E-05,29.72781823,,,,,,,
48.7000008,-7.19E-05,30.0278409,,,,,,,
48.8999988,-7.04E-05,30.26786872,,,,,,,
49.1000004,-6.82E-05,30.54791673,,,,,,,
49.2999984,-6.67E-05,30.83794285,,,,,,,
49.5,-6.45E-05,31.10799384,,,,,,,
49.7999988,-6.38E-05,31.38799867,,,,,,,
50.0000004,-6.15E-05,31.69805013,,,,,,,
50.1999984,-5.93E-05,31.94810562,,,,,,,
50.4,-5.78E-05,32.24813582,,,,,,,
50.6999988,-5.63E-05,32.51816766,,,,,,,
50.9000004,-5.49E-05,32.80820014,,,,,,,
51.0999984,-5.41E-05,33.0882099,,,,,,,
51.3,-5.26E-05,33.38824335,,,,,,,
51.5000016,-5.12E-05,33.65827826,,,,,,,
51.8000004,-4.89E-05,33.95833922,,,,,,,
51.9999984,-4.67E-05,34.27839957,,,,,,,
52.2,-4.52E-05,34.56843747,,,,,,,
52.4000016,-4.37E-05,34.84847566,,,,,,,
52.7000004,-4.15E-05,35.14854152,,,,,,,
52.8999984,-4.00E-05,35.45858039,,,,,,,
53.1,-3.85E-05,35.72862275,,,,,,,
53.3000016,-3.63E-05,36.0286911,,,,,,,
53.4999996,-3.48E-05,36.33873391,,,,,,,
53.7999984,-3.26E-05,36.65880408,,,,,,,
54,-3.11E-05,36.97884866,,,,,,,
54.2000016,-2.89E-05,37.27892309,,,,,,,
54.3999996,-2.82E-05,37.54894267,,,,,,,
54.6000012,-2.67E-05,37.86899001,,,,,,,
54.9,-2.52E-05,38.19903805,,,,,,,
55.1000016,-2.37E-05,38.49908778,,,,,,,
55.2999996,-2.22E-05,38.79913728,,,,,,,
55.5000012,-2.07E-05,39.11918842,,,,,,,
55.8,-1.93E-05,39.41924085,,,,,,,
56.0000016,-1.85E-05,39.70926421,,,,,,,
56.1999996,-1.63E-05,40.08934725,,,,,,,
56.4000012,-1.56E-05,40.38937181,,,,,,,
56.7,-1.41E-05,40.71942731,,,,,,,
56.9000016,-1.18E-05,41.0395138,,,,,,,
57.0999996,-1.11E-05,41.38953987,,,,,,,
