time,strain,stress,temperature,type,title,medium,strain_rate,youngs,poissons,
1.00E-01,1.97E-06,17.07003359,20,tensile,D5,Air,0.00010906,211000,0.3,
3.00E-01,1.97E-06,17.11003367,,,,,,,,
3.6,3.00E-05,23.4707041,,,,,,,,
3.8999988,3.20E-05,23.90076406,,,,,,,,
4.1000004,3.40E-05,24.370828,,,,,,,,
4.2999984,3.60E-05,24.78089168,,,,,,,,
4.5,3.70E-05,25.21093199,,,,,,,,
4.7999988,3.90E-05,25.62099857,,,,,,,,
5.0000004,4.10E-05,26.03106681,,,,,,,,
5.1999984,4.30E-05,26.471138,,,,,,,,
5.4,4.50E-05,26.89121005,,,,,,,,
5.6000016,4.70E-05,27.31128379,,,,,,,,
5.9000004,4.90E-05,27.75136019,,,,,,,,
6.0999984,5.10E-05,28.20143775,,,,,,,,
6.3,5.30E-05,28.65151822,,,,,,,,
6.5000016,5.60E-05,29.07162745,,,,,,,,
6.8000004,5.60E-05,29.50165153,,,,,,,,
6.9999984,5.80E-05,29.92173512,,,,,,,,
7.2,6.10E-05,30.35185086,,,,,,,,
7.4000016,6.20E-05,30.79190923,,,,,,,,
7.5999996,6.40E-05,31.2019973,,,,,,,,
7.8999984,6.60E-05,31.66208905,,,,,,,,
8.1,6.80E-05,32.1221839,,,,,,,,
8.3000016,7.00E-05,32.5322771,,,,,,,,
8.4999996,7.20E-05,32.9723741,,,,,,,,
8.7999984,7.40E-05,33.41247287,,,,,,,,
9,7.60E-05,33.84257265,,,,,,,,
9.2000016,7.80E-05,34.28267357,,,,,,,,
9.3999996,7.90E-05,34.72274344,,,,,,,,
9.6000012,8.10E-05,35.1628488,,,,,,,,
9.9,8.40E-05,35.62299265,,,,,,,,
10.1000016,8.50E-05,36.09306765,,,,,,,,
10.2999996,8.80E-05,36.53321435,,,,,,,,
10.5000012,8.90E-05,36.97329092,,,,,,,,
10.8,9.10E-05,37.45340885,,,,,,,,
11.0000016,9.30E-05,37.89352347,,,,,,,,
11.1999996,9.50E-05,38.3236404,,,,,,,,
11.4000012,9.70E-05,38.79376294,,,,,,,,
11.5999992,9.90E-05,39.2338844,,,,,,,,
11.9000016,0.000101015,39.67400746,,,,,,,,
12.0999996,0.000102985,40.18413814,,,,,,,,
12.3000012,0.000106014,40.63430759,,,,,,,,
12.4999992,0.000106014,41.0843553,,,,,,,,
12.8000016,0.000109014,41.55452978,,,,,,,,
12.9999996,0.000111014,42.01466395,,,,,,,,
13.2000012,0.000112984,42.45479643,,,,,,,,
13.3999992,0.000114993,42.91493465,,,,,,,,
13.6000008,0.000117003,43.36507355,,,,,,,,
13.8999996,0.000117983,43.80516796,,,,,,,,
14.1000012,0.000121013,44.3153624,,,,,,,,
14.2999992,0.000122982,44.7555038,,,,,,,,
14.5000008,0.000124992,45.21565125,,,,,,,,
14.7999996,0.000127002,45.67580055,,,,,,,,
15.0000012,0.000129012,46.14595298,,,,,,,,
15.1999992,0.000131011,46.60610553,,,,,,,,
15.4000008,0.000132981,47.05625718,,,,,,,,
15.5999988,0.000134991,47.45640575,,,,,,,,
15.9000012,0.000137001,47.92656552,,,,,,,,
16.0999992,0.00013798,48.44668424,,,,,,,,
16.3000008,0.00014101,48.9268987,,,,,,,,
16.4999988,0.00014298,49.34705513,,,,,,,,
16.8000012,0.000144989,49.83722535,,,,,,,,
16.9999992,0.000146009,50.27734043,,,,,,,,
17.2000008,0.000149009,50.76756426,,,,,,,,
17.3999988,0.000151998,51.20778291,,,,,,,,
17.6000004,0.000152978,51.68790652,,,,,,,,
17.8999992,0.000154988,52.15808325,,,,,,,,
18.1000008,0.000156998,52.65826658,,,,,,,,
18.2999988,0.000159987,53.1485024,,,,,,,,
18.5000004,0.000161997,53.6386886,,,,,,,,
18.7999992,0.000164007,54.09887184,,,,,,,,
19.0000008,0.000166006,54.56905805,,,,,,,,
19.1999988,0.000169006,55.05930455,,,,,,,,
19.4000004,0.000169986,55.5494418,,,,,,,,
19.5999984,0.000172975,56.01968917,,,,,,,,
19.9000008,0.000174005,56.49983039,,,,,,,,
20.0999988,0.000176005,57.03003666,,,,,,,,
20.3000004,0.000179004,57.49029007,,,,,,,,
20.4999984,0.000181004,57.96049011,,,,,,,,
20.8000008,0.000182973,58.44069211,,,,,,,,
20.9999988,0.000184983,58.9309002,,,,,,,,
21.2000004,0.000187972,59.42116849,,,,,,,,
21.3999984,0.000189002,59.90132041,,,,,,,,
21.6,0.000191992,60.38159164,,,,,,,,
21.8999988,0.000194001,60.85180418,,,,,,,,
22.1000004,0.000196001,61.32201799,,,,,,,,
22.2999984,0.00019797,61.88224964,,,,,,,,
22.5,0.00019998,62.352468,,,,,,,,
22.7999988,0.00020199,62.82268825,,,,,,,,
23.0000004,0.000204979,63.3129765,,,,,,,,
23.1999984,0.000206989,63.80320517,,,,,,,,
23.4,0.000208998,64.27343163,,,,,,,,
23.6000016,0.000209978,64.7535954,,,,,,,,
23.9000004,0.000213997,65.25396266,,,,,,,,
24.0999984,0.000215997,65.7942098,,,,,,,,
24.3,0.000217966,66.2844462,,,,,,,,
24.5000016,0.000220996,66.7747553,,,,,,,,
24.8000004,0.000223005,67.26499877,,,,,,,,
24.9999984,0.000224975,67.74523925,,,,,,,,
25.2,0.000226984,68.23548662,,,,,,,,
25.4000016,0.000229974,68.7258033,,,,,,,,
25.5999996,0.000231983,69.23605973,,,,,,,,
25.8999984,0.000233993,69.72631353,,,,,,,,
26.1,0.000236982,70.25664758,,,,,,,,
26.3000016,0.000238991,70.73690349,,,,,,,,
26.4999996,0.000240991,71.23716544,,,,,,,,
26.7999984,0.00024399,71.89754016,,,,,,,,
27.1000008,0.00024599,72.40780939,,,,,,,,
27.2999988,0.000248989,72.89814858,,,,,,,,
27.5000004,0.000250988,73.39841985,,,,,,,,
27.6999984,0.000252998,73.90869639,,,,,,,,
27.9,0.000255987,74.39904277,,,,,,,,
28.1999988,0.000258986,74.89939542,,,,,,,,
28.4000004,0.000259966,75.3995988,,,,,,,,
28.5999984,0.000263985,75.91003648,,,,,,,,
28.8,0.000265985,76.41032127,,,,,,,,
29.0000016,0.000267994,76.92061151,,,,,,,,
29.3000004,0.000269964,77.420898,,,,,,,,
29.4999984,0.000272993,77.99128815,,,,,,,,
29.7,0.000274962,78.501582,,,,,,,,
29.9000016,0.000276972,78.99187548,,,,,,,,
30.2000004,0.000280981,79.52234109,,,,,,,,
30.3999984,0.00028197,80.03256362,,,,,,,,
30.6,0.000284959,80.55295105,,,,,,,,
30.8000016,0.000287989,81.08334771,,,,,,,,
31.1000004,0.000289958,81.6036582,,,,,,,,
31.2999984,0.000291967,82.1139711,,,,,,,,
31.5,0.000294956,82.61436405,,,,,,,,
31.7000016,0.000296966,83.12468153,,,,,,,,
31.8999996,0.000299955,83.62508,,,,,,,,
32.1999984,0.000301964,84.14540508,,,,,,,,
32.4,0.000304953,84.63580605,,,,,,,,
32.6000016,0.000307983,85.17622875,,,,,,,,
32.7999996,0.000309952,85.6965577,,,,,,,,
33.0000012,0.000311961,86.1968859,,,,,,,,
33.3,0.00031495,86.7873294,,,,,,,,
33.5000016,0.000317979,87.2877513,,,,,,,,
33.6999996,0.000319949,87.8080896,,,,,,,,
33.9000012,0.000321958,88.32843348,,,,,,,,
34.2,0.000324947,88.81885675,,,,,,,,
34.4000016,0.000326957,89.38922161,,,,,,,,
34.5999996,0.000329946,89.9096604,,,,,,,,
34.8000012,0.000332975,90.45011257,,,,,,,,
35.1,0.000334944,90.94045485,,,,,,,,
35.3000016,0.000336953,91.44080608,,,,,,,,
35.4999996,0.000339942,91.9612562,,,,,,,,
35.7000012,0.000341952,92.4716154,,,,,,,,
35.8999992,0.00034596,93.00216948,,,,,,,,
36.2000016,0.000347969,93.51253384,,,,,,,,
36.3999996,0.000349939,94.0329,,,,,,,,
36.6000012,0.000352968,94.5533684,,,,,,,,
36.7999992,0.000355957,95.09384326,,,,,,,,
37.1000016,0.000357966,95.65423483,,,,,,,,
37.2999996,0.000360955,96.05466514,,,,,,,,
37.5000012,0.000363954,96.58514613,,,,,,,,
37.6999992,0.000366943,97.14564034,,,,,,,,
37.9000008,0.000367962,97.64592341,,,,,,,,
38.1999996,0.000371941,98.18651278,,,,,,,,
38.4000012,0.00037395,98.67689333,,,,,,,,
38.5999992,0.000376939,99.22739562,,,,,,,,
38.8000008,0.000379968,99.74789379,,,,,,,,
38.9999988,0.000381937,100.2382774,,,,,,,,
39.3000012,0.000384966,100.838812,,,,,,,,
39.4999992,0.000386935,101.3392041,,,,,,,,
39.7000008,0.000389964,101.9397451,,,,,,,,
39.8999988,0.000391933,102.4401418,,,,,,,,
40.2000012,0.000395982,102.9407546,,,,,,,,
40.3999992,0.00039913,103.4412783,,,,,,,,
40.6000008,0.0004011,104.0417227,,,,,,,,
40.7999988,0.000403858,104.5422117,,,,,,,,
41.1000012,0.000407007,105.1427852,,,,,,,,
41.2999992,0.000408976,105.6431967,,,,,,,,
41.5000008,0.000412905,106.1438182,,,,,,,,
41.6999988,0.000414874,106.7442762,,,,,,,,
41.9000004,0.000418023,107.2448214,,,,,,,,
42.1999992,0.000419992,107.7452426,,,,,,,,
42.4000008,0.000422741,108.3457925,,,,,,,,
42.5999988,0.000427079,108.8464761,,,,,,,,
42.8000004,0.000429038,109.3469039,,,,,,,,
43.0999992,0.000431797,109.9474647,,,,,,,,
43.3000008,0.000434945,110.4480284,,,,,,,,
43.4999988,0.000438094,110.9485953,,,,,,,,
43.7000004,0.000440063,111.5490778,,,,,,,,
43.8999984,0.000443991,112.0497381,,,,,,,,
44.2000008,0.000445961,112.5501818,,,,,,,,
44.3999988,0.000449109,113.0507607,,,,,,,,
44.6000004,0.000451868,113.6513438,,,,,,,,
44.7999984,0.000455016,114.1519292,,,,,,,,
45.1000008,0.000457765,114.7525177,,,,,,,,
45.2999988,0.000460914,115.2531095,,,,,,,,
45.5000004,0.000464062,115.8537509,,,,,,,,
45.6999984,0.000466821,116.354304,,,,,,,,
45.9,0.00046997,116.8549053,,,,,,,,
46.1999988,0.000471939,117.4554187,,,,,,,,
46.4000004,0.000475087,117.9560261,,,,,,,,
46.5999984,0.000479015,118.5567769,,,,,,,,
46.8,0.000481774,119.0573449,,,,,,,,
47.0999988,0.000484922,119.6580108,,,,,,,,
47.3000004,0.000486891,120.1584899,,,,,,,,
47.4999984,0.00049004,120.6591133,,,,,,,,
47.7,0.000492789,121.2597407,,,,,,,,
47.9000016,0.000495937,121.7603705,,,,,,,,
48.2000004,0.000499875,122.36115,,,,,,,,
48.3999984,0.000503023,122.8617868,,,,,,,,
48.6,0.000504992,123.3622813,,,,,,,,
48.8000016,0.000507741,123.9629251,,,,,,,,
49.1000004,0.000510889,124.563622,,,,,,,,
49.2999984,0.000514038,125.0642713,,,,,,,,
49.5,0.000517976,125.5650228,,,,,,,,
49.7000016,0.000520734,126.1656817,,,,,,,,
49.8999996,0.000522693,126.566138,,,,,,,,
50.1999984,0.000527031,127.1670033,,,,,,,,
50.4,0.000530959,127.7678215,,,,,,,,
50.6000016,0.000533718,128.2684409,,,,,,,,
50.7999996,0.000536076,128.8690651,,,,,,,,
51.0999984,0.000540014,129.3698427,,,,,,,,
51.3,0.000542763,129.970524,,,,,,,,
51.5000016,0.000545911,130.4712062,,,,,,,,
51.6999996,0.000549059,130.9718916,,,,,,,,
51.9000012,0.000551818,131.5725841,,,,,,,,
52.2,0.000555756,132.0733801,,,,,,,,
52.4000016,0.000558904,132.5740755,,,,,,,,
52.5999996,0.000562042,133.1748288,,,,,,,,
52.8000012,0.0005648,133.6754787,,,,,,,,
53.1,0.000568738,134.2763464,,,,,,,,
53.3000016,0.000571886,134.7770551,,,,,,,,
53.4999996,0.000575035,135.277767,,,,,,,,
53.7000012,0.000578962,135.8786459,,,,,,,,
53.8999992,0.000581721,136.3793116,,,,,,,,
54.2000016,0.000584869,136.980092,,,,,,,,
54.3999996,0.000588017,137.4808173,,,,,,,,
54.6000012,0.000591955,138.0817139,,,,,,,,
54.7999992,0.000593914,138.5822815,,,,,,,,
55.1000016,0.000597851,139.183186,,,,,,,,
55.2999996,0.000601789,139.684035,,,,,,,,
55.5000012,0.000604937,140.2848378,,,,,,,,
55.6999992,0.000607685,140.7855273,,,,,,,,
55.9000008,0.000612013,141.2864426,,,,,,,,
56.1999996,0.000614771,141.8872013,,,,,,,,
56.4000012,0.000617919,142.3879571,,,,,,,,
56.5999992,0.000620677,142.8886602,,,,,,,,
56.8000008,0.000625005,143.4896537,,,,,,,,
57.0999996,0.000628932,144.0905947,,,,,,,,
57.3000012,0.00063287,144.5914786,,,,,,,,
57.4999992,0.000634838,145.0920808,,,,,,,,
57.7000008,0.000638776,145.6930355,,,,,,,,
57.8999988,0.000642703,146.1939292,,,,,,,,
58.2000012,0.000646641,146.6948282,,,,,,,,
58.3999992,0.000649789,147.29568,,,,,,,,
58.6000008,0.000652937,147.6964049,,,,,,,,
58.7999988,0.000656874,148.2973807,,,,,,,,
59.0000004,0.000660802,148.8983598,,,,,,,,
59.2999992,0.000664739,149.499345,,,,,,,,
59.5000008,0.000668676,150.0002681,,,,,,,,
59.6999988,0.000670645,150.5008988,,,,,,,,
59.9000004,0.000675752,151.102073,,,,,,,,
60.1999992,0.000678899,151.6028882,,,,,,,,
60.4000008,0.000681658,152.2037155,,,,,,,,
60.5999988,0.000686774,152.7048377,,,,,,,,
60.8000004,0.000689922,153.3057325,,,,,,,,
61.0999992,0.00069267,153.8065003,,,,,,,,
61.3000008,0.000697786,154.3076362,,,,,,,,
61.4999988,0.000700934,154.9085427,,,,,,,,
61.7000004,0.000704872,155.4095051,,,,,,,,
61.8999984,0.000708809,155.9104715,,,,,,,,
62.2000008,0.000711947,156.5113881,,,,,,,,
62.3999988,0.000714705,157.0121772,,,,,,,,
62.6000004,0.000719821,157.5133406,,,,,,,,
62.7999984,0.000722969,158.014198,,,,,,,,
63.1000008,0.000727685,158.6153801,,,,,,,,
63.2999988,0.000731622,159.2164437,,,,,,,,
63.5000004,0.00073477,159.7173124,,,,,,,,
63.6999984,0.000740666,160.3186986,,,,,,,,
63.9,0.000743813,160.8195753,,,,,,,,
64.1999988,0.00074775,161.4206572,,,,,,,,
64.4000004,0.000751687,161.9216687,,,,,,,,
64.5999984,0.000755624,162.4226842,,,,,,,,
64.8,0.000759951,163.0238431,,,,,,,,
65.0999988,0.000762699,163.6247489,,,,,,,,
65.3000004,0.000768605,164.1260996,,,,,,,,
65.4999984,0.000772931,164.7272737,,,,,,,,
65.7,0.000775679,165.2281143,,,,,,,,
65.9000016,0.000780795,165.7293502,,,,,,,,
66.2000004,0.000784732,166.3304736,,,,,,,,
66.3999984,0.000789848,166.8317197,,,,,,,,
66.6,0.000793775,167.3327718,,,,,,,,
66.8000016,0.000798891,167.9341074,,,,,,,,
67.1000004,0.000801649,168.4349716,,,,,,,,
67.2999984,0.000805585,169.0361182,,,,,,,,
67.5,0.000810691,169.5373868,,,,,,,,
67.7000016,0.000814628,170.0384617,,,,,,,,
67.8999996,0.000818565,170.6396225,,,,,,,,
68.1999984,0.000823681,171.1409074,,,,,,,,
68.4,0.000827607,171.7420762,,,,,,,,
68.6000016,0.000831544,172.2431683,,,,,,,,
68.7999996,0.00083666,172.7444679,,,,,,,,
69.0999984,0.000841776,173.3458569,,,,,,,,
69.3,0.000846492,173.8470978,,,,,,,,
69.5000016,0.000850818,174.4483607,,,,,,,,
69.6999996,0.000854755,174.949475,,,,,,,,
69.9000012,0.000858691,175.4505932,,,,,,,,
70.2,0.000863797,176.0520075,,,,,,,,
70.4000016,0.000868523,176.553274,,,,,,,,
70.5999996,0.000872849,177.0544744,,,,,,,,
70.8000012,0.000877565,177.5557483,,,,,,,,
71.1,0.00088347,178.3575039,,,,,,,,
71.3000016,0.000887796,178.7586307,,,,,,,,
71.4999996,0.000892512,179.3600095,,,,,,,,
71.7999984,0.000897627,179.9614658,,,,,,,,
72,0.000902742,180.4628379,,,,,,,,
72.2000016,0.000907458,180.9641429,,,,,,,,
72.3999996,0.000911784,181.5654731,,,,,,,,
72.6999984,0.00091651,182.0667896,,,,,,,,
72.9,0.000921625,182.6682741,,,,,,,,
73.1000016,0.00092674,183.1696721,,,,,,,,
73.2999996,0.000932635,183.6712183,,,,,,,,
73.5999984,0.00093775,184.2727208,,,,,,,,
73.8,0.000941686,184.8740114,,,,,,,,
74.0000016,0.000947581,185.3755752,,,,,,,,
74.1999996,0.000952696,185.877,,,,,,,,
74.4000012,0.000956632,186.3782102,,,,,,,,
74.7,0.000962527,186.9798865,,,,,,,,
74.9000016,0.000966463,187.481106,,,,,,,,
75.0999996,0.000972757,188.0828699,,,,,,,,
75.3000012,0.000977472,188.5842458,,,,,,,,
75.4999992,0.000982587,189.0857019,,,,,,,,
75.8000016,0.000987702,189.687262,,,,,,,,
75.9999996,0.000993596,190.1888771,,,,,,,,
76.2000012,0.000998711,190.7904494,,,,,,,,
76.3999992,0.001003396,191.2918453,,,,,,,,
76.7000016,0.001008591,191.7933436,,,,,,,,
76.8999996,0.001013686,192.3949292,,,,,,,,
77.1000012,0.001018381,192.6961383,,,,,,,,
77.2999992,0.001024675,193.2979661,,,,,,,,
77.5000008,0.00102937,193.7993886,,,,,,,,
77.7999996,0.001035664,194.40123,,,,,,,,
78.0000012,0.001040359,194.9026632,,,,,,,,
78.1999992,0.001046652,195.5045182,,,,,,,,
78.4000008,0.001051447,195.9058764,,,,,,,,
78.6999996,0.001057341,196.5076658,,,,,,,,
78.9000012,0.001062435,197.0091984,,,,,,,,
79.0999992,0.00106753,197.6108429,,,,,,,,
79.3000008,0.001073424,198.1125446,,,,,,,,
79.5999996,0.001080516,198.7145984,,,,,,,,
79.8000012,0.001085611,199.2161538,,,,,,,,
79.9999992,0.001090305,199.7176345,,,,,,,,
80.2000008,0.001096599,200.3195497,,,,,,,,
80.3999988,0.001101393,200.720951,,,,,,,,
80.7000012,0.001107287,201.3227987,,,,,,,,
80.8999992,0.00111358,201.8246227,,,,,,,,
81.1000008,0.001118274,202.4262416,,,,,,,,
81.2999988,0.001124567,202.928078,,,,,,,,
81.6000012,0.001130461,203.5299526,,,,,,,,
81.7999992,0.001136354,204.0317206,,,,,,,,
82.0000008,0.001142247,204.5334945,,,,,,,,
82.1999988,0.00114854,205.1354711,,,,,,,,
82.4000004,0.001153235,205.6370111,,,,,,,,
82.6999992,0.001160327,206.239166,,,,,,,,
82.9000008,0.001165421,206.640683,,,,,,,,
83.0999988,0.001171314,207.242604,,,,,,,,
83.3000004,0.001176508,207.744269,,,,,,,,
83.5999992,0.001183599,208.3464528,,,,,,,,
83.8000008,0.001189492,208.8482757,,,,,,,,
83.9999988,0.001195385,209.4502241,,,,,,,,
84.2000004,0.001200479,209.9518916,,,,,,,,
84.3999984,0.001206372,210.4537324,,,,,,,,
84.6,0.001213463,210.9558319,,,,,,,,
84.8999988,0.001218158,211.4574317,,,,,,,,
85.2000012,0.001227247,212.260336,,,,,,,,
85.3999992,0.001234238,212.862561,,,,,,,,
85.6000008,0.001239432,213.3642866,,,,,,,,
85.8999996,0.001246423,213.8664019,,,,,,,,
86.1000012,0.001253115,214.4685854,,,,,,,,
86.2999992,0.001259407,214.9705649,,,,,,,,
86.6000016,0.001265299,215.5725913,,,,,,,,
86.7999996,0.00127239,216.0747566,,,,,,,,
87.0000012,0.001278283,216.5766693,,,,,,,,
87.1999992,0.001284175,217.078588,,,,,,,,
87.4000008,0.001291266,217.6809025,,,,,,,,
87.6999996,0.001297158,218.1828342,,,,,,,,
87.9000012,0.001302252,218.684597,,,,,,,,
88.0999992,0.001309342,219.1868028,,,,,,,,
88.3000008,0.001315235,219.6887523,,,,,,,,
88.4999988,0.001321127,220.1907078,,,,,,,,
88.8000012,0.001329016,220.793243,,,,,,,,
88.9999992,0.001335308,221.2953002,,,,,,,,
89.2000008,0.0013412,221.8974094,,,,,,,,
89.3999988,0.001347092,222.3993908,,,,,,,,
89.7000012,0.001354183,222.9016453,,,,,,,,
89.8999992,0.001361273,223.4039068,,,,,,,,
90.1000008,0.001367165,223.9059072,,,,,,,,
90.2999988,0.001373057,224.4079134,,,,,,,,
90.6000012,0.001380147,225.0103332,,,,,,,,
90.7999992,0.001386039,225.5123524,,,,,,,,
91.0000008,0.001393928,226.0148289,,,,,,,,
91.1999988,0.001400219,226.6170916,,,,,,,,
91.4000004,0.001408108,227.1195839,,,,,,,,
91.6999992,0.001414,227.6216295,,,,,,,,
91.9000008,0.001420291,228.1237721,,,,,,,,
92.0999988,0.001426981,228.6260124,,,,,,,,
92.3000004,0.001433272,229.2283113,,,,,,,,
92.5999992,0.00144186,229.7310013,,,,,,,,
92.8000008,0.001448151,230.2331711,,,,,,,,
92.9999988,0.001454042,230.8354006,,,,,,,,
93.2000004,0.001461132,231.3377682,,,,,,,,
93.3999984,0.001467822,231.8400504,,,,,,,,
93.7000008,0.001474113,232.3422464,,,,,,,,
93.8999988,0.001480803,232.8445418,,,,,,,,
94.1000004,0.001487893,233.346937,,,,,,,,
94.2999984,0.001494982,233.8493394,,,,,,,,
94.6000008,0.00150277,234.452063,,,,,,,,
94.7999988,0.00150986,234.9544806,,,,,,,,
95.0000004,0.001516949,235.4569053,,,,,,,,
95.1999984,0.001524038,235.9593371,,,,,,,,
95.4,0.001529929,236.4614927,,,,,,,,
95.6999988,0.001537817,236.9641274,,,,,,,,
95.9000004,0.001544906,237.4665803,,,,,,,,
96.0999984,0.001550797,237.9687552,,,,,,,,
96.3,0.001557886,238.4712217,,,,,,,,
96.5999988,0.001565674,239.074019,,,,,,,,
96.8000004,0.001572763,239.4763434,,,,,,,,
96.9999984,0.00158065,240.0791814,,,,,,,,
97.2,0.001587739,240.4815189,,,,,,,,
97.4000016,0.001594828,241.0841813,,,,,,,,
97.7000004,0.001601816,241.4865074,,,,,,,,
97.8999984,0.001608905,241.9890243,,,,,,,,
98.1,0.001614796,242.4912578,,,,,,,,
98.3000016,0.001621884,242.9937883,,,,,,,,
98.6000004,0.001629771,243.5966835,,,,,,,,
98.7999984,0.00163686,243.9990655,,,,,,,,
99,0.00164275,244.5013248,,,,,,,,
99.2000016,0.001651735,245.1045136,,,,,,,,
99.3999996,0.001659622,245.6072772,,,,,,,,
99.6999984,0.001665512,246.0093906,,,,,,,,
99.9,0.001673798,246.6124342,,,,,,,,
100.1000016,0.001681685,247.1152208,,,,,,,,
100.2999996,0.001688773,247.6178174,,,,,,,,
100.5999984,0.001697758,248.1208918,,,,,,,,
100.8,0.001704447,248.723575,,,,,,,,
101.0000016,0.001712732,249.1263215,,,,,,,,
101.1999996,0.001720519,249.6291224,,,,,,,,
101.4000012,0.001728405,250.131956,,,,,,,,
101.7,0.00173749,250.6350978,,,,,,,,
101.9000016,0.001743779,251.1375467,,,,,,,,
102.0999996,0.001752364,251.6405797,,,,,,,,
102.3000012,0.001760649,252.1435457,,,,,,,,
102.6,0.001768535,252.6464192,,,,,,,,
102.8000016,0.001777519,253.1495786,,,,,,,,
102.9999996,0.001784607,253.6522658,,,,,,,,
103.2000012,0.00179369,254.1554676,,,,,,,,
103.3999992,0.001801476,254.658348,,,,,,,,
103.7000016,0.001809362,255.1612617,,,,,,,,
103.8999996,0.001818446,255.6644895,,,,,,,,
104.1000012,0.001826331,256.1674196,,,,,,,,
104.2999992,0.001834516,256.5702508,,,,,,,,
104.6000016,0.001844398,257.1738939,,,,,,,,
104.7999996,0.001853381,257.5769462,,,,,,,,
105.0000012,0.001861267,258.0799088,,,,,,,,
105.1999992,0.001869551,258.5829825,,,,,,,,
105.4000008,0.001878135,259.0861421,,,,,,,,
105.6999996,0.001887218,259.5894399,,,,,,,,
105.9000012,0.001894305,260.0922276,,,,,,,,
106.0999992,0.001904485,260.5958286,,,,,,,,
106.3000008,0.001913169,260.9988575,,,,,,,,
106.5999996,0.001922151,261.502164,,,,,,,,
106.8000012,0.001932432,262.0058195,,,,,,,,
106.9999992,0.001941015,262.5090398,,,,,,,,
107.2000008,0.001950097,263.0124,,,,,,,,
107.3999988,0.00195908,263.515743,,,,,,,,
107.7000012,0.001968162,263.9189243,,,,,,,,
107.8999992,0.001977144,264.4222845,,,,,,,,
108.1000008,0.001986226,264.9256801,,,,,,,,
108.2999988,0.001995208,265.3288586,,,,,,,,
108.6000012,0.002006286,265.9330028,,,,,,,,
108.7999992,0.002016066,266.4366128,,,,,,,,
109.0000008,0.002025148,266.8398434,,,,,,,,
109.1999988,0.002034928,267.3434716,,,,,,,,
109.4000004,0.002045107,267.8472166,,,,,,,,
109.6999992,0.002054987,268.2506857,,,,,,,,
109.9000008,0.002063969,268.754128,,,,,,,,
110.0999988,0.002073848,269.2578212,,,,,,,,
110.3000004,0.002084825,269.6616117,,,,,,,,
110.5999992,0.002095802,270.2658306,,,,,,,,
110.8000008,0.002106081,270.6694518,,,,,,,,
110.9999988,0.002117057,271.1734826,,,,,,,,
111.2000004,0.002125739,271.576688,,,,,,,,
111.3999984,0.002136716,272.0807385,,,,,,,,
111.7000008,0.002146894,272.4843675,,,,,,,,
111.8999988,0.00215787,273.0886545,,,,,,,,
112.1000004,0.002168946,273.3923306,,,,,,,,
112.2999984,0.002178725,273.8960946,,,,,,,,
112.6000008,0.002190898,274.4005255,,,,,,,,
112.7999988,0.002200677,274.80409,,,,,,,,
113.0000004,0.002212551,275.3084605,,,,,,,,
113.1999984,0.002223526,275.7123726,,,,,,,,
113.4,0.002235699,276.2168479,,,,,,,,
113.6999988,0.002246674,276.6207792,,,,,,,,
113.9000004,0.00225765,277.1249453,,,,,,,,
114.0999984,0.002268724,277.528923,,,,,,,,
114.3,0.0022797,277.9328818,,,,,,,,
114.5999988,0.00229267,278.4376343,,,,,,,,
114.8000004,0.002303645,278.8416127,,,,,,,,
114.9999984,0.002315417,279.3460545,,,,,,,,
115.2,0.002327589,279.7503867,,,,,,,,
115.4000016,0.002339362,280.154617,,,,,,,,
115.7000004,0.002350336,280.5586327,,,,,,,,
115.8999984,0.002363305,281.0634544,,,,,,,,
116.1,0.002374379,281.4675178,,,,,,,,
116.3000016,0.002388046,281.8723211,,,,,,,,
116.6000004,0.002401015,282.3771786,,,,,,,,
116.7999984,0.002414383,282.7819203,,,,,,,,
117,0.002426155,283.1862208,,,,,,,,
117.2000016,0.00244032,283.5912096,,,,,,,,
117.3999996,0.002452091,283.9955298,,,,,,,,
117.6999984,0.002466256,284.4005404,,,,,,,,
117.9,0.002478027,284.9051286,,,,,,,,
118.1000016,0.002490995,285.3098209,,,,,,,,
118.2999996,0.002505159,285.7148655,,,,,,,,
118.5000012,0.002518825,286.1197788,,,,,,,,
118.8,0.002532989,286.524846,,,,,,,,
119.0000016,0.002546754,286.92981,,,,,,,,
119.1999996,0.002560918,287.3348997,,,,,,,,
119.4000012,0.002574683,287.739886,,,,,,,,
119.7,0.002588746,288.1449695,,,,,,,,
119.9000016,0.002603707,288.5503234,,,,,,,,
120.0999996,0.00261787,288.9554587,,,,,,,,
120.3000012,0.002631534,289.360461,,,,,,,,
120.4999992,0.002646495,289.665585,,,,,,,,
120.8000016,0.002662552,290.0713027,,,,,,,,
120.9999996,0.002677512,290.4767147,,,,,,,,
121.2000012,0.002692472,290.8821386,,,,,,,,
121.3999992,0.002706534,291.1870421,,,,,,,,
121.7000016,0.002722291,291.5927208,,,,,,,,
121.8999996,0.002738347,291.9984995,,,,,,,,
122.1000012,0.002753306,292.3036947,,,,,,,,
122.2999992,0.002769362,292.7094971,,,,,,,,
122.6000016,0.002786315,293.1155755,,,,,,,,
122.7999996,0.00280237,293.521404,,,,,,,,
123.0000012,0.002819222,293.8271976,,,,,,,,
123.1999992,0.00283418,294.1324441,,,,,,,,
123.4000008,0.002851032,294.5385429,,,,,,,,
123.6999996,0.002867186,294.8441622,,,,,,,,
