x,y,type,temperature,stress,title,strain_rate
0.003949059,86.31817089,,,,,
0.003956848,86.37231084,,,,,
0.003964636,86.42639405,,,,,
0.003972425,86.48042056,,,,,
0.003980214,86.53439045,,,,,
0.003988003,86.58830375,,,,,
0.003995792,86.64216055,,,,,
0.00400358,86.69596088,,,,,
0.004011369,86.74970481,,,,,
0.004019158,86.8033924,,,,,
0.004026946,86.85702372,,,,,
0.004034734,86.9105988,,,,,
0.004042523,86.9641177,,,,,
0.004050311,87.0175805,,,,,
0.004058099,87.07098724,,,,,
0.004065887,87.12433797,,,,,
0.004073676,87.17763277,,,,,
0.004081464,87.23087169,,,,,
0.004089252,87.28405477,,,,,
0.004097039,87.33718209,,,,,
0.004104827,87.3902537,,,,,
0.004112615,87.44326965,,,,,
0.004120403,87.49622999,,,,,
0.004128191,87.5491348,,,,,
0.004135978,87.60198412,,,,,
0.004143766,87.65477801,,,,,
0.004151553,87.70751653,,,,,
0.004159341,87.76019973,,,,,
0.004167128,87.81282767,,,,,
0.004174915,87.8654004,,,,,
0.004182703,87.91791799,,,,,
0.00419049,87.97038048,,,,,
0.004198277,88.02278793,,,,,
0.004206064,88.07514041,,,,,
0.004213851,88.12743797,,,,,
0.004221638,88.17968065,,,,,
0.004229425,88.23186852,,,,,
0.004237212,88.28400164,,,,,
0.004244998,88.33608005,,,,,
0.004252785,88.38810382,,,,,
0.004260572,88.440073,,,,,
0.004268358,88.49198764,,,,,
0.004276145,88.5438478,,,,,
0.004283931,88.59565355,,,,,
0.004291718,88.64740491,,,,,
0.004299504,88.69910197,,,,,
0.00430729,88.75074476,,,,,
0.004315076,88.80233336,,,,,
0.004322863,88.8538678,,,,,
0.004330649,88.90534815,,,,,
0.004338435,88.95677447,,,,,
0.004346221,89.00814679,,,,,
0.004354007,89.05946519,,,,,
0.004361792,89.11072972,,,,,
0.004369578,89.16194042,,,,,
0.004377364,89.21309736,,,,,
0.00438515,89.26420058,,,,,
0.004392935,89.31525015,,,,,
0.004400721,89.36624612,,,,,
0.004408506,89.41718854,,,,,
0.004416292,89.46807746,,,,,
0.004424077,89.51891295,,,,,
0.004431862,89.56969504,,,,,
0.004439647,89.62042381,,,,,
0.004447433,89.6710993,,,,,
0.004455218,89.72172157,,,,,
0.004463003,89.77229066,,,,,
0.004470788,89.82280665,,,,,
0.004478573,89.87326956,,,,,
0.004486358,89.92367947,,,,,
0.004494142,89.97403642,,,,,
0.004501927,90.02434047,,,,,
0.004509712,90.07459168,,,,,
0.004517496,90.12479009,,,,,
0.004525281,90.17493575,,,,,
0.004533065,90.22502874,,,,,
0.00454085,90.27506908,,,,,
0.004548634,90.32505684,,,,,
0.004556419,90.37499208,,,,,
0.004564203,90.42487484,,,,,
0.004571987,90.47470518,,,,,
0.004579771,90.52448315,,,,,
0.004587555,90.5742088,,,,,
0.004595339,90.62388219,,,,,
0.004603123,90.67350337,,,,,
0.004610907,90.72307239,,,,,
0.004618691,90.7725893,,,,,
0.004626475,90.82205416,,,,,
0.004634258,90.87146703,,,,,
0.004642042,90.92082794,,,,,
0.004649826,90.97013696,,,,,
0.004657609,91.01939414,,,,,
0.004665392,91.06859952,,,,,
0.004673176,91.11775317,,,,,
0.004680959,91.16685514,,,,,
0.004688742,91.21590563,,,,,
0.004696526,91.26490378,,,,,
0.004704309,91.31385109,,,,,
0.004712092,91.36274723,,,,,
0.004719875,91.41159158,,,,,
0.004727658,91.46038414,,,,,
0.004735441,91.50912563,,,,,
0.004743224,91.55781623,,,,,
0.004751006,91.60645523,,,,,
0.004758789,91.65504352,,,,,
0.004766572,91.70358034,,,,,
0.004774354,91.75206586,,,,,
0.004782137,91.80050089,,,,,
0.004789919,91.84888465,,,,,
0.004797702,91.89721762,,,,,
0.004805484,91.94549975,,,,,
0.004813267,91.99373094,,,,,
0.004821049,92.04191152,,,,,
0.004828831,92.0900412,,,,,
0.004836613,92.13812033,,,,,
0.004844395,92.18614887,,,,,
0.004852177,92.23412707,,,,,
0.004859959,92.2820544,,,,,
0.004867741,92.3299316,,,,,
0.004875523,92.37775819,,,,,
0.004883304,92.42553447,,,,,
0.004891086,92.47326042,,,,,
0.004898868,92.52093607,,,,,
0.004906649,92.56856163,,,,,
