param_type,param_name,out_u_bound,base,in_l_bound,out_l_bound,in_u_bound
output,g75_Phi,1,10,0.3517963068970235,0,0.3694014136966243
output,g75_phi_2,1,10,0.7042020111562323,0,0.719902787113901
output,g76_phi_1,1,10,0.2971255615279803,0,0.3343733187992049
output,g76_Phi,1,10,0.4278592213120663,0,0.4512182585137935
output,g76_phi_2,1,10,0.6292362545083662,0,0.6514621623434679
output,g77_phi_1,1,10,-0.028135283585029786,0,0.04190563922364919
output,g77_Phi,1,10,0.2566455980444523,0,0.27290861269024697
output,g77_phi_2,1,10,0.5934079182742934,0,0.6041720329983374
output,g78_phi_1,1,10,0.6582404146701026,0,0.6764375289727665
output,g78_Phi,1,10,0.45819955698116943,0,0.4795465193975637
output,g78_phi_2,1,10,-0.2990281758090172,0,-0.10132417286046054
output,g79_phi_1,1,10,-0.0601214799003363,0,-0.02168250325324884
output,g79_Phi,1,10,0.32197105552630134,0,0.34647033547875544
output,g79_phi_2,1,10,0.4851533499036522,0,0.497095588780285
output,g80_phi_1,1,10,0.08228258991243757,0,0.11617589110034905
output,g80_Phi,1,10,0.28645646974698286,0,0.3225500597780138
output,g80_phi_2,1,10,0.620677283847404,0,0.6300819290239111
output,g81_phi_1,1,10,0.02312894601049568,0,0.07448730498569017
output,g81_Phi,1,10,0.3065965667972754,0,0.33529739270200676
output,g81_phi_2,1,10,0.5408423152115802,0,0.546431608077343
output,g82_phi_1,1,10,0.3260694665888942,0,0.38151217473202415
output,g82_Phi,1,10,0.4238845544491403,0,0.4432473369251016
