time,strain,temperature,stress,type,title,youngs,poissons
0,0,1000,13,creep,G51,139000,0.31
0.00,0.0,,,,,,
0.00,-1e-06,,,,,,
0.00,-1e-06,,,,,,
0.00,-1e-06,,,,,,
0.00,-1e-06,,,,,,
0.00,-1e-06,,,,,,
0.00,-1e-06,,,,,,
0.00,-2e-06,,,,,,
0.01,-5.999999999999999e-06,,,,,,
0.01,-5e-06,,,,,,
0.01,-7e-06,,,,,,
0.01,-5e-06,,,,,,
0.01,-7e-06,,,,,,
0.01,-7e-06,,,,,,
0.01,-5.999999999999999e-06,,,,,,
0.01,-7e-06,,,,,,
0.01,-5.999999999999999e-06,,,,,,
0.01,-7e-06,,,,,,
0.01,-5e-06,,,,,,
0.01,-4e-06,,,,,,
0.01,-2.9999999999999997e-06,,,,,,
0.01,-5e-06,,,,,,
0.01,-5e-06,,,,,,
0.02,-5.999999999999999e-06,,,,,,
0.02,-1.3e-05,,,,,,
0.02,-1.3e-05,,,,,,
0.02,-1.1999999999999999e-05,,,,,,
0.02,-2.5e-05,,,,,,
0.02,-1.1000000000000001e-05,,,,,,
0.02,-1.1000000000000001e-05,,,,,,
0.02,-1.1000000000000001e-05,,,,,,
0.02,-1.1000000000000001e-05,,,,,,
0.02,-1.1999999999999999e-05,,,,,,
0.02,-1.3e-05,,,,,,
0.02,-1.3e-05,,,,,,
0.02,-1.3e-05,,,,,,
0.02,-1.3e-05,,,,,,
0.02,-1.3e-05,,,,,,
0.03,-1.1999999999999999e-05,,,,,,
0.03,-1.1999999999999999e-05,,,,,,
0.03,-1.1999999999999999e-05,,,,,,
0.03,-1.1000000000000001e-05,,,,,,
0.03,-1.1000000000000001e-05,,,,,,
0.03,-1.1000000000000001e-05,,,,,,
0.03,-1.1000000000000001e-05,,,,,,
0.03,-1.1999999999999999e-05,,,,,,
0.03,-1.1000000000000001e-05,,,,,,
0.03,-1.1999999999999999e-05,,,,,,
0.03,-1.1999999999999999e-05,,,,,,
0.03,-1.1999999999999999e-05,,,,,,
0.03,-1.1999999999999999e-05,,,,,,
0.03,-1.1999999999999999e-05,,,,,,
0.03,-1.1999999999999999e-05,,,,,,
0.04,-1.3e-05,,,,,,
0.04,-1.1999999999999999e-05,,,,,,
0.04,-1.3e-05,,,,,,
0.04,-1.1999999999999999e-05,,,,,,
0.04,-1.1999999999999999e-05,,,,,,
0.04,-1.1999999999999999e-05,,,,,,
0.04,-1.1999999999999999e-05,,,,,,
0.04,-1.1999999999999999e-05,,,,,,
0.04,-1.1999999999999999e-05,,,,,,
0.04,-1.1999999999999999e-05,,,,,,
0.04,-1.1999999999999999e-05,,,,,,
0.04,-1.1999999999999999e-05,,,,,,
0.04,-1.1999999999999999e-05,,,,,,
0.04,-1.1000000000000001e-05,,,,,,
0.04,-1.1000000000000001e-05,,,,,,
0.05,-1.1000000000000001e-05,,,,,,
0.05,-1.1000000000000001e-05,,,,,,
0.05,-1.1000000000000001e-05,,,,,,
0.05,-1.1000000000000001e-05,,,,,,
0.05,-1.1000000000000001e-05,,,,,,
0.05,-1.1000000000000001e-05,,,,,,
0.05,-1.1000000000000001e-05,,,,,,
0.05,-1.1000000000000001e-05,,,,,,
0.05,-1.1000000000000001e-05,,,,,,
0.05,-1.1000000000000001e-05,,,,,,
0.05,-1.1000000000000001e-05,,,,,,
0.05,-1.1000000000000001e-05,,,,,,
0.05,-1.1000000000000001e-05,,,,,,
0.05,-1.1000000000000001e-05,,,,,,
0.05,-1.1000000000000001e-05,,,,,,
0.06,-1.1000000000000001e-05,,,,,,
0.06,-1.1000000000000001e-05,,,,,,
0.07,-1e-05,,,,,,
0.07,-1e-05,,,,,,
0.08,-1.1999999999999999e-05,,,,,,
0.08,-1.3e-05,,,,,,
0.08,-1.1000000000000001e-05,,,,,,
0.10,-1.1999999999999999e-05,,,,,,
0.12,-1.1000000000000001e-05,,,,,,
0.13,-1.1000000000000001e-05,,,,,,
0.15,-9e-06,,,,,,
0.17,-5e-06,,,,,,
0.19,-2.9999999999999997e-06,,,,,,
0.20,-2e-06,,,,,,
0.22,-2e-06,,,,,,
0.24,-2.9999999999999997e-06,,,,,,
0.25,-4e-06,,,,,,
0.27,-2e-06,,,,,,
0.29,-0.0,,,,,,
0.30,9e-06,,,,,,
0.32,1.1999999999999999e-05,,,,,,
0.34,1.4e-05,,,,,,
0.35,1.5e-05,,,,,,
0.37,1.5e-05,,,,,,
0.39,1.7e-05,,,,,,
0.40,1.7e-05,,,,,,
0.42,1.8e-05,,,,,,
0.44,2.1e-05,,,,,,
0.45,2.3e-05,,,,,,
0.47,2.3e-05,,,,,,
0.49,2.3999999999999997e-05,,,,,,
0.50,2.5e-05,,,,,,
0.52,2.6e-05,,,,,,
0.54,2.7000000000000002e-05,,,,,,
0.55,3.1e-05,,,,,,
0.57,3.6e-05,,,,,,
