time,strain,temperature,stress,type,title,youngs,poissons
0,0,900,28,creep,G40,149000,0.3
0.00,4e-06,,,,,,
0.47,0.00049,,,,,,
0.87,0.0005510000000000001,,,,,,
1.23,0.0005920000000000001,,,,,,
1.58,0.000625,,,,,,
2.05,0.000676,,,,,,
2.77,0.000729,,,,,,
3.45,0.000777,,,,,,
3.70,0.0007920000000000001,,,,,,
4.29,0.000858,,,,,,
5.09,0.000905,,,,,,
5.47,0.000935,,,,,,
6.14,0.000984,,,,,,
6.57,0.001008,,,,,,
6.92,0.001034,,,,,,
7.27,0.0010580000000000001,,,,,,
7.61,0.001086,,,,,,
8.31,0.001127,,,,,,
8.71,0.001148,,,,,,
9.54,0.001214,,,,,,
9.98,0.001247,,,,,,
10.34,0.001251,,,,,,
11.58,0.0013289999999999999,,,,,,
12.05,0.001349,,,,,,
12.30,0.001359,,,,,,
12.80,0.0013969999999999998,,,,,,
13.05,0.001423,,,,,,
13.41,0.001451,,,,,,
14.58,0.0015310000000000002,,,,,,
15.13,0.001562,,,,,,
15.82,0.0016170000000000002,,,,,,
16.23,0.001638,,,,,,
16.97,0.001693,,,,,,
17.55,0.0017310000000000001,,,,,,
17.95,0.001776,,,,,,
18.40,0.001792,,,,,,
18.75,0.0018210000000000001,,,,,,
19.07,0.0018440000000000002,,,,,,
19.50,0.001878,,,,,,
20.00,0.001914,,,,,,
20.39,0.0019420000000000001,,,,,,
21.24,0.0020080000000000002,,,,,,
21.67,0.0020280000000000003,,,,,,
21.97,0.002057,,,,,,
22.41,0.0020930000000000002,,,,,,
22.79,0.002112,,,,,,
23.64,0.002184,,,,,,
24.21,0.002224,,,,,,
24.48,0.0022470000000000003,,,,,,
24.78,0.002271,,,,,,
25.16,0.002289,,,,,,
25.56,0.002328,,,,,,
26.31,0.002372,,,,,,
26.63,0.002393,,,,,,
27.30,0.00246,,,,,,
28.50,0.002546,,,,,,
29.31,0.002614,,,,,,
29.82,0.0026550000000000002,,,,,,
30.18,0.002673,,,,,,
30.55,0.0027029999999999997,,,,,,
31.23,0.002747,,,,,,
31.52,0.002781,,,,,,
32.05,0.002832,,,,,,
32.74,0.0028799999999999997,,,,,,
33.20,0.0029170000000000003,,,,,,
33.90,0.002974,,,,,,
34.34,0.003007,,,,,,
34.84,0.003054,,,,,,
35.96,0.003134,,,,,,
36.46,0.0031730000000000005,,,,,,
37.12,0.003217,,,,,,
37.39,0.0032519999999999997,,,,,,
38.01,0.003295,,,,,,
38.46,0.00332,,,,,,
39.13,0.003398,,,,,,
39.48,0.0034200000000000003,,,,,,
39.99,0.003458,,,,,,
40.74,0.003526,,,,,,
41.33,0.003572,,,,,,
42.21,0.0036249999999999998,,,,,,
42.55,0.003653,,,,,,
43.06,0.0036969999999999998,,,,,,
43.41,0.003731,,,,,,
44.01,0.0037830000000000003,,,,,,
44.46,0.003801,,,,,,
45.07,0.003866,,,,,,
45.37,0.003897,,,,,,
45.70,0.003922,,,,,,
46.17,0.003955,,,,,,
46.63,0.003987,,,,,,
47.12,0.004027,,,,,,
47.47,0.004056000000000001,,,,,,
47.85,0.004085,,,,,,
48.34,0.004117,,,,,,
48.82,0.004151,,,,,,
49.14,0.004187,,,,,,
49.59,0.00422,,,,,,
50.10,0.004255999999999999,,,,,,
50.59,0.004283,,,,,,
51.02,0.004326,,,,,,
51.37,0.004355,,,,,,
51.79,0.0043890000000000005,,,,,,
52.51,0.004429,,,,,,
52.87,0.004481,,,,,,
53.49,0.00452,,,,,,
53.77,0.004537,,,,,,
54.34,0.004588,,,,,,
54.86,0.004632,,,,,,
55.31,0.004675,,,,,,
55.94,0.004712,,,,,,
56.31,0.004744,,,,,,
56.64,0.004772,,,,,,
57.20,0.004809,,,,,,
57.60,0.004841,,,,,,
58.13,0.004884,,,,,,
58.50,0.004914,,,,,,
59.06,0.004953,,,,,,
59.70,0.005007,,,,,,
60.05,0.005032999999999999,,,,,,
60.33,0.0050609999999999995,,,,,,
60.73,0.005097000000000001,,,,,,
61.03,0.0051129999999999995,,,,,,
61.63,0.005157,,,,,,
61.98,0.005187000000000001,,,,,,
62.72,0.00524,,,,,,
63.45,0.0053029999999999996,,,,,,
63.80,0.005323,,,,,,
64.17,0.0053549999999999995,,,,,,
64.50,0.0053879999999999996,,,,,,
65.07,0.005425,,,,,,
65.62,0.005462,,,,,,
65.92,0.005496,,,,,,
66.29,0.0055249999999999995,,,,,,
66.97,0.005573,,,,,,
67.61,0.005631000000000001,,,,,,
68.31,0.005667999999999999,,,,,,
69.12,0.005738,,,,,,
69.53,0.005775,,,,,,
69.88,0.005804,,,,,,
70.59,0.005852,,,,,,
71.04,0.0058850000000000005,,,,,,
71.69,0.005935,,,,,,
72.14,0.005967,,,,,,
73.21,0.006052999999999999,,,,,,
73.68,0.006084000000000001,,,,,,
74.28,0.006125,,,,,,
74.68,0.006162999999999999,,,,,,
75.21,0.0062039999999999994,,,,,,
75.63,0.0062239999999999995,,,,,,
76.10,0.006264,,,,,,
76.48,0.0062970000000000005,,,,,,
77.00,0.0063419999999999995,,,,,,
77.65,0.006377000000000001,,,,,,
78.64,0.006449,,,,,,
78.99,0.006482,,,,,,
79.85,0.00655,,,,,,
80.44,0.0065980000000000006,,,,,,
81.07,0.006641,,,,,,
81.66,0.006677,,,,,,
82.46,0.006749000000000001,,,,,,
82.87,0.006770000000000001,,,,,,
83.16,0.0067989999999999995,,,,,,
83.76,0.006841000000000001,,,,,,
84.44,0.006899,,,,,,
85.18,0.0069310000000000005,,,,,,
85.76,0.006993,,,,,,
86.43,0.007030999999999999,,,,,,
