time,strain,temperature,stress,type,title,youngs,poissons
0.0,0.0,900.0,26.0,creep,G42,149000.0,0.3
0.0,2.9999999999999997e-06,,,,,,
2268.0,0.000395,,,,,,
5328.0,0.00052,,,,,,
9072.0,0.0006529999999999999,,,,,,
12204.0,0.0007430000000000001,,,,,,
16200.0,0.000852,,,,,,
19044.0,0.0009220000000000001,,,,,,
22032.0,0.000994,,,,,,
24336.0,0.001043,,,,,,
27936.0,0.001118,,,,,,
30204.0,0.001163,,,,,,
36324.0,0.0012859999999999998,,,,,,
39240.0,0.00135,,,,,,
43236.0,0.001416,,,,,,
47700.0,0.0014990000000000001,,,,,,
49500.0,0.001535,,,,,,
53172.0,0.001601,,,,,,
56808.0,0.0016619999999999998,,,,,,
59652.0,0.0017100000000000001,,,,,,
64440.0,0.0018,,,,,,
68544.0,0.0018679999999999999,,,,,,
70560.0,0.001904,,,,,,
72864.0,0.001934,,,,,,
75672.0,0.0019850000000000002,,,,,,
80136.0,0.002056,,,,,,
85608.0,0.0021479999999999997,,,,,,
89676.0,0.002234,,,,,,
91764.0,0.002265,,,,,,
95148.0,0.002322,,,,,,
97380.0,0.002349,,,,,,
102096.0,0.0024360000000000002,,,,,,
103968.0,0.002473,,,,,,
109368.0,0.002567,,,,,,
112032.0,0.002611,,,,,,
114732.0,0.002656,,,,,,
116712.0,0.002692,,,,,,
120744.0,0.002755,,,,,,
122544.0,0.002775,,,,,,
124380.0,0.002821,,,,,,
127332.0,0.002864,,,,,,
130572.0,0.002924,,,,,,
133776.0,0.002973,,,,,,
136404.0,0.003029,,,,,,
138204.0,0.003037,,,,,,
141948.0,0.003124,,,,,,
143748.0,0.003158,,,,,,
147600.0,0.003218,,,,,,
151848.0,0.003301,,,,,,
153936.0,0.0033410000000000002,,,,,,
156096.0,0.00337,,,,,,
158328.0,0.0034200000000000003,,,,,,
162432.0,0.003481,,,,,,
164772.0,0.003519,,,,,,
166932.0,0.0035659999999999997,,,,,,
170532.0,0.003619,,,,,,
175392.0,0.0037080000000000004,,,,,,
178092.0,0.003764,,,,,,
180144.0,0.0037990000000000003,,,,,,
183564.0,0.003862,,,,,,
185724.0,0.0038940000000000003,,,,,,
187704.0,0.003932,,,,,,
191124.0,0.003994,,,,,,
192996.0,0.004024,,,,,,
194796.0,0.004058,,,,,,
199116.0,0.004134,,,,,,
201348.0,0.004162,,,,,,
203508.0,0.004213,,,,,,
205776.0,0.00425,,,,,,
210348.0,0.00433,,,,,,
213012.0,0.004376,,,,,,
216468.0,0.004438,,,,,,
222912.0,0.004552,,,,,,
227772.0,0.004638,,,,,,
230580.0,0.00468,,,,,,
232560.0,0.004724,,,,,,
235836.0,0.004764,,,,,,
240012.0,0.004812,,,,,,
243396.0,0.004875,,,,,,
247716.0,0.004948,,,,,,
250884.0,0.004991,,,,,,
254844.0,0.0050739999999999995,,,,,,
258588.0,0.005131,,,,,,
261756.0,0.005187000000000001,,,,,,
264780.0,0.005233,,,,,,
266940.0,0.005274999999999999,,,,,,
268992.0,0.0053159999999999995,,,,,,
272448.0,0.005375,,,,,,
