time,strain,stress,temperature,type,medium,strain_rate,youngs,poissons
4.21,4.31E-05,0.38089914,25,tensile,air,0.0001,211000,0.3
10.923,0.000188275,42.0569339,,,,,,
17.718,0.000329549,80.77342058,,,,,,
24.482,0.000597586,113.687047,,,,,,
31.271,0.00073002,146.602648,,,,,,
38.054,0.000975987,174.6429672,,,,,,
44.857,0.001336104,201.0614368,,,,,,
51.682,0.001688802,224.8012451,,,,,,
58.492,0.002018905,246.9467711,,,,,,
65.221,0.002444148,265.4314386,,,,,,
72.051,0.002901258,281.7010133,,,,,,
78.805,0.003314862,294.5423175,,,,,,
85.618,0.00387427,306.6814575,,,,,,
92.433,0.004426486,316.0780709,,,,,,
99.21,0.004988233,324.7741504,,,,,,
106.171,0.005568861,332.0884187,,,,,,
113.047,0.006162121,338.4697857,,,,,,
119.816,0.00675718,344.6304065,,,,,,
126.656,0.007369156,349.6133437,,,,,,
133.446,0.008022397,354.9101981,,,,,,
140.284,0.008650284,358.6147275,,,,,,
147.12,0.009232003,362.4676099,,,,,,
153.911,0.009853852,366.6409263,,,,,,
160.979,0.010534185,369.7842373,,,,,,
167.867,0.011128288,372.5883438,,,,,,
174.673,0.011761899,375.8244977,,,,,,
181.637,0.012399373,378.7507476,,,,,,
188.794,0.013081629,381.6405359,,,,,,
195.98,0.01372987,383.7171725,,,,,,
202.876,0.014372688,386.1661028,,,,,,
209.677,0.014973896,388.2956368,,,,,,
216.666,0.015615241,390.800056,,,,,,
223.672,0.016271091,392.200617,,,,,,
230.59,0.016913414,394.5759097,,,,,,
237.437,0.017514284,396.6266152,,,,,,
244.206,0.018210773,398.2221034,,,,,,
251.074,0.018859446,400.0386244,,,,,,
257.923,0.019469158,401.3482818,,,,,,
264.705,0.020153783,403.8085453,,,,,,
271.518,0.020810851,404.8346261,,,,,,
278.343,0.021458099,406.6395153,,,,,,
285.203,0.022154705,408.1055044,,,,,,
292.04,0.022842634,410.1152803,,,,,,
298.869,0.02354495,411.0085738,,,,,,
305.591,0.024104307,412.5807006,,,,,,
312.397,0.024880621,414.5608919,,,,,,
319.173,0.025532254,415.8473291,,,,,,
325.96,0.026222684,417.5026158,,,,,,
332.828,0.026878043,418.443208,,,,,,
339.863,0.027624712,419.1776227,,,,,,
348.156,0.028395628,421.3708662,,,,,,
355.264,0.029088528,422.6947921,,,,,,
362.143,0.02978751,423.5941915,,,,,,
369.031,0.030431078,425.1880699,,,,,,
375.868,0.031034648,426.5308523,,,,,,
382.826,0.031766068,428.1275397,,,,,,
389.693,0.032420137,428.8985884,,,,,,
396.542,0.033025976,429.9791547,,,,,,
403.582,0.033755581,431.6080664,,,,,,
410.506,0.034403752,432.7357728,,,,,,
417.355,0.035006703,433.9497941,,,,,,
424.264,0.035700843,434.8395195,,,,,,
431.035,0.036380857,436.7844759,,,,,,
437.919,0.037002505,436.3886505,,,,,,
444.756,0.0376777,438.7163638,,,,,,
451.548,0.038372039,439.4511226,,,,,,
458.536,0.039010745,441.0900037,,,,,,
