time,strain,stress,temperature,type,medium,strain_rate,youngs,poissons
45.051,4.44E-05,4.468886091,25,tensile,air,0.0001,211000,0.3
68.472,0.000128855,103.8403422,,,,,,
75.589,0.000362697,132.9539448,,,,,,
82.52,0.000652278,156.1606133,,,,,,
89.506,0.00103075,176.8675164,,,,,,
96.426,0.001423354,193.9778304,,,,,,
103.416,0.00188189,207.2607421,,,,,,
110.314,0.002423383,218.304107,,,,,,
117.289,0.002940508,228.1198099,,,,,,
124.215,0.003488191,236.1181947,,,,,,
131.27,0.004137816,243.4586849,,,,,,
138.195,0.00467325,249.4314722,,,,,,
145.173,0.005307596,254.9174479,,,,,,
152.065,0.005906875,259.7983996,,,,,,
159.046,0.006562732,264.0261151,,,,,,
165.957,0.007171127,268.26924,,,,,,
172.946,0.007794685,271.6467777,,,,,,
179.888,0.008414392,275.236306,,,,,,
186.949,0.009038022,278.5717396,,,,,,
194.023,0.00967716,280.954961,,,,,,
200.994,0.010387307,284.4300422,,,,,,
207.936,0.011031373,286.4708697,,,,,,
214.996,0.011667646,288.9598217,,,,,,
221.982,0.012306358,291.2799212,,,,,,
228.967,0.013031699,293.7980158,,,,,,
235.856,0.013722705,295.6047733,,,,,,
242.878,0.014405213,297.9011163,,,,,,
250.012,0.015143902,299.5241998,,,,,,
257.177,0.015826647,301.7526162,,,,,,
264.144,0.016521415,303.2219183,,,,,,
271.176,0.017254536,305.096398,,,,,,
278.132,0.017946048,306.7082044,,,,,,
285.148,0.018681174,308.4006823,,,,,,
292.125,0.019369311,310.1631668,,,,,,
299.126,0.02006545,311.4676201,,,,,,
306.109,0.020806207,312.6634617,,,,,,
312.886,0.021495454,314.3340856,,,,,,
319.65,0.022141212,315.8099117,,,,,,
326.299,0.02279421,316.8750125,,,,,,
333.222,0.023480903,318.6244602,,,,,,
340.278,0.024171391,320.0509972,,,,,,
347.202,0.02486952,320.9754339,,,,,,
354.232,0.025564571,322.0619496,,,,,,
361.158,0.026206409,323.6889823,,,,,,
367.969,0.02685942,324.596207,,,,,,
374.928,0.027546141,326.1200479,,,,,,
381.994,0.028240303,327.2124116,,,,,,
388.93,0.028931951,328.3720857,,,,,,
395.901,0.029619383,329.767197,,,,,,
402.763,0.030305284,331.230451,,,,,,
409.674,0.031000929,332.1148937,,,,,,
416.616,0.031647218,333.1951905,,,,,,
423.525,0.032382287,334.2983367,,,,,,
430.491,0.033068201,335.6473083,,,,,,
437.507,0.033722147,336.224687,,,,,,
444.446,0.034414419,337.1774437,,,,,,
451.5,0.035093476,338.8764594,,,,,,
458.414,0.035744386,339.5649275,,,,,,
465.387,0.036472828,340.8438412,,,,,,
472.317,0.03711383,342.1070406,,,,,,
479.321,0.037763134,342.8167265,,,,,,
486.31,0.038495225,343.834975,,,,,,
493.394,0.039134176,345.1500954,,,,,,
500.31,0.039780298,345.9202529,,,,,,
507.334,0.040509124,347.0564914,,,,,,
514.289,0.041148234,348.2828655,,,,,,
521.17,0.041792369,349.1617815,,,,,,
528.138,0.04247784,350.1451289,,,,,,
535.141,0.043161257,351.2315717,,,,,,
542.088,0.043802298,352.2292162,,,,,,
549.05,0.044445644,353.0525558,,,,,,
556.064,0.045124828,354.3289137,,,,,,
563.086,0.045806884,355.3910909,,,,,,
569.962,0.046414683,355.6382429,,,,,,
576.915,0.047132004,357.2198128,,,,,,
583.863,0.047770683,358.1496418,,,,,,
590.872,0.04841407,358.8099457,,,,,,
597.797,0.049051285,359.8458853,,,,,,
604.798,0.04972897,361.0249295,,,,,,
611.742,0.050373114,361.5557619,,,,,,
618.76,0.05100869,362.6202341,,,,,,
625.675,0.051641142,363.8640108,,,,,,
632.666,0.05228485,364.3447416,,,,,,
639.607,0.052962119,365.4128197,,,,,,
646.581,0.053595128,366.5420942,,,,,,
653.523,0.054276887,367.2585084,,,,,,
660.513,0.054913367,368.1062652,,,,,,
667.422,0.055585142,369.423765,,,,,,
674.491,0.056306622,370.3176016,,,,,,
681.413,0.056986357,371.0489711,,,,,,
688.433,0.057705128,372.057101,,,,,,
