time,strain,stress,temperature,type,medium,strain_rate,youngs,poissons
1.636,5.44E-05,5.041707579,25,tensile,air,0.01,211000,0.3
1.715,0.000161693,34.94984808,,,,,,
1.778,0.000315967,61.98638953,,,,,,
1.907,0.000636218,118.2179028,,,,,,
1.97,0.000849906,147.3159645,,,,,,
2.096,0.001261411,195.2765449,,,,,,
2.159,0.001486186,220.9162037,,,,,,
2.222,0.001690228,242.2616601,,,,,,
2.358,0.002319005,282.5656273,,,,,,
2.423,0.002710892,300.6926033,,,,,,
2.548,0.003525126,326.68895,,,,,,
2.612,0.003971333,338.6268743,,,,,,
2.737,0.004873235,356.2625811,,,,,,
2.8,0.005425152,364.4526138,,,,,,
2.862,0.005912095,370.9978997,,,,,,
2.991,0.006990145,383.1678782,,,,,,
3.054,0.007506643,387.8222916,,,,,,
3.19,0.008716004,397.4247831,,,,,,
3.253,0.009252935,400.745037,,,,,,
3.378,0.01028468,407.1065392,,,,,,
3.449,0.010999462,410.5954479,,,,,,
3.504,0.011419912,412.5907875,,,,,,
3.629,0.012473616,417.499229,,,,,,
3.701,0.01320038,420.1377798,,,,,,
3.826,0.014308483,424.2551358,,,,,,
3.889,0.014869187,425.892982,,,,,,
3.951,0.015516355,427.7517109,,,,,,
4.076,0.016630569,431.3913174,,,,,,
4.15,0.017410551,433.2948771,,,,,,
4.275,0.018573986,436.503378,,,,,,
4.348,0.019314218,438.0125726,,,,,,
4.473,0.020524016,441.0233669,,,,,,
4.539,0.021130223,442.3785834,,,,,,
4.601,0.021824869,443.7895144,,,,,,
4.726,0.022992,446.5101113,,,,,,
4.793,0.023687513,447.784686,,,,,,
4.919,0.024855941,450.2222639,,,,,,
4.984,0.02554908,451.6355885,,,,,,
5.109,0.026722654,453.6000695,,,,,,
5.172,0.027367779,455.1261387,,,,,,
5.234,0.027973922,456.2279959,,,,,,
5.37,0.029272789,458.585366,,,,,,
5.432,0.029831845,459.8194886,,,,,,
5.557,0.030958348,461.6090687,,,,,,
5.63,0.03173305,463.2337642,,,,,,
5.693,0.032294987,464.1252336,,,,,,
5.828,0.033546214,466.3800263,,,,,,
5.891,0.034189766,467.6686664,,,,,,
6.016,0.035400188,469.511188,,,,,,
6.101,0.036304419,471.0869074,,,,,,
6.229,0.037471504,472.677833,,,,,,
6.302,0.038200549,474.0513963,,,,,,
6.364,0.038758824,475.0192394,,,,,,
6.489,0.039920728,476.7723773,,,,,,
6.56,0.040689857,478.2615871,,,,,,
6.688,0.041811529,479.6498708,,,,,,
6.76,0.042536253,481.1104279,,,,,,
6.885,0.043696125,482.7138455,,,,,,
6.948,0.044250886,483.719927,,,,,,
7.02,0.045020104,484.9855749,,,,,,
7.146,0.046178562,486.4949509,,,,,,
7.209,0.046687605,487.5789247,,,,,,
7.334,0.04792809,489.32512,,,,,,
7.396,0.048481783,490.2494964,,,,,,
