1.5259,1.8378,4.1751,15
1.277,2.2254,4.222,13
0.85754,2.0613,4.2176,15
0.85789,2.0621,2.6456,63
2.8899,2.8362,4.5063,80
1.7482,1.7188,4.2475,46
2.4996,2.6633,4.303,54
1.2316,1.9882,4.2332,70
1.2309,1.9885,4.234,73
0.85797,2.0622,4.2159,22
1.3458,2.3349,4.017,21
2.483,2.0498,4.4448,35
1.2788,2.2259,4.2241,88
1.5204,2.4824,3.8923,165
1.0652,2.4457,3.0477,12
1.7496,1.7209,4.2481,14
1.257,2.8576,3.6533,169
1.9103,2.8246,4.7684,34
5.7124,2.7786,1.4703,44
1.6977,2.2589,3.9978,22
3.0067,2.8411,5.8157,149
0.95971,2.1442,3.0247,71
6.2268,2.7989,2.0344,14
1.5199,1.7806,4.4525,11
2.0042,1.7584,3.4762,28
1.8178,2.5896,4.0005,63
0.65851,2.5684,3.8856,35
2.4835,2.0497,4.4432,79
1.4736,1.6775,3.9053,104
0.30405,2.5043,2.7918,27
2.0056,1.7626,3.4733,128
0.63343,1.8658,2.8015,17
6.2256,2.7975,2.0336,12
0.84178,2.6909,3.8766,11
1.0719,2.4481,3.0544,75
0.30483,2.396,2.5914,25
0.27494,2.2847,3.5669,142
1.7868,1.672,3.3869,293
1.5208,1.7795,4.454,20
1.0074,2.056,3.2755,21
0.39549,2.1311,3.2056,144
2.0329,2.3509,4.3829,28
1.788,1.6708,3.3886,85
2.1497,2.8262,4.4545,48
2.0329,2.3514,4.3834,36
1.4753,1.6759,3.9057,38
0.39711,2.1315,3.2065,120
1.8151,2.5886,3.9982,290
0.83611,1.8704,2.7791,40
1.4754,1.665,3.199,32
3.9864,3.1118,0.36333,23
0.85663,2.0646,4.2173,18
2.0055,1.7603,3.4744,108
1.0065,2.7154,2.8785,199
1.8975,1.9146,4.4933,123
1.8191,2.5899,4.0031,216
0.63186,1.8665,2.8001,83
0.50875,2.2005,3.7443,54
4.6317,3.0028,0.51565,20
1.678,1.6975,3.8952,32
