time,strain,stress,temperature,type,medium,strain_rate,youngs,poissons
2.19,1.05E-05,8.909182926,25,tensile,air,0.01,211000,0.3
2.257,5.85E-05,36.89716521,,,,,,
2.32,0.000157058,62.31273912,,,,,,
2.446,0.000349367,113.4800961,,,,,,
2.52,0.000495104,145.9740654,,,,,,
2.645,0.000758786,193.5894381,,,,,,
2.708,0.000969837,220.4810504,,,,,,
2.833,0.001244646,263.0019068,,,,,,
2.896,0.001436101,283.8607434,,,,,,
3.032,0.001908085,328.1174346,,,,,,
3.095,0.002157309,346.0391908,,,,,,
3.22,0.002749475,379.4051633,,,,,,
3.283,0.003090268,392.597355,,,,,,
3.403,0.00380792,414.706934,,,,,,
3.466,0.004235495,423.379346,,,,,,
3.529,0.004743596,432.6174516,,,,,,
3.654,0.005727444,445.5721276,,,,,,
3.716,0.006217364,450.9610571,,,,,,
3.841,0.007295749,461.3280461,,,,,,
3.914,0.007890771,465.954652,,,,,,
4.039,0.009008257,474.141378,,,,,,
4.103,0.009540089,477.260572,,,,,,
4.228,0.010690131,483.7012176,,,,,,
4.291,0.011228746,486.4226763,,,,,,
4.426,0.012397297,491.7949183,,,,,,
4.488,0.013023933,494.5631729,,,,,,
4.613,0.014082504,498.4860078,,,,,,
4.676,0.014585807,500.5673706,,,,,,
4.739,0.015220854,502.8755324,,,,,,
4.874,0.016367314,506.7689421,,,,,,
4.936,0.016919303,508.6335977,,,,,,
5.062,0.01816327,512.0404241,,,,,,
5.125,0.018717225,513.7509346,,,,,,
5.25,0.019962327,517.0395173,,,,,,
5.323,0.020604158,518.7621959,,,,,,
5.448,0.021936109,522.0443897,,,,,,
5.511,0.022496676,523.2919909,,,,,,
5.636,0.023653318,526.2759098,,,,,,
5.698,0.024343063,527.7382539,,,,,,
5.825,0.025500242,530.5307469,,,,,,
5.888,0.026232124,532.0978025,,,,,,
6.013,0.027393582,534.5435559,,,,,,
6.084,0.028036955,535.9936213,,,,,,
6.149,0.028725474,537.3674047,,,,,,
6.275,0.029838927,539.878475,,,,,,
6.337,0.030527831,541.1663833,,,,,,
6.462,0.031600434,543.3972917,,,,,,
6.526,0.032155286,544.6814661,,,,,,
6.651,0.033401845,546.9777832,,,,,,
6.714,0.033954657,548.3231903,,,,,,
6.839,0.035200949,550.5156896,,,,,,
6.901,0.035755619,551.7051454,,,,,,
7.037,0.037124498,554.3238795,,,,,,
7.101,0.037724747,555.4093931,,,,,,
7.226,0.038874916,557.7853774,,,,,,
7.299,0.039648094,558.9700043,,,,,,
7.362,0.040201435,560.1030529,,,,,,
7.49,0.041441221,562.2447976,,,,,,
7.553,0.041996697,563.2037469,,,,,,
7.678,0.043230549,565.5612317,,,,,,
7.74,0.043832747,566.3380305,,,,,,
