time,strain,stress,temperature,type,title,num_cycles,max_strain,strain_rate,youngs,poissons
1079.5399,-0.00307,-382.59875,,,,,,,,
1079.6399,-0.00311,-382.75464,,,,,,,,
1079.7399,-0.00315,-382.52077,,,,,,,,
1079.84,-0.0032,-382.67666,,,,,,,,
1079.9399,-0.00323,-383.14435,,,,,,,,
1080.0399,-0.00328,-383.4562,,,,,,,,
1080.1399,-0.00333,-383.53416,,,,,,,,
1080.2399,-0.00335,-383.92389,,,,,,,,
1080.34,-0.0034,-383.4562,,,,,,,,
1080.4399,-0.00343,-383.53416,,,,,,,,
1080.5399,-0.0035,-383.84596,,,,,,,,
1080.6399,-0.00352,-384.07983,,,,,,,,
1080.7399,-0.00356,-384.54752,,,,,,,,
1080.84,-0.00361,-384.93728,,,,,,,,
1080.9399,-0.00367,-384.85932,,,,,,,,
1081.0399,-0.0037,-384.70341,,,,,,,,
1081.1399,-0.00374,-384.85932,,,,,,,,
1081.2399,-0.00377,-385.32708,,,,,,,,
1081.34,-0.00384,-385.32708,,,,,,,,
1081.4399,-0.00387,-385.40497,,,,,,,,
1081.5399,-0.00392,-386.02864,,,,,,,,
1081.6399,-0.00396,-386.10653,,,,,,,,
1081.7399,-0.00402,-386.10653,,,,,,,,
1081.84,-0.00403,-386.18451,,,,,,,,
1081.9399,-0.00408,-386.49633,,,,,,,,
1082.0399,-0.00413,-386.3404,,,,,,,,
1082.1399,-0.00416,-385.95064,,,,,,,,
1082.2399,-0.00422,-386.41833,,,,,,,,
1082.34,-0.00423,-386.7302,,,,,,,,
1082.4399,-0.00428,-386.7302,,,,,,,,
1082.5399,-0.00433,-387.11992,,,,,,,,
1082.6399,-0.00436,-387.35378,,,,,,,,
1082.7399,-0.00443,-387.74357,,,,,,,,
1082.84,-0.00449,-387.82148,,,,,,,,
1082.9399,-0.00454,-387.58765,,,,,,,,
1083.0399,-0.00455,-387.43176,,,,,,,,
1083.1399,-0.00461,-387.43176,,,,,,,,
1083.2399,-0.00463,-387.58765,,,,,,,,
1083.34,-0.00469,-387.5097,,,,,,,,
1083.4399,-0.00472,-388.05535,,,,,,,,
1083.5399,-0.00476,-388.36715,,,,,,,,
1083.6399,-0.00482,-388.36715,,,,,,,,
1083.7399,-0.00484,-388.52308,,,,,,,,
1083.84,-0.00489,-388.60102,,,,,,,,
1083.9399,-0.00494,-388.60102,,,,,,,,
1084.0399,-0.005,-388.67897,,,,,,,,
1084.1399,-0.00503,-389.06871,,,,,,,,
1084.2399,-0.00505,-388.99077,,,,,,,,
1084.34,-0.00511,-389.22464,,,,,,,,
1084.4399,-0.00514,-389.38053,,,,,,,,
1084.5399,-0.0052,-389.6144,,,,,,,,
1084.6399,-0.00523,-389.5364,,,,,,,,
1084.7399,-0.00528,-389.77027,,,,,,,,
1084.84,-0.00531,-389.84827,,,,,,,,
1084.9399,-0.00536,-389.77027,,,,,,,,
1085.0399,-0.0054,-390.16007,,,,,,,,
1085.1399,-0.00545,-390.16007,,,,,,,,
1085.2399,-0.00547,-390.08209,,,,,,,,
1085.34,-0.00553,-390.4719,,,,,,,,
1085.4399,-0.00554,-390.31596,,,,,,,,
1085.5399,-0.00563,-390.70577,,,,,,,,
1085.6399,-0.00567,-390.62776,,,,,,,,
1085.7399,-0.0057,-390.31596,,,,,,,,
1085.84,-0.00573,-390.16007,,,,,,,,
1085.9399,-0.00578,-390.86163,,,,,,,,
1086.0399,-0.00582,-390.93959,,,,,,,,
1086.1399,-0.00586,-390.54979,,,,,,,,
1086.2399,-0.00592,-390.78365,,,,,,,,
1086.34,-0.00595,-391.09546,,,,,,,,
1086.4399,-0.006,-391.71913,,,,,,,,
1086.5399,-0.00603,-391.71913,,,,,,,,
1086.6399,-0.00608,-391.40728,,,,,,,,
1086.7399,-0.00615,-391.40728,,,,,,,,
1086.84,-0.00616,-391.48526,,,,,,,,
1086.9399,-0.0062,-391.71913,,,,,,,,
1087.0399,-0.00624,-391.87502,,,,,,,,
1087.1399,-0.00627,-391.95295,,,,,,,,
1087.2399,-0.00632,-392.18682,,,,,,,,
1087.34,-0.00636,-392.03091,,,,,,,,
1087.4399,-0.00644,-392.03091,,,,,,,,
1087.5399,-0.00646,-392.10884,,,,,,,,
1087.6399,-0.00649,-392.42069,,,,,,,,
1087.7399,-0.00653,-392.8104,,,,,,,,
1087.84,-0.0066,-393.04427,,,,,,,,
1087.9399,-0.00663,-392.4986,,,,,,,,
1088.0399,-0.00666,-392.4986,,,,,,,,
1088.1399,-0.00669,-392.65451,,,,,,,,
1088.2399,-0.00677,-392.57658,,,,,,,,
1088.34,-0.00678,-393.20021,,,,,,,,
1088.4399,-0.00684,-393.35607,,,,,,,,
1088.5399,-0.00687,-393.20021,,,,,,,,
1088.6399,-0.00693,-393.1222,,,,,,,,
1088.7399,-0.00698,-392.8104,,,,,,,,
1088.84,-0.00702,-393.1222,,,,,,,,
1088.9399,-0.00706,-393.27814,,,,,,,,
1089.0399,-0.00711,-393.51196,,,,,,,,
1089.1399,-0.00715,-393.35607,,,,,,,,
1089.2399,-0.00716,-392.88838,,,,,,,,
1089.34,-0.00724,-393.51196,,,,,,,,
1089.4399,-0.00726,-393.51196,,,,,,,,
1089.5399,-0.00728,-393.82379,,,,,,,,
1089.6399,-0.00735,-394.29153,,,,,,,,
1089.7399,-0.00737,-394.13564,,,,,,,,
1089.84,-0.00744,-393.90177,,,,,,,,
1089.9399,-0.00748,-393.97966,,,,,,,,
1090.0399,-0.00752,-394.36946,,,,,,,,
1090.1399,-0.00757,-394.44739,,,,,,,,
1090.2399,-0.00762,-394.13564,,,,,,,,
1090.34,-0.00764,-394.21352,,,,,,,,
1090.4399,-0.00768,-394.36946,,,,,,,,
1090.5399,-0.00771,-394.52535,,,,,,,,
1090.6399,-0.00777,-394.60333,,,,,,,,
1090.7399,-0.00781,-394.75922,,,,,,,,
1090.84,-0.00786,-394.68122,,,,,,,,
1090.9399,-0.0079,-394.68122,,,,,,,,
1091.0402,-0.00795,-394.91513,,,,,,,,
1091.1399,-0.00797,-394.83715,,,,,,,,
1091.2399,-0.00804,-394.91513,,,,,,,,
1091.34,-0.00806,-394.75922,,,,,,,,
1091.4399,-0.00812,-394.83715,,,,,,,,
1091.5399,-0.00815,-394.91513,,,,,,,,
1091.6401,-0.0082,-395.149,,,,,,,,
1091.7401,-0.00825,-394.99309,,,,,,,,
1091.84,-0.00826,-394.83715,,,,,,,,
1091.9401,-0.00832,-395.07102,,,,,,,,
1092.0402,-0.00838,-395.149,,,,,,,,
1092.1399,-0.00843,-395.46078,,,,,,,,
1092.2401,-0.00845,-395.38284,,,,,,,,
1092.3401,-0.0085,-395.30489,,,,,,,,
1092.4399,-0.00853,-395.38284,,,,,,,,
1092.5399,-0.00857,-395.38284,,,,,,,,
1092.6401,-0.00861,-395.22691,,,,,,,,
1092.7401,-0.00867,-395.30489,,,,,,,,
1092.84,-0.0087,-395.61671,,,,,,,,
1092.9401,-0.00873,-396.00645,,,,,,,,
1093.0402,-0.00878,-396.00645,,,,,,,,
1093.1399,-0.00882,-395.85058,,,,,,,,
1093.2401,-0.00888,-396.00645,,,,,,,,
1093.3401,-0.00892,-396.31827,,,,,,,,
1093.4401,-0.00894,-396.08441,,,,,,,,
1093.5399,-0.00899,-395.61671,,,,,,,,
1093.6401,-0.00904,-396.08441,,,,,,,,
1093.7401,-0.00908,-396.39621,,,,,,,,
1093.84,-0.00914,-396.63008,,,,,,,,
1093.9401,-0.00917,-396.39621,,,,,,,,
1094.0402,-0.00921,-396.31827,,,,,,,,
1094.1401,-0.00925,-396.16234,,,,,,,,
1094.2401,-0.0093,-396.24027,,,,,,,,
1094.3401,-0.00936,-396.31827,,,,,,,,
1094.4399,-0.00939,-396.00645,,,,,,,,
1094.5402,-0.00945,-396.47414,,,,,,,,
1094.6401,-0.00947,-396.47414,,,,,,,,
1094.7399,-0.00952,-396.31827,,,,,,,,
1094.8401,-0.00957,-396.63008,,,,,,,,
1094.9401,-0.00958,-396.00645,,,,,,,,
1095.0399,-0.00964,-396.24027,,,,,,,,
1095.1401,-0.00968,-396.39621,,,,,,,,
1095.2401,-0.00971,-396.78597,,,,,,,,
1095.3401,-0.00974,-397.01983,,,,,,,,
1095.4399,-0.00979,-397.25366,,,,,,,,
1095.5402,-0.00986,-396.94186,,,,,,,,
1095.6401,-0.00989,-396.78597,,,,,,,,
1095.7401,-0.00993,-396.86394,,,,,,,,
1095.8401,-0.00998,-396.94186,,,,,,,,
1095.9401,-0.01001,-396.78597,,,,,,,,
1096.0399,-0.01007,-396.86394,,,,,,,,
1096.1401,-0.01008,-396.94186,,,,,,,,
1096.2401,-0.01016,-397.09777,,,,,,,,
1096.34,-0.01019,-397.7214,,,,,,,,
1096.4401,-0.0102,-397.7214,,,,,,,,
1096.5402,-0.01027,-397.56551,,,,,,,,
1096.6399,-0.01032,-397.33164,,,,,,,,
1096.7401,-0.01036,-397.33164,,,,,,,,
1096.8401,-0.01039,-397.25366,,,,,,,,
1096.9399,-0.01045,-397.33164,,,,,,,,
1097.0402,-0.01048,-397.40959,,,,,,,,
1097.1401,-0.01051,-397.25366,,,,,,,,
1097.2399,-0.01058,-397.33164,,,,,,,,
1097.3401,-0.01063,-397.40959,,,,,,,,
1097.4401,-0.01067,-397.56551,,,,,,,,
1097.5399,-0.0107,-397.33164,,,,,,,,
1097.6401,-0.01073,-397.17572,,,,,,,,
1097.7401,-0.01078,-397.09777,,,,,,,,
1097.84,-0.01083,-397.87728,,,,,,,,
1097.9401,-0.01087,-397.7214,,,,,,,,
1098.0402,-0.0109,-397.56551,,,,,,,,
1098.1399,-0.01096,-397.87728,,,,,,,,
1098.2401,-0.011,-397.79933,,,,,,,,
1098.3401,-0.01103,-397.64342,,,,,,,,
1098.4401,-0.01109,-397.7214,,,,,,,,
1098.5402,-0.01115,-397.7214,,,,,,,,
1098.6401,-0.01118,-397.87728,,,,,,,,
1098.7401,-0.0112,-398.11115,,,,,,,,
1098.8401,-0.01126,-398.0332,,,,,,,,
1098.9401,-0.01129,-398.42296,,,,,,,,
1099.0402,-0.01133,-398.26707,,,,,,,,
1099.1401,-0.0114,-397.95522,,,,,,,,
1099.2401,-0.01142,-398.34502,,,,,,,,
1099.3401,-0.01147,-398.34502,,,,,,,,
1099.4401,-0.0115,-398.42296,,,,,,,,
1099.5402,-0.01155,-398.42296,,,,,,,,
1099.6401,-0.01159,-398.34502,,,,,,,,
1099.7401,-0.01164,-398.0332,,,,,,,,
1099.8401,-0.01166,-398.18909,,,,,,,,
1099.9401,-0.01171,-398.0332,,,,,,,,
1100.0402,-0.01175,-398.26707,,,,,,,,
1100.1401,-0.01178,-398.26707,,,,,,,,
1100.2401,-0.01186,-398.0332,,,,,,,,
1100.3401,-0.01188,-398.18909,,,,,,,,
1100.4401,-0.01193,-398.0332,,,,,,,,
1100.5402,-0.01197,-398.26707,,,,,,,,
1100.6401,-0.01199,-398.57889,,,,,,,,
1100.7401,-0.01206,-398.34502,,,,,,,,
1100.8401,-0.01211,-398.26707,,,,,,,,
1100.9401,-0.01214,-398.26707,,,,,,,,
1101.0402,-0.01219,-398.42296,,,,,,,,
1101.1401,-0.01221,-398.34502,,,,,,,,
1101.2401,-0.01227,-398.57889,,,,,,,,
1101.3401,-0.01228,-398.18909,,,,,,,,
1101.4401,-0.01235,-398.34502,,,,,,,,
1101.5402,-0.01239,-398.50089,,,,,,,,
1101.6401,-0.01242,-398.9686,,,,,,,,
1101.7401,-0.01246,-398.81271,,,,,,,,
1101.8401,-0.01249,-398.65678,,,,,,,,
1101.9401,-0.01259,-398.73478,,,,,,,,
1102.0402,-0.0126,-399.04658,,,,,,,,
1102.1401,-0.01265,-399.12452,,,,,,,,
1102.2401,-0.0127,-399.04658,,,,,,,,
1102.3401,-0.01275,-398.50089,,,,,,,,
1102.4401,-0.01275,-398.65678,,,,,,,,
1102.5402,-0.01281,-399.12452,,,,,,,,
1102.6401,-0.01287,-399.20247,,,,,,,,
1102.7401,-0.01291,-398.9686,,,,,,,,
1102.8401,-0.01295,-398.57889,,,,,,,,
1102.9401,-0.01298,-398.65678,,,,,,,,
1103.0402,-0.013,-398.26707,,,,,,,,
1103.1401,-0.01308,-398.57889,,,,,,,,
1103.2401,-0.01311,-398.9686,,,,,,,,
1103.3401,-0.01315,-398.9686,,,,,,,,
1103.4401,-0.01319,-398.89065,,,,,,,,
1103.5402,-0.01324,-398.9686,,,,,,,,
1103.6401,-0.01328,-398.81271,,,,,,,,
1103.7401,-0.01334,-398.89065,,,,,,,,
1103.8401,-0.01339,-398.42296,,,,,,,,
1103.9401,-0.0134,-398.50089,,,,,,,,
1104.0402,-0.01344,-399.28045,,,,,,,,
1104.1401,-0.01349,-399.43634,,,,,,,,
1104.2401,-0.01353,-399.51427,,,,,,,,
1104.3401,-0.01359,-399.12452,,,,,,,,
1104.4401,-0.01362,-398.9686,,,,,,,,
1104.5402,-0.01367,-399.12452,,,,,,,,
1104.6401,-0.01371,-398.89065,,,,,,,,
1104.7401,-0.01373,-399.20247,,,,,,,,
1104.8401,-0.01379,-399.51427,,,,,,,,
1104.9401,-0.01384,-399.04658,,,,,,,,
1105.0402,-0.01388,-398.89065,,,,,,,,
1105.1401,-0.01391,-399.20247,,,,,,,,
1105.2401,-0.01394,-399.67016,,,,,,,,
1105.3401,-0.014,-399.59221,,,,,,,,
1105.4401,-0.01404,-399.51427,,,,,,,,
1105.5402,-0.0141,-399.20247,,,,,,,,
1105.6401,-0.01412,-398.81271,,,,,,,,
1105.7401,-0.01418,-399.12452,,,,,,,,
1105.8401,-0.01421,-399.04658,,,,,,,,
1105.9401,-0.01424,-399.12452,,,,,,,,
1106.0402,-0.01428,-399.20247,,,,,,,,
1106.1401,-0.01434,-399.20247,,,,,,,,
1106.2401,-0.01438,-399.20247,,,,,,,,
1106.3401,-0.01443,-399.12452,,,,,,,,
1106.4401,-0.01447,-399.28045,,,,,,,,
1106.5402,-0.0145,-399.12452,,,,,,,,
1106.6401,-0.01455,-399.28045,,,,,,,,
1106.7401,-0.01461,-398.9686,,,,,,,,
1106.8401,-0.01462,-399.51427,,,,,,,,
1106.9401,-0.01467,-399.51427,,,,,,,,
1107.0402,-0.01472,-399.59221,,,,,,,,
1107.1401,-0.01476,-399.59221,,,,,,,,
1107.2401,-0.01481,-399.51427,,,,,,,,
1107.3401,-0.01483,-397.79933,,,,,,,,
1107.4401,-0.01482,-393.74583,,,,,,,,
1107.5402,-0.01482,-388.13328,,,,,,,,
1107.6401,-0.01477,-382.20897,,,,,,,,
1107.7401,-0.01475,-375.8169,,,,,,,,
1107.8401,-0.01469,-369.65872,,,,,,,,
1107.9401,-0.01467,-363.73436,,,,,,,,
1108.0402,-0.01464,-358.12186,,,,,,,,
1108.1401,-0.01461,-351.65183,,,,,,,,
1108.2401,-0.01455,-345.33776,,,,,,,,
1108.3401,-0.01452,-339.41341,,,,,,,,
1108.4401,-0.0145,-333.56703,,,,,,,,
1108.5402,-0.01447,-327.33087,,,,,,,,
1108.6401,-0.01442,-321.32856,,,,,,,,
1108.7401,-0.01437,-315.01447,,,,,,,,
1108.8401,-0.01434,-309.09014,,,,,,,,
1108.9401,-0.01428,-302.46422,,,,,,,,
1109.0402,-0.01427,-296.6958,,,,,,,,
1109.1401,-0.01424,-290.84943,,,,,,,,
1109.2401,-0.0142,-285.23687,,,,,,,,
1109.3401,-0.01416,-279.46843,,,,,,,,
1109.4401,-0.01411,-272.99843,,,,,,,,
1109.5402,-0.0141,-267.30796,,,,,,,,
1109.6401,-0.01406,-261.61748,,,,,,,,
1109.7401,-0.01399,-256.16083,,,,,,,,
1109.8401,-0.01397,-250.2365,,,,,,,,
1109.9401,-0.01393,-244.54602,,,,,,,,
1110.0402,-0.0139,-238.93348,,,,,,,,
1110.1401,-0.01384,-233.00913,,,,,,,,
1110.2401,-0.01383,-227.39662,,,,,,,,
1110.3401,-0.01379,-221.39432,,,,,,,,
1110.4401,-0.01374,-215.31407,,,,,,,,
1110.5402,-0.01371,-210.01335,,,,,,,,
1110.6401,-0.01367,-204.86853,,,,,,,,
1110.7401,-0.01364,-199.10009,,,,,,,,
1110.8401,-0.0136,-193.40962,,,,,,,,
1110.9401,-0.01356,-187.79706,,,,,,,,
1111.0402,-0.01353,-182.2625,,,,,,,,
1111.1401,-0.01349,-177.11767,,,,,,,,
1111.2401,-0.01343,-171.5831,,,,,,,,
1111.3401,-0.01339,-165.81466,,,,,,,,
1111.4401,-0.01337,-160.35803,,,,,,,,
1111.5402,-0.01333,-154.97935,,,,,,,,
1111.6401,-0.01328,-149.75658,,,,,,,,
1111.7401,-0.01325,-144.61175,,,,,,,,
1111.8401,-0.01319,-139.07717,,,,,,,,
1111.9401,-0.01316,-133.6985,,,,,,,,
1112.0402,-0.01313,-128.39777,,,,,,,,
1112.1401,-0.01308,-123.09705,,,,,,,,
1112.2401,-0.01306,-117.95221,,,,,,,,
1112.3401,-0.01301,-113.04126,,,,,,,,
1112.4401,-0.01297,-107.74054,,,,,,,,
1112.5402,-0.01294,-102.98547,,,,,,,,
1112.6401,-0.0129,-97.9186,,,,,,,,
1112.7401,-0.01284,-92.85172,,,,,,,,
1112.8401,-0.01283,-88.09667,,,,,,,,
1112.9401,-0.01278,-83.34161,,,,,,,,
1113.0402,-0.01274,-78.27474,,,,,,,,
1113.1401,-0.01271,-73.44172,,,,,,,,
1113.2401,-0.01265,-68.68666,,,,,,,,
1113.3401,-0.01263,-64.0875,,,,,,,,
1113.4401,-0.01258,-58.94268,,,,,,,,
1113.5402,-0.01253,-53.95376,,,,,,,,
1113.6401,-0.01251,-49.82232,,,,,,,,
1113.7401,-0.01247,-45.69087,,,,,,,,
1113.8401,-0.01244,-41.48147,,,,,,,,
1113.9401,-0.01239,-36.80436,,,,,,,,
1114.0402,-0.01235,-32.12725,,,,,,,,
1114.1401,-0.01233,-27.76194,,,,,,,,
1114.2401,-0.01229,-23.6305,,,,,,,,
1114.3401,-0.01225,-19.65495,,,,,,,,
1114.4401,-0.01222,-15.28965,,,,,,,,
1114.5402,-0.01217,-11.1582,,,,,,,,
1114.6401,-0.01212,-7.18266,,,,,,,,
1114.7401,-0.01209,-2.7394,,,,,,,,
1114.8401,-0.01204,1.15819,,,,,,,,
1114.9401,-0.01201,4.27626,,,,,,,,
1115.0402,-0.01198,8.0959,,,,,,,,
1115.1401,-0.01194,11.44783,,,,,,,,
1115.2401,-0.01191,14.87771,,,,,,,,
1115.3401,-0.01186,19.00916,,,,,,,,
1115.4401,-0.01182,22.6729,,,,,,,,
1115.5402,-0.01177,26.57049,,,,,,,,
1115.6401,-0.01176,30.31218,,,,,,,,
1115.7401,-0.01171,34.59953,,,,,,,,
1115.8401,-0.01164,38.88688,,,,,,,,
1115.9401,-0.01161,43.17424,,,,,,,,
1116.0402,-0.0116,47.38363,,,,,,,,
1116.1401,-0.01153,50.96942,,,,,,,,
1116.2401,-0.01151,54.3993,,,,,,,,
1116.3401,-0.01143,57.59532,,,,,,,,
1116.4401,-0.01142,60.8693,,,,,,,,
1116.5402,-0.01138,64.68894,,,,,,,,
1116.6401,-0.01131,67.96292,,,,,,,,
1116.7401,-0.0113,71.15894,,,,,,,,
1116.8401,-0.01125,74.82268,,,,,,,,
1116.9401,-0.01121,78.17462,,,,,,,,
1117.0402,-0.01116,81.60449,,,,,,,,
1117.1401,-0.01112,84.25485,,,,,,,,
1117.2401,-0.01109,87.29497,,,,,,,,
1117.3401,-0.01106,90.25715,,,,,,,,
1117.4401,-0.01102,93.37522,,,,,,,,
1117.5402,-0.01096,96.72715,,,,,,,,
1117.6401,-0.01093,99.76727,,,,,,,,
1117.7401,-0.01087,102.72944,,,,,,,,
1117.8401,-0.01082,104.99004,,,,,,,,
1117.9401,-0.01082,108.03017,,,,,,,,
1118.0402,-0.01078,111.07029,,,,,,,,
1118.1401,-0.01073,114.26631,,,,,,,,
1118.2401,-0.01069,116.83872,,,,,,,,
1118.3401,-0.01062,119.25523,,,,,,,,
1118.4401,-0.0106,121.35993,,,,,,,,
1118.5402,-0.01054,124.32209,,,,,,,,
1118.6401,-0.01051,127.12837,,,,,,,,
1118.7401,-0.01048,129.62283,,,,,,,,
1118.8401,-0.01044,132.19523,,,,,,,,
1118.9401,-0.01039,134.45584,,,,,,,,
1119.0402,-0.01035,136.87235,,,,,,,,
1119.1401,-0.0103,139.67861,,,,,,,,
1119.2401,-0.01028,142.09512,,,,,,,,
1119.3401,-0.01023,144.66753,,,,,,,,
1119.4401,-0.01018,146.77223,,,,,,,,
1119.5402,-0.01017,149.18874,,,,,,,,
1119.6401,-0.01011,151.76115,,,,,,,,
1119.7401,-0.01007,153.70996,,,,,,,,
1119.8401,-0.01003,156.12645,,,,,,,,
1119.9401,-0.01,158.38705,,,,,,,,
1120.0402,-0.00996,160.4138,,,,,,,,
1120.1401,-0.00989,162.75235,,,,,,,,
1120.2401,-0.00986,164.85706,,,,,,,,
1120.3401,-0.00982,166.96176,,,,,,,,
1120.4401,-0.00976,168.75466,,,,,,,,
1120.5402,-0.00974,170.9373,,,,,,,,
1120.6401,-0.00971,172.80814,,,,,,,,
1120.7401,-0.00967,174.9908,,,,,,,,
1120.8401,-0.00962,177.17345,,,,,,,,
1120.9401,-0.00957,179.35611,,,,,,,,
1121.0402,-0.00953,181.149,,,,,,,,
1121.1401,-0.00948,182.78598,,,,,,,,
1121.2401,-0.00945,184.65682,,,,,,,,
1121.3401,-0.0094,185.98201,,,,,,,,
1121.4401,-0.00936,187.85286,,,,,,,,
1121.5402,-0.00932,189.56779,,,,,,,,
1121.6401,-0.00927,191.43862,,,,,,,,
1121.7401,-0.00926,193.23154,,,,,,,,
1121.8401,-0.0092,195.10239,,,,,,,,
1121.9401,-0.00917,196.73936,,,,,,,,
1122.0402,-0.00912,198.4543,,,,,,,,
1122.1401,-0.00907,200.0913,,,,,,,,
1122.2401,-0.00905,201.96214,,,,,,,,
1122.3401,-0.00898,203.52117,,,,,,,,
1122.4401,-0.00896,205.39202,,,,,,,,
1122.5402,-0.0089,207.02899,,,,,,,,
1122.6401,-0.00887,208.89984,,,,,,,,
1122.7401,-0.00881,209.99118,,,,,,,,
1122.8401,-0.0088,211.3943,,,,,,,,
1122.9401,-0.00874,212.79743,,,,,,,,
1123.0402,-0.00871,214.27852,,,,,,,,
1123.1401,-0.00865,215.91552,,,,,,,,
1123.2401,-0.00862,217.47455,,,,,,,,
1123.3401,-0.00857,218.95562,,,,,,,,
1123.4401,-0.00853,220.43671,,,,,,,,
1123.5402,-0.00847,221.68396,,,,,,,,
1123.6401,-0.00848,223.00912,,,,,,,,
1123.7401,-0.00841,224.33433,,,,,,,,
1123.8401,-0.00836,225.8154,,,,,,,,
1123.9401,-0.00831,227.21853,,,,,,,,
1124.0402,-0.00828,228.30987,,,,,,,,
1124.1401,-0.00823,229.55708,,,,,,,,
1124.2401,-0.00819,231.11611,,,,,,,,
1124.3401,-0.00815,232.20743,,,,,,,,
1124.4401,-0.00813,233.45468,,,,,,,,
1124.5402,-0.00809,234.70192,,,,,,,,
1124.6401,-0.00802,236.18299,,,,,,,,
1124.7401,-0.00799,237.81998,,,,,,,,
1124.8401,-0.00796,238.9113,,,,,,,,
1124.9401,-0.0079,240.00264,,,,,,,,
1125.0402,-0.00787,240.62625,,,,,,,,
1125.1401,-0.00783,242.10735,,,,,,,,
1125.2401,-0.00777,243.43254,,,,,,,,
1125.3401,-0.00775,244.60179,,,,,,,,
1125.4401,-0.00769,245.84902,,,,,,,,
1125.5402,-0.00767,247.17419,,,,,,,,
1125.6401,-0.00761,248.4994,,,,,,,,
1125.7401,-0.00757,249.59071,,,,,,,,
1125.8401,-0.00752,250.68203,,,,,,,,
1125.9401,-0.00748,251.53951,,,,,,,,
1126.0402,-0.00745,252.70878,,,,,,,,
1126.1401,-0.00739,253.72217,,,,,,,,
1126.2401,-0.00736,254.81346,,,,,,,,
1126.3401,-0.00734,255.67094,,,,,,,,
1126.4401,-0.0073,256.84024,,,,,,,,
1126.5402,-0.00724,258.24336,,,,,,,,
1126.6401,-0.00717,259.3347,,,,,,,,
1126.7401,-0.00716,259.80241,,,,,,,,
1126.8401,-0.00711,260.50397,,,,,,,,
1126.9401,-0.00708,261.59529,,,,,,,,
1127.0402,-0.00702,262.76457,,,,,,,,
1127.1401,-0.00697,263.93384,,,,,,,,
1127.2401,-0.00696,264.71338,,,,,,,,
1127.3401,-0.0069,266.03857,,,,,,,,
1127.4401,-0.00687,267.12989,,,,,,,,
1127.5402,-0.00682,268.14325,,,,,,,,
1127.6401,-0.0068,268.3771,,,,,,,,
1127.7401,-0.00672,269.07866,,,,,,,,
1127.8401,-0.00666,270.32591,,,,,,,,
1127.9401,-0.00666,271.49517,,,,,,,,
1128.0402,-0.00662,272.43059,,,,,,,,
1128.1401,-0.00657,273.52194,,,,,,,,
1128.2401,-0.00653,274.61326,,,,,,,,
1128.3401,-0.0065,275.39277,,,,,,,,
1128.4401,-0.00642,276.3282,,,,,,,,
1128.5402,-0.00638,277.41952,,,,,,,,
1128.6401,-0.00637,277.65339,,,,,,,,
1128.7401,-0.00633,278.51084,,,,,,,,
1128.8401,-0.00629,279.60216,,,,,,,,
1128.9401,-0.00622,280.3817,,,,,,,,
1129.0402,-0.0062,281.31711,,,,,,,,
1129.1401,-0.00616,282.01869,,,,,,,,
1129.2401,-0.00611,282.9541,,,,,,,,
1129.3401,-0.00605,283.73363,,,,,,,,
1129.4401,-0.00603,284.90289,,,,,,,,
1129.5402,-0.006,285.52651,,,,,,,,
1129.6401,-0.00592,286.15014,,,,,,,,
1129.7401,-0.00589,286.38399,,,,,,,,
1129.8401,-0.00587,287.47531,,,,,,,,
1129.9401,-0.0058,288.56663,,,,,,,,
1130.0402,-0.00576,289.34617,,,,,,,,
1130.1401,-0.0057,289.58001,,,,,,,,
1130.2401,-0.00569,290.35953,,,,,,,,
1130.3401,-0.00564,291.76265,,,,,,,,
1130.4401,-0.00558,292.30832,,,,,,,,
1130.5402,-0.00555,293.24373,,,,,,,,
1130.6401,-0.00552,293.86735,,,,,,,,
1130.7401,-0.00549,294.72483,,,,,,,,
1130.8401,-0.00542,295.42639,,,,,,,,
1130.9401,-0.00538,295.81615,,,,,,,,
1131.0402,-0.00538,296.90749,,,,,,,,
1131.1401,-0.00531,297.84292,,,,,,,,
1131.2401,-0.00526,298.62241,,,,,,,,
1131.3401,-0.00523,299.32399,,,,,,,,
1131.4401,-0.0052,299.86964,,,,,,,,
1131.5402,-0.00512,300.72712,,,,,,,,
1131.6401,-0.00509,301.19483,,,,,,,,
1131.7401,-0.00505,301.97435,,,,,,,,
1131.8401,-0.00501,302.13026,,,,,,,,
1131.9401,-0.00498,302.67593,,,,,,,,
1132.0402,-0.00492,303.68929,,,,,,,,
1132.1401,-0.00492,304.3129,,,,,,,,
1132.2401,-0.00485,305.17039,,,,,,,,
1132.3401,-0.00481,305.71604,,,,,,,,
1132.4401,-0.00476,306.4176,,,,,,,,
1132.5402,-0.00471,307.35301,,,,,,,,
1132.6401,-0.00468,307.58686,,,,,,,,
1132.7401,-0.00463,308.60026,,,,,,,,
1132.8401,-0.00459,308.60026,,,,,,,,
1132.9401,-0.00454,309.45774,,,,,,,,
1133.0402,-0.0045,310.23725,,,,,,,,
1133.1401,-0.00447,310.4711,,,,,,,,
1133.2401,-0.00443,311.09473,,,,,,,,
1133.3401,-0.00442,311.79626,,,,,,,,
1133.4401,-0.00434,312.73169,,,,,,,,
1133.5402,-0.00428,313.58917,,,,,,,,
1133.6401,-0.00425,314.29073,,,,,,,,
1133.7401,-0.00423,314.75846,,,,,,,,
1133.8401,-0.00417,315.38207,,,,,,,,
1133.9401,-0.00412,316.00567,,,,,,,,
