time,strain,stress,temperature,type,title,num_cycles,max_strain,strain_rate,youngs,poissons
0.2366,1.71E-06,4.66602,25,cyclic-strain-stress,cyclic-strain-stress,16,0.015,4.30E-04,195600,0.29
0.3366,-4.65E-05,-1.57012,,,,,,,,
0.4366,-1.90E-05,-2.27169,,,,,,,,
0.5368,-3.96E-05,-0.16699,,,,,,,,
0.6366,-5.18E-06,3.96446,,,,,,,,
0.7366,8.59E-06,8.32976,,,,,,,,
0.8368,4.99E-05,13.31868,,,,,,,,
0.9366,7.06E-05,18.3076,,,,,,,,
1.0366,1.05E-04,23.29651,,,,,,,,
1.1366,1.33E-04,28.987,,,,,,,,
1.2366,1.53E-04,34.83339,,,,,,,,
1.3366,2.01E-04,41.14748,,,,,,,,
1.4366,2.29E-04,48.24111,,,,,,,,
1.5366,2.91E-04,56.11424,,,,,,,,
1.6368,3.25E-04,63.67557,,,,,,,,
1.7366,3.53E-04,71.2369,,,,,,,,
1.8366,4.01E-04,78.48642,,,,,,,,
1.9366,4.42E-04,85.65799,,,,,,,,
2.0366,4.63E-04,92.75161,,,,,,,,
2.1366,5.25E-04,99.53341,,,,,,,,
2.2368,5.53E-04,106.31523,,,,,,,,
2.3368,6.01E-04,113.17499,,,,,,,,
2.4366,6.28E-04,120.03475,,,,,,,,
2.5368,6.83E-04,126.73861,,,,,,,,
2.6368,6.97E-04,133.52042,,,,,,,,
2.7368,7.25E-04,140.30223,,,,,,,,
2.8368,7.87E-04,147.08405,,,,,,,,
2.9366,8.14E-04,153.16428,,,,,,,,
3.0368,8.35E-04,159.79019,,,,,,,,
3.1368,8.76E-04,166.10429,,,,,,,,
3.2368,9.11E-04,172.7302,,,,,,,,
3.3368,9.52E-04,178.81045,,,,,,,,
3.4368,9.93E-04,185.04659,,,,,,,,
3.5368,0.00103,190.97092,,,,,,,,
3.6368,0.00108,196.73936,,,,,,,,
3.7368,0.00112,202.27393,,,,,,,,
3.8366,0.00115,207.3408,,,,,,,,
3.9368,0.00121,212.25177,,,,,,,,
4.0368,0.00126,216.30527,,,,,,,,
4.1366,0.0013,220.20287,,,,,,,,
4.2368,0.00135,223.24299,,,,,,,,
4.3368,0.00139,226.04927,,,,,,,,
4.4366,0.00145,228.3878,,,,,,,,
4.5368,0.00148,230.1807,,,,,,,,
4.6368,0.00154,231.97358,,,,,,,,
4.7368,0.00159,233.68853,,,,,,,,
4.8368,0.00163,235.09167,,,,,,,,
4.9368,0.00168,236.4948,,,,,,,,
5.0366,0.0017,237.43022,,,,,,,,
5.1368,0.00176,238.83335,,,,,,,,
5.2368,0.00178,239.61286,,,,,,,,
5.3366,0.00183,240.86012,,,,,,,,
5.4368,0.00188,241.71759,,,,,,,,
5.5368,0.00192,242.26322,,,,,,,,
5.6366,0.00196,243.04275,,,,,,,,
5.7368,0.00201,243.82227,,,,,,,,
5.8368,0.00203,244.67974,,,,,,,,
5.9368,0.00211,245.53722,,,,,,,,
6.0366,0.00213,245.927,,,,,,,,
6.1368,0.00219,246.70649,,,,,,,,
6.2368,0.00221,247.17419,,,,,,,,
6.3366,0.00226,247.3301,,,,,,,,
6.4368,0.00229,248.18757,,,,,,,,
6.5368,0.00234,248.96709,,,,,,,,
6.6368,0.0024,249.59071,,,,,,,,
6.7368,0.00243,250.21434,,,,,,,,
6.8368,0.00247,250.52612,,,,,,,,
6.9368,0.00252,250.6041,,,,,,,,
7.0366,0.00256,251.14975,,,,,,,,
7.1368,0.0026,251.53951,,,,,,,,
7.2368,0.00264,252.31902,,,,,,,,
7.3368,0.00268,252.63085,,,,,,,,
7.4368,0.00272,253.41037,,,,,,,,
7.5368,0.00278,253.87806,,,,,,,,
7.6368,0.00282,254.50168,,,,,,,,
7.7368,0.00285,254.73553,,,,,,,,
7.8368,0.00291,254.57962,,,,,,,,
7.9368,0.00295,254.81346,,,,,,,,
8.0368,0.00299,255.35916,,,,,,,,
8.1368,0.00302,255.82685,,,,,,,,
8.2368,0.00307,256.45048,,,,,,,,
8.3368,0.00311,256.76228,,,,,,,,
8.4368,0.00314,256.91819,,,,,,,,
8.5368,0.00318,257.22999,,,,,,,,
8.6368,0.00324,257.8536,,,,,,,,
8.7368,0.00329,257.77566,,,,,,,,
8.8368,0.00329,257.93155,,,,,,,,
8.9368,0.00336,258.63314,,,,,,,,
9.0368,0.00342,258.94494,,,,,,,,
9.1368,0.00344,259.25674,,,,,,,,
9.2368,0.00351,259.02287,,,,,,,,
9.3368,0.00351,259.25674,,,,,,,,
9.4368,0.00358,259.56854,,,,,,,,
9.5368,0.00362,260.19217,,,,,,,,
9.6368,0.00364,260.11421,,,,,,,,
9.7368,0.00371,260.50397,,,,,,,,
9.8368,0.00375,260.81575,,,,,,,,
9.9368,0.00379,260.97169,,,,,,,,
10.0368,0.00382,261.28349,,,,,,,,
10.1368,0.00388,261.59529,,,,,,,,
10.2368,0.00392,261.67323,,,,,,,,
10.3368,0.00397,262.14096,,,,,,,,
10.4368,0.004,262.21892,,,,,,,,
10.5368,0.00406,262.76457,,,,,,,,
10.6368,0.0041,262.99844,,,,,,,,
10.7368,0.00413,262.92048,,,,,,,,
10.8368,0.00417,263.07637,,,,,,,,
10.9368,0.00422,263.38819,,,,,,,,
11.0368,0.00426,263.93384,,,,,,,,
11.1368,0.00429,263.62204,,,,,,,,
11.2368,0.00433,264.0118,,,,,,,,
11.3368,0.00442,264.16769,,,,,,,,
11.4368,0.00442,264.24567,,,,,,,,
11.5368,0.00446,264.55747,,,,,,,,
11.6368,0.00451,264.55747,,,,,,,,
11.7368,0.00455,264.94723,,,,,,,,
11.8368,0.0046,264.94723,,,,,,,,
11.9368,0.00463,265.1811,,,,,,,,
12.0368,0.00466,265.49288,,,,,,,,
12.1368,0.00473,265.49288,,,,,,,,
12.2368,0.00477,265.49288,,,,,,,,
12.3368,0.00479,265.49288,,,,,,,,
12.4368,0.00483,265.8047,,,,,,,,
12.5368,0.0049,266.27242,,,,,,,,
12.6368,0.00493,266.03857,,,,,,,,
12.7368,0.00497,266.42831,,,,,,,,
12.8368,0.00504,266.74013,,,,,,,,
12.9368,0.00506,266.97398,,,,,,,,
13.0368,0.00512,266.97398,,,,,,,,
13.1368,0.00514,267.12989,,,,,,,,
13.2368,0.00519,267.36374,,,,,,,,
13.3368,0.00524,267.67554,,,,,,,,
13.4368,0.00527,267.51963,,,,,,,,
13.5368,0.0053,268.0653,,,,,,,,
13.6368,0.00539,268.0653,,,,,,,,
13.7368,0.0054,268.0653,,,,,,,,
13.8368,0.00544,268.22119,,,,,,,,
13.9368,0.00551,268.92277,,,,,,,,
14.0368,0.00552,268.92277,,,,,,,,
14.1368,0.00557,269.00073,,,,,,,,
14.2368,0.00562,268.84481,,,,,,,,
14.3368,0.00566,269.07866,,,,,,,,
14.4368,0.00568,269.15662,,,,,,,,
14.5368,0.00573,269.46844,,,,,,,,
14.6368,0.00577,269.70229,,,,,,,,
14.7368,0.00582,269.54637,,,,,,,,
14.8368,0.00586,269.46844,,,,,,,,
14.9368,0.0059,269.70229,,,,,,,,
15.0368,0.00594,269.8582,,,,,,,,
15.1368,0.00599,269.8582,,,,,,,,
15.2368,0.00603,269.93613,,,,,,,,
15.3368,0.00608,270.01407,,,,,,,,
15.4368,0.00612,270.32591,,,,,,,,
15.5368,0.00618,270.55976,,,,,,,,
15.6368,0.00621,271.26132,,,,,,,,
15.7368,0.00624,271.18339,,,,,,,,
15.8368,0.00631,271.18339,,,,,,,,
15.9368,0.00633,271.18339,,,,,,,,
16.0368,0.00638,271.65108,,,,,,,,
16.1368,0.00641,271.65108,,,,,,,,
16.2368,0.00645,271.72903,,,,,,,,
16.3368,0.0065,271.72903,,,,,,,,
16.4368,0.00654,271.9629,,,,,,,,
16.5368,0.00656,272.04084,,,,,,,,
16.6368,0.00664,272.43059,,,,,,,,
16.7368,0.00666,272.89831,,,,,,,,
16.8368,0.00672,273.05422,,,,,,,,
16.9368,0.00675,272.66446,,,,,,,,
17.0368,0.00682,272.89831,,,,,,,,
17.1368,0.00684,272.66446,,,,,,,,
17.2368,0.00687,272.82038,,,,,,,,
17.3368,0.00691,273.366,,,,,,,,
17.4368,0.00696,273.05422,,,,,,,,
17.5368,0.00701,273.13216,,,,,,,,
17.6368,0.00705,273.44398,,,,,,,,
17.7368,0.00709,273.59987,,,,,,,,
17.8368,0.00713,273.52194,,,,,,,,
17.9368,0.00719,273.83374,,,,,,,,
18.0368,0.00722,273.75578,,,,,,,,
18.1368,0.00725,273.67785,,,,,,,,
18.2368,0.00732,274.37941,,,,,,,,
18.3368,0.00734,274.37941,,,,,,,,
18.4368,0.00739,274.37941,,,,,,,,
18.5368,0.00746,274.53532,,,,,,,,
18.6368,0.00748,274.53532,,,,,,,,
18.7368,0.00753,274.8471,,,,,,,,
18.8368,0.00756,274.92504,,,,,,,,
18.9368,0.00762,275.54866,,,,,,,,
19.0368,0.00766,275.1589,,,,,,,,
19.1368,0.00769,275.86049,,,,,,,,
19.2368,0.00773,275.31482,,,,,,,,
19.3368,0.00778,275.93844,,,,,,,,
19.4368,0.00781,275.78251,,,,,,,,
19.5368,0.00785,275.86049,,,,,,,,
19.6368,0.0079,276.0164,,,,,,,,
19.7368,0.00795,276.25025,,,,,,,,
19.8368,0.00798,276.17229,,,,,,,,
19.9368,0.00802,276.3282,,,,,,,,
20.0368,0.00806,276.48409,,,,,,,,
20.1368,0.00811,276.63998,,,,,,,,
20.2368,0.00818,276.79592,,,,,,,,
20.3368,0.00819,276.87387,,,,,,,,
20.4368,0.00825,277.02976,,,,,,,,
20.5368,0.00827,276.56205,,,,,,,,
20.6368,0.00833,277.02976,,,,,,,,
20.7368,0.00837,277.18567,,,,,,,,
20.8368,0.0084,277.41952,,,,,,,,
20.9368,0.00844,277.34156,,,,,,,,
21.0368,0.00848,277.41952,,,,,,,,
21.1368,0.00853,277.34156,,,,,,,,
21.2368,0.00858,278.04313,,,,,,,,
21.3368,0.00862,277.96519,,,,,,,,
21.4368,0.00867,278.35493,,,,,,,,
21.5368,0.00871,278.51084,,,,,,,,
21.6368,0.00875,278.19904,,,,,,,,
21.7368,0.0088,278.19904,,,,,,,,
21.8368,0.00883,278.66675,,,,,,,,
21.9368,0.00886,278.97855,,,,,,,,
22.0368,0.00894,279.05651,,,,,,,,
22.1368,0.00896,279.2124,,,,,,,,
22.2368,0.009,279.05651,,,,,,,,
22.3368,0.00904,279.29038,,,,,,,,
22.4368,0.0091,279.52423,,,,,,,,
22.5368,0.00914,279.52423,,,,,,,,
22.6368,0.00917,279.99192,,,,,,,,
22.7368,0.00921,279.60216,,,,,,,,
22.8368,0.00926,279.60216,,,,,,,,
22.9368,0.0093,279.83601,,,,,,,,
23.0368,0.00933,279.83601,,,,,,,,
23.1368,0.00937,279.75807,,,,,,,,
23.2368,0.00944,280.14785,,,,,,,,
23.3368,0.00946,279.99192,,,,,,,,
23.4368,0.00949,280.30374,,,,,,,,
23.5368,0.00956,280.14785,,,,,,,,
23.6368,0.00961,280.3817,,,,,,,,
23.7368,0.00962,280.69348,,,,,,,,
23.8368,0.00968,280.45963,,,,,,,,
23.9368,0.00973,280.61554,,,,,,,,
24.0368,0.00977,281.23917,,,,,,,,
24.1368,0.0098,281.00533,,,,,,,,
24.2368,0.00985,281.16122,,,,,,,,
24.3368,0.0099,281.00533,,,,,,,,
24.4368,0.00996,281.70686,,,,,,,,
24.5368,0.00999,281.55095,,,,,,,,
24.6368,0.01002,281.86278,,,,,,,,
24.7368,0.01008,281.78484,,,,,,,,
24.8368,0.01012,281.86278,,,,,,,,
24.9368,0.01015,282.17458,,,,,,,,
25.0368,0.01018,282.09662,,,,,,,,
25.1368,0.01026,282.79821,,,,,,,,
25.2368,0.01028,282.09662,,,,,,,,
25.3368,0.01032,282.64232,,,,,,,,
25.4368,0.01037,282.40842,,,,,,,,
25.5368,0.01039,282.64232,,,,,,,,
25.6368,0.01045,282.64232,,,,,,,,
25.7368,0.01048,282.87616,,,,,,,,
25.8368,0.01054,282.64232,,,,,,,,
25.9368,0.01057,282.87616,,,,,,,,
26.0368,0.01061,283.03205,,,,,,,,
26.1368,0.01065,283.03205,,,,,,,,
26.2368,0.01071,283.42179,,,,,,,,
26.3368,0.01075,283.2659,,,,,,,,
26.4368,0.01079,283.03205,,,,,,,,
26.5368,0.01081,283.42179,,,,,,,,
26.6368,0.01087,283.49979,,,,,,,,
26.7368,0.01092,283.96748,,,,,,,,
26.8368,0.01095,283.73363,,,,,,,,
26.9368,0.01099,283.57772,,,,,,,,
27.0368,0.01105,284.27928,,,,,,,,
27.1368,0.01109,284.27928,,,,,,,,
27.2368,0.01111,284.35726,,,,,,,,
27.3368,0.01118,284.4352,,,,,,,,
27.4368,0.01121,284.74697,,,,,,,,
27.5368,0.01125,284.59111,,,,,,,,
27.6368,0.01129,285.29267,,,,,,,,
27.7368,0.01134,284.98082,,,,,,,,
27.8368,0.01139,284.82495,,,,,,,,
27.9368,0.01141,285.0588,,,,,,,,
28.0368,0.01145,284.98082,,,,,,,,
28.1368,0.01151,285.3706,,,,,,,,
28.2368,0.01155,285.44856,,,,,,,,
28.3368,0.01158,285.60445,,,,,,,,
28.4368,0.01164,285.3706,,,,,,,,
28.5368,0.01168,285.68243,,,,,,,,
28.6368,0.01173,285.68243,,,,,,,,
28.7368,0.01175,285.99423,,,,,,,,
28.8368,0.01178,286.15014,,,,,,,,
28.9368,0.01184,285.76036,,,,,,,,
29.0368,0.01188,285.68243,,,,,,,,
29.1368,0.01192,286.22808,,,,,,,,
29.2368,0.01198,285.83832,,,,,,,,
29.3368,0.01201,286.22808,,,,,,,,
29.4368,0.01205,286.30603,,,,,,,,
29.5368,0.01209,286.53988,,,,,,,,
29.6368,0.01215,286.46192,,,,,,,,
29.7368,0.0122,286.8517,,,,,,,,
29.8368,0.01223,286.92966,,,,,,,,
29.9368,0.01228,287.00759,,,,,,,,
30.0368,0.01232,286.69579,,,,,,,,
30.1368,0.01236,287.1635,,,,,,,,
30.2368,0.0124,287.08555,,,,,,,,
30.3368,0.01244,287.39735,,,,,,,,
30.4368,0.0125,287.39735,,,,,,,,
30.5368,0.01254,287.47531,,,,,,,,
30.6368,0.01257,288.02098,,,,,,,,
30.7368,0.0126,287.94302,,,,,,,,
30.8368,0.01266,288.17687,,,,,,,,
30.9368,0.0127,287.94302,,,,,,,,
31.0368,0.01274,288.17687,,,,,,,,
31.1368,0.01278,287.94302,,,,,,,,
31.2368,0.01282,288.17687,,,,,,,,
31.3368,0.01286,288.09891,,,,,,,,
31.4368,0.01289,288.17687,,,,,,,,
31.5368,0.01294,288.41074,,,,,,,,
31.6368,0.013,288.6446,,,,,,,,
31.7368,0.01303,288.33276,,,,,,,,
31.8368,0.01307,288.87845,,,,,,,,
31.9368,0.0131,288.41074,,,,,,,,
32.0368,0.01316,288.72254,,,,,,,,
32.1368,0.01319,288.48869,,,,,,,,
32.2368,0.01323,288.95638,,,,,,,,
32.3368,0.01329,288.80047,,,,,,,,
32.4368,0.01331,289.19023,,,,,,,,
32.5368,0.01338,289.26821,,,,,,,,
32.6368,0.01341,289.26821,,,,,,,,
32.7368,0.01347,289.65794,,,,,,,,
32.8368,0.01351,289.4241,,,,,,,,
32.9368,0.01353,289.89179,,,,,,,,
33.0368,0.01358,289.89179,,,,,,,,
33.1368,0.01362,289.89179,,,,,,,,
33.2368,0.01367,290.0477,,,,,,,,
33.3368,0.01371,290.20364,,,,,,,,
33.4368,0.01375,290.51542,,,,,,,,
33.5368,0.01381,290.82724,,,,,,,,
33.6368,0.01384,290.43748,,,,,,,,
33.7368,0.01388,290.67133,,,,,,,,
33.8368,0.01393,290.43748,,,,,,,,
33.9368,0.01398,290.90518,,,,,,,,
34.0368,0.014,290.51542,,,,,,,,
34.1368,0.01404,290.43748,,,,,,,,
34.2368,0.01409,290.82724,,,,,,,,
34.3368,0.01413,291.37289,,,,,,,,
34.4368,0.01417,291.37289,,,,,,,,
34.5368,0.01422,291.06111,,,,,,,,
34.6368,0.01426,290.98316,,,,,,,,
34.7368,0.0143,290.90518,,,,,,,,
34.8368,0.01434,291.217,,,,,,,,
34.9368,0.01438,291.37289,,,,,,,,
35.0368,0.01443,291.5288,,,,,,,,
35.1368,0.01447,291.45085,,,,,,,,
35.2368,0.0145,291.91856,,,,,,,,
35.3368,0.01455,291.84063,,,,,,,,
35.4368,0.01461,292.15241,,,,,,,,
35.5368,0.01465,292.15241,,,,,,,,
35.6368,0.01468,292.38625,,,,,,,,
35.7368,0.01473,292.38625,,,,,,,,
35.8368,0.01476,292.15241,,,,,,,,
35.9368,0.01479,289.81386,,,,,,,,
36.0368,0.01477,285.21471,,,,,,,,
36.1368,0.01476,279.13444,,,,,,,,
36.2368,0.01472,272.82038,,,,,,,,
36.3368,0.0147,266.50626,,,,,,,,
36.4368,0.01464,260.27013,,,,,,,,
36.5368,0.01462,253.64421,,,,,,,,
36.6368,0.01457,247.09625,,,,,,,,
36.7368,0.01453,240.70418,,,,,,,,
36.8368,0.0145,234.15624,,,,,,,,
36.9368,0.01448,227.7642,,,,,,,,
37.0368,0.01444,221.37215,,,,,,,,
37.1368,0.01438,214.98011,,,,,,,,
37.2368,0.01435,208.74395,,,,,,,,
37.3368,0.01433,201.88418,,,,,,,,
37.4368,0.01428,195.02442,,,,,,,,
37.5368,0.01426,188.32057,,,,,,,,
37.6368,0.0142,181.53876,,,,,,,,
37.7368,0.0142,175.45851,,,,,,,,
37.8368,0.01413,168.75466,,,,,,,,
37.9368,0.01411,162.51851,,,,,,,,
38.0368,0.01406,155.97055,,,,,,,,
38.1368,0.01402,149.65645,,,,,,,,
38.2368,0.01398,142.71874,,,,,,,,
38.3368,0.01395,136.09283,,,,,,,,
38.4368,0.01392,129.62283,,,,,,,,
38.5368,0.01388,123.07487,,,,,,,,
38.6368,0.01384,116.91668,,,,,,,,
38.7368,0.0138,110.52462,,,,,,,,
38.8368,0.01378,104.36644,,,,,,,,
38.9368,0.01375,98.44209,,,,,,,,
39.0368,0.0137,92.20593,,,,,,,,
39.1368,0.01364,86.2816,,,,,,,,
39.2368,0.01361,80.20136,,,,,,,,
39.3368,0.01358,74.43292,,,,,,,,
39.4368,0.01353,67.96292,,,,,,,,
39.5368,0.0135,62.35039,,,,,,,,
39.6368,0.01347,56.42605,,,,,,,,
39.7368,0.01342,50.89147,,,,,,,,
39.8368,0.01338,45.20098,,,,,,,,
39.9368,0.01337,39.74435,,,,,,,,
40.0368,0.01331,34.28772,,,,,,,,
40.1368,0.01327,29.22085,,,,,,,,
40.2368,0.01322,24.23194,,,,,,,,
40.3368,0.0132,19.63278,,,,,,,,
40.4368,0.01316,14.64386,,,,,,,,
40.5368,0.01312,10.66832,,,,,,,,
40.6368,0.01307,6.38096,,,,,,,,
40.7368,0.01305,2.09361,,,,,,,,
40.8368,0.01302,-2.50555,,,,,,,,
40.9368,0.01296,-7.02675,,,,,,,,
41.0368,0.01293,-11.54796,,,,,,,,
41.1368,0.01289,-16.38097,,,,,,,,
41.2368,0.01285,-21.52579,,,,,,,,
41.3368,0.01279,-26.28086,,,,,,,,
41.4368,0.01276,-30.33435,,,,,,,,
41.5368,0.01272,-34.77761,,,,,,,,
41.6368,0.01267,-38.90906,,,,,,,,
41.7368,0.01261,-42.33894,,,,,,,,
41.8368,0.0126,-46.15858,,,,,,,,
41.9368,0.01256,-50.05617,,,,,,,,
42.0368,0.01252,-53.56401,,,,,,,,
42.1368,0.01246,-57.07183,,,,,,,,
42.2368,0.01243,-60.26786,,,,,,,,
42.3368,0.0124,-63.69774,,,,,,,,
42.4368,0.01234,-67.20557,,,,,,,,
42.5368,0.01229,-70.4016,,,,,,,,
42.6368,0.01225,-73.36377,,,,,,,,
42.7368,0.01222,-76.63775,,,,,,,,
42.8368,0.01215,-79.59992,,,,,,,,
42.9368,0.01214,-82.56209,,,,,,,,
43.0368,0.01211,-85.52426,,,,,,,,
43.1368,0.01206,-88.48643,,,,,,,,
43.2368,0.01203,-91.52655,,,,,,,,
43.3368,0.01197,-94.021,,,,,,,,
43.4368,0.01194,-96.82728,,,,,,,,
43.5368,0.01189,-99.08788,,,,,,,,
43.6368,0.01184,-102.05005,,,,,,,,
43.7368,0.01183,-104.54451,,,,,,,,
43.8368,0.01178,-106.80511,,,,,,,,
43.9368,0.01175,-109.29957,,,,,,,,
44.0368,0.0117,-111.63812,,,,,,,,
44.1368,0.01166,-114.21053,,,,,,,,
44.2368,0.01162,-116.47115,,,,,,,,
44.3368,0.01159,-118.80969,,,,,,,,
44.4368,0.01154,-120.99235,,,,,,,,
44.5368,0.0115,-123.40885,,,,,,,,
44.6368,0.01147,-125.20175,,,,,,,,
44.7368,0.0114,-127.85211,,,,,,,,
44.8368,0.01136,-129.645,,,,,,,,
44.9368,0.01133,-132.06151,,,,,,,,
45.0368,0.01131,-133.93236,,,,,,,,
45.1368,0.01126,-135.88114,,,,,,,,
45.2368,0.01121,-138.53151,,,,,,,,
45.3368,0.01117,-140.3244,,,,,,,,
45.4368,0.01112,-142.42911,,,,,,,,
45.5368,0.01108,-144.06609,,,,,,,,
45.6368,0.01102,-146.09284,,,,,,,,
45.7368,0.01099,-147.88573,,,,,,,,
45.8368,0.01095,-149.83453,,,,,,,,
45.9368,0.0109,-151.70538,,,,,,,,
46.0368,0.01087,-153.57622,,,,,,,,
46.1368,0.01083,-155.13525,,,,,,,,
46.2368,0.01081,-157.0061,,,,,,,,
46.3368,0.01073,-158.95489,,,,,,,,
46.4368,0.01072,-160.66983,,,,,,,,
46.5368,0.01066,-162.07297,,,,,,,,
46.6368,0.01063,-163.78791,,,,,,,,
46.7368,0.01059,-165.269,,,,,,,,
46.8368,0.01053,-166.90599,,,,,,,,
46.9368,0.01053,-168.38707,,,,,,,,
47.0368,0.01047,-169.55635,,,,,,,,
47.1368,0.01042,-171.66104,,,,,,,,
47.2368,0.01038,-172.75238,,,,,,,,
47.3368,0.01035,-174.77912,,,,,,,,
47.4368,0.01031,-176.02634,,,,,,,,
47.5368,0.01026,-177.66334,,,,,,,,
47.6368,0.01023,-178.91056,,,,,,,,
47.7368,0.01018,-180.07984,,,,,,,,
47.8368,0.01014,-182.02865,,,,,,,,
47.9368,0.0101,-183.19792,,,,,,,,
48.0368,0.01005,-184.83491,,,,,,,,
48.1368,0.01001,-186.16009,,,,,,,,
48.2368,0.00997,-187.25143,,,,,,,,
48.3368,0.00991,-188.96637,,,,,,,,
48.4368,0.00988,-190.05768,,,,,,,,
48.5368,0.00986,-191.46081,,,,,,,,
48.6368,0.00979,-192.70803,,,,,,,,
48.7368,0.00975,-194.03322,,,,,,,,
48.8368,0.00973,-195.2025,,,,,,,,
48.9368,0.00968,-196.29381,,,,,,,,
49.0368,0.00964,-197.85285,,,,,,,,
49.1368,0.0096,-198.94419,,,,,,,,
49.2368,0.00956,-199.80166,,,,,,,,
49.3368,0.00951,-200.97094,,,,,,,,
49.4368,0.00947,-202.29612,,,,,,,,
49.5368,0.00943,-203.23156,,,,,,,,
49.6368,0.00941,-204.55672,,,,,,,,
49.7368,0.00935,-205.88191,,,,,,,,
49.8368,0.00931,-206.42756,,,,,,,,
49.9368,0.00928,-207.83069,,,,,,,,
50.0368,0.00923,-208.7661,,,,,,,,
50.1368,0.00917,-209.93541,,,,,,,,
50.2368,0.00914,-210.55903,,,,,,,,
50.3368,0.00911,-211.49444,,,,,,,,
50.4368,0.00905,-212.66372,,,,,,,,
50.5368,0.00902,-213.75504,,,,,,,,
50.6368,0.00897,-214.92432,,,,,,,,
50.7368,0.00893,-215.93769,,,,,,,,
50.8368,0.00891,-216.95107,,,,,,,,
50.9368,0.00883,-217.65263,,,,,,,,
51.0368,0.00882,-218.58804,,,,,,,,
51.1368,0.00876,-219.67938,,,,,,,,
51.2368,0.00873,-220.61481,,,,,,,,
51.3368,0.00869,-221.39432,,,,,,,,
51.4368,0.00865,-223.10928,,,,,,,,
51.5368,0.0086,-224.27854,,,,,,,,
51.6368,0.00853,-225.21395,,,,,,,,
51.7368,0.00851,-225.83757,,,,,,,,
51.8368,0.00846,-226.6171,,,,,,,,
51.9368,0.00841,-227.00684,,,,,,,,
52.0368,0.00838,-228.17614,,,,,,,,
52.1368,0.00833,-228.8777,,,,,,,,
52.2368,0.0083,-229.42335,,,,,,,,
52.3368,0.00826,-229.65719,,,,,,,,
52.4368,0.0082,-230.98238,,,,,,,,
52.5368,0.00819,-232.22961,,,,,,,,
52.6368,0.00813,-233.32095,,,,,,,,
52.7368,0.00809,-233.8666,,,,,,,,
52.8368,0.00803,-234.02254,,,,,,,,
52.9368,0.00801,-234.95794,,,,,,,,
53.0368,0.00798,-235.42564,,,,,,,,
53.1368,0.00793,-236.28311,,,,,,,,
53.2368,0.00787,-237.29649,,,,,,,,
53.3368,0.00784,-238.23192,,,,,,,,
53.4368,0.00779,-238.85551,,,,,,,,
53.5368,0.00771,-239.55711,,,,,,,,
53.6368,0.0077,-240.10276,,,,,,,,
53.7368,0.00766,-240.72639,,,,,,,,
53.8368,0.00761,-241.58386,,,,,,,,
53.9368,0.00756,-242.05155,,,,,,,,
54.0368,0.00752,-242.44131,,,,,,,,
54.1368,0.00749,-243.22085,,,,,,,,
54.2368,0.00745,-243.92239,,,,,,,,
54.3368,0.0074,-244.54602,,,,,,,,
54.4368,0.00736,-245.24758,,,,,,,,
54.5368,0.0073,-245.8712,,,,,,,,
54.6368,0.00729,-246.49481,,,,,,,,
54.7368,0.00724,-247.19637,,,,,,,,
54.8368,0.00719,-247.43024,,,,,,,,
54.9368,0.00716,-248.20975,,,,,,,,
55.0368,0.00712,-248.52158,,,,,,,,
55.1368,0.00707,-249.45698,,,,,,,,
55.2368,0.00703,-249.45698,,,,,,,,
55.3368,0.00701,-250.2365,,,,,,,,
55.4368,0.00694,-250.70422,,,,,,,,
55.5368,0.00691,-251.01602,,,,,,,,
55.6368,0.00687,-251.7176,,,,,,,,
55.7368,0.00683,-252.10734,,,,,,,,
55.8368,0.00679,-252.96481,,,,,,,,
55.9368,0.00674,-253.35457,,,,,,,,
56.0368,0.0067,-253.58842,,,,,,,,
56.1368,0.00665,-254.13411,,,,,,,,
56.2368,0.00661,-254.67973,,,,,,,,
56.3368,0.00657,-255.14747,,,,,,,,
56.4368,0.00654,-255.84903,,,,,,,,
56.5368,0.00649,-256.0829,,,,,,,,
56.6368,0.00645,-256.62857,,,,,,,,
56.7368,0.00639,-257.25215,,,,,,,,
56.8368,0.00637,-257.71989,,,,,,,,
56.9368,0.00632,-258.34352,,,,,,,,
57.0368,0.00629,-258.49939,,,,,,,,
57.1368,0.00625,-259.12301,,,,,,,,
57.2368,0.0062,-259.5907,,,,,,,,
57.3368,0.00613,-260.1364,,,,,,,,
57.4368,0.0061,-260.44818,,,,,,,,
57.5368,0.00607,-260.83796,,,,,,,,
57.6368,0.00601,-261.22772,,,,,,,,
57.7368,0.00597,-261.77339,,,,,,,,
57.8368,0.00594,-261.69543,,,,,,,,
57.9368,0.00592,-262.39701,,,,,,,,
58.0368,0.00586,-263.0206,,,,,,,,
58.1368,0.00581,-263.25449,,,,,,,,
58.2368,0.00578,-263.87805,,,,,,,,
58.3368,0.00573,-264.03396,,,,,,,,
58.4368,0.0057,-264.57965,,,,,,,,
58.5368,0.00565,-264.57965,,,,,,,,
58.6368,0.00563,-265.20326,,,,,,,,
58.7368,0.00557,-265.35915,,,,,,,,
58.8368,0.00552,-265.51506,,,,,,,,
58.9368,0.00551,-265.98277,,,,,,,,
59.0368,0.00545,-266.29458,,,,,,,,
59.1368,0.00539,-266.84025,,,,,,,,
59.2368,0.00537,-267.07409,,,,,,,,
59.3368,0.00531,-267.77568,,,,,,,,
59.4368,0.00527,-268.00952,,,,,,,,
59.5368,0.00521,-268.32132,,,,,,,,
