time,strain,stress,temperature,type,title,medium,strain_rate,youngs,poissons
2.77778E-05,1.97E-06,17.07003359,20,tensile,D5,Air,0.392616,211000,0.3
8.33333E-05,1.97E-06,17.11003367,,,,,,,
0.001,3.00E-05,23.4707041,,,,,,,
0.001083333,3.20E-05,23.90076406,,,,,,,
0.001138889,3.40E-05,24.370828,,,,,,,
0.001194444,3.60E-05,24.78089168,,,,,,,
0.00125,3.70E-05,25.21093199,,,,,,,
0.001333333,3.90E-05,25.62099857,,,,,,,
0.001388889,4.10E-05,26.03106681,,,,,,,
0.001444444,4.30E-05,26.471138,,,,,,,
0.0015,4.50E-05,26.89121005,,,,,,,
0.001555556,4.70E-05,27.31128379,,,,,,,
0.001638889,4.90E-05,27.75136019,,,,,,,
0.001694444,5.10E-05,28.20143775,,,,,,,
0.00175,5.30E-05,28.65151822,,,,,,,
0.001805556,5.60E-05,29.07162745,,,,,,,
0.001888889,5.60E-05,29.50165153,,,,,,,
0.001944444,5.80E-05,29.92173512,,,,,,,
0.002,6.10E-05,30.35185086,,,,,,,
0.002055556,6.20E-05,30.79190923,,,,,,,
0.002111111,6.40E-05,31.2019973,,,,,,,
0.002194444,6.60E-05,31.66208905,,,,,,,
0.00225,6.80E-05,32.1221839,,,,,,,
0.002305556,7.00E-05,32.5322771,,,,,,,
0.002361111,7.20E-05,32.9723741,,,,,,,
0.002444444,7.40E-05,33.41247287,,,,,,,
0.0025,7.60E-05,33.84257265,,,,,,,
0.002555556,7.80E-05,34.28267357,,,,,,,
0.002611111,7.90E-05,34.72274344,,,,,,,
0.002666667,8.10E-05,35.1628488,,,,,,,
0.00275,8.40E-05,35.62299265,,,,,,,
0.002805556,8.50E-05,36.09306765,,,,,,,
0.002861111,8.80E-05,36.53321435,,,,,,,
0.002916667,8.90E-05,36.97329092,,,,,,,
0.003,9.10E-05,37.45340885,,,,,,,
0.003055556,9.30E-05,37.89352347,,,,,,,
0.003111111,9.50E-05,38.3236404,,,,,,,
0.003166667,9.70E-05,38.79376294,,,,,,,
0.003222222,9.90E-05,39.2338844,,,,,,,
0.003305556,0.000101015,39.67400746,,,,,,,
0.003361111,0.000102985,40.18413814,,,,,,,
0.003416667,0.000106014,40.63430759,,,,,,,
0.003472222,0.000106014,41.0843553,,,,,,,
0.003555556,0.000109014,41.55452978,,,,,,,
0.003611111,0.000111014,42.01466395,,,,,,,
0.003666667,0.000112984,42.45479643,,,,,,,
0.003722222,0.000114993,42.91493465,,,,,,,
0.003777778,0.000117003,43.36507355,,,,,,,
0.003861111,0.000117983,43.80516796,,,,,,,
0.003916667,0.000121013,44.3153624,,,,,,,
0.003972222,0.000122982,44.7555038,,,,,,,
0.004027778,0.000124992,45.21565125,,,,,,,
0.004111111,0.000127002,45.67580055,,,,,,,
0.004166667,0.000129012,46.14595298,,,,,,,
0.004222222,0.000131011,46.60610553,,,,,,,
0.004277778,0.000132981,47.05625718,,,,,,,
0.004333333,0.000134991,47.45640575,,,,,,,
0.004416667,0.000137001,47.92656552,,,,,,,
0.004472222,0.00013798,48.44668424,,,,,,,
0.004527778,0.00014101,48.9268987,,,,,,,
0.004583333,0.00014298,49.34705513,,,,,,,
0.004666667,0.000144989,49.83722535,,,,,,,
0.004722222,0.000146009,50.27734043,,,,,,,
0.004777778,0.000149009,50.76756426,,,,,,,
0.004833333,0.000151998,51.20778291,,,,,,,
0.004888889,0.000152978,51.68790652,,,,,,,
0.004972222,0.000154988,52.15808325,,,,,,,
0.005027778,0.000156998,52.65826658,,,,,,,
0.005083333,0.000159987,53.1485024,,,,,,,
0.005138889,0.000161997,53.6386886,,,,,,,
0.005222222,0.000164007,54.09887184,,,,,,,
0.005277778,0.000166006,54.56905805,,,,,,,
0.005333333,0.000169006,55.05930455,,,,,,,
0.005388889,0.000169986,55.5494418,,,,,,,
0.005444444,0.000172975,56.01968917,,,,,,,
0.005527778,0.000174005,56.49983039,,,,,,,
0.005583333,0.000176005,57.03003666,,,,,,,
0.005638889,0.000179004,57.49029007,,,,,,,
0.005694444,0.000181004,57.96049011,,,,,,,
0.005777778,0.000182973,58.44069211,,,,,,,
0.005833333,0.000184983,58.9309002,,,,,,,
0.005888889,0.000187972,59.42116849,,,,,,,
0.005944444,0.000189002,59.90132041,,,,,,,
0.006,0.000191992,60.38159164,,,,,,,
0.006083333,0.000194001,60.85180418,,,,,,,
0.006138889,0.000196001,61.32201799,,,,,,,
0.006194444,0.00019797,61.88224964,,,,,,,
0.00625,0.00019998,62.352468,,,,,,,
0.006333333,0.00020199,62.82268825,,,,,,,
0.006388889,0.000204979,63.3129765,,,,,,,
0.006444444,0.000206989,63.80320517,,,,,,,
0.0065,0.000208998,64.27343163,,,,,,,
0.006555556,0.000209978,64.7535954,,,,,,,
0.006638889,0.000213997,65.25396266,,,,,,,
0.006694444,0.000215997,65.7942098,,,,,,,
0.00675,0.000217966,66.2844462,,,,,,,
0.006805556,0.000220996,66.7747553,,,,,,,
0.006888889,0.000223005,67.26499877,,,,,,,
0.006944444,0.000224975,67.74523925,,,,,,,
0.007,0.000226984,68.23548662,,,,,,,
0.007055556,0.000229974,68.7258033,,,,,,,
0.007111111,0.000231983,69.23605973,,,,,,,
0.007194444,0.000233993,69.72631353,,,,,,,
0.00725,0.000236982,70.25664758,,,,,,,
0.007305556,0.000238991,70.73690349,,,,,,,
0.007361111,0.000240991,71.23716544,,,,,,,
0.007444444,0.00024399,71.89754016,,,,,,,
0.007527778,0.00024599,72.40780939,,,,,,,
0.007583333,0.000248989,72.89814858,,,,,,,
0.007638889,0.000250988,73.39841985,,,,,,,
0.007694444,0.000252998,73.90869639,,,,,,,
0.00775,0.000255987,74.39904277,,,,,,,
0.007833333,0.000258986,74.89939542,,,,,,,
0.007888889,0.000259966,75.3995988,,,,,,,
0.007944444,0.000263985,75.91003648,,,,,,,
0.008,0.000265985,76.41032127,,,,,,,
0.008055556,0.000267994,76.92061151,,,,,,,
0.008138889,0.000269964,77.420898,,,,,,,
0.008194444,0.000272993,77.99128815,,,,,,,
0.00825,0.000274962,78.501582,,,,,,,
0.008305556,0.000276972,78.99187548,,,,,,,
0.008388889,0.000280981,79.52234109,,,,,,,
0.008444444,0.00028197,80.03256362,,,,,,,
0.0085,0.000284959,80.55295105,,,,,,,
0.008555556,0.000287989,81.08334771,,,,,,,
0.008638889,0.000289958,81.6036582,,,,,,,
0.008694444,0.000291967,82.1139711,,,,,,,
0.00875,0.000294956,82.61436405,,,,,,,
0.008805556,0.000296966,83.12468153,,,,,,,
0.008861111,0.000299955,83.62508,,,,,,,
0.008944444,0.000301964,84.14540508,,,,,,,
0.009,0.000304953,84.63580605,,,,,,,
