time,strain,stress,temperature,type,title,medium,strain_rate,youngs,poissons
0.002666667,-3.01E-05,3.091906949,750,tensile,D6,Air,0.3973932,161000,0.3
0.002722222,-3.01E-05,3.202903609,,,,,,,
0.002777778,-3.01E-05,3.29890072,,,,,,,
0.002861111,-3.01E-05,3.377898342,,,,,,,
0.002916667,-3.01E-05,3.488895002,,,,,,,
0.002972222,-2.94E-05,3.583894734,,,,,,,
0.003027778,-2.86E-05,3.694894253,,,,,,,
0.003111111,-2.79E-05,3.805893824,,,,,,,
0.003166667,-2.64E-05,3.900896928,,,,,,,
0.003222222,-2.42E-05,4.027902422,,,,,,,
0.003277778,-2.28E-05,4.122906198,,,,,,,
0.003361111,-2.06E-05,4.249912646,,,,,,,
0.003416667,-1.76E-05,4.360923225,,,,,,,
0.003472222,-1.47E-05,4.471934329,,,,,,,
0.003527778,-1.17E-05,4.551946573,,,,,,,
0.003583333,-8.79E-06,4.662959022,,,,,,,
0.003666667,-5.12E-06,4.757975653,,,,,,,
0.003722222,-1.45E-06,4.836993011,,,,,,,
0.003777778,1.44E-06,4.932007127,,,,,,,
0.003833333,5.12E-06,5.027025723,,,,,,,
0.003888889,8.06E-06,5.107041188,,,,,,,
0.003944444,1.17E-05,5.202061056,,,,,,,
0.004027778,1.54E-05,5.297081616,,,,,,,
0.004083333,1.91E-05,5.392102879,,,,,,,
0.004138889,2.20E-05,5.50312122,,,,,,,
0.004194444,2.57E-05,5.582143457,,,,,,,
0.004277778,2.94E-05,5.693167209,,,,,,,
0.004333333,3.23E-05,5.7891871,,,,,,,
0.004388889,3.60E-05,5.900212347,,,,,,,
0.004444444,3.89E-05,5.995233271,,,,,,,
0.0045,4.26E-05,6.090259324,,,,,,,
0.004583333,4.55E-05,6.217283066,,,,,,,
0.004638889,4.99E-05,6.328315925,,,,,,,
0.004694444,5.29E-05,6.423339603,,,,,,,
0.00475,5.65E-05,6.566371274,,,,,,,
0.004805556,6.02E-05,6.677402062,,,,,,,
0.004888889,6.46E-05,6.788438573,,,,,,,
0.004944444,6.68E-05,6.899461102,,,,,,,
