time,strain,stress,temperature,type,title,medium,strain_rate,youngs,poissons
0.010027778,1.53E-05,10.14015505,950,tensile,D11,Air,0.36657,144000,0.3
0.010111111,1.53E-05,10.26015689,,,,,,,
0.010166667,1.60E-05,10.34016552,,,,,,,
0.010222222,1.60E-05,10.45016728,,,,,,,
0.010277778,1.60E-05,10.53016856,,,,,,,
0.010333333,1.60E-05,10.64017033,,,,,,,
0.010416667,1.68E-05,10.70017927,,,,,,,
0.010472222,1.68E-05,10.80018094,,,,,,,
0.010527778,1.68E-05,10.91018279,,,,,,,
0.010583333,1.75E-05,10.99019201,,,,,,,
0.010666667,1.75E-05,11.08019358,,,,,,,
0.010722222,1.82E-05,11.18020367,,,,,,,
0.010777778,1.89E-05,11.2602132,,,,,,,
0.010833333,1.97E-05,11.33022265,,,,,,,
0.010888889,1.97E-05,11.44022481,,,,,,,
0.010972222,2.04E-05,11.52023497,,,,,,,
0.011027778,2.04E-05,11.63023722,,,,,,,
0.011083333,2.19E-05,11.70025576,,,,,,,
0.011138889,2.19E-05,11.81025817,,,,,,,
0.011222222,2.19E-05,11.90026013,,,,,,,
0.011277778,2.19E-05,11.98026188,,,,,,,
0.011333333,2.26E-05,12.09027296,,,,,,,
0.011388889,2.40E-05,12.19029305,,,,,,,
0.011444444,2.40E-05,12.28029521,,,,,,,
0.011527778,2.48E-05,12.36030601,,,,,,,
0.011583333,2.48E-05,12.45030824,,,,,,,
0.011638889,2.55E-05,12.55032006,,,,,,,
0.011694444,2.62E-05,12.63033117,,,,,,,
0.011777778,2.69E-05,12.74034319,,,,,,,
0.011833333,2.69E-05,12.83034561,,,,,,,
0.011888889,2.69E-05,12.91034777,,,,,,,
0.011944444,2.84E-05,13.0103695,,,,,,,
0.012,2.91E-05,13.10038183,,,,,,,
0.012083333,2.84E-05,13.18037433,,,,,,,
0.012138889,2.91E-05,13.29038736,,,,,,,
0.012194444,2.99E-05,13.37039928,,,,,,,
0.01225,3.06E-05,13.46041201,,,,,,,
0.012333333,3.06E-05,13.56041507,,,,,,,
0.012388889,3.21E-05,13.6504378,,,,,,,
0.012444444,3.21E-05,13.76044132,,,,,,,
0.0125,3.35E-05,13.84046374,,,,,,,
0.012555556,3.35E-05,13.94046709,,,,,,,
0.012638889,3.43E-05,14.03048057,,,,,,,
0.012694444,3.50E-05,14.12049378,,,,,,,
0.01275,3.57E-05,14.19050681,,,,,,,
0.012805556,3.57E-05,14.33051181,,,,,,,
0.012888889,3.57E-05,14.44051574,,,,,,,
0.012944444,3.57E-05,14.50051788,,,,,,,
0.013,3.72E-05,14.6005424,,,,,,,
0.013055556,3.72E-05,14.69054575,,,,,,,
0.013111111,3.72E-05,14.77054872,,,,,,,
0.013194444,3.72E-05,14.88055281,,,,,,,
0.01325,3.79E-05,14.9805677,,,,,,,
0.013305556,3.79E-05,15.09057187,,,,,,,
0.013361111,3.86E-05,15.17058577,,,,,,,
0.013444444,3.86E-05,15.26058925,,,,,,,
0.0135,3.94E-05,15.37060496,,,,,,,
0.013555556,3.94E-05,15.43060732,,,,,,,
0.013611111,3.94E-05,15.54061165,,,,,,,
0.013666667,3.94E-05,15.61061441,,,,,,,
0.01375,4.01E-05,15.75063121,,,,,,,
0.013805556,4.01E-05,15.84063482,,,,,,,
0.013861111,4.08E-05,15.92064944,,,,,,,
0.013944444,4.23E-05,16.06067865,,,,,,,
