time,strain,stress,temperature,type,title,medium,strain_rate,youngs,poissons
0.025472222,-9.31E-05,14.44865543,700,tensile,D4,Air,0.3952764,166000,0.3
0.025527778,-9.31E-05,14.56864426,,,,,,,
0.025583333,-9.09E-05,14.71866269,,,,,,,
0.025638889,-9.01E-05,14.88865841,,,,,,,
0.025694444,-8.87E-05,15.01866833,,,,,,,
0.025777778,-8.94E-05,15.158645,,,,,,,
0.025833333,-8.87E-05,15.33863996,,,,,,,
0.025888889,-8.87E-05,15.50862488,,,,,,,
0.025944444,-8.64E-05,15.61864981,,,,,,,
0.026027778,-8.50E-05,15.798657,,,,,,,
0.026083333,-8.50E-05,15.96864255,,,,,,,
0.026138889,-8.50E-05,16.1786247,,,,,,,
0.026194444,-8.50E-05,16.34861025,,,,,,,
0.02625,-8.35E-05,16.56861591,,,,,,,
0.026333333,-8.21E-05,16.75862467,,,,,,,
0.026388889,-8.21E-05,16.94860908,,,,,,,
0.026444444,-8.13E-05,17.17860258,,,,,,,
0.0265,-8.06E-05,17.37859935,,,,,,,
0.026555556,-8.06E-05,17.58858242,,,,,,,
0.026638889,-7.91E-05,17.78859246,,,,,,,
0.026694444,-7.69E-05,17.99861539,,,,,,,
0.02675,-7.40E-05,18.21865154,,,,,,,
0.026805556,-7.33E-05,18.42864982,,,,,,,
0.026888889,-7.25E-05,18.6686457,,,,,,,
0.026944444,-7.18E-05,18.86864534,,,,,,,
0.027,-7.11E-05,19.08864331,,,,,,,
0.027055556,-6.96E-05,19.29865678,,,,,,,
0.027111111,-6.89E-05,19.51865554,,,,,,,
0.027194444,-6.81E-05,19.75865383,,,,,,,
0.02725,-6.67E-05,19.99866632,,,,,,,
0.027305556,-6.67E-05,20.21865165,,,,,,,
0.027361111,-6.59E-05,20.46865033,,,,,,,
0.027416667,-6.52E-05,20.6586527,,,,,,,
0.0275,-6.08E-05,20.89872928,,,,,,,
0.027555556,-6.01E-05,21.11873113,,,,,,,
0.027611111,-5.86E-05,21.37874696,,,,,,,
0.027666667,-5.86E-05,21.59873407,,,,,,,
0.027722222,-5.71E-05,21.88874927,,,,,,,
0.027805556,-5.49E-05,22.13878352,,,,,,,
0.027861111,-5.20E-05,22.38883565,,,,,,,
0.027916667,-5.13E-05,22.65883795,,,,,,,
0.027972222,-4.98E-05,22.91885833,,,,,,,
0.028027778,-4.83E-05,23.16887996,,,,,,,
0.028111111,-4.61E-05,23.45891737,,,,,,,
0.028166667,-4.47E-05,23.70894071,,,,,,,
0.028222222,-4.25E-05,23.95898206,,,,,,,
0.028277778,-4.03E-05,24.25902249,,,,,,,
0.028333333,-3.81E-05,24.51906576,,,,,,,
0.028416667,-3.66E-05,24.79909158,,,,,,,
0.028472222,-3.52E-05,25.06911856,,,,,,,
0.028527778,-3.30E-05,25.36916363,,,,,,,
0.028583333,-3.00E-05,25.67922896,,,,,,,
0.028666667,-2.78E-05,25.94927773,,,,,,,
0.028722222,-2.56E-05,26.24932692,,,,,,,
0.028777778,-2.34E-05,26.5193789,,,,,,,
0.028833333,-1.98E-05,26.79947051,,,,,,,
0.028888889,-1.68E-05,27.09954353,,,,,,,
0.028972222,-1.47E-05,27.36959897,,,,,,,
0.029027778,-1.10E-05,27.65969604,,,,,,,
0.029083333,-8.77E-06,27.95975485,,,,,,,
0.029138889,-5.86E-06,28.23983465,,,,,,,
0.029194444,-3.66E-06,28.54989542,,,,,,,
0.029277778,-1.44E-06,28.8499584,,,,,,,
0.029333333,1.44E-06,29.20004211,,,,,,,
0.029388889,3.66E-06,29.5101081,,,,,,,
0.029444444,8.05E-06,29.77023956,,,,,,,
0.029527778,1.02E-05,30.08030799,,,,,,,
0.029583333,1.24E-05,30.43037828,,,,,,,
0.029638889,1.47E-05,30.72045011,,,,,,,
0.029694444,1.68E-05,31.04052284,,,,,,,
0.02975,1.90E-05,31.35059678,,,,,,,
0.029833333,2.20E-05,31.69069648,,,,,,,
0.029888889,2.42E-05,32.02077392,,,,,,,
0.029944444,2.71E-05,32.32087532,,,,,,,
0.03,2.93E-05,32.65095678,,,,,,,
0.030055556,3.37E-05,32.95111002,,,,,,,
0.030138889,3.81E-05,33.24126648,,,,,,,
0.030194444,4.03E-05,33.61135425,,,,,,,
0.03025,4.32E-05,33.87146437,,,,,,,
0.030305556,4.69E-05,34.24160579,,,,,,,
0.030361111,4.91E-05,34.59169802,,,,,,,
0.030444444,5.28E-05,34.92184213,,,,,,,
0.0305,5.57E-05,35.25196325,,,,,,,
0.030555556,5.94E-05,35.60211314,,,,,,,
0.030611111,6.30E-05,35.94226497,,,,,,,
0.030666667,6.59E-05,36.27239143,,,,,,,
0.03075,6.89E-05,36.67252568,,,,,,,
0.030805556,7.18E-05,37.00265619,,,,,,,
0.030861111,7.47E-05,37.38279344,,,,,,,
0.030916667,7.84E-05,37.70295545,,,,,,,
0.031,8.21E-05,38.05312227,,,,,,,
0.031055556,8.50E-05,38.39326311,,,,,,,
0.031111111,8.94E-05,38.7434627,,,,,,,
0.031166667,9.38E-05,39.09366535,,,,,,,
0.031222222,9.74E-05,39.43384166,,,,,,,
0.031305556,0.000100365,39.77399171,,,,,,,
0.031361111,0.000104035,40.12417408,,,,,,,
0.031416667,0.000107694,40.49436077,,,,,,,
0.031472222,0.000110634,40.85451964,,,,,,,
0.031527778,0.000114293,41.20470916,,,,,,,
0.031611111,0.000117963,41.55490165,,,,,,,
0.031666667,0.000120873,41.9350685,,,,,,,
0.031722222,0.000131141,42.23553846,,,,,,,
0.031777778,0.000133331,42.58567762,,,,,,,
0.031861111,0.000135521,42.96582237,,,,,,,
0.031916667,0.000137711,43.31596465,,,,,,,
0.031972222,0.00013993,43.69611398,,,,,,,
0.032027778,0.00014285,44.07629584,,,,,,,
0.032083333,0.000145039,44.45644747,,,,,,,
0.032166667,0.000147979,44.82663291,,,,,,,
0.032222222,0.000150169,45.21678964,,,,,,,
0.032277778,0.000153838,45.59701402,,,,,,,
0.032333333,0.000157498,45.99724388,,,,,,,
0.032388889,0.000160437,46.37744007,,,,,,,
0.032472222,0.000164097,46.7476705,,,,,,,
0.032527778,0.000167046,47.13787354,,,,,,,
0.032583333,0.000169956,47.50807358,,,,,,,
0.032638889,0.000172895,47.93828758,,,,,,,
0.032694444,0.000176554,48.32853186,,,,,,,
0.032777778,0.000179474,48.70874116,,,,,,,
0.032833333,0.000182413,49.05894819,,,,,,,
0.032888889,0.000184603,49.45912946,,,,,,,
0.032944444,0.000187542,49.86935174,,,,,,,
0.033,0.000191212,50.26961122,,,,,,,
0.033083333,0.000194121,50.64983125,,,,,,,
0.033138889,0.00019778,51.06009769,,,,,,,
0.033194444,0.00020145,51.46036563,,,,,,,
0.03325,0.000204389,51.85059661,,,,,,,
0.033305556,0.000207329,52.25083196,,,,,,,
0.033388889,0.000210238,52.66107019,,,,,,,
0.033444444,0.000213907,53.11135968,,,,,,,
0.0335,0.000217566,53.52164324,,,,,,,
0.033555556,0.000220506,53.91188657,,,,,,,
0.033638889,0.000223415,54.3421395,,,,,,,
0.033694444,0.000226364,54.7223858,,,,,,,
0.03375,0.000230024,55.14268266,,,,,,,
0.033805556,0.000232963,55.58294725,,,,,,,
0.033861111,0.000235872,55.96319861,,,,,,,
0.033944444,0.000239541,56.37350217,,,,,,,
0.034,0.000242481,56.75376002,,,,,,,
0.034055556,0.00024614,57.20407846,,,,,,,
0.034111111,0.000249049,57.61434701,,,,,,,
0.034166667,0.000252718,58.0146595,,,,,,,
0.03425,0.000254938,58.4048877,,,,,,,
0.034305556,0.000259316,58.83525497,,,,,,,
0.034361111,0.000261506,59.24549101,,,,,,,
0.034416667,0.000265175,59.67582243,,,,,,,
0.034472222,0.000268114,60.1261185,,,,,,,
0.034555556,0.000271773,60.51644451,,,,,,,
0.034611111,0.000273962,60.89668112,,,,,,,
0.034666667,0.000277631,61.32702395,,,,,,,
0.034722222,0.000280571,61.75732486,,,,,,,
0.034777778,0.000284949,62.21772638,,,,,,,
0.034861111,0.000291557,62.61825416,,,,,,,
0.034916667,0.000295306,63.02861,,,,,,,
0.034972222,0.000297326,63.45886515,,,,,,,
0.035027778,0.000300205,63.89917997,,,,,,,
0.035083333,0.000303374,64.32951294,,,,,,,
0.035166667,0.000306833,64.75986741,,,,,,,
0.035222222,0.000310582,65.18024065,,,,,,,
0.035277778,0.000313471,65.63057005,,,,,,,
0.035333333,0.00031722,66.06095251,,,,,,,
0.035388889,0.000320099,66.48127717,,,,,,,
0.035472222,0.000322988,66.93161461,,,,,,,
0.035527778,0.000325867,67.36194745,,,,,,,
0.035583333,0.000328176,67.80224743,,,,,,,
0.035638889,0.000331925,68.252651,,,,,,,
0.035694444,0.000334804,68.69299484,,,,,,,
0.035777778,0.000338553,69.15340811,,,,,,,
0.035833333,0.000342881,69.58385491,,,,,,,
0.035888889,0.00034634,70.04425493,,,,,,,
0.035944444,0.000350089,70.48467157,,,,,,,
0.036027778,0.000352968,70.94503689,,,,,,,
0.036083333,0.000355277,71.3553464,,,,,,,
0.036138889,0.000359026,71.80577548,,,,,,,
0.036194444,0.000361905,72.27615233,,,,,,,
0.03625,0.000364793,72.70651802,,,,,,,
0.036333333,0.000368542,73.16696014,,,,,,,
0.036388889,0.000371421,73.61733795,,,,,,,
0.036444444,0.00037517,74.05777902,,,,,,,
0.0365,0.000378059,74.48815556,,,,,,,
0.036555556,0.000380937,74.92853765,,,,,,,
0.036638889,0.000384686,75.37899167,,,,,,,
0.036694444,0.000387565,75.86939862,,,,,,,
