time,strain,stress,temperature,type,title,medium,strain_rate,youngs,poissons
0.011194444,-0.000118587,20.57755962,800,tensile,D7,Air,0.3757608,157000,0.3
0.01125,-0.000117107,20.82756081,,,,,,,
0.011305556,-0.000116377,21.0175539,,,,,,,
0.011361111,-0.000116377,21.25752597,,,,,,,
0.011444444,-0.000114887,21.50752893,,,,,,,
0.0115,-0.000114157,21.69752295,,,,,,,
0.011555556,-0.000113396,21.98750655,,,,,,,
0.011638889,-0.000111936,22.23751068,,,,,,,
0.011694444,-0.000110446,22.45751952,,,,,,,
0.01175,-0.000109686,22.71750807,,,,,,,
0.011805556,-0.000108966,22.91750264,,,,,,,
0.011861111,-0.000108236,23.15749339,,,,,,,
0.011944444,-0.000106746,23.39750228,,,,,,,
0.012,-0.000105986,23.61749675,,,,,,,
0.012055556,-0.000104525,23.88750302,,,,,,,
0.012277778,-0.000100815,24.77750193,,,,,,,
0.012333333,-0.000100065,25.0174965,,,,,,,
0.012416667,-9.78E-05,25.31752269,,,,,,,
0.012472222,-9.71E-05,25.5675169,,,,,,,
0.012527778,-9.56E-05,25.82753014,,,,,,,
0.012583333,-9.41E-05,26.05754697,,,,,,,
0.012666667,-9.34E-05,26.32754078,,,,,,,
0.012722222,-9.19E-05,26.56755795,,,,,,,
0.012777778,-9.04E-05,26.83757286,,,,,,,
0.012833333,-8.89E-05,27.09758973,,,,,,,
0.012888889,-8.82E-05,27.34758746,,,,,,,
0.012972222,-8.60E-05,27.59762668,,,,,,,
0.013027778,-8.45E-05,27.86764499,,,,,,,
0.013083333,-8.37E-05,28.10764607,,,,,,,
0.013138889,-8.30E-05,28.37764389,,,,,,,
0.013194444,-8.15E-05,28.64766417,,,,,,,
0.013277778,-7.93E-05,28.93770477,,,,,,,
0.013333333,-7.71E-05,29.18774971,,,,,,,
0.013388889,-7.56E-05,29.43777425,,,,,,,
0.013444444,-7.34E-05,29.72781823,,,,,,,
0.013527778,-7.19E-05,30.0278409,,,,,,,
0.013583333,-7.04E-05,30.26786872,,,,,,,
0.013638889,-6.82E-05,30.54791673,,,,,,,
0.013694444,-6.67E-05,30.83794285,,,,,,,
0.01375,-6.45E-05,31.10799384,,,,,,,
0.013833333,-6.38E-05,31.38799867,,,,,,,
0.013888889,-6.15E-05,31.69805013,,,,,,,
0.013944444,-5.93E-05,31.94810562,,,,,,,
0.014,-5.78E-05,32.24813582,,,,,,,
0.014083333,-5.63E-05,32.51816766,,,,,,,
0.014138889,-5.49E-05,32.80820014,,,,,,,
0.014194444,-5.41E-05,33.0882099,,,,,,,
0.01425,-5.26E-05,33.38824335,,,,,,,
0.014305556,-5.12E-05,33.65827826,,,,,,,
0.014388889,-4.89E-05,33.95833922,,,,,,,
0.014444444,-4.67E-05,34.27839957,,,,,,,
0.0145,-4.52E-05,34.56843747,,,,,,,
0.014555556,-4.37E-05,34.84847566,,,,,,,
0.014638889,-4.15E-05,35.14854152,,,,,,,
0.014694444,-4.00E-05,35.45858039,,,,,,,
0.01475,-3.85E-05,35.72862275,,,,,,,
0.014805556,-3.63E-05,36.0286911,,,,,,,
0.014861111,-3.48E-05,36.33873391,,,,,,,
0.014944444,-3.26E-05,36.65880408,,,,,,,
0.015,-3.11E-05,36.97884866,,,,,,,
0.015055556,-2.89E-05,37.27892309,,,,,,,
0.015111111,-2.82E-05,37.54894267,,,,,,,
0.015166667,-2.67E-05,37.86899001,,,,,,,
0.01525,-2.52E-05,38.19903805,,,,,,,
0.015305556,-2.37E-05,38.49908778,,,,,,,
0.015361111,-2.22E-05,38.79913728,,,,,,,
0.015416667,-2.07E-05,39.11918842,,,,,,,
0.0155,-1.93E-05,39.41924085,,,,,,,
0.015555556,-1.85E-05,39.70926421,,,,,,,
0.015611111,-1.63E-05,40.08934725,,,,,,,
0.015666667,-1.56E-05,40.38937181,,,,,,,
0.01575,-1.41E-05,40.71942731,,,,,,,
0.015805556,-1.18E-05,41.0395138,,,,,,,
0.015861111,-1.11E-05,41.38953987,,,,,,,
0.015916667,-8.87E-06,41.68963017,,,,,,,
0.015972222,-7.41E-06,42.0396884,,,,,,,
0.016055556,-5.92E-06,42.33974922,,,,,,,
0.016111111,-4.44E-06,42.6598108,,,,,,,
0.016166667,-2.22E-06,43.03990454,,,,,,,
0.016222222,-7.29E-07,43.36996838,,,,,,,
0.016277778,0,43.69,,,,,,,
0.016361111,1.46E-06,44.02006423,,,,,,,
0.016416667,2.95E-06,44.36013073,,,,,,,
0.016472222,4.43E-06,44.72019833,,,,,,,
0.016527778,6.65E-06,45.07029985,,,,,,,
0.016611111,8.14E-06,45.42036976,,,,,,,
0.016666667,1.04E-05,45.74047382,,,,,,,
0.016722222,1.18E-05,46.1305465,,,,,,,
0.016777778,1.41E-05,46.50065398,,,,,,,
0.016861111,1.56E-05,46.85072866,,,,,,,
0.016916667,1.78E-05,47.20083874,,,,,,,
0.016972222,2.00E-05,47.53095003,,,,,,,
0.017027778,2.07E-05,47.8609929,,,,,,,
0.017083333,2.37E-05,48.21114229,,,,,,,
0.017166667,2.45E-05,48.58118788,,,,,,,
0.017222222,2.67E-05,48.9213047,,,,,,,
0.017277778,2.74E-05,49.27134995,,,,,,,
0.017333333,2.96E-05,49.65147192,,,,,,,
0.017416667,3.19E-05,49.99159288,,,,,,,
0.017472222,3.41E-05,50.35171598,,,,,,,
0.017527778,3.63E-05,50.73184292,,,,,,,
0.017583333,3.78E-05,51.07192978,,,,,,,
0.017638889,4.00E-05,51.41205815,,,,,,,
0.017722222,4.23E-05,51.78218776,,,,,,,
0.017777778,4.52E-05,52.19235894,,,,,,,
0.017833333,4.74E-05,52.54249276,,,,,,,
0.017888889,5.04E-05,52.91266624,,,,,,,
0.017972222,5.34E-05,53.27284297,,,,,,,
0.018027778,5.49E-05,53.65294308,,,,,,,
0.018083333,5.78E-05,54.02312257,,,,,,,
0.018138889,6.00E-05,54.38326557,,,,,,,
0.018194444,6.23E-05,54.78341104,,,,,,,
0.018277778,6.45E-05,55.19355898,,,,,,,
0.018333333,6.67E-05,55.59370808,,,,,,,
0.018388889,6.97E-05,55.9438979,,,,,,,
0.018444444,7.19E-05,56.33405001,,,,,,,
0.018527778,7.41E-05,56.71420306,,,,,,,
0.018583333,7.63E-05,57.1343609,,,,,,,
0.018638889,7.93E-05,57.49455947,,,,,,,
0.018694444,8.23E-05,57.89476348,,,,,,,
0.01875,8.45E-05,58.28492483,,,,,,,
0.018833333,8.74E-05,58.71513419,,,,,,,
0.018888889,8.97E-05,59.0953002,,,,,,,
0.018944444,9.26E-05,59.49551139,,,,,,,
0.019,9.41E-05,59.87563568,,,,,,,
0.019083333,9.86E-05,60.24593768,,,,,,,
0.019138889,0.000100805,60.63611211,,,,,,,
