time,strain,stress,temperature,type,strain_rate,max_strain,title,youngs,poissons
0.0,1e-05,9.22,950,fatigue,0.001,0.00203,43-5,144000,0.3
0.04,4e-05,13.17,,,,,,,
0.08,7e-05,17.02,,,,,,,
0.12,9e-05,20.52,,,,,,,
0.17,0.00012,23.98,,,,,,,
0.23,0.00014,27.39,,,,,,,
0.28,0.00017,31.16,,,,,,,
0.31,0.00019,34.95,,,,,,,
0.33,0.00022,39.12,,,,,,,
0.34,0.00024,42.38,,,,,,,
0.36,0.00027,45.64,,,,,,,
0.38,0.00029,49.02,,,,,,,
0.39,0.00032,52.29,,,,,,,
0.42,0.00035,55.65,,,,,,,
0.45,0.00037,59.27,,,,,,,
0.47,0.0004,62.55,,,,,,,
0.51,0.00042,66.25,,,,,,,
0.55,0.00045,69.85,,,,,,,
0.58,0.00047,73.05,,,,,,,
0.61,0.0005,75.91,,,,,,,
0.64,0.00052,79.08,,,,,,,
0.67,0.00055,82.31,,,,,,,
0.7,0.00058,85.57,,,,,,,
0.73,0.0006,89.03,,,,,,,
0.76,0.00063,92.61,,,,,,,
0.78,0.00065,96.29,,,,,,,
0.8,0.00068,100.06,,,,,,,
0.82,0.0007,103.58,,,,,,,
0.84,0.00073,107.05,,,,,,,
0.86,0.00075,110.37,,,,,,,
0.87,0.00078,113.75,,,,,,,
0.89,0.00081,116.98,,,,,,,
0.91,0.00083,119.92,,,,,,,
0.92,0.00086,123.06,,,,,,,
0.94,0.00088,125.96,,,,,,,
0.96,0.00091,128.58,,,,,,,
0.97,0.00093,131.1,,,,,,,
0.99,0.00096,133.71,,,,,,,
1.0,0.00099,136.04,,,,,,,
1.02,0.00101,138.4,,,,,,,
1.05,0.00104,141.24,,,,,,,
1.08,0.00106,144.64,,,,,,,
1.11,0.00109,148.07,,,,,,,
1.14,0.00111,150.87,,,,,,,
1.17,0.00114,153.86,,,,,,,
1.19,0.00116,156.56,,,,,,,
1.22,0.00119,158.95,,,,,,,
1.23,0.00121,160.11,,,,,,,
1.24,0.00124,160.25,,,,,,,
1.24,0.00127,159.96,,,,,,,
1.25,0.0013,159.98,,,,,,,
1.25,0.00133,160.01,,,,,,,
1.25,0.00136,160.08,,,,,,,
1.26,0.0014,160.15,,,,,,,
1.26,0.00143,160.23,,,,,,,
1.26,0.00146,160.37,,,,,,,
1.27,0.00148,160.52,,,,,,,
1.27,0.00151,160.59,,,,,,,
1.28,0.00154,160.5,,,,,,,
1.29,0.00156,160.22,,,,,,,
1.31,0.00159,158.44,,,,,,,
1.36,0.00156,152.02,,,,,,,
1.38,0.00154,148.2,,,,,,,
1.4,0.00151,144.47,,,,,,,
1.43,0.00148,140.78,,,,,,,
1.45,0.00146,137.18,,,,,,,
1.49,0.00143,132.92,,,,,,,
1.53,0.00141,128.12,,,,,,,
1.56,0.00138,124.27,,,,,,,
1.59,0.00136,120.84,,,,,,,
1.63,0.00133,116.71,,,,,,,
1.66,0.00131,112.74,,,,,,,
1.69,0.00128,108.51,,,,,,,
1.72,0.00126,104.75,,,,,,,
1.74,0.00123,101.5,,,,,,,
1.76,0.0012,98.19,,,,,,,
1.79,0.00118,94.54,,,,,,,
1.82,0.00115,90.77,,,,,,,
1.84,0.00113,87.43,,,,,,,
1.87,0.0011,84.12,,,,,,,
1.9,0.00108,80.8,,,,,,,
1.92,0.00105,77.52,,,,,,,
1.95,0.00103,74.06,,,,,,,
1.98,0.001,70.57,,,,,,,
2.01,0.00098,67.24,,,,,,,
2.03,0.00095,64.05,,,,,,,
2.06,0.00092,60.63,,,,,,,
2.08,0.0009,57.48,,,,,,,
2.11,0.00087,54.42,,,,,,,
2.14,0.00085,51.03,,,,,,,
2.17,0.00082,46.88,,,,,,,
2.21,0.0008,43.3,,,,,,,
2.23,0.00077,39.56,,,,,,,
2.26,0.00075,36.11,,,,,,,
2.29,0.00072,32.63,,,,,,,
2.32,0.0007,29.02,,,,,,,
2.34,0.00067,25.46,,,,,,,
2.37,0.00064,22.01,,,,,,,
2.4,0.00062,18.4,,,,,,,
2.43,0.00059,14.78,,,,,,,
2.46,0.00057,11.13,,,,,,,
2.49,0.00054,7.65,,,,,,,
2.51,0.00052,4.16,,,,,,,
2.54,0.00049,0.42,,,,,,,
2.57,0.00047,-3.11,,,,,,,
2.6,0.00044,-6.77,,,,,,,
2.63,0.00042,-10.24,,,,,,,
2.66,0.00039,-13.58,,,,,,,
2.69,0.00036,-17.07,,,,,,,
2.74,0.00034,-20.07,,,,,,,
2.87,0.00031,-24.94,,,,,,,
2.9,0.00029,-28.57,,,,,,,
2.94,0.00026,-31.97,,,,,,,
2.97,0.00024,-35.77,,,,,,,
2.99,0.00021,-39.44,,,,,,,
3.02,0.00019,-43.25,,,,,,,
3.04,0.00016,-47.53,,,,,,,
3.05,0.00013,-50.94,,,,,,,
3.07,0.00011,-54.39,,,,,,,
3.09,8e-05,-57.88,,,,,,,
3.11,6e-05,-61.36,,,,,,,
3.13,3e-05,-64.83,,,,,,,
3.15,1e-05,-68.25,,,,,,,
3.17,-2e-05,-71.67,,,,,,,
3.2,-4e-05,-75.44,,,,,,,
3.22,-7e-05,-79.11,,,,,,,
3.23,-9e-05,-82.78,,,,,,,
3.25,-0.00012,-86.24,,,,,,,
3.27,-0.00015,-89.82,,,,,,,
3.28,-0.00017,-93.32,,,,,,,
3.3,-0.0002,-96.43,,,,,,,
3.31,-0.00022,-99.52,,,,,,,
3.33,-0.00025,-102.66,,,,,,,
3.34,-0.00027,-105.8,,,,,,,
3.36,-0.0003,-108.67,,,,,,,
3.38,-0.00033,-111.73,,,,,,,
3.39,-0.00035,-114.66,,,,,,,
3.41,-0.00038,-117.59,,,,,,,
3.43,-0.0004,-120.24,,,,,,,
3.45,-0.00043,-122.83,,,,,,,
3.47,-0.00045,-125.27,,,,,,,
3.49,-0.00048,-127.84,,,,,,,
3.51,-0.0005,-129.91,,,,,,,
3.53,-0.00053,-132.01,,,,,,,
3.55,-0.00056,-133.57,,,,,,,
3.57,-0.00058,-134.93,,,,,,,
3.58,-0.00061,-136.04,,,,,,,
3.6,-0.00063,-136.95,,,,,,,
3.61,-0.00066,-137.52,,,,,,,
3.63,-0.00069,-138.29,,,,,,,
3.65,-0.00071,-138.92,,,,,,,
3.67,-0.00074,-139.38,,,,,,,
3.7,-0.00076,-139.86,,,,,,,
3.74,-0.00079,-140.17,,,,,,,
3.82,-0.00081,-141.53,,,,,,,
3.86,-0.00084,-143.96,,,,,,,
3.9,-0.00086,-146.62,,,,,,,
3.93,-0.00089,-149.48,,,,,,,
3.96,-0.00092,-151.61,,,,,,,
3.97,-0.00094,-153.22,,,,,,,
3.99,-0.00097,-154.28,,,,,,,
4.0,-0.00099,-154.04,,,,,,,
4.0,-0.00102,-154.19,,,,,,,
4.0,-0.00105,-154.36,,,,,,,
4.01,-0.00109,-154.55,,,,,,,
4.01,-0.00112,-154.83,,,,,,,
4.02,-0.00114,-155.55,,,,,,,
4.03,-0.00117,-155.78,,,,,,,
4.04,-0.00119,-155.94,,,,,,,
4.08,-0.00122,-155.24,,,,,,,
4.27,-0.00124,-151.49,,,,,,,
4.31,-0.00127,-153.82,,,,,,,
4.34,-0.0013,-156.46,,,,,,,
4.37,-0.00132,-159.03,,,,,,,
4.39,-0.00135,-161.47,,,,,,,
4.42,-0.00137,-163.61,,,,,,,
4.44,-0.0014,-165.01,,,,,,,
4.48,-0.00142,-165.3,,,,,,,
4.59,-0.0014,-154.02,,,,,,,
4.61,-0.00137,-149.69,,,,,,,
4.63,-0.00135,-145.62,,,,,,,
4.65,-0.00132,-141.69,,,,,,,
4.67,-0.00129,-137.73,,,,,,,
4.69,-0.00127,-133.9,,,,,,,
4.71,-0.00124,-130.43,,,,,,,
4.73,-0.00122,-126.93,,,,,,,
4.75,-0.00119,-123.58,,,,,,,
4.77,-0.00117,-120.14,,,,,,,
4.79,-0.00114,-116.71,,,,,,,
4.82,-0.00111,-113.35,,,,,,,
4.84,-0.00109,-110.15,,,,,,,
4.87,-0.00106,-106.86,,,,,,,
4.89,-0.00104,-103.63,,,,,,,
4.92,-0.00101,-100.39,,,,,,,
4.95,-0.00099,-97.29,,,,,,,
4.97,-0.00096,-94.12,,,,,,,
5.0,-0.00094,-90.78,,,,,,,
5.03,-0.00091,-87.65,,,,,,,
5.06,-0.00088,-84.31,,,,,,,
5.09,-0.00086,-81.16,,,,,,,
5.12,-0.00083,-78.1,,,,,,,
5.15,-0.00081,-74.66,,,,,,,
5.18,-0.00078,-70.73,,,,,,,
5.21,-0.00076,-67.09,,,,,,,
5.24,-0.00073,-63.99,,,,,,,
5.26,-0.00071,-61.03,,,,,,,
5.29,-0.00068,-57.62,,,,,,,
5.32,-0.00066,-54.25,,,,,,,
5.35,-0.00063,-50.76,,,,,,,
5.38,-0.00061,-47.21,,,,,,,
5.41,-0.00058,-43.85,,,,,,,
5.43,-0.00055,-40.33,,,,,,,
5.46,-0.00053,-36.86,,,,,,,
5.49,-0.0005,-33.32,,,,,,,
5.52,-0.00048,-30.05,,,,,,,
5.54,-0.00045,-26.59,,,,,,,
5.57,-0.00043,-22.96,,,,,,,
5.6,-0.0004,-19.65,,,,,,,
5.63,-0.00038,-16.23,,,,,,,
5.65,-0.00035,-12.83,,,,,,,
5.68,-0.00032,-9.75,,,,,,,
5.71,-0.0003,-6.47,,,,,,,
5.73,-0.00027,-3.1,,,,,,,
5.76,-0.00025,0.09,,,,,,,
5.79,-0.00022,3.59,,,,,,,
5.82,-0.0002,6.97,,,,,,,
5.85,-0.00017,10.45,,,,,,,
5.88,-0.00015,13.92,,,,,,,
5.91,-0.00012,17.54,,,,,,,
5.94,-0.0001,21.09,,,,,,,
5.97,-7e-05,24.54,,,,,,,
6.0,-5e-05,27.66,,,,,,,
6.06,-2e-05,30.54,,,,,,,
6.12,0.0,33.97,,,,,,,
6.16,3e-05,37.39,,,,,,,
6.19,6e-05,41.05,,,,,,,
6.2,8e-05,44.64,,,,,,,
6.22,0.00011,47.89,,,,,,,
6.24,0.00013,50.94,,,,,,,
6.26,0.00016,54.03,,,,,,,
6.28,0.00018,56.89,,,,,,,
6.3,0.00021,59.77,,,,,,,
6.32,0.00023,62.48,,,,,,,
6.35,0.00026,65.21,,,,,,,
6.38,0.00028,67.94,,,,,,,
6.42,0.00031,70.63,,,,,,,
6.45,0.00033,73.16,,,,,,,
6.49,0.00036,75.85,,,,,,,
6.52,0.00039,78.5,,,,,,,
6.55,0.00041,80.93,,,,,,,
6.58,0.00044,83.6,,,,,,,
6.61,0.00046,86.3,,,,,,,
6.64,0.00049,89.05,,,,,,,
6.67,0.00051,91.94,,,,,,,
6.69,0.00054,94.95,,,,,,,
6.71,0.00056,98.03,,,,,,,
6.72,0.00059,101.05,,,,,,,
6.74,0.00061,104.23,,,,,,,
6.76,0.00064,107.08,,,,,,,
6.77,0.00066,110.22,,,,,,,
6.79,0.00069,113.26,,,,,,,
6.81,0.00072,116.34,,,,,,,
6.82,0.00074,119.07,,,,,,,
6.84,0.00077,122.12,,,,,,,
6.86,0.00079,124.94,,,,,,,
6.88,0.00082,127.77,,,,,,,
6.89,0.00084,130.46,,,,,,,
6.91,0.00087,133.14,,,,,,,
6.93,0.0009,135.56,,,,,,,
6.95,0.00092,138.05,,,,,,,
6.98,0.00095,140.54,,,,,,,
7.0,0.00097,142.81,,,,,,,
7.02,0.001,144.63,,,,,,,
7.04,0.00102,146.31,,,,,,,
7.06,0.00105,147.86,,,,,,,
7.07,0.00108,148.9,,,,,,,
7.09,0.0011,149.91,,,,,,,
7.1,0.00113,150.48,,,,,,,
7.11,0.00115,151.11,,,,,,,
7.12,0.00118,151.45,,,,,,,
7.14,0.00121,151.85,,,,,,,
7.14,0.00123,152.0,,,,,,,
7.18,0.00126,152.16,,,,,,,
7.21,0.00128,151.45,,,,,,,
7.29,0.00131,150.39,,,,,,,
7.35,0.00133,151.5,,,,,,,
7.39,0.00136,153.67,,,,,,,
7.42,0.00138,155.87,,,,,,,
7.45,0.00141,158.19,,,,,,,
7.47,0.00143,160.52,,,,,,,
7.5,0.00146,162.66,,,,,,,
7.52,0.00149,164.5,,,,,,,
7.54,0.00151,165.39,,,,,,,
7.56,0.00154,165.16,,,,,,,
7.57,0.00157,164.83,,,,,,,
7.57,0.0016,164.61,,,,,,,
7.58,0.00162,164.43,,,,,,,
7.59,0.00165,163.73,,,,,,,
