time,strain,stress,temperature,type,strain_rate,max_strain,title,youngs,poissons
0.0,3e-05,2.96,950,fatigue,0.001,0.00201,43-20,144000,0.3
0.04,5e-05,6.75,,,,,,,
0.08,8e-05,10.85,,,,,,,
0.12,0.0001,15.02,,,,,,,
0.15,0.00013,19.12,,,,,,,
0.19,0.00015,22.25,,,,,,,
0.26,0.00018,25.7,,,,,,,
0.3,0.0002,28.23,,,,,,,
0.34,0.00023,31.5,,,,,,,
0.37,0.00026,35.23,,,,,,,
0.39,0.00028,39.11,,,,,,,
0.41,0.00031,42.69,,,,,,,
0.42,0.00033,46.17,,,,,,,
0.44,0.00036,49.78,,,,,,,
0.46,0.00038,53.21,,,,,,,
0.49,0.00041,56.75,,,,,,,
0.52,0.00044,60.29,,,,,,,
0.55,0.00046,64.11,,,,,,,
0.58,0.00049,67.01,,,,,,,
0.62,0.00051,70.3,,,,,,,
0.65,0.00054,73.75,,,,,,,
0.69,0.00056,77.54,,,,,,,
0.72,0.00059,80.83,,,,,,,
0.75,0.00061,84.0,,,,,,,
0.78,0.00064,87.14,,,,,,,
0.8,0.00066,90.94,,,,,,,
0.82,0.00069,94.59,,,,,,,
0.84,0.00072,98.25,,,,,,,
0.86,0.00074,102.02,,,,,,,
0.88,0.00077,105.73,,,,,,,
0.9,0.00079,109.29,,,,,,,
0.92,0.00082,112.62,,,,,,,
0.93,0.00085,116.0,,,,,,,
0.95,0.00087,119.03,,,,,,,
0.97,0.0009,122.31,,,,,,,
0.98,0.00092,125.21,,,,,,,
1.0,0.00095,128.18,,,,,,,
1.02,0.00098,131.33,,,,,,,
1.04,0.001,134.15,,,,,,,
1.08,0.00103,140.17,,,,,,,
1.11,0.00105,143.54,,,,,,,
1.13,0.00108,146.82,,,,,,,
1.15,0.0011,149.68,,,,,,,
1.17,0.00113,152.65,,,,,,,
1.19,0.00115,155.44,,,,,,,
1.21,0.00118,158.15,,,,,,,
1.24,0.00121,160.69,,,,,,,
1.26,0.00123,162.59,,,,,,,
1.27,0.00126,163.07,,,,,,,
1.28,0.00129,163.03,,,,,,,
1.28,0.00132,163.08,,,,,,,
1.28,0.00134,163.14,,,,,,,
1.29,0.00137,163.27,,,,,,,
