time,strain,stress,temperature,type,strain_rate,max_strain,title,youngs,poissons
-0.0,5e-05,6.88,950,fatigue,0.001,0.00504,E-11,144000,0.3
0.06,0.0001,14.16,,,,,,,
0.11,0.00015,20.64,,,,,,,
0.18,0.0002,27.07,,,,,,,
0.26,0.00025,34.14,,,,,,,
0.3,0.00027,36.94,,,,,,,
0.36,0.0003,41.94,,,,,,,
0.4,0.00035,50.34,,,,,,,
0.44,0.0004,56.66,,,,,,,
0.47,0.00045,63.54,,,,,,,
0.52,0.0005,70.29,,,,,,,
0.59,0.00055,76.48,,,,,,,
0.66,0.0006,83.5,,,,,,,
0.73,0.00065,90.07,,,,,,,
0.79,0.0007,97.34,,,,,,,
0.8,0.00071,98.29,,,,,,,
0.85,0.00075,103.96,,,,,,,
0.9,0.00081,111.59,,,,,,,
0.93,0.00086,118.47,,,,,,,
0.97,0.00091,125.0,,,,,,,
1.01,0.00096,132.1,,,,,,,
1.04,0.00101,138.16,,,,,,,
1.07,0.00106,144.29,,,,,,,
1.11,0.00111,149.85,,,,,,,
1.15,0.00116,154.99,,,,,,,
1.18,0.00121,158.32,,,,,,,
1.2,0.00126,160.4,,,,,,,
1.23,0.00131,162.02,,,,,,,
1.25,0.00137,163.23,,,,,,,
1.29,0.00142,163.84,,,,,,,
1.3,0.00142,163.78,,,,,,,
1.36,0.00147,163.64,,,,,,,
1.44,0.00152,163.63,,,,,,,
1.5,0.00157,165.42,,,,,,,
1.55,0.00162,167.58,,,,,,,
1.6,0.00167,169.74,,,,,,,
1.63,0.00172,171.05,,,,,,,
1.66,0.00177,171.69,,,,,,,
1.69,0.00182,171.74,,,,,,,
1.7,0.00187,171.17,,,,,,,
1.74,0.00192,169.91,,,,,,,
1.8,0.00196,165.55,,,,,,,
1.82,0.00197,164.03,,,,,,,
1.93,0.00203,159.08,,,,,,,
2.0,0.00208,159.23,,,,,,,
2.05,0.00213,160.63,,,,,,,
2.09,0.00218,162.06,,,,,,,
2.14,0.00223,163.87,,,,,,,
2.18,0.00228,164.96,,,,,,,
2.22,0.00233,165.84,,,,,,,
2.27,0.00238,166.27,,,,,,,
2.3,0.00242,166.15,,,,,,,
2.31,0.00243,166.15,,,,,,,
2.36,0.00248,165.57,,,,,,,
2.41,0.00253,164.63,,,,,,,
2.46,0.00258,163.36,,,,,,,
2.51,0.00263,162.33,,,,,,,
2.57,0.00268,161.43,,,,,,,
2.62,0.00273,160.87,,,,,,,
2.67,0.00278,160.43,,,,,,,
2.72,0.00283,159.89,,,,,,,
2.77,0.00288,159.4,,,,,,,
2.8,0.00292,159.05,,,,,,,
2.82,0.00294,159.13,,,,,,,
2.86,0.00299,158.57,,,,,,,
2.92,0.00304,157.74,,,,,,,
2.96,0.00309,157.12,,,,,,,
3.01,0.00314,156.49,,,,,,,
3.06,0.00319,155.7,,,,,,,
3.11,0.00324,154.92,,,,,,,
3.16,0.00329,154.29,,,,,,,
3.21,0.00334,153.58,,,,,,,
3.26,0.00339,153.0,,,,,,,
3.3,0.00343,152.57,,,,,,,
3.32,0.00344,152.64,,,,,,,
3.36,0.00349,151.88,,,,,,,
3.41,0.00354,151.28,,,,,,,
3.46,0.00359,150.59,,,,,,,
3.51,0.00364,150.23,,,,,,,
3.56,0.00369,149.61,,,,,,,
3.61,0.00374,149.12,,,,,,,
3.66,0.00379,148.67,,,,,,,
3.72,0.00385,148.02,,,,,,,
