time,strain,stress,temperature,type,strain_rate,max_strain,title,youngs,poissons
0.0,5e-05,5.26,850,fatigue,0.001,0.01002,416-11,153000,0.3
0.07,0.0001,13.42,,,,,,,
0.13,0.00015,21.59,,,,,,,
0.34,0.0002,29.17,,,,,,,
0.4,0.00025,42.83,,,,,,,
0.43,0.00031,51.79,,,,,,,
0.46,0.00036,59.14,,,,,,,
0.49,0.00041,66.04,,,,,,,
0.53,0.00046,72.72,,,,,,,
0.57,0.00051,79.0,,,,,,,
0.63,0.00056,85.55,,,,,,,
0.69,0.00061,92.34,,,,,,,
0.75,0.00066,98.86,,,,,,,
0.79,0.00069,103.47,,,,,,,
0.81,0.00071,105.71,,,,,,,
0.89,0.00076,113.72,,,,,,,
0.95,0.00081,121.36,,,,,,,
1.01,0.00086,128.78,,,,,,,
1.06,0.00091,136.99,,,,,,,
1.11,0.00096,145.65,,,,,,,
1.15,0.00101,153.49,,,,,,,
1.2,0.00106,161.21,,,,,,,
1.24,0.00111,168.3,,,,,,,
1.27,0.00116,172.79,,,,,,,
1.28,0.00121,173.62,,,,,,,
1.29,0.00127,173.98,,,,,,,
1.3,0.00132,174.28,,,,,,,
1.31,0.00138,174.55,,,,,,,
1.31,0.00143,174.67,,,,,,,
1.32,0.00149,174.75,,,,,,,
1.33,0.00154,174.45,,,,,,,
1.34,0.0016,173.94,,,,,,,
1.35,0.00165,172.61,,,,,,,
1.43,0.00159,155.29,,,,,,,
1.48,0.00154,150.67,,,,,,,
1.63,0.00159,161.68,,,,,,,
1.69,0.00164,169.7,,,,,,,
1.74,0.0017,177.33,,,,,,,
1.79,0.00175,175.49,,,,,,,
1.79,0.00176,175.83,,,,,,,
1.8,0.00181,176.44,,,,,,,
1.8,0.00186,177.05,,,,,,,
1.81,0.00193,177.51,,,,,,,
1.81,0.00199,177.96,,,,,,,
1.81,0.00205,178.3,,,,,,,
1.82,0.0021,178.5,,,,,,,
1.83,0.00215,178.48,,,,,,,
1.84,0.0022,177.72,,,,,,,
1.91,0.00215,158.83,,,,,,,
1.94,0.0021,153.03,,,,,,,
2.18,0.00215,167.41,,,,,,,
2.24,0.0022,175.25,,,,,,,
2.29,0.00225,182.68,,,,,,,
2.31,0.00231,176.91,,,,,,,
2.32,0.00238,177.48,,,,,,,
2.32,0.00245,177.92,,,,,,,
2.32,0.0025,178.22,,,,,,,
2.32,0.00255,178.4,,,,,,,
2.33,0.00262,178.75,,,,,,,
2.33,0.00269,178.86,,,,,,,
2.33,0.00274,179.09,,,,,,,
2.33,0.0028,179.07,,,,,,,
2.34,0.00286,178.8,,,,,,,
2.35,0.00292,178.09,,,,,,,
2.4,0.00287,153.08,,,,,,,
2.42,0.00282,146.0,,,,,,,
2.43,0.00276,139.38,,,,,,,
2.45,0.00271,133.48,,,,,,,
2.47,0.00266,128.12,,,,,,,
2.52,0.00261,124.01,,,,,,,
2.66,0.00266,135.45,,,,,,,
2.71,0.00271,143.02,,,,,,,
2.77,0.00276,150.41,,,,,,,
2.79,0.00278,153.3,,,,,,,
2.83,0.00281,158.09,,,,,,,
2.88,0.00286,165.35,,,,,,,
2.94,0.00291,172.42,,,,,,,
3.0,0.00296,179.65,,,,,,,
3.04,0.00301,178.71,,,,,,,
3.07,0.00307,181.63,,,,,,,
3.1,0.00312,183.74,,,,,,,
3.12,0.00317,183.83,,,,,,,
3.14,0.00322,184.12,,,,,,,
3.15,0.00327,184.39,,,,,,,
3.18,0.00332,184.05,,,,,,,
3.37,0.00337,188.09,,,,,,,
3.4,0.00343,184.46,,,,,,,
3.4,0.00349,185.01,,,,,,,
3.41,0.00356,185.51,,,,,,,
3.41,0.00362,185.81,,,,,,,
3.41,0.00368,186.01,,,,,,,
3.42,0.00374,186.16,,,,,,,
3.42,0.00379,186.09,,,,,,,
3.43,0.00384,185.34,,,,,,,
3.5,0.00379,168.72,,,,,,,
3.52,0.00374,162.25,,,,,,,
3.56,0.00369,156.96,,,,,,,
3.74,0.00374,167.84,,,,,,,
3.79,0.00378,174.27,,,,,,,
3.8,0.00379,175.07,,,,,,,
3.85,0.00384,181.69,,,,,,,
3.91,0.00389,188.8,,,,,,,
3.94,0.00394,185.81,,,,,,,
3.95,0.004,186.74,,,,,,,
3.96,0.00405,187.36,,,,,,,
3.97,0.00411,188.05,,,,,,,
3.98,0.00416,188.47,,,,,,,
4.2,0.00421,187.6,,,,,,,
4.27,0.00426,185.77,,,,,,,
4.27,0.00431,186.54,,,,,,,
4.28,0.00437,186.9,,,,,,,
4.28,0.00443,187.3,,,,,,,
4.28,0.00451,187.66,,,,,,,
4.29,0.00458,187.95,,,,,,,
4.29,0.00464,188.1,,,,,,,
4.29,0.0047,188.33,,,,,,,
4.29,0.00476,188.37,,,,,,,
4.3,0.00482,188.18,,,,,,,
4.31,0.00487,187.51,,,,,,,
4.36,0.00482,163.5,,,,,,,
4.38,0.00477,156.41,,,,,,,
4.39,0.00472,149.96,,,,,,,
4.41,0.00467,143.99,,,,,,,
4.44,0.00462,138.81,,,,,,,
4.66,0.00467,152.61,,,,,,,
4.71,0.00472,160.3,,,,,,,
4.77,0.00477,167.4,,,,,,,
4.79,0.00479,170.39,,,,,,,
4.83,0.00482,174.51,,,,,,,
4.89,0.00487,182.44,,,,,,,
4.94,0.00492,189.32,,,,,,,
4.99,0.00497,189.04,,,,,,,
5.03,0.00502,187.64,,,,,,,
5.09,0.00507,193.09,,,,,,,
5.1,0.00512,192.99,,,,,,,
5.11,0.00518,193.57,,,,,,,
5.12,0.00523,193.94,,,,,,,
5.13,0.00528,193.94,,,,,,,
5.14,0.00533,193.47,,,,,,,
5.15,0.00539,192.93,,,,,,,
5.16,0.00544,192.55,,,,,,,
5.17,0.00549,191.88,,,,,,,
5.18,0.00554,190.09,,,,,,,
5.24,0.00549,174.23,,,,,,,
5.28,0.00544,168.01,,,,,,,
5.5,0.00549,180.76,,,,,,,
5.56,0.00554,188.19,,,,,,,
5.61,0.00559,195.54,,,,,,,
5.65,0.00564,190.94,,,,,,,
5.65,0.0057,191.79,,,,,,,
5.66,0.00576,192.45,,,,,,,
5.66,0.00581,193.05,,,,,,,
5.67,0.00586,193.62,,,,,,,
5.68,0.00591,194.19,,,,,,,
5.7,0.00596,193.39,,,,,,,
5.79,0.00592,182.92,,,,,,,
5.83,0.00591,182.0,,,,,,,
5.96,0.00596,190.43,,,,,,,
6.02,0.00601,197.2,,,,,,,
6.06,0.00606,193.47,,,,,,,
6.1,0.00611,197.36,,,,,,,
6.12,0.00617,196.74,,,,,,,
6.13,0.00622,196.87,,,,,,,
6.13,0.00627,197.1,,,,,,,
6.14,0.00633,197.29,,,,,,,
6.15,0.00638,197.31,,,,,,,
6.15,0.00643,197.18,,,,,,,
6.16,0.00648,196.56,,,,,,,
6.28,0.00643,176.7,,,,,,,
6.47,0.00648,185.89,,,,,,,
6.53,0.00653,192.68,,,,,,,
6.59,0.00658,199.16,,,,,,,
6.62,0.00664,195.21,,,,,,,
6.63,0.00669,195.74,,,,,,,
6.63,0.00676,196.11,,,,,,,
6.63,0.00683,196.53,,,,,,,
6.64,0.0069,196.77,,,,,,,
6.64,0.00697,197.11,,,,,,,
6.64,0.00703,197.26,,,,,,,
6.64,0.00708,197.5,,,,,,,
6.65,0.00714,197.46,,,,,,,
6.65,0.0072,197.18,,,,,,,
6.66,0.00725,196.31,,,,,,,
6.71,0.0072,173.79,,,,,,,
6.73,0.00715,166.19,,,,,,,
6.74,0.0071,159.25,,,,,,,
6.76,0.00705,153.03,,,,,,,
6.79,0.007,147.4,,,,,,,
6.79,0.00699,146.2,,,,,,,
6.84,0.00695,143.07,,,,,,,
6.96,0.007,151.18,,,,,,,
7.02,0.00705,158.0,,,,,,,
7.08,0.0071,164.91,,,,,,,
7.13,0.00715,171.75,,,,,,,
7.19,0.0072,178.46,,,,,,,
7.25,0.00725,185.21,,,,,,,
7.3,0.0073,191.79,,,,,,,
7.35,0.00735,198.11,,,,,,,
7.4,0.0074,201.56,,,,,,,
7.42,0.00746,201.1,,,,,,,
7.43,0.00751,200.91,,,,,,,
7.43,0.00756,201.07,,,,,,,
7.44,0.00762,201.23,,,,,,,
7.44,0.00768,201.26,,,,,,,
7.45,0.00773,201.25,,,,,,,
7.46,0.00779,201.09,,,,,,,
7.46,0.00784,200.7,,,,,,,
7.47,0.0079,199.69,,,,,,,
7.55,0.00785,176.71,,,,,,,
7.58,0.00779,170.14,,,,,,,
7.62,0.00774,164.99,,,,,,,
7.77,0.0078,174.07,,,,,,,
7.79,0.00781,176.53,,,,,,,
7.83,0.00785,180.94,,,,,,,
7.88,0.0079,187.5,,,,,,,
7.94,0.00795,193.59,,,,,,,
7.99,0.008,199.71,,,,,,,
