time,strain,stress,temperature,type,strain_rate,max_strain,title,youngs,poissons
0.0,3e-05,11.57,850,fatigue,0.001,0.00168,43-18,153000,0.3
0.02,5e-05,14.9,,,,,,,
0.04,8e-05,17.67,,,,,,,
0.08,0.0001,20.25,,,,,,,
0.12,0.00013,23.34,,,,,,,
0.16,0.00015,27.06,,,,,,,
0.19,0.00018,31.01,,,,,,,
0.22,0.0002,35.63,,,,,,,
0.24,0.00023,41.53,,,,,,,
0.25,0.00026,46.05,,,,,,,
0.27,0.00028,49.63,,,,,,,
0.28,0.00031,52.66,,,,,,,
0.29,0.00033,55.3,,,,,,,
0.3,0.00036,57.53,,,,,,,
0.32,0.00039,59.4,,,,,,,
0.36,0.00041,61.02,,,,,,,
0.42,0.00044,65.48,,,,,,,
0.46,0.00046,70.37,,,,,,,
0.48,0.00049,74.65,,,,,,,
0.51,0.00051,78.55,,,,,,,
0.53,0.00054,82.07,,,,,,,
0.55,0.00056,85.19,,,,,,,
0.58,0.00059,88.28,,,,,,,
0.61,0.00062,91.61,,,,,,,
0.64,0.00064,95.23,,,,,,,
0.67,0.00067,99.53,,,,,,,
0.7,0.00069,103.75,,,,,,,
0.73,0.00072,107.51,,,,,,,
0.75,0.00074,111.14,,,,,,,
0.78,0.00077,114.88,,,,,,,
0.8,0.00079,118.23,,,,,,,
0.83,0.00082,121.61,,,,,,,
0.86,0.00084,125.08,,,,,,,
0.88,0.00087,128.62,,,,,,,
0.91,0.00089,132.84,,,,,,,
0.94,0.00092,136.26,,,,,,,
1.04,0.00089,123.94,,,,,,,
1.05,0.00087,119.79,,,,,,,
1.07,0.00084,116.55,,,,,,,
1.08,0.00082,113.64,,,,,,,
1.1,0.00079,110.9,,,,,,,
1.13,0.00077,108.43,,,,,,,
1.18,0.00074,104.27,,,,,,,
1.22,0.00071,98.68,,,,,,,
1.25,0.00069,94.03,,,,,,,
1.27,0.00066,89.86,,,,,,,
1.3,0.00064,85.99,,,,,,,
1.32,0.00061,82.46,,,,,,,
1.34,0.00059,78.72,,,,,,,
1.37,0.00056,74.91,,,,,,,
1.4,0.00054,71.04,,,,,,,
1.43,0.00051,66.69,,,,,,,
1.46,0.00049,62.61,,,,,,,
1.48,0.00046,58.54,,,,,,,
1.51,0.00044,54.68,,,,,,,
1.53,0.00041,51.04,,,,,,,
1.56,0.00038,47.47,,,,,,,
1.58,0.00036,43.91,,,,,,,
1.61,0.00033,40.18,,,,,,,
1.64,0.00031,36.21,,,,,,,
1.67,0.00028,32.19,,,,,,,
1.7,0.00026,28.11,,,,,,,
1.72,0.00023,24.07,,,,,,,
1.75,0.00021,20.41,,,,,,,
1.77,0.00018,16.61,,,,,,,
1.8,0.00016,12.89,,,,,,,
1.83,0.00013,9.35,,,,,,,
1.85,0.00011,5.55,,,,,,,
1.88,8e-05,2.0,,,,,,,
1.91,6e-05,-1.39,,,,,,,
1.93,3e-05,-5.13,,,,,,,
1.96,0.0,-8.82,,,,,,,
1.99,-2e-05,-12.27,,,,,,,
2.02,-5e-05,-14.83,,,,,,,
2.12,-7e-05,-17.35,,,,,,,
2.15,-0.0001,-22.23,,,,,,,
2.17,-0.00012,-27.14,,,,,,,
2.19,-0.00015,-32.01,,,,,,,
2.2,-0.00017,-36.09,,,,,,,
2.22,-0.0002,-41.22,,,,,,,
2.23,-0.00023,-45.56,,,,,,,
2.24,-0.00025,-48.94,,,,,,,
2.25,-0.00028,-51.81,,,,,,,
2.27,-0.00031,-54.26,,,,,,,
2.28,-0.00033,-56.23,,,,,,,
2.31,-0.00036,-57.62,,,,,,,
2.4,-0.00038,-64.1,,,,,,,
2.43,-0.00041,-69.73,,,,,,,
2.45,-0.00043,-74.18,,,,,,,
2.47,-0.00046,-77.91,,,,,,,
2.48,-0.00048,-81.09,,,,,,,
2.51,-0.00051,-84.15,,,,,,,
2.53,-0.00053,-87.25,,,,,,,
2.56,-0.00056,-90.49,,,,,,,
2.6,-0.00059,-94.34,,,,,,,
2.63,-0.00061,-98.36,,,,,,,
2.66,-0.00064,-102.0,,,,,,,
2.68,-0.00066,-105.4,,,,,,,
2.7,-0.00069,-108.8,,,,,,,
2.73,-0.00071,-112.3,,,,,,,
2.75,-0.00074,-116.5,,,,,,,
2.78,-0.00076,-121.0,,,,,,,
2.8,-0.00079,-125.3,,,,,,,
2.82,-0.00082,-129.3,,,,,,,
2.84,-0.00084,-133.2,,,,,,,
2.86,-0.00087,-136.8,,,,,,,
2.88,-0.00089,-140.4,,,,,,,
2.91,-0.00092,-144.0,,,,,,,
2.93,-0.00094,-147.5,,,,,,,
2.96,-0.00097,-148.5,,,,,,,
3.01,-0.00094,-138.2,,,,,,,
3.03,-0.00092,-133.6,,,,,,,
3.04,-0.00089,-129.7,,,,,,,
3.06,-0.00086,-126.5,,,,,,,
3.07,-0.00084,-123.7,,,,,,,
3.09,-0.00081,-121.0,,,,,,,
3.11,-0.00079,-118.8,,,,,,,
3.15,-0.00076,-116.1,,,,,,,
3.2,-0.00074,-111.4,,,,,,,
3.23,-0.00071,-106.4,,,,,,,
3.26,-0.00069,-102.1,,,,,,,
3.28,-0.00066,-98.23,,,,,,,
3.3,-0.00063,-94.6,,,,,,,
3.32,-0.00061,-91.1,,,,,,,
3.35,-0.00058,-87.77,,,,,,,
3.37,-0.00056,-84.45,,,,,,,
3.4,-0.00053,-80.86,,,,,,,
3.44,-0.00051,-76.54,,,,,,,
3.47,-0.00048,-72.0,,,,,,,
3.49,-0.00046,-67.9,,,,,,,
3.52,-0.00043,-63.92,,,,,,,
3.54,-0.0004,-60.28,,,,,,,
3.57,-0.00038,-56.7,,,,,,,
3.59,-0.00035,-52.93,,,,,,,
3.62,-0.00033,-49.03,,,,,,,
3.65,-0.0003,-45.31,,,,,,,
3.67,-0.00028,-41.4,,,,,,,
3.7,-0.00025,-37.36,,,,,,,
3.73,-0.00023,-32.97,,,,,,,
3.76,-0.0002,-28.44,,,,,,,
3.79,-0.00018,-24.21,,,,,,,
3.81,-0.00015,-20.24,,,,,,,
3.84,-0.00013,-16.31,,,,,,,
3.86,-0.0001,-12.51,,,,,,,
3.89,-7e-05,-8.81,,,,,,,
3.91,-5e-05,-5.02,,,,,,,
3.94,-2e-05,-1.02,,,,,,,
3.97,0.0,2.62,,,,,,,
4.0,3e-05,6.65,,,,,,,
4.03,5e-05,10.97,,,,,,,
4.06,8e-05,15.07,,,,,,,
4.09,0.0001,19.3,,,,,,,
4.11,0.00013,23.17,,,,,,,
4.14,0.00016,26.91,,,,,,,
4.17,0.00018,30.74,,,,,,,
4.19,0.00021,33.42,,,,,,,
4.3,0.00023,41.54,,,,,,,
4.31,0.00026,47.86,,,,,,,
4.33,0.00028,53.01,,,,,,,
4.33,0.00031,56.98,,,,,,,
4.34,0.00034,60.24,,,,,,,
4.35,0.00036,63.4,,,,,,,
4.36,0.00039,65.96,,,,,,,
4.38,0.00042,68.24,,,,,,,
4.39,0.00044,69.87,,,,,,,
4.42,0.00047,70.46,,,,,,,
4.52,0.00049,77.8,,,,,,,
4.54,0.00052,82.5,,,,,,,
4.56,0.00054,86.33,,,,,,,
4.58,0.00057,89.9,,,,,,,
4.6,0.0006,93.31,,,,,,,
4.63,0.00062,96.58,,,,,,,
4.66,0.00065,100.18,,,,,,,
4.69,0.00067,104.11,,,,,,,
4.73,0.0007,108.39,,,,,,,
4.76,0.00072,112.82,,,,,,,
4.78,0.00075,117.06,,,,,,,
4.81,0.00077,121.15,,,,,,,
4.84,0.0008,125.27,,,,,,,
4.86,0.00083,129.44,,,,,,,
4.89,0.00085,133.54,,,,,,,
4.92,0.00088,137.51,,,,,,,
4.95,0.0009,141.43,,,,,,,
4.97,0.00093,145.51,,,,,,,
5.0,0.00095,149.56,,,,,,,
5.03,0.00098,153.96,,,,,,,
5.06,0.001,157.12,,,,,,,
5.15,0.00098,146.25,,,,,,,
5.16,0.00095,142.61,,,,,,,
5.18,0.00093,139.43,,,,,,,
5.2,0.0009,136.44,,,,,,,
5.22,0.00088,133.79,,,,,,,
5.26,0.00085,130.79,,,,,,,
5.31,0.00082,126.36,,,,,,,
5.34,0.0008,121.67,,,,,,,
5.37,0.00077,117.74,,,,,,,
5.39,0.00075,114.05,,,,,,,
5.41,0.00072,110.39,,,,,,,
5.44,0.0007,107.04,,,,,,,
5.46,0.00067,103.8,,,,,,,
5.49,0.00065,100.4,,,,,,,
5.52,0.00062,96.74,,,,,,,
5.56,0.00059,92.43,,,,,,,
5.59,0.00057,87.86,,,,,,,
5.61,0.00054,83.72,,,,,,,
5.63,0.00052,79.94,,,,,,,
5.66,0.00049,76.54,,,,,,,
5.68,0.00047,73.32,,,,,,,
5.71,0.00044,70.14,,,,,,,
5.73,0.00042,66.7,,,,,,,
5.77,0.00039,62.73,,,,,,,
5.8,0.00036,58.75,,,,,,,
5.83,0.00034,54.51,,,,,,,
5.85,0.00031,50.39,,,,,,,
5.88,0.00029,46.7,,,,,,,
5.9,0.00026,43.21,,,,,,,
5.92,0.00024,40.09,,,,,,,
5.95,0.00021,36.99,,,,,,,
5.97,0.00018,33.78,,,,,,,
6.0,0.00016,30.23,,,,,,,
6.04,0.00013,25.89,,,,,,,
6.07,0.00011,21.25,,,,,,,
6.1,8e-05,16.92,,,,,,,
6.12,6e-05,13.07,,,,,,,
6.14,3e-05,9.21,,,,,,,
6.17,1e-05,5.5,,,,,,,
6.19,-2e-05,1.97,,,,,,,
6.22,-4e-05,-1.56,,,,,,,
6.25,-7e-05,-5.39,,,,,,,
6.28,-0.0001,-9.34,,,,,,,
6.31,-0.00012,-13.36,,,,,,,
6.34,-0.00015,-16.23,,,,,,,
6.45,-0.00017,-21.36,,,,,,,
6.47,-0.0002,-26.67,,,,,,,
6.49,-0.00022,-31.88,,,,,,,
6.5,-0.00025,-36.13,,,,,,,
6.52,-0.00028,-40.87,,,,,,,
6.53,-0.0003,-46.22,,,,,,,
6.54,-0.00033,-50.07,,,,,,,
6.55,-0.00035,-53.12,,,,,,,
6.57,-0.00038,-55.94,,,,,,,
6.58,-0.00041,-58.33,,,,,,,
6.6,-0.00043,-60.26,,,,,,,
6.64,-0.00046,-61.6,,,,,,,
6.71,-0.00048,-67.7,,,,,,,
6.73,-0.00051,-72.12,,,,,,,
6.75,-0.00053,-75.93,,,,,,,
6.77,-0.00056,-79.33,,,,,,,
6.79,-0.00058,-82.46,,,,,,,
6.82,-0.00061,-85.59,,,,,,,
6.85,-0.00064,-88.9,,,,,,,
6.89,-0.00066,-92.7,,,,,,,
6.92,-0.00069,-97.07,,,,,,,
6.95,-0.00071,-101.1,,,,,,,
6.97,-0.00074,-105.0,,,,,,,
7.0,-0.00076,-109.1,,,,,,,
7.02,-0.00079,-113.0,,,,,,,
7.05,-0.00081,-117.4,,,,,,,
7.07,-0.00084,-121.8,,,,,,,
7.09,-0.00086,-125.9,,,,,,,
7.11,-0.00089,-129.8,,,,,,,
7.13,-0.00091,-133.8,,,,,,,
7.16,-0.00094,-137.7,,,,,,,
7.18,-0.00097,-141.3,,,,,,,
7.2,-0.00099,-145.0,,,,,,,
7.22,-0.00102,-148.7,,,,,,,
7.24,-0.00104,-152.2,,,,,,,
7.27,-0.00107,-153.3,,,,,,,
7.33,-0.00104,-141.1,,,,,,,
7.35,-0.00101,-136.5,,,,,,,
7.36,-0.00099,-132.9,,,,,,,
7.37,-0.00096,-129.7,,,,,,,
7.38,-0.00094,-127.0,,,,,,,
7.4,-0.00091,-124.4,,,,,,,
7.42,-0.00089,-122.3,,,,,,,
7.46,-0.00086,-119.9,,,,,,,
7.52,-0.00084,-113.8,,,,,,,
7.55,-0.00081,-108.6,,,,,,,
7.57,-0.00079,-104.2,,,,,,,
7.59,-0.00076,-100.3,,,,,,,
7.61,-0.00073,-96.61,,,,,,,
7.63,-0.00071,-93.12,,,,,,,
7.66,-0.00068,-89.62,,,,,,,
7.68,-0.00066,-86.37,,,,,,,
7.71,-0.00063,-82.99,,,,,,,
7.74,-0.00061,-79.16,,,,,,,
7.77,-0.00058,-74.96,,,,,,,
7.8,-0.00056,-70.68,,,,,,,
7.83,-0.00053,-66.69,,,,,,,
7.85,-0.0005,-62.87,,,,,,,
7.88,-0.00048,-59.39,,,,,,,
7.9,-0.00045,-55.69,,,,,,,
7.93,-0.00043,-51.77,,,,,,,
7.96,-0.0004,-47.91,,,,,,,
7.99,-0.00038,-44.05,,,,,,,
8.02,-0.00035,-39.97,,,,,,,
8.04,-0.00033,-36.09,,,,,,,
8.07,-0.0003,-32.48,,,,,,,
8.09,-0.00027,-28.82,,,,,,,
8.12,-0.00025,-25.3,,,,,,,
8.14,-0.00022,-21.9,,,,,,,
8.17,-0.0002,-18.51,,,,,,,
8.2,-0.00017,-15.05,,,,,,,
8.22,-0.00015,-11.49,,,,,,,
8.25,-0.00012,-8.01,,,,,,,
8.28,-0.0001,-4.47,,,,,,,
8.3,-7e-05,-0.89,,,,,,,
18.38,-0.00013,44.16,,,,,,,
18.39,-0.0001,50.82,,,,,,,
18.4,-7e-05,55.46,,,,,,,
18.41,-5e-05,59.42,,,,,,,
18.42,-2e-05,62.99,,,,,,,
18.43,1e-05,65.92,,,,,,,
18.44,3e-05,68.51,,,,,,,
18.46,6e-05,70.75,,,,,,,
18.48,8e-05,72.28,,,,,,,
18.58,0.00011,78.18,,,,,,,
18.6,0.00013,83.61,,,,,,,
18.62,0.00016,87.56,,,,,,,
18.64,0.00019,91.08,,,,,,,
18.66,0.00021,94.39,,,,,,,
18.68,0.00024,97.28,,,,,,,
18.71,0.00026,100.21,,,,,,,
18.74,0.00029,103.25,,,,,,,
18.77,0.00031,106.63,,,,,,,
18.81,0.00034,110.78,,,,,,,
18.84,0.00036,114.75,,,,,,,
18.86,0.00039,118.44,,,,,,,
18.89,0.00041,121.79,,,,,,,
18.91,0.00044,124.63,,,,,,,
18.93,0.00047,127.22,,,,,,,
18.95,0.00049,129.56,,,,,,,
18.97,0.00052,131.49,,,,,,,
19.0,0.00054,133.51,,,,,,,
19.03,0.00057,135.54,,,,,,,
19.06,0.00059,137.65,,,,,,,
19.09,0.00062,139.82,,,,,,,
19.11,0.00064,141.95,,,,,,,
19.13,0.00067,143.71,,,,,,,
19.15,0.00069,145.09,,,,,,,
19.16,0.00072,146.25,,,,,,,
