time,strain,stress,temperature,type,strain_rate,max_strain,title,youngs,poissons
0.0,3e-05,-4.77,950,fatigue,0.001,0.00215,315-16,144000,0.3
0.04,5e-05,-1.07,,,,,,,
0.07,8e-05,2.57,,,,,,,
0.1,0.0001,5.96,,,,,,,
0.12,0.00013,9.46,,,,,,,
0.15,0.00015,12.91,,,,,,,
0.18,0.00018,16.18,,,,,,,
0.21,0.0002,19.36,,,,,,,
0.25,0.00023,22.2,,,,,,,
0.33,0.00025,25.45,,,,,,,
0.38,0.00028,29.02,,,,,,,
0.42,0.0003,32.71,,,,,,,
0.44,0.00033,37.07,,,,,,,
0.46,0.00036,40.64,,,,,,,
0.47,0.00038,44.05,,,,,,,
0.49,0.00041,47.54,,,,,,,
0.51,0.00043,50.93,,,,,,,
0.53,0.00046,54.36,,,,,,,
0.55,0.00048,57.69,,,,,,,
0.58,0.00051,60.9,,,,,,,
0.61,0.00054,64.42,,,,,,,
0.65,0.00056,67.85,,,,,,,
0.68,0.00059,71.04,,,,,,,
0.72,0.00061,74.58,,,,,,,
0.76,0.00064,78.15,,,,,,,
0.79,0.00066,81.81,,,,,,,
0.82,0.00069,85.1,,,,,,,
0.85,0.00071,88.78,,,,,,,
0.87,0.00074,92.57,,,,,,,
0.89,0.00076,96.16,,,,,,,
0.91,0.00079,99.7,,,,,,,
0.93,0.00082,103.33,,,,,,,
0.95,0.00084,106.85,,,,,,,
0.97,0.00087,110.41,,,,,,,
0.98,0.00089,113.86,,,,,,,
1.0,0.00092,117.22,,,,,,,
1.02,0.00094,120.58,,,,,,,
1.04,0.00097,123.89,,,,,,,
1.06,0.001,127.13,,,,,,,
1.08,0.00102,130.59,,,,,,,
1.1,0.00105,134.05,,,,,,,
1.12,0.00107,137.18,,,,,,,
1.14,0.0011,140.44,,,,,,,
1.16,0.00112,143.62,,,,,,,
1.19,0.00115,146.82,,,,,,,
1.21,0.00118,149.76,,,,,,,
1.24,0.0012,152.38,,,,,,,
1.39,0.00118,145.09,,,,,,,
1.42,0.00115,141.1,,,,,,,
1.44,0.00112,137.37,,,,,,,
1.46,0.0011,133.68,,,,,,,
1.49,0.00107,129.95,,,,,,,
1.51,0.00105,126.48,,,,,,,
1.53,0.00102,122.92,,,,,,,
1.56,0.00099,119.33,,,,,,,
1.58,0.00097,115.9,,,,,,,
1.61,0.00094,112.43,,,,,,,
1.63,0.00092,108.98,,,,,,,
1.66,0.00089,105.53,,,,,,,
1.69,0.00087,102.08,,,,,,,
1.72,0.00084,98.64,,,,,,,
1.75,0.00082,95.11,,,,,,,
1.77,0.00079,91.74,,,,,,,
1.8,0.00077,88.25,,,,,,,
1.83,0.00074,84.79,,,,,,,
1.86,0.00071,81.26,,,,,,,
1.89,0.00069,77.82,,,,,,,
1.92,0.00066,74.29,,,,,,,
1.94,0.00064,70.98,,,,,,,
1.97,0.00061,67.53,,,,,,,
2.0,0.00059,63.93,,,,,,,
2.03,0.00056,60.52,,,,,,,
2.06,0.00054,57.04,,,,,,,
2.09,0.00051,53.53,,,,,,,
2.11,0.00049,50.15,,,,,,,
2.14,0.00046,46.75,,,,,,,
2.17,0.00044,43.28,,,,,,,
2.2,0.00041,39.98,,,,,,,
2.22,0.00039,36.51,,,,,,,
2.25,0.00036,33.17,,,,,,,
2.28,0.00033,29.75,,,,,,,
2.31,0.00031,26.39,,,,,,,
2.33,0.00028,23.0,,,,,,,
2.36,0.00026,19.53,,,,,,,
2.39,0.00023,16.27,,,,,,,
2.42,0.00021,12.86,,,,,,,
2.44,0.00018,9.58,,,,,,,
2.47,0.00016,6.13,,,,,,,
2.5,0.00013,2.89,,,,,,,
2.53,0.00011,-0.58,,,,,,,
2.56,8e-05,-3.91,,,,,,,
2.58,5e-05,-7.12,,,,,,,
2.61,3e-05,-10.46,,,,,,,
2.64,0.0,-13.77,,,,,,,
2.67,-2e-05,-16.79,,,,,,,
