time,strain,stress,temperature,type,strain_rate,max_strain,title,youngs,poissons
0.0,3e-05,2.54,950,fatigue,0.001,0.00179,B-3,144000,0.3
0.04,6e-05,7.94,,,,,,,
0.07,8e-05,11.27,,,,,,,
0.11,0.00011,15.56,,,,,,,
0.14,0.00013,19.51,,,,,,,
0.17,0.00016,23.43,,,,,,,
0.18,0.00018,26.26,,,,,,,
0.22,0.00021,29.89,,,,,,,
0.25,0.00023,32.79,,,,,,,
0.28,0.00026,36.12,,,,,,,
0.32,0.00028,40.54,,,,,,,
0.37,0.00031,44.46,,,,,,,
0.39,0.00034,46.74,,,,,,,
0.43,0.00036,50.62,,,,,,,
0.48,0.00039,54.0,,,,,,,
0.51,0.00041,58.05,,,,,,,
0.54,0.00044,62.19,,,,,,,
0.57,0.00046,66.07,,,,,,,
0.59,0.00049,69.21,,,,,,,
0.62,0.00051,73.0,,,,,,,
0.64,0.00054,76.47,,,,,,,
0.67,0.00056,80.22,,,,,,,
0.7,0.00059,83.53,,,,,,,
0.72,0.00062,86.92,,,,,,,
0.75,0.00064,90.22,,,,,,,
0.76,0.00067,93.5,,,,,,,
0.78,0.00067,93.98,,,,,,,
0.79,0.00069,96.55,,,,,,,
0.82,0.00072,100.01,,,,,,,
0.86,0.00074,102.81,,,,,,,
0.89,0.00077,105.45,,,,,,,
0.93,0.00079,106.3,,,,,,,
1.06,0.00077,99.48,,,,,,,
1.11,0.00074,94.2,,,,,,,
1.14,0.00072,90.43,,,,,,,
1.17,0.00069,86.19,,,,,,,
1.2,0.00067,82.58,,,,,,,
1.23,0.00064,78.65,,,,,,,
1.26,0.00062,75.08,,,,,,,
1.28,0.00059,71.76,,,,,,,
1.32,0.00057,67.97,,,,,,,
1.34,0.00054,65.06,,,,,,,
1.39,0.00051,61.54,,,,,,,
1.42,0.00049,58.2,,,,,,,
1.45,0.00046,54.29,,,,,,,
1.48,0.00044,51.04,,,,,,,
1.51,0.00041,47.46,,,,,,,
1.56,0.00039,44.05,,,,,,,
1.59,0.00036,40.59,,,,,,,
1.62,0.00034,36.87,,,,,,,
1.67,0.00031,32.74,,,,,,,
1.7,0.00029,29.58,,,,,,,
1.72,0.00026,26.15,,,,,,,
1.75,0.00024,22.4,,,,,,,
1.78,0.00022,20.12,,,,,,,
1.78,0.00021,18.22,,,,,,,
1.81,0.00018,15.18,,,,,,,
1.84,0.00016,11.2,,,,,,,
1.87,0.00013,7.99,,,,,,,
1.9,0.00011,3.77,,,,,,,
1.93,8e-05,0.44,,,,,,,
1.97,6e-05,-3.13,,,,,,,
1.98,3e-05,-6.33,,,,,,,
2.01,1e-05,-9.34,,,,,,,
2.06,-2e-05,-13.39,,,,,,,
2.09,-5e-05,-15.72,,,,,,,
2.14,-7e-05,-18.38,,,,,,,
2.23,-0.0001,-24.43,,,,,,,
2.26,-0.00012,-28.53,,,,,,,
2.29,-0.00015,-30.82,,,,,,,
2.32,-0.00017,-36.38,,,,,,,
2.36,-0.0002,-41.2,,,,,,,
2.37,-0.00022,-43.87,,,,,,,
2.4,-0.00025,-48.09,,,,,,,
2.4,-0.00028,-50.76,,,,,,,
2.43,-0.0003,-54.69,,,,,,,
2.45,-0.00033,-57.46,,,,,,,
2.48,-0.00035,-61.33,,,,,,,
2.51,-0.00038,-64.97,,,,,,,
2.54,-0.0004,-68.33,,,,,,,
2.56,-0.00043,-70.63,,,,,,,
2.61,-0.00045,-75.19,,,,,,,
2.62,-0.00048,-77.5,,,,,,,
2.67,-0.00051,-82.16,,,,,,,
2.7,-0.00053,-85.5,,,,,,,
2.73,-0.00056,-88.26,,,,,,,
2.76,-0.00058,-91.76,,,,,,,
2.78,-0.00059,-92.78,,,,,,,
2.78,-0.00061,-94.54,,,,,,,
2.84,-0.00063,-100.1,,,,,,,
2.86,-0.00066,-102.3,,,,,,,
2.9,-0.00068,-105.9,,,,,,,
2.93,-0.00071,-109.2,,,,,,,
2.98,-0.00073,-111.4,,,,,,,
3.2,-0.00071,-102.1,,,,,,,
3.23,-0.00068,-97.95,,,,,,,
3.26,-0.00066,-93.68,,,,,,,
3.29,-0.00063,-89.45,,,,,,,
3.32,-0.00061,-85.56,,,,,,,
3.36,-0.00058,-81.5,,,,,,,
3.39,-0.00056,-77.45,,,,,,,
3.4,-0.00053,-74.11,,,,,,,
3.43,-0.00051,-70.17,,,,,,,
3.47,-0.00048,-66.61,,,,,,,
3.48,-0.00046,-62.72,,,,,,,
3.51,-0.00043,-58.63,,,,,,,
3.54,-0.0004,-55.3,,,,,,,
3.57,-0.00038,-51.53,,,,,,,
3.59,-0.00035,-47.63,,,,,,,
3.62,-0.00033,-44.19,,,,,,,
3.65,-0.0003,-40.49,,,,,,,
3.68,-0.00028,-36.89,,,,,,,
3.7,-0.00025,-33.32,,,,,,,
3.73,-0.00023,-29.91,,,,,,,
3.76,-0.0002,-26.44,,,,,,,
3.78,-0.00019,-24.97,,,,,,,
3.79,-0.00018,-22.85,,,,,,,
3.82,-0.00015,-19.47,,,,,,,
3.86,-0.00012,-15.89,,,,,,,
3.87,-0.0001,-12.17,,,,,,,
3.9,-7e-05,-8.64,,,,,,,
3.93,-5e-05,-4.99,,,,,,,
3.98,-2e-05,-0.31,,,,,,,
4.0,0.0,2.72,,,,,,,
4.03,3e-05,6.28,,,,,,,
4.06,5e-05,9.23,,,,,,,
4.09,8e-05,12.88,,,,,,,
4.12,0.0001,16.15,,,,,,,
4.14,0.00013,19.4,,,,,,,
4.17,0.00016,22.92,,,,,,,
4.2,0.00018,26.51,,,,,,,
4.23,0.00021,30.29,,,,,,,
4.26,0.00023,33.11,,,,,,,
4.29,0.00026,36.56,,,,,,,
4.32,0.00028,39.59,,,,,,,
4.36,0.00031,42.6,,,,,,,
4.4,0.00033,45.57,,,,,,,
4.45,0.00036,48.83,,,,,,,
4.48,0.00038,51.07,,,,,,,
4.53,0.00041,56.72,,,,,,,
4.57,0.00044,61.47,,,,,,,
4.59,0.00046,64.62,,,,,,,
4.61,0.00049,67.33,,,,,,,
4.65,0.00051,73.03,,,,,,,
4.67,0.00054,74.96,,,,,,,
4.7,0.00056,79.61,,,,,,,
4.72,0.00059,82.27,,,,,,,
4.75,0.00062,86.55,,,,,,,
4.78,0.00064,90.01,,,,,,,
4.78,0.00064,90.24,,,,,,,
4.79,0.00067,92.96,,,,,,,
4.82,0.00069,96.62,,,,,,,
4.86,0.00072,100.22,,,,,,,
4.87,0.00074,103.18,,,,,,,
4.9,0.00077,106.57,,,,,,,
4.93,0.00079,109.23,,,,,,,
4.97,0.00082,112.85,,,,,,,
5.0,0.00084,115.12,,,,,,,
5.07,0.00087,115.33,,,,,,,
5.17,0.00084,109.59,,,,,,,
5.2,0.00082,105.42,,,,,,,
5.23,0.00079,101.45,,,,,,,
5.26,0.00077,97.98,,,,,,,
5.29,0.00074,94.09,,,,,,,
5.32,0.00072,90.66,,,,,,,
5.37,0.00069,87.35,,,,,,,
5.42,0.00067,83.38,,,,,,,
5.47,0.00064,79.31,,,,,,,
5.51,0.00062,75.69,,,,,,,
5.54,0.00059,71.43,,,,,,,
5.59,0.00057,67.68,,,,,,,
5.62,0.00054,63.24,,,,,,,
5.67,0.00052,59.38,,,,,,,
5.7,0.00049,55.52,,,,,,,
5.73,0.00047,51.44,,,,,,,
5.75,0.00044,48.26,,,,,,,
5.78,0.00042,45.43,,,,,,,
5.78,0.00042,44.39,,,,,,,
5.81,0.00039,39.84,,,,,,,
5.84,0.00036,36.46,,,,,,,
5.86,0.00034,32.81,,,,,,,
5.89,0.00031,28.44,,,,,,,
5.92,0.00029,25.52,,,,,,,
5.95,0.00026,21.58,,,,,,,
5.97,0.00024,18.35,,,,,,,
6.0,0.00021,15.33,,,,,,,
6.03,0.00019,11.85,,,,,,,
6.06,0.00016,6.96,,,,,,,
6.09,0.00014,3.62,,,,,,,
6.11,0.00011,0.83,,,,,,,
6.14,9e-05,-1.91,,,,,,,
6.15,6e-05,-4.38,,,,,,,
6.18,3e-05,-8.99,,,,,,,
6.23,1e-05,-12.59,,,,,,,
6.26,-2e-05,-15.15,,,,,,,
6.31,-4e-05,-18.56,,,,,,,
6.36,-7e-05,-21.47,,,,,,,
6.42,-9e-05,-24.74,,,,,,,
6.45,-0.00012,-28.3,,,,,,,
6.5,-0.00014,-32.8,,,,,,,
6.53,-0.00017,-37.25,,,,,,,
6.54,-0.00019,-41.16,,,,,,,
6.56,-0.00022,-44.08,,,,,,,
6.59,-0.00025,-48.04,,,,,,,
6.61,-0.00027,-51.84,,,,,,,
6.64,-0.0003,-55.13,,,,,,,
6.65,-0.00032,-58.3,,,,,,,
6.68,-0.00035,-61.82,,,,,,,
6.7,-0.00037,-65.19,,,,,,,
6.73,-0.0004,-68.35,,,,,,,
6.76,-0.00042,-71.59,,,,,,,
6.78,-0.00043,-72.06,,,,,,,
6.79,-0.00045,-74.73,,,,,,,
6.84,-0.00047,-78.36,,,,,,,
6.87,-0.0005,-81.77,,,,,,,
6.9,-0.00052,-85.14,,,,,,,
6.93,-0.00055,-88.84,,,,,,,
6.97,-0.00058,-92.05,,,,,,,
7.0,-0.0006,-95.92,,,,,,,
7.03,-0.00063,-99.33,,,,,,,
7.06,-0.00065,-102.7,,,,,,,
7.09,-0.00068,-106.2,,,,,,,
7.11,-0.0007,-110.1,,,,,,,
7.14,-0.00073,-113.8,,,,,,,
7.15,-0.00075,-117.5,,,,,,,
7.18,-0.00078,-121.0,,,,,,,
7.2,-0.0008,-123.9,,,,,,,
7.22,-0.00083,-126.8,,,,,,,
7.25,-0.00085,-129.9,,,,,,,
7.28,-0.00088,-131.8,,,,,,,
7.48,-0.00086,-121.9,,,,,,,
7.5,-0.00083,-117.7,,,,,,,
7.53,-0.0008,-113.7,,,,,,,
7.56,-0.00078,-110.1,,,,,,,
7.59,-0.00075,-106.1,,,,,,,
7.61,-0.00073,-102.2,,,,,,,
7.64,-0.0007,-98.46,,,,,,,
7.67,-0.00068,-95.7,,,,,,,
7.68,-0.00065,-91.83,,,,,,,
7.72,-0.00062,-87.93,,,,,,,
7.75,-0.0006,-83.63,,,,,,,
7.78,-0.00057,-80.23,,,,,,,
7.79,-0.00055,-77.12,,,,,,,
7.82,-0.00052,-73.43,,,,,,,
7.86,-0.0005,-69.3,,,,,,,
7.89,-0.00047,-66.17,,,,,,,
7.9,-0.00045,-62.61,,,,,,,
7.93,-0.00042,-59.18,,,,,,,
7.97,-0.00039,-55.39,,,,,,,
8.0,-0.00037,-51.22,,,,,,,
8.03,-0.00034,-47.67,,,,,,,
8.06,-0.00032,-44.23,,,,,,,
8.07,-0.00029,-40.97,,,,,,,
8.11,-0.00027,-36.77,,,,,,,
8.14,-0.00024,-33.33,,,,,,,
8.17,-0.00022,-29.82,,,,,,,
8.2,-0.00019,-26.37,,,,,,,
18.26,-0.0002,40.48,,,,,,,
18.29,-0.00018,42.91,,,,,,,
18.34,-0.00015,45.41,,,,,,,
18.39,-0.00013,48.76,,,,,,,
18.43,-0.0001,51.62,,,,,,,
18.48,-8e-05,55.68,,,,,,,
18.51,-5e-05,59.52,,,,,,,
18.54,-3e-05,62.92,,,,,,,
18.57,-0.0,66.72,,,,,,,
18.59,2e-05,70.13,,,,,,,
18.62,5e-05,72.97,,,,,,,
18.65,7e-05,77.52,,,,,,,
18.68,0.0001,80.43,,,,,,,
18.7,0.00013,83.78,,,,,,,
18.73,0.00015,86.71,,,,,,,
18.75,0.00018,89.93,,,,,,,
18.78,0.0002,92.86,,,,,,,
18.78,0.0002,93.53,,,,,,,
18.81,0.00023,96.7,,,,,,,
18.82,0.00025,99.86,,,,,,,
18.86,0.00028,102.7,,,,,,,
18.89,0.00031,105.79,,,,,,,
18.92,0.00033,108.69,,,,,,,
18.95,0.00036,112.17,,,,,,,
18.98,0.00038,114.44,,,,,,,
19.01,0.00041,117.63,,,,,,,
19.04,0.00043,120.77,,,,,,,
19.07,0.00046,123.85,,,,,,,
19.09,0.00048,126.77,,,,,,,
19.12,0.00051,129.88,,,,,,,
19.15,0.00054,132.89,,,,,,,
19.18,0.00056,135.82,,,,,,,
19.2,0.00059,137.9,,,,,,,
19.23,0.00061,140.41,,,,,,,
19.25,0.00064,142.53,,,,,,,
19.26,0.00066,143.06,,,,,,,
19.28,0.00069,143.95,,,,,,,
19.28,0.00072,144.43,,,,,,,
19.28,0.00074,145.06,,,,,,,
19.29,0.00077,145.81,,,,,,,
19.29,0.0008,146.03,,,,,,,
19.29,0.00082,147.09,,,,,,,
19.31,0.00085,147.77,,,,,,,
19.31,0.00088,148.86,,,,,,,
19.32,0.0009,149.25,,,,,,,
19.34,0.00093,150.41,,,,,,,
19.36,0.00096,151.47,,,,,,,
19.37,0.00098,152.34,,,,,,,
19.4,0.00101,153.26,,,,,,,
19.43,0.00103,154.19,,,,,,,
19.47,0.00106,154.92,,,,,,,
19.51,0.00108,156.4,,,,,,,
19.56,0.00111,158.6,,,,,,,
19.59,0.00113,160.69,,,,,,,
19.62,0.00116,162.86,,,,,,,
19.64,0.00118,161.54,,,,,,,
19.65,0.00121,162.0,,,,,,,
19.65,0.00124,162.28,,,,,,,
19.65,0.00127,162.51,,,,,,,
19.67,0.0013,163.08,,,,,,,
19.67,0.00133,163.21,,,,,,,
19.67,0.00136,163.36,,,,,,,
