time,strain,stress,temperature,type,strain_rate,max_strain,title,youngs,poissons
0.0,5e-05,8.63,950,fatigue,0.001,0.00503,E-13,144000,0.3
0.05,0.0001,15.57,,,,,,,
0.1,0.00015,22.51,,,,,,,
0.16,0.0002,29.72,,,,,,,
0.25,0.00025,35.91,,,,,,,
0.3,0.00028,39.11,,,,,,,
0.36,0.0003,42.99,,,,,,,
0.41,0.00036,51.48,,,,,,,
0.44,0.00041,57.03,,,,,,,
0.47,0.00046,63.75,,,,,,,
0.51,0.00051,70.24,,,,,,,
0.58,0.00056,77.01,,,,,,,
0.65,0.00061,84.0,,,,,,,
0.72,0.00066,90.28,,,,,,,
0.8,0.00071,98.48,,,,,,,
0.85,0.00076,105.12,,,,,,,
0.89,0.00081,112.09,,,,,,,
0.93,0.00086,119.37,,,,,,,
0.96,0.00091,125.87,,,,,,,
1.0,0.00096,131.84,,,,,,,
1.03,0.00102,138.32,,,,,,,
1.07,0.00107,144.58,,,,,,,
1.11,0.00112,150.34,,,,,,,
1.15,0.00117,155.78,,,,,,,
1.19,0.00122,159.82,,,,,,,
1.22,0.00127,163.28,,,,,,,
1.25,0.00132,165.38,,,,,,,
1.27,0.00137,165.89,,,,,,,
1.29,0.00142,166.31,,,,,,,
1.3,0.00146,166.29,,,,,,,
1.31,0.00147,166.38,,,,,,,
1.35,0.00153,165.56,,,,,,,
1.52,0.00158,160.15,,,,,,,
1.58,0.00163,162.96,,,,,,,
1.63,0.00168,166.93,,,,,,,
1.67,0.00173,169.39,,,,,,,
1.71,0.00178,172.42,,,,,,,
1.74,0.00183,173.91,,,,,,,
1.77,0.00188,174.94,,,,,,,
1.79,0.00193,169.1,,,,,,,
1.8,0.00199,169.24,,,,,,,
1.8,0.00201,169.34,,,,,,,
1.81,0.00204,169.27,,,,,,,
1.97,0.00209,156.09,,,,,,,
2.07,0.00214,154.55,,,,,,,
2.13,0.00219,156.07,,,,,,,
2.17,0.00224,158.8,,,,,,,
2.22,0.00229,161.02,,,,,,,
2.26,0.00235,162.67,,,,,,,
2.3,0.0024,163.93,,,,,,,
2.3,0.0024,164.64,,,,,,,
2.34,0.00245,165.05,,,,,,,
2.38,0.0025,165.57,,,,,,,
2.43,0.00255,165.94,,,,,,,
2.48,0.0026,165.5,,,,,,,
2.53,0.00265,164.59,,,,,,,
2.57,0.0027,163.8,,,,,,,
2.62,0.00275,163.24,,,,,,,
2.67,0.0028,162.22,,,,,,,
2.73,0.00285,161.32,,,,,,,
2.77,0.0029,160.8,,,,,,,
2.8,0.00292,160.51,,,,,,,
2.83,0.00295,159.95,,,,,,,
2.87,0.003,158.83,,,,,,,
2.92,0.00305,158.34,,,,,,,
2.98,0.0031,157.04,,,,,,,
3.02,0.00315,156.55,,,,,,,
3.07,0.0032,156.24,,,,,,,
3.12,0.00325,155.46,,,,,,,
3.17,0.0033,154.59,,,,,,,
3.23,0.00335,153.63,,,,,,,
3.28,0.0034,152.93,,,,,,,
3.3,0.00343,153.19,,,,,,,
3.33,0.00345,152.32,,,,,,,
3.38,0.00351,152.36,,,,,,,
3.43,0.00356,152.25,,,,,,,
3.48,0.00361,151.68,,,,,,,
3.53,0.00366,151.25,,,,,,,
3.58,0.00371,150.68,,,,,,,
3.63,0.00376,150.13,,,,,,,
3.68,0.00381,149.43,,,,,,,
3.73,0.00386,148.89,,,,,,,
3.78,0.00391,148.23,,,,,,,
3.8,0.00393,148.3,,,,,,,
3.83,0.00396,148.03,,,,,,,
3.88,0.00401,147.29,,,,,,,
3.94,0.00406,147.53,,,,,,,
3.99,0.00411,147.23,,,,,,,
4.03,0.00416,146.95,,,,,,,
4.09,0.00421,146.81,,,,,,,
4.14,0.00426,146.59,,,,,,,
4.19,0.00432,146.61,,,,,,,
4.24,0.00437,146.31,,,,,,,
4.28,0.00442,145.99,,,,,,,
4.3,0.00443,145.27,,,,,,,
4.45,0.00437,118.3,,,,,,,
4.48,0.00431,109.25,,,,,,,
4.52,0.00426,101.12,,,,,,,
4.55,0.00421,93.73,,,,,,,
4.59,0.00416,85.96,,,,,,,
4.63,0.00411,78.48,,,,,,,
4.68,0.00406,71.74,,,,,,,
4.73,0.00401,64.74,,,,,,,
4.79,0.00396,58.13,,,,,,,
4.8,0.00395,56.42,,,,,,,
4.84,0.00391,50.95,,,,,,,
4.9,0.00386,44.56,,,,,,,
4.95,0.00381,37.66,,,,,,,
5.01,0.00376,31.45,,,,,,,
5.06,0.00371,25.13,,,,,,,
5.11,0.00366,18.9,,,,,,,
5.17,0.00361,13.14,,,,,,,
5.22,0.00356,6.88,,,,,,,
5.28,0.00351,1.65,,,,,,,
5.3,0.00348,-1.28,,,,,,,
5.34,0.00346,-4.73,,,,,,,
5.45,0.00341,-7.94,,,,,,,
5.55,0.00335,-13.65,,,,,,,
5.61,0.0033,-18.93,,,,,,,
5.66,0.00325,-25.68,,,,,,,
5.71,0.0032,-30.84,,,,,,,
5.75,0.00315,-37.58,,,,,,,
5.79,0.0031,-42.91,,,,,,,
5.8,0.00308,-44.79,,,,,,,
5.83,0.00304,-47.59,,,,,,,
5.88,0.00299,-51.73,,,,,,,
5.92,0.00294,-55.65,,,,,,,
5.96,0.00289,-61.1,,,,,,,
6.01,0.00284,-67.8,,,,,,,
6.03,0.00279,-70.88,,,,,,,
6.07,0.00274,-76.91,,,,,,,
6.09,0.00269,-80.12,,,,,,,
6.14,0.00264,-85.08,,,,,,,
6.16,0.00258,-87.9,,,,,,,
6.21,0.00253,-91.79,,,,,,,
6.25,0.00248,-93.58,,,,,,,
6.3,0.00244,-96.32,,,,,,,
6.31,0.00243,-96.15,,,,,,,
6.34,0.00238,-97.66,,,,,,,
6.4,0.00233,-99.92,,,,,,,
6.45,0.00228,-101.6,,,,,,,
6.52,0.00223,-104.1,,,,,,,
6.55,0.00218,-106.1,,,,,,,
6.61,0.00213,-107.9,,,,,,,
6.66,0.00208,-110.0,,,,,,,
6.71,0.00203,-111.6,,,,,,,
6.76,0.00198,-113.4,,,,,,,
6.8,0.00193,-114.7,,,,,,,
6.8,0.00193,-114.5,,,,,,,
6.85,0.00188,-116.1,,,,,,,
6.9,0.00182,-116.8,,,,,,,
6.95,0.00177,-118.2,,,,,,,
7.01,0.00172,-119.4,,,,,,,
7.04,0.00167,-120.1,,,,,,,
7.09,0.00162,-120.5,,,,,,,
7.16,0.00157,-121.2,,,,,,,
7.19,0.00152,-121.6,,,,,,,
7.26,0.00147,-123.2,,,,,,,
7.3,0.00143,-124.2,,,,,,,
7.31,0.00142,-124.2,,,,,,,
7.35,0.00137,-124.6,,,,,,,
7.4,0.00132,-125.6,,,,,,,
7.45,0.00127,-126.3,,,,,,,
7.5,0.00122,-127.0,,,,,,,
7.55,0.00117,-127.7,,,,,,,
7.6,0.00112,-128.6,,,,,,,
7.65,0.00106,-128.8,,,,,,,
7.7,0.00101,-129.1,,,,,,,
7.75,0.00096,-129.3,,,,,,,
7.8,0.00091,-129.2,,,,,,,
7.85,0.00086,-129.1,,,,,,,
7.91,0.00081,-129.2,,,,,,,
7.95,0.00076,-129.2,,,,,,,
8.0,0.00071,-129.4,,,,,,,
8.06,0.00066,-129.1,,,,,,,
8.1,0.0006,-128.9,,,,,,,
8.15,0.00055,-129.1,,,,,,,
8.21,0.0005,-129.0,,,,,,,
8.26,0.00045,-129.3,,,,,,,
8.3,0.00041,-129.3,,,,,,,
8.31,0.0004,-129.1,,,,,,,
8.36,0.00035,-129.6,,,,,,,
8.41,0.0003,-129.1,,,,,,,
8.46,0.00025,-129.3,,,,,,,
8.51,0.0002,-129.6,,,,,,,
8.56,0.00015,-129.9,,,,,,,
8.61,0.0001,-130.4,,,,,,,
8.66,5e-05,-130.2,,,,,,,
8.71,-0.0,-130.4,,,,,,,
8.76,-5e-05,-130.4,,,,,,,
8.8,-9e-05,-130.6,,,,,,,
8.81,-0.0001,-130.2,,,,,,,
8.86,-0.00015,-130.6,,,,,,,
8.91,-0.0002,-130.5,,,,,,,
8.97,-0.00025,-130.7,,,,,,,
9.02,-0.00031,-130.6,,,,,,,
9.07,-0.00036,-131.0,,,,,,,
9.11,-0.00041,-130.9,,,,,,,
9.16,-0.00046,-131.2,,,,,,,
9.22,-0.00051,-131.1,,,,,,,
9.27,-0.00056,-131.2,,,,,,,
9.3,-0.00059,-131.4,,,,,,,
9.31,-0.00061,-131.5,,,,,,,
9.36,-0.00066,-131.6,,,,,,,
9.42,-0.00071,-131.8,,,,,,,
9.47,-0.00076,-131.9,,,,,,,
9.52,-0.00081,-131.6,,,,,,,
9.57,-0.00086,-131.8,,,,,,,
9.62,-0.00091,-132.4,,,,,,,
9.67,-0.00096,-132.1,,,,,,,
9.72,-0.00101,-132.2,,,,,,,
9.77,-0.00106,-132.2,,,,,,,
9.8,-0.0011,-132.3,,,,,,,
9.81,-0.00111,-132.2,,,,,,,
9.87,-0.00116,-132.3,,,,,,,
9.92,-0.00122,-132.3,,,,,,,
9.97,-0.00127,-131.6,,,,,,,
10.02,-0.00132,-131.9,,,,,,,
10.07,-0.00137,-131.8,,,,,,,
10.12,-0.00142,-132.0,,,,,,,
10.18,-0.00147,-132.4,,,,,,,
10.22,-0.00152,-132.1,,,,,,,
10.27,-0.00157,-132.0,,,,,,,
10.3,-0.0016,-131.9,,,,,,,
10.31,-0.00162,-132.2,,,,,,,
10.37,-0.00167,-132.0,,,,,,,
10.43,-0.00172,-131.7,,,,,,,
10.48,-0.00177,-131.5,,,,,,,
10.52,-0.00182,-131.8,,,,,,,
10.58,-0.00188,-131.6,,,,,,,
10.62,-0.00193,-131.8,,,,,,,
10.68,-0.00198,-131.8,,,,,,,
10.73,-0.00203,-132.3,,,,,,,
10.78,-0.00208,-131.8,,,,,,,
10.8,-0.0021,-131.8,,,,,,,
10.83,-0.00213,-132.0,,,,,,,
10.89,-0.00218,-132.2,,,,,,,
10.94,-0.00224,-131.7,,,,,,,
10.99,-0.00229,-132.4,,,,,,,
11.04,-0.00234,-132.1,,,,,,,
11.09,-0.00239,-132.6,,,,,,,
11.14,-0.00244,-132.9,,,,,,,
11.18,-0.00249,-132.9,,,,,,,
11.24,-0.00254,-133.2,,,,,,,
11.3,-0.00259,-133.9,,,,,,,
11.3,-0.0026,-133.5,,,,,,,
11.33,-0.00264,-133.6,,,,,,,
11.39,-0.00269,-134.0,,,,,,,
11.44,-0.00274,-134.0,,,,,,,
11.49,-0.00279,-133.7,,,,,,,
11.54,-0.00284,-133.7,,,,,,,
11.6,-0.0029,-133.4,,,,,,,
11.64,-0.00295,-133.7,,,,,,,
11.7,-0.003,-133.6,,,,,,,
11.75,-0.00305,-133.8,,,,,,,
11.79,-0.0031,-134.6,,,,,,,
11.8,-0.00311,-134.0,,,,,,,
11.84,-0.00315,-134.0,,,,,,,
11.89,-0.0032,-134.3,,,,,,,
11.95,-0.00325,-134.0,,,,,,,
12.0,-0.0033,-134.1,,,,,,,
12.05,-0.00335,-133.9,,,,,,,
12.1,-0.0034,-134.0,,,,,,,
12.14,-0.00345,-134.5,,,,,,,
12.19,-0.0035,-134.7,,,,,,,
12.24,-0.00355,-134.3,,,,,,,
12.29,-0.0036,-134.3,,,,,,,
12.3,-0.00361,-133.9,,,,,,,
12.35,-0.00365,-133.8,,,,,,,
12.4,-0.0037,-133.9,,,,,,,
12.45,-0.00375,-133.6,,,,,,,
12.5,-0.0038,-133.9,,,,,,,
12.55,-0.00385,-133.7,,,,,,,
12.6,-0.00391,-133.5,,,,,,,
12.65,-0.00396,-133.4,,,,,,,
12.7,-0.00401,-133.8,,,,,,,
12.75,-0.00406,-133.8,,,,,,,
12.8,-0.00411,-133.4,,,,,,,
12.8,-0.00411,-133.6,,,,,,,
12.85,-0.00416,-134.1,,,,,,,
12.9,-0.00421,-134.0,,,,,,,
12.95,-0.00426,-133.6,,,,,,,
