time,strain,stress,temperature,type,strain_rate,max_strain,title,youngs,poissons
0.0,5e-05,8.56,950,fatigue,0.001,0.01006,J-5,144000,0.3
0.07,0.0001,16.33,,,,,,,
0.13,0.00015,23.5,,,,,,,
0.22,0.0002,30.15,,,,,,,
0.31,0.00022,35.57,,,,,,,
0.33,0.00026,37.52,,,,,,,
0.38,0.00031,45.46,,,,,,,
0.42,0.00036,52.45,,,,,,,
0.45,0.00041,58.71,,,,,,,
0.5,0.00047,65.54,,,,,,,
0.56,0.00052,72.01,,,,,,,
0.63,0.00057,77.51,,,,,,,
0.72,0.00062,84.91,,,,,,,
0.78,0.00067,92.17,,,,,,,
0.81,0.00069,95.64,,,,,,,
0.83,0.00072,98.9,,,,,,,
0.87,0.00077,105.4,,,,,,,
0.9,0.00082,111.82,,,,,,,
0.94,0.00088,118.5,,,,,,,
0.97,0.00093,124.5,,,,,,,
1.01,0.00098,132.17,,,,,,,
1.05,0.00103,137.61,,,,,,,
1.1,0.00108,144.18,,,,,,,
1.15,0.00114,150.59,,,,,,,
1.18,0.00119,154.78,,,,,,,
1.23,0.00124,160.16,,,,,,,
1.27,0.00129,162.66,,,,,,,
1.3,0.00135,164.1,,,,,,,
1.31,0.00137,164.61,,,,,,,
1.31,0.0014,164.64,,,,,,,
1.33,0.00145,164.97,,,,,,,
1.35,0.0015,165.24,,,,,,,
1.42,0.00155,163.62,,,,,,,
1.57,0.0016,160.54,,,,,,,
1.62,0.00166,162.57,,,,,,,
1.68,0.00171,166.17,,,,,,,
1.72,0.00176,168.29,,,,,,,
1.76,0.00181,170.98,,,,,,,
1.8,0.00186,172.41,,,,,,,
1.81,0.00187,172.82,,,,,,,
1.84,0.00191,173.4,,,,,,,
1.88,0.00197,173.98,,,,,,,
1.92,0.00202,173.91,,,,,,,
1.95,0.00207,173.44,,,,,,,
2.0,0.00212,172.07,,,,,,,
2.05,0.00217,169.92,,,,,,,
2.1,0.00222,167.47,,,,,,,
2.17,0.00228,164.56,,,,,,,
2.23,0.00233,162.24,,,,,,,
2.28,0.00238,160.92,,,,,,,
2.31,0.00239,160.36,,,,,,,
2.35,0.00244,159.78,,,,,,,
2.4,0.00249,159.39,,,,,,,
2.45,0.00254,159.32,,,,,,,
2.5,0.00259,159.3,,,,,,,
2.55,0.00264,159.17,,,,,,,
2.6,0.0027,159.09,,,,,,,
2.65,0.00275,158.91,,,,,,,
2.7,0.0028,158.58,,,,,,,
2.75,0.00285,158.2,,,,,,,
2.78,0.0029,157.72,,,,,,,
2.81,0.00291,157.26,,,,,,,
2.84,0.00295,156.84,,,,,,,
2.9,0.003,155.58,,,,,,,
2.95,0.00306,154.72,,,,,,,
3.0,0.00311,153.87,,,,,,,
3.05,0.00316,153.01,,,,,,,
3.1,0.00321,152.27,,,,,,,
3.15,0.00326,151.53,,,,,,,
3.21,0.00331,150.82,,,,,,,
3.26,0.00336,150.37,,,,,,,
3.3,0.00342,150.05,,,,,,,
3.31,0.0034,149.89,,,,,,,
3.37,0.00347,149.43,,,,,,,
3.42,0.00352,149.26,,,,,,,
3.47,0.00357,149.14,,,,,,,
3.52,0.00362,149.07,,,,,,,
3.56,0.00367,148.93,,,,,,,
3.62,0.00373,148.64,,,,,,,
3.67,0.00378,148.27,,,,,,,
3.72,0.00383,147.95,,,,,,,
3.77,0.00388,147.49,,,,,,,
3.81,0.00391,146.99,,,,,,,
3.82,0.00393,146.99,,,,,,,
3.87,0.00399,146.42,,,,,,,
3.92,0.00404,145.92,,,,,,,
3.98,0.00409,145.28,,,,,,,
4.02,0.00414,145.01,,,,,,,
4.07,0.00419,144.66,,,,,,,
4.13,0.00424,144.2,,,,,,,
4.18,0.00429,143.83,,,,,,,
4.23,0.00435,143.57,,,,,,,
4.28,0.0044,143.34,,,,,,,
4.31,0.00441,143.25,,,,,,,
4.33,0.00445,143.15,,,,,,,
4.4,0.00451,142.91,,,,,,,
4.45,0.00456,142.77,,,,,,,
4.5,0.00461,142.6,,,,,,,
4.55,0.00466,142.47,,,,,,,
4.6,0.00471,142.5,,,,,,,
4.65,0.00476,142.37,,,,,,,
4.7,0.00481,142.42,,,,,,,
4.75,0.00487,142.38,,,,,,,
4.8,0.00492,142.46,,,,,,,
4.81,0.00491,142.4,,,,,,,
4.85,0.00497,142.41,,,,,,,
4.9,0.00502,142.38,,,,,,,
4.95,0.00507,142.15,,,,,,,
5.0,0.00512,142.0,,,,,,,
5.06,0.00518,141.82,,,,,,,
5.11,0.00523,141.55,,,,,,,
5.16,0.00528,141.24,,,,,,,
5.21,0.00533,141.02,,,,,,,
5.26,0.00539,140.74,,,,,,,
5.31,0.00542,140.5,,,,,,,
5.32,0.00544,140.47,,,,,,,
5.37,0.00549,140.22,,,,,,,
5.43,0.00554,140.1,,,,,,,
5.47,0.00559,140.14,,,,,,,
5.52,0.00564,140.09,,,,,,,
5.58,0.00569,140.16,,,,,,,
5.63,0.00574,140.18,,,,,,,
5.68,0.00579,140.25,,,,,,,
5.73,0.00585,140.31,,,,,,,
5.78,0.0059,140.29,,,,,,,
5.81,0.00592,140.46,,,,,,,
5.83,0.00595,140.36,,,,,,,
5.88,0.00601,140.24,,,,,,,
5.94,0.00606,140.1,,,,,,,
5.98,0.00611,140.05,,,,,,,
6.05,0.00616,139.73,,,,,,,
6.1,0.00622,139.69,,,,,,,
6.15,0.00627,139.73,,,,,,,
6.2,0.00632,139.74,,,,,,,
6.25,0.00637,139.67,,,,,,,
6.3,0.00642,139.63,,,,,,,
6.31,0.00642,139.64,,,,,,,
6.35,0.00647,139.59,,,,,,,
6.4,0.00652,139.44,,,,,,,
6.45,0.00658,139.34,,,,,,,
6.51,0.00663,139.25,,,,,,,
6.56,0.00668,139.32,,,,,,,
6.6,0.00673,139.41,,,,,,,
6.66,0.00678,139.34,,,,,,,
6.71,0.00683,139.38,,,,,,,
6.76,0.00688,139.55,,,,,,,
6.81,0.00692,139.86,,,,,,,
6.81,0.00694,139.85,,,,,,,
6.86,0.00699,139.9,,,,,,,
6.91,0.00704,140.04,,,,,,,
6.96,0.00709,139.94,,,,,,,
7.01,0.00714,139.71,,,,,,,
7.06,0.00719,139.53,,,,,,,
7.11,0.00724,139.4,,,,,,,
7.18,0.0073,139.05,,,,,,,
7.23,0.00735,139.03,,,,,,,
7.28,0.0074,139.16,,,,,,,
7.31,0.00742,139.34,,,,,,,
7.33,0.00745,139.3,,,,,,,
7.38,0.0075,139.5,,,,,,,
7.43,0.00755,139.44,,,,,,,
7.48,0.0076,139.39,,,,,,,
7.52,0.00766,139.34,,,,,,,
7.58,0.00771,138.89,,,,,,,
7.63,0.00776,138.76,,,,,,,
7.68,0.00781,138.63,,,,,,,
7.73,0.00786,138.54,,,,,,,
7.78,0.00791,138.5,,,,,,,
7.81,0.00792,138.56,,,,,,,
7.84,0.00797,138.47,,,,,,,
7.9,0.00802,138.44,,,,,,,
7.95,0.00807,138.58,,,,,,,
8.0,0.00812,138.86,,,,,,,
8.05,0.00817,139.08,,,,,,,
8.1,0.00823,139.32,,,,,,,
8.15,0.00828,139.21,,,,,,,
8.2,0.00833,139.23,,,,,,,
8.25,0.00838,139.08,,,,,,,
8.31,0.00843,139.02,,,,,,,
8.31,0.00843,138.95,,,,,,,
8.36,0.00849,138.83,,,,,,,
8.41,0.00854,138.8,,,,,,,
8.46,0.00859,138.81,,,,,,,
8.51,0.00864,138.84,,,,,,,
8.56,0.00869,138.76,,,,,,,
8.61,0.00874,138.65,,,,,,,
8.66,0.00879,138.65,,,,,,,
8.71,0.00885,138.78,,,,,,,
8.78,0.0089,138.92,,,,,,,
8.81,0.00893,138.96,,,,,,,
8.83,0.00895,139.01,,,,,,,
8.88,0.009,139.0,,,,,,,
8.93,0.00906,139.16,,,,,,,
8.98,0.00911,139.16,,,,,,,
9.03,0.00916,139.07,,,,,,,
9.08,0.00921,139.0,,,,,,,
9.13,0.00926,138.92,,,,,,,
9.18,0.00931,138.88,,,,,,,
9.23,0.00936,138.85,,,,,,,
9.28,0.00941,138.49,,,,,,,
9.31,0.00943,137.48,,,,,,,
9.45,0.00936,111.71,,,,,,,
9.49,0.00931,103.41,,,,,,,
9.52,0.00926,95.38,,,,,,,
9.56,0.00921,88.14,,,,,,,
9.59,0.00916,81.53,,,,,,,
9.64,0.0091,73.93,,,,,,,
9.69,0.00905,67.05,,,,,,,
9.74,0.009,60.65,,,,,,,
9.8,0.00895,53.21,,,,,,,
9.81,0.00895,52.4,,,,,,,
9.85,0.0089,47.36,,,,,,,
9.91,0.00885,41.3,,,,,,,
9.97,0.0088,33.98,,,,,,,
10.02,0.00875,28.35,,,,,,,
10.08,0.0087,21.3,,,,,,,
10.14,0.00864,15.56,,,,,,,
10.19,0.00859,10.24,,,,,,,
10.24,0.00854,5.06,,,,,,,
10.29,0.00849,-0.05,,,,,,,
10.31,0.00847,-2.11,,,,,,,
10.34,0.00844,-4.74,,,,,,,
10.42,0.00839,-9.15,,,,,,,
10.55,0.00833,-13.56,,,,,,,
10.62,0.00828,-18.36,,,,,,,
10.69,0.00823,-24.51,,,,,,,
10.74,0.00818,-29.37,,,,,,,
10.79,0.00813,-34.63,,,,,,,
10.81,0.00811,-37.78,,,,,,,
10.83,0.00807,-41.69,,,,,,,
10.87,0.00802,-46.78,,,,,,,
10.9,0.00797,-51.02,,,,,,,
10.95,0.00792,-56.78,,,,,,,
10.99,0.00787,-61.64,,,,,,,
