time,strain,stress,temperature,type,strain_rate,max_strain,title,youngs,poissons
0.0,3e-05,11.64,950,fatigue,0.001,0.00202,43-16,144000,0.3
0.04,5e-05,15.34,,,,,,,
0.07,8e-05,18.74,,,,,,,
0.1,0.00011,22.54,,,,,,,
0.13,0.00013,26.24,,,,,,,
0.16,0.00016,29.38,,,,,,,
0.19,0.00018,32.43,,,,,,,
0.22,0.00021,35.91,,,,,,,
0.25,0.00023,39.25,,,,,,,
0.29,0.00026,42.55,,,,,,,
0.32,0.00028,46.08,,,,,,,
0.35,0.00031,49.4,,,,,,,
0.39,0.00033,53.08,,,,,,,
0.42,0.00036,56.59,,,,,,,
0.46,0.00038,60.48,,,,,,,
0.48,0.00041,63.95,,,,,,,
0.51,0.00044,67.17,,,,,,,
0.54,0.00046,70.5,,,,,,,
0.56,0.00049,74.0,,,,,,,
0.58,0.00051,77.77,,,,,,,
0.6,0.00054,80.95,,,,,,,
0.62,0.00056,84.14,,,,,,,
0.64,0.00059,86.83,,,,,,,
0.66,0.00061,89.98,,,,,,,
0.68,0.00064,93.51,,,,,,,
0.7,0.00067,96.59,,,,,,,
0.73,0.00069,101.2,,,,,,,
0.76,0.00072,104.81,,,,,,,
0.78,0.00074,108.09,,,,,,,
0.8,0.00077,111.37,,,,,,,
0.83,0.0008,114.62,,,,,,,
0.85,0.00082,117.85,,,,,,,
0.87,0.00085,121.12,,,,,,,
0.9,0.00087,124.24,,,,,,,
0.92,0.0009,127.29,,,,,,,
0.95,0.00092,130.39,,,,,,,
0.97,0.00095,133.9,,,,,,,
1.0,0.00097,137.07,,,,,,,
1.02,0.001,139.79,,,,,,,
1.04,0.00102,142.79,,,,,,,
1.07,0.00105,145.02,,,,,,,
1.09,0.00108,147.57,,,,,,,
1.11,0.0011,150.48,,,,,,,
1.14,0.00113,153.22,,,,,,,
1.16,0.00115,155.86,,,,,,,
1.19,0.00118,158.15,,,,,,,
1.21,0.0012,159.95,,,,,,,
1.22,0.00123,160.9,,,,,,,
1.23,0.00126,161.35,,,,,,,
1.24,0.00129,161.17,,,,,,,
1.24,0.00131,161.12,,,,,,,
1.24,0.00134,161.17,,,,,,,
1.25,0.00137,161.16,,,,,,,
1.25,0.0014,161.21,,,,,,,
1.25,0.00143,161.28,,,,,,,
1.26,0.00145,161.37,,,,,,,
1.26,0.00148,161.49,,,,,,,
1.27,0.0015,161.48,,,,,,,
1.28,0.00153,161.3,,,,,,,
1.38,0.0015,150.48,,,,,,,
1.42,0.00148,145.83,,,,,,,
1.47,0.00145,141.18,,,,,,,
1.51,0.00143,136.56,,,,,,,
1.55,0.0014,132.34,,,,,,,
1.58,0.00138,128.69,,,,,,,
1.61,0.00135,124.99,,,,,,,
1.63,0.00133,121.36,,,,,,,
1.66,0.0013,117.63,,,,,,,
1.69,0.00128,113.64,,,,,,,
1.72,0.00125,109.78,,,,,,,
1.74,0.00122,106.39,,,,,,,
1.77,0.0012,102.54,,,,,,,
1.79,0.00117,99.07,,,,,,,
1.82,0.00115,95.65,,,,,,,
1.85,0.00112,92.17,,,,,,,
1.88,0.0011,88.65,,,,,,,
1.9,0.00107,84.76,,,,,,,
1.93,0.00105,81.36,,,,,,,
1.96,0.00102,77.5,,,,,,,
1.99,0.001,73.97,,,,,,,
2.01,0.00097,70.57,,,,,,,
2.04,0.00095,66.96,,,,,,,
2.07,0.00092,63.24,,,,,,,
2.09,0.00089,60.07,,,,,,,
2.12,0.00087,56.99,,,,,,,
2.14,0.00084,53.69,,,,,,,
2.17,0.00082,49.98,,,,,,,
2.2,0.00079,46.54,,,,,,,
2.23,0.00077,43.05,,,,,,,
2.26,0.00074,39.62,,,,,,,
2.29,0.00072,35.83,,,,,,,
2.32,0.00069,31.71,,,,,,,
2.35,0.00066,27.94,,,,,,,
2.38,0.00064,23.86,,,,,,,
2.41,0.00061,20.63,,,,,,,
2.43,0.00059,17.36,,,,,,,
2.46,0.00056,13.82,,,,,,,
2.49,0.00054,10.33,,,,,,,
2.51,0.00051,6.94,,,,,,,
2.54,0.00049,3.73,,,,,,,
2.56,0.00046,0.64,,,,,,,
2.59,0.00044,-2.62,,,,,,,
2.62,0.00041,-5.55,,,,,,,
2.64,0.00039,-8.71,,,,,,,
2.67,0.00036,-11.84,,,,,,,
2.7,0.00034,-14.66,,,,,,,
2.74,0.00031,-18.05,,,,,,,
2.87,0.00029,-22.31,,,,,,,
2.92,0.00026,-26.55,,,,,,,
2.96,0.00023,-30.16,,,,,,,
2.99,0.00021,-33.49,,,,,,,
3.01,0.00018,-36.77,,,,,,,
3.04,0.00016,-40.62,,,,,,,
3.05,0.00013,-44.5,,,,,,,
3.07,0.00011,-47.87,,,,,,,
3.08,8e-05,-51.1,,,,,,,
3.1,5e-05,-54.56,,,,,,,
3.12,3e-05,-58.01,,,,,,,
3.14,0.0,-61.43,,,,,,,
3.17,-2e-05,-64.83,,,,,,,
3.19,-5e-05,-68.16,,,,,,,
3.22,-7e-05,-71.28,,,,,,,
3.24,-0.0001,-74.62,,,,,,,
3.27,-0.00012,-78.64,,,,,,,
3.29,-0.00015,-82.38,,,,,,,
3.31,-0.00017,-86.26,,,,,,,
3.32,-0.0002,-89.7,,,,,,,
3.34,-0.00023,-93.29,,,,,,,
3.35,-0.00025,-96.51,,,,,,,
3.37,-0.00028,-100.01,,,,,,,
3.39,-0.0003,-103.4,,,,,,,
3.4,-0.00033,-106.63,,,,,,,
3.42,-0.00036,-110.03,,,,,,,
3.44,-0.00038,-113.23,,,,,,,
3.45,-0.00041,-116.15,,,,,,,
3.47,-0.00043,-118.91,,,,,,,
3.49,-0.00046,-121.6,,,,,,,
3.51,-0.00048,-124.44,,,,,,,
3.53,-0.00051,-126.91,,,,,,,
3.54,-0.00054,-129.29,,,,,,,
3.56,-0.00056,-131.41,,,,,,,
3.58,-0.00059,-133.38,,,,,,,
3.6,-0.00061,-135.1,,,,,,,
3.62,-0.00064,-136.51,,,,,,,
3.64,-0.00066,-137.87,,,,,,,
3.66,-0.00069,-139.27,,,,,,,
3.68,-0.00072,-140.47,,,,,,,
3.7,-0.00074,-141.24,,,,,,,
3.72,-0.00077,-142.08,,,,,,,
3.74,-0.00079,-142.87,,,,,,,
3.77,-0.00082,-143.71,,,,,,,
3.81,-0.00084,-144.71,,,,,,,
3.85,-0.00087,-145.91,,,,,,,
3.88,-0.00089,-147.43,,,,,,,
3.92,-0.00092,-149.08,,,,,,,
3.95,-0.00094,-150.61,,,,,,,
3.97,-0.00097,-152.21,,,,,,,
4.0,-0.001,-153.77,,,,,,,
4.02,-0.00102,-155.15,,,,,,,
4.04,-0.00105,-156.45,,,,,,,
4.05,-0.00107,-157.24,,,,,,,
4.07,-0.0011,-157.83,,,,,,,
4.08,-0.00113,-158.04,,,,,,,
4.08,-0.00115,-158.24,,,,,,,
4.09,-0.00118,-158.49,,,,,,,
4.1,-0.0012,-158.75,,,,,,,
4.12,-0.00123,-159.0,,,,,,,
4.15,-0.00125,-158.8,,,,,,,
4.25,-0.00128,-156.39,,,,,,,
4.31,-0.00131,-157.03,,,,,,,
4.36,-0.00133,-159.31,,,,,,,
4.39,-0.00136,-161.99,,,,,,,
4.42,-0.00138,-163.84,,,,,,,
4.47,-0.00141,-165.02,,,,,,,
4.59,-0.00138,-153.7,,,,,,,
4.62,-0.00135,-148.96,,,,,,,
4.64,-0.00133,-144.6,,,,,,,
4.66,-0.0013,-140.34,,,,,,,
4.68,-0.00128,-136.41,,,,,,,
4.7,-0.00125,-132.46,,,,,,,
4.72,-0.00123,-128.67,,,,,,,
4.74,-0.0012,-125.12,,,,,,,
4.76,-0.00117,-121.6,,,,,,,
4.79,-0.00115,-117.95,,,,,,,
4.81,-0.00112,-113.81,,,,,,,
4.84,-0.0011,-109.84,,,,,,,
4.87,-0.00107,-105.79,,,,,,,
4.9,-0.00105,-102.06,,,,,,,
4.92,-0.00102,-98.6,,,,,,,
4.95,-0.001,-94.73,,,,,,,
4.98,-0.00097,-91.21,,,,,,,
5.0,-0.00094,-87.76,,,,,,,
5.03,-0.00092,-83.89,,,,,,,
5.06,-0.00089,-79.94,,,,,,,
5.1,-0.00087,-75.92,,,,,,,
5.13,-0.00084,-71.66,,,,,,,
5.16,-0.00082,-67.79,,,,,,,
5.18,-0.00079,-64.5,,,,,,,
5.21,-0.00077,-61.22,,,,,,,
5.23,-0.00074,-57.53,,,,,,,
5.26,-0.00072,-53.82,,,,,,,
5.29,-0.00069,-49.72,,,,,,,
5.32,-0.00066,-45.79,,,,,,,
5.35,-0.00064,-42.21,,,,,,,
5.38,-0.00061,-38.74,,,,,,,
5.4,-0.00059,-34.85,,,,,,,
5.43,-0.00056,-31.31,,,,,,,
5.46,-0.00054,-27.74,,,,,,,
5.48,-0.00051,-24.24,,,,,,,
5.51,-0.00049,-20.66,,,,,,,
5.54,-0.00046,-17.01,,,,,,,
5.57,-0.00043,-13.21,,,,,,,
5.6,-0.00041,-9.69,,,,,,,
5.62,-0.00038,-6.26,,,,,,,
5.65,-0.00036,-2.8,,,,,,,
5.67,-0.00033,0.43,,,,,,,
5.7,-0.00031,3.52,,,,,,,
5.72,-0.00028,6.53,,,,,,,
5.75,-0.00026,9.86,,,,,,,
5.78,-0.00023,13.24,,,,,,,
5.81,-0.0002,16.64,,,,,,,
5.83,-0.00018,19.72,,,,,,,
5.86,-0.00015,22.4,,,,,,,
5.89,-0.00013,25.2,,,,,,,
5.94,-0.0001,27.95,,,,,,,
5.99,-8e-05,30.62,,,,,,,
6.06,-5e-05,34.61,,,,,,,
6.09,-3e-05,38.32,,,,,,,
6.12,-0.0,41.69,,,,,,,
6.15,2e-05,45.04,,,,,,,
6.17,5e-05,48.98,,,,,,,
6.19,8e-05,52.57,,,,,,,
6.21,0.0001,55.6,,,,,,,
6.23,0.00013,58.83,,,,,,,
6.25,0.00015,61.61,,,,,,,
6.27,0.00018,64.59,,,,,,,
6.29,0.0002,67.39,,,,,,,
6.32,0.00023,69.96,,,,,,,
6.35,0.00025,72.8,,,,,,,
6.39,0.00028,75.8,,,,,,,
6.42,0.0003,78.49,,,,,,,
6.45,0.00033,81.17,,,,,,,
6.49,0.00036,84.14,,,,,,,
6.52,0.00038,87.08,,,,,,,
6.55,0.00041,90.14,,,,,,,
6.58,0.00043,93.25,,,,,,,
6.6,0.00046,96.48,,,,,,,
6.62,0.00048,99.78,,,,,,,
6.64,0.00051,102.95,,,,,,,
6.66,0.00053,106.05,,,,,,,
6.67,0.00056,109.34,,,,,,,
6.69,0.00058,112.34,,,,,,,
6.7,0.00061,115.13,,,,,,,
6.72,0.00064,118.1,,,,,,,
6.73,0.00066,121.12,,,,,,,
6.75,0.00069,123.97,,,,,,,
6.77,0.00071,126.67,,,,,,,
6.78,0.00074,129.25,,,,,,,
6.8,0.00077,131.87,,,,,,,
6.82,0.00079,134.63,,,,,,,
6.84,0.00082,137.2,,,,,,,
6.86,0.00084,139.59,,,,,,,
6.89,0.00087,142.12,,,,,,,
6.91,0.00089,144.89,,,,,,,
6.93,0.00092,147.16,,,,,,,
6.95,0.00094,148.8,,,,,,,
6.97,0.00097,150.75,,,,,,,
6.98,0.00099,151.41,,,,,,,
6.99,0.00102,151.63,,,,,,,
7.0,0.00105,152.34,,,,,,,
7.01,0.00107,153.06,,,,,,,
7.03,0.0011,153.89,,,,,,,
7.05,0.00112,154.61,,,,,,,
7.08,0.00115,154.88,,,,,,,
7.12,0.00118,155.13,,,,,,,
7.18,0.0012,155.99,,,,,,,
7.23,0.00123,157.53,,,,,,,
7.26,0.00125,159.58,,,,,,,
7.29,0.00128,161.57,,,,,,,
7.31,0.0013,162.76,,,,,,,
7.34,0.00133,164.62,,,,,,,
7.36,0.00135,166.49,,,,,,,
7.37,0.00139,165.92,,,,,,,
7.38,0.00142,165.98,,,,,,,
7.38,0.00144,166.08,,,,,,,
7.38,0.00148,166.18,,,,,,,
7.38,0.0015,166.18,,,,,,,
7.39,0.00153,166.15,,,,,,,
7.4,0.00156,166.36,,,,,,,
7.41,0.00158,166.51,,,,,,,
7.42,0.00161,166.51,,,,,,,
7.46,0.00163,164.64,,,,,,,
7.54,0.00161,155.42,,,,,,,
7.59,0.00158,149.05,,,,,,,
7.62,0.00156,144.23,,,,,,,
7.65,0.00153,139.39,,,,,,,
7.68,0.00151,134.99,,,,,,,
7.7,0.00148,130.66,,,,,,,
7.73,0.00145,126.54,,,,,,,
7.75,0.00143,122.71,,,,,,,
7.77,0.0014,118.71,,,,,,,
7.8,0.00138,114.7,,,,,,,
7.82,0.00135,110.85,,,,,,,
7.85,0.00133,106.93,,,,,,,
7.88,0.0013,103.04,,,,,,,
7.9,0.00128,99.36,,,,,,,
7.93,0.00125,96.03,,,,,,,
7.95,0.00123,92.73,,,,,,,
7.98,0.0012,89.46,,,,,,,
8.0,0.00117,86.23,,,,,,,
8.03,0.00115,82.87,,,,,,,
8.06,0.00112,79.57,,,,,,,
8.08,0.0011,76.5,,,,,,,
8.11,0.00107,73.14,,,,,,,
8.14,0.00105,69.56,,,,,,,
8.17,0.00102,66.19,,,,,,,
8.19,0.001,62.74,,,,,,,
8.22,0.00097,59.25,,,,,,,
8.25,0.00095,55.7,,,,,,,
8.29,0.00092,51.65,,,,,,,
8.31,0.0009,48.09,,,,,,,
8.34,0.00087,44.86,,,,,,,
8.37,0.00084,41.48,,,,,,,
8.39,0.00082,37.67,,,,,,,
8.42,0.00079,34.0,,,,,,,
8.45,0.00077,30.52,,,,,,,
8.48,0.00074,27.41,,,,,,,
8.5,0.00072,24.1,,,,,,,
8.53,0.00069,20.78,,,,,,,
8.56,0.00066,17.58,,,,,,,
8.58,0.00064,14.5,,,,,,,
8.61,0.00061,10.76,,,,,,,
8.64,0.00059,7.27,,,,,,,
8.67,0.00056,4.09,,,,,,,
8.7,0.00054,0.78,,,,,,,
8.73,0.00051,-2.67,,,,,,,
8.76,0.00049,-5.97,,,,,,,
8.78,0.00046,-9.22,,,,,,,
8.81,0.00044,-12.15,,,,,,,
8.83,0.00041,-15.23,,,,,,,
8.88,0.00039,-18.66,,,,,,,
9.0,0.00036,-21.57,,,,,,,
9.05,0.00034,-25.43,,,,,,,
9.08,0.00031,-28.63,,,,,,,
9.12,0.00029,-31.72,,,,,,,
9.15,0.00026,-34.77,,,,,,,
9.18,0.00023,-37.84,,,,,,,
9.2,0.00021,-41.52,,,,,,,
9.22,0.00018,-45.04,,,,,,,
9.24,0.00016,-48.69,,,,,,,
9.25,0.00013,-52.02,,,,,,,
9.27,0.00011,-55.08,,,,,,,
9.29,8e-05,-58.19,,,,,,,
9.3,6e-05,-61.29,,,,,,,
9.32,3e-05,-64.31,,,,,,,
9.34,0.0,-67.23,,,,,,,
9.36,-2e-05,-70.23,,,,,,,
9.38,-5e-05,-73.61,,,,,,,
9.39,-7e-05,-76.67,,,,,,,
9.41,-0.0001,-79.57,,,,,,,
9.42,-0.00013,-82.79,,,,,,,
9.44,-0.00015,-85.94,,,,,,,
9.46,-0.00018,-89.0,,,,,,,
9.47,-0.0002,-92.02,,,,,,,
9.49,-0.00023,-95.19,,,,,,,
9.51,-0.00026,-97.85,,,,,,,
