time,strain,stress,temperature,type,strain_rate,max_strain,title,youngs,poissons
0.0,2e-05,6.47,850,fatigue,0.001,0.0019,43-13,153000,0.3
0.02,5e-05,11.46,,,,,,,
0.04,7e-05,15.5,,,,,,,
0.05,0.0001,19.05,,,,,,,
0.07,0.00013,22.05,,,,,,,
0.1,0.00015,24.35,,,,,,,
0.17,0.00018,27.52,,,,,,,
0.22,0.0002,33.63,,,,,,,
0.24,0.00023,38.55,,,,,,,
0.26,0.00025,42.96,,,,,,,
0.28,0.00028,48.02,,,,,,,
0.29,0.0003,52.73,,,,,,,
0.3,0.00033,56.32,,,,,,,
0.32,0.00036,59.45,,,,,,,
0.33,0.00038,62.19,,,,,,,
0.35,0.00041,64.34,,,,,,,
0.37,0.00043,65.99,,,,,,,
0.46,0.00046,70.61,,,,,,,
0.49,0.00048,75.78,,,,,,,
0.51,0.00051,80.05,,,,,,,
0.53,0.00054,83.92,,,,,,,
0.55,0.00056,87.26,,,,,,,
0.58,0.00059,90.55,,,,,,,
0.6,0.00061,93.98,,,,,,,
0.64,0.00064,97.56,,,,,,,
0.67,0.00066,101.49,,,,,,,
0.7,0.00069,105.61,,,,,,,
0.73,0.00071,109.52,,,,,,,
0.75,0.00074,113.46,,,,,,,
0.78,0.00076,117.31,,,,,,,
0.81,0.00079,121.04,,,,,,,
0.83,0.00082,124.91,,,,,,,
0.86,0.00084,128.8,,,,,,,
0.89,0.00087,132.68,,,,,,,
0.92,0.00089,136.69,,,,,,,
0.95,0.00092,139.14,,,,,,,
1.02,0.00089,128.1,,,,,,,
1.04,0.00087,124.17,,,,,,,
1.06,0.00084,120.76,,,,,,,
1.07,0.00082,117.75,,,,,,,
1.09,0.00079,115.03,,,,,,,
1.12,0.00076,112.54,,,,,,,
1.17,0.00074,109.18,,,,,,,
1.21,0.00071,104.59,,,,,,,
1.25,0.00069,99.62,,,,,,,
1.28,0.00066,94.99,,,,,,,
1.3,0.00064,91.18,,,,,,,
1.32,0.00061,87.76,,,,,,,
1.34,0.00059,84.18,,,,,,,
1.37,0.00056,80.56,,,,,,,
1.4,0.00054,76.92,,,,,,,
1.43,0.00051,73.26,,,,,,,
1.46,0.00048,69.35,,,,,,,
1.49,0.00046,65.26,,,,,,,
1.51,0.00043,61.21,,,,,,,
1.54,0.00041,57.64,,,,,,,
1.56,0.00038,54.13,,,,,,,
1.59,0.00036,50.46,,,,,,,
1.62,0.00033,46.3,,,,,,,
1.65,0.00031,42.24,,,,,,,
1.67,0.00028,38.35,,,,,,,
1.7,0.00025,34.43,,,,,,,
1.72,0.00023,30.65,,,,,,,
1.75,0.0002,26.62,,,,,,,
1.78,0.00018,22.74,,,,,,,
1.81,0.00015,19.05,,,,,,,
1.83,0.00013,15.38,,,,,,,
1.86,0.0001,11.76,,,,,,,
1.88,8e-05,8.14,,,,,,,
1.91,5e-05,4.53,,,,,,,
1.94,3e-05,0.99,,,,,,,
1.96,-0.0,-2.73,,,,,,,
1.99,-3e-05,-6.23,,,,,,,
2.02,-5e-05,-9.81,,,,,,,
2.05,-8e-05,-13.42,,,,,,,
2.08,-0.0001,-15.11,,,,,,,
2.19,-0.00013,-21.58,,,,,,,
2.22,-0.00015,-26.65,,,,,,,
2.24,-0.00018,-31.63,,,,,,,
2.25,-0.00021,-37.26,,,,,,,
2.27,-0.00023,-42.63,,,,,,,
2.28,-0.00026,-46.96,,,,,,,
2.29,-0.00028,-50.48,,,,,,,
2.3,-0.00031,-53.49,,,,,,,
2.31,-0.00033,-56.09,,,,,,,
2.32,-0.00036,-58.17,,,,,,,
2.34,-0.00039,-59.98,,,,,,,
2.37,-0.00041,-61.16,,,,,,,
2.45,-0.00044,-67.27,,,,,,,
2.48,-0.00046,-72.13,,,,,,,
2.5,-0.00049,-76.09,,,,,,,
2.52,-0.00051,-79.78,,,,,,,
2.54,-0.00054,-83.57,,,,,,,
2.57,-0.00056,-86.8,,,,,,,
2.6,-0.00059,-90.31,,,,,,,
2.63,-0.00061,-94.48,,,,,,,
2.66,-0.00064,-99.0,,,,,,,
2.69,-0.00066,-103.5,,,,,,,
2.71,-0.00069,-108.1,,,,,,,
2.73,-0.00071,-112.3,,,,,,,
2.75,-0.00074,-116.2,,,,,,,
2.77,-0.00077,-120.1,,,,,,,
2.79,-0.00079,-123.7,,,,,,,
2.81,-0.00082,-127.2,,,,,,,
2.83,-0.00084,-130.7,,,,,,,
2.86,-0.00087,-134.1,,,,,,,
2.88,-0.0009,-137.6,,,,,,,
2.91,-0.00092,-141.7,,,,,,,
2.94,-0.00095,-145.2,,,,,,,
2.97,-0.00097,-145.7,,,,,,,
3.02,-0.00095,-134.9,,,,,,,
3.04,-0.00092,-129.9,,,,,,,
3.05,-0.00089,-125.7,,,,,,,
3.06,-0.00087,-122.3,,,,,,,
3.08,-0.00084,-119.2,,,,,,,
3.09,-0.00081,-116.3,,,,,,,
3.11,-0.00079,-113.7,,,,,,,
3.15,-0.00076,-111.0,,,,,,,
3.2,-0.00074,-105.6,,,,,,,
3.24,-0.00071,-100.3,,,,,,,
3.26,-0.00069,-96.01,,,,,,,
3.28,-0.00066,-91.8,,,,,,,
3.3,-0.00064,-87.91,,,,,,,
3.32,-0.00061,-84.04,,,,,,,
3.35,-0.00059,-80.5,,,,,,,
3.37,-0.00056,-77.05,,,,,,,
3.4,-0.00053,-73.39,,,,,,,
3.43,-0.00051,-69.51,,,,,,,
3.46,-0.00048,-65.52,,,,,,,
3.49,-0.00046,-60.94,,,,,,,
3.52,-0.00043,-56.26,,,,,,,
3.55,-0.00041,-51.98,,,,,,,
3.57,-0.00038,-48.05,,,,,,,
3.59,-0.00036,-44.33,,,,,,,
3.62,-0.00033,-40.48,,,,,,,
3.65,-0.0003,-36.64,,,,,,,
3.67,-0.00028,-32.74,,,,,,,
3.7,-0.00025,-28.73,,,,,,,
3.73,-0.00023,-25.0,,,,,,,
3.75,-0.0002,-21.2,,,,,,,
3.78,-0.00018,-17.45,,,,,,,
3.81,-0.00015,-13.76,,,,,,,
3.84,-0.00013,-9.79,,,,,,,
3.87,-0.0001,-5.82,,,,,,,
3.89,-7e-05,-1.6,,,,,,,
3.92,-5e-05,2.27,,,,,,,
3.94,-2e-05,5.78,,,,,,,
3.97,0.0,9.28,,,,,,,
4.0,3e-05,13.2,,,,,,,
4.04,5e-05,17.71,,,,,,,
4.07,8e-05,22.32,,,,,,,
4.09,0.0001,26.72,,,,,,,
4.12,0.00013,31.13,,,,,,,
4.14,0.00015,34.16,,,,,,,
4.26,0.00018,39.12,,,,,,,
4.29,0.0002,45.44,,,,,,,
4.31,0.00023,51.29,,,,,,,
4.32,0.00026,56.62,,,,,,,
4.33,0.00028,62.27,,,,,,,
4.34,0.00031,66.58,,,,,,,
4.35,0.00033,70.11,,,,,,,
4.36,0.00036,73.25,,,,,,,
4.37,0.00039,76.1,,,,,,,
4.38,0.00041,78.54,,,,,,,
4.39,0.00044,80.47,,,,,,,
4.42,0.00046,81.64,,,,,,,
4.53,0.00049,88.34,,,,,,,
4.55,0.00052,93.74,,,,,,,
4.57,0.00054,98.02,,,,,,,
4.59,0.00057,101.55,,,,,,,
4.61,0.00059,104.94,,,,,,,
4.63,0.00062,108.04,,,,,,,
4.65,0.00064,110.93,,,,,,,
4.68,0.00067,114.34,,,,,,,
4.72,0.00069,118.55,,,,,,,
4.75,0.00072,123.21,,,,,,,
4.78,0.00074,127.71,,,,,,,
4.8,0.00077,132.08,,,,,,,
4.83,0.0008,136.16,,,,,,,
4.85,0.00082,139.92,,,,,,,
4.88,0.00085,143.52,,,,,,,
4.91,0.00087,147.34,,,,,,,
4.93,0.0009,151.42,,,,,,,
4.95,0.00092,155.26,,,,,,,
4.97,0.00095,158.95,,,,,,,
5.0,0.00098,162.48,,,,,,,
5.02,0.001,165.53,,,,,,,
5.03,0.00103,167.33,,,,,,,
5.05,0.00105,167.95,,,,,,,
5.06,0.00108,167.86,,,,,,,
5.07,0.0011,167.33,,,,,,,
5.07,0.00113,166.28,,,,,,,
5.09,0.00115,162.92,,,,,,,
5.12,0.00113,148.17,,,,,,,
5.13,0.0011,142.75,,,,,,,
5.13,0.00107,138.02,,,,,,,
5.14,0.00105,134.06,,,,,,,
5.15,0.00102,130.32,,,,,,,
5.15,0.00099,127.02,,,,,,,
5.16,0.00097,124.14,,,,,,,
5.17,0.00094,121.6,,,,,,,
5.18,0.00091,119.34,,,,,,,
5.18,0.00089,117.56,,,,,,,
5.2,0.00086,116.29,,,,,,,
5.22,0.00084,116.7,,,,,,,
5.28,0.00086,121.61,,,,,,,
5.34,0.00084,111.68,,,,,,,
5.36,0.00081,107.38,,,,,,,
5.37,0.00079,103.69,,,,,,,
5.39,0.00076,100.26,,,,,,,
5.4,0.00074,97.2,,,,,,,
5.42,0.00071,94.1,,,,,,,
5.45,0.00068,91.03,,,,,,,
5.48,0.00066,87.5,,,,,,,
5.52,0.00063,82.86,,,,,,,
5.55,0.00061,77.77,,,,,,,
5.58,0.00058,72.94,,,,,,,
5.61,0.00056,68.76,,,,,,,
5.63,0.00053,64.5,,,,,,,
5.66,0.00051,60.07,,,,,,,
5.69,0.00048,55.84,,,,,,,
5.71,0.00046,51.84,,,,,,,
5.73,0.00043,47.91,,,,,,,
5.76,0.0004,43.93,,,,,,,
5.79,0.00038,40.07,,,,,,,
5.82,0.00035,35.96,,,,,,,
5.84,0.00033,32.04,,,,,,,
5.87,0.0003,28.12,,,,,,,
5.9,0.00028,24.16,,,,,,,
5.92,0.00025,20.22,,,,,,,
5.95,0.00023,16.14,,,,,,,
5.98,0.0002,12.05,,,,,,,
6.01,0.00017,8.33,,,,,,,
6.03,0.00015,4.43,,,,,,,
6.06,0.00012,0.36,,,,,,,
