time,strain,stress,temperature,type,strain_rate,max_strain,title,youngs,poissons
0.0,5e-05,2.01,950,fatigue,0.0001,0.01001,J-6,144000,0.3
0.37,8e-05,7.66,,,,,,,
0.53,0.0001,9.55,,,,,,,
1.1,0.00015,15.95,,,,,,,
1.37,0.00016,18.16,,,,,,,
1.95,0.0002,21.48,,,,,,,
2.37,0.00025,29.24,,,,,,,
2.86,0.0003,33.82,,,,,,,
3.37,0.00033,39.33,,,,,,,
3.5,0.00035,41.28,,,,,,,
3.77,0.0004,48.25,,,,,,,
4.15,0.00045,54.23,,,,,,,
4.68,0.0005,60.42,,,,,,,
5.16,0.00055,66.91,,,,,,,
5.37,0.00056,68.96,,,,,,,
5.76,0.0006,73.57,,,,,,,
6.21,0.00065,78.95,,,,,,,
6.78,0.0007,85.36,,,,,,,
7.28,0.00075,90.57,,,,,,,
7.37,0.00075,91.45,,,,,,,
7.76,0.0008,94.63,,,,,,,
8.33,0.00085,100.0,,,,,,,
8.37,0.00085,100.45,,,,,,,
9.28,0.00096,109.22,,,,,,,
9.37,0.00095,109.73,,,,,,,
9.86,0.00101,114.59,,,,,,,
10.33,0.00106,117.14,,,,,,,
10.37,0.00105,117.34,,,,,,,
10.78,0.00111,119.72,,,,,,,
11.37,0.00116,119.54,,,,,,,
11.78,0.00121,118.69,,,,,,,
12.26,0.00126,118.33,,,,,,,
12.37,0.00126,118.23,,,,,,,
12.73,0.00131,118.16,,,,,,,
13.37,0.00136,116.18,,,,,,,
13.65,0.00141,115.2,,,,,,,
14.15,0.00146,110.71,,,,,,,
14.37,0.00148,108.78,,,,,,,
14.61,0.00151,107.48,,,,,,,
15.06,0.00156,105.98,,,,,,,
15.6,0.00161,104.94,,,,,,,
16.15,0.00166,103.49,,,,,,,
16.37,0.00168,103.31,,,,,,,
16.64,0.00171,103.06,,,,,,,
17.13,0.00176,103.13,,,,,,,
17.53,0.00181,101.86,,,,,,,
18.08,0.00186,99.56,,,,,,,
18.37,0.00188,99.44,,,,,,,
18.59,0.00191,99.58,,,,,,,
19.06,0.00196,97.85,,,,,,,
19.37,0.00198,97.17,,,,,,,
20.1,0.00206,97.41,,,,,,,
20.37,0.00209,97.29,,,,,,,
20.58,0.00211,97.2,,,,,,,
21.09,0.00216,97.44,,,,,,,
21.37,0.00218,97.2,,,,,,,
21.6,0.00221,97.05,,,,,,,
22.37,0.00229,96.81,,,,,,,
22.61,0.00232,96.92,,,,,,,
23.06,0.00237,97.51,,,,,,,
23.37,0.00239,96.03,,,,,,,
23.56,0.00242,94.98,,,,,,,
24.37,0.00249,93.01,,,,,,,
24.61,0.00252,93.15,,,,,,,
25.15,0.00257,94.55,,,,,,,
25.37,0.00259,95.21,,,,,,,
25.6,0.00262,95.97,,,,,,,
26.01,0.00267,94.74,,,,,,,
26.58,0.00272,92.85,,,,,,,
27.08,0.00277,92.49,,,,,,,
27.37,0.00279,93.02,,,,,,,
27.59,0.00282,93.16,,,,,,,
28.11,0.00287,92.05,,,,,,,
28.58,0.00292,91.45,,,,,,,
29.11,0.00297,90.46,,,,,,,
29.37,0.003,89.87,,,,,,,
29.65,0.00302,89.41,,,,,,,
30.09,0.00307,91.04,,,,,,,
30.37,0.00309,91.68,,,,,,,
31.16,0.00318,93.59,,,,,,,
31.37,0.00319,93.78,,,,,,,
31.64,0.00323,93.6,,,,,,,
32.11,0.00328,92.66,,,,,,,
32.37,0.00329,92.08,,,,,,,
32.63,0.00333,92.25,,,,,,,
33.37,0.0034,89.95,,,,,,,
33.56,0.00343,88.57,,,,,,,
34.14,0.00348,86.1,,,,,,,
34.37,0.0035,86.06,,,,,,,
34.61,0.00353,86.54,,,,,,,
35.37,0.0036,87.58,,,,,,,
35.63,0.00363,87.66,,,,,,,
36.19,0.00368,88.47,,,,,,,
36.37,0.0037,88.41,,,,,,,
36.68,0.00373,88.06,,,,,,,
37.21,0.00378,88.71,,,,,,,
37.75,0.00383,89.5,,,,,,,
38.26,0.00388,91.17,,,,,,,
38.37,0.00389,91.59,,,,,,,
38.76,0.00393,92.42,,,,,,,
39.18,0.00399,92.32,,,,,,,
39.71,0.00404,91.34,,,,,,,
40.26,0.00409,91.9,,,,,,,
40.37,0.00409,92.16,,,,,,,
40.71,0.00414,92.52,,,,,,,
41.16,0.00419,92.01,,,,,,,
41.37,0.0042,91.19,,,,,,,
42.23,0.00429,88.32,,,,,,,
42.37,0.0043,88.07,,,,,,,
42.76,0.00434,87.22,,,,,,,
43.28,0.00439,88.21,,,,,,,
43.37,0.00439,88.28,,,,,,,
43.78,0.00444,88.99,,,,,,,
44.37,0.0045,90.82,,,,,,,
44.78,0.00454,92.05,,,,,,,
45.24,0.00459,92.22,,,,,,,
45.37,0.0046,92.02,,,,,,,
45.76,0.00464,90.97,,,,,,,
