time,strain,temperature,stress,type,title,youngs,poissons
0.0,0.0,900.0,36.0,creep,G63,149000.0,0.3
0.0,0.00025499999999999996,,,,,,
72.0,0.000281,,,,,,
288.0,0.000317,,,,,,
540.0,0.00035999999999999997,,,,,,
648.0,0.000372,,,,,,
864.0,0.000412,,,,,,
1152.0,0.00045900000000000004,,,,,,
1368.0,0.000489,,,,,,
1620.0,0.000521,,,,,,
1728.0,0.0005340000000000001,,,,,,
2052.0,0.00057,,,,,,
2088.0,0.000582,,,,,,
2160.0,0.000578,,,,,,
2412.0,0.0006169999999999999,,,,,,
2808.0,0.00066,,,,,,
3060.0,0.0006940000000000001,,,,,,
3240.0,0.000729,,,,,,
3672.0,0.0007620000000000001,,,,,,
3708.0,0.000749,,,,,,
3780.0,0.0007779999999999999,,,,,,
4068.0,0.000808,,,,,,
4248.0,0.000841,,,,,,
4428.0,0.000849,,,,,,
4860.0,0.000899,,,,,,
4968.0,0.000915,,,,,,
5472.0,0.000958,,,,,,
5868.0,0.000996,,,,,,
6372.0,0.001039,,,,,,
6624.0,0.0010639999999999998,,,,,,
6840.0,0.001104,,,,,,
7164.0,0.001129,,,,,,
7452.0,0.001159,,,,,,
8064.0,0.001205,,,,,,
8424.0,0.001224,,,,,,
8640.0,0.001256,,,,,,
8964.0,0.001281,,,,,,
9144.0,0.0012939999999999998,,,,,,
9360.0,0.001322,,,,,,
9864.0,0.0013650000000000001,,,,,,
10080.0,0.001384,,,,,,
10260.0,0.0013980000000000002,,,,,,
10584.0,0.001436,,,,,,
11052.0,0.001463,,,,,,
11160.0,0.001482,,,,,,
11484.0,0.001507,,,,,,
11844.0,0.001534,,,,,,
11952.0,0.001552,,,,,,
12024.0,0.0015429999999999999,,,,,,
12384.0,0.001575,,,,,,
12420.0,0.0015840000000000001,,,,,,
12744.0,0.001613,,,,,,
12780.0,0.001614,,,,,,
12960.0,0.001638,,,,,,
13140.0,0.0016409999999999999,,,,,,
13212.0,0.00164,,,,,,
13284.0,0.001645,,,,,,
13392.0,0.001673,,,,,,
13644.0,0.001686,,,,,,
13680.0,0.001696,,,,,,
14364.0,0.0017480000000000002,,,,,,
14832.0,0.001792,,,,,,
15552.0,0.0018490000000000002,,,,,,
15732.0,0.001875,,,,,,
15984.0,0.001892,,,,,,
16164.0,0.001897,,,,,,
16524.0,0.001935,,,,,,
16812.0,0.001953,,,,,,
16992.0,0.001963,,,,,,
17352.0,0.002003,,,,,,
17964.0,0.002043,,,,,,
18144.0,0.002058,,,,,,
18216.0,0.002078,,,,,,
18612.0,0.00211,,,,,,
19044.0,0.0021360000000000003,,,,,,
19404.0,0.0021709999999999998,,,,,,
19476.0,0.00217,,,,,,
19872.0,0.002202,,,,,,
20016.0,0.002224,,,,,,
20412.0,0.00226,,,,,,
20772.0,0.0022819999999999997,,,,,,
21204.0,0.002323,,,,,,
21492.0,0.002341,,,,,,
21924.0,0.002388,,,,,,
22464.0,0.002425,,,,,,
22896.0,0.002448,,,,,,
23544.0,0.0025109999999999998,,,,,,
23796.0,0.0025369999999999998,,,,,,
24156.0,0.002559,,,,,,
24552.0,0.0025919999999999997,,,,,,
24804.0,0.002621,,,,,,
24912.0,0.002616,,,,,,
25452.0,0.0026810000000000002,,,,,,
25956.0,0.00271,,,,,,
25992.0,0.002726,,,,,,
26244.0,0.002735,,,,,,
26784.0,0.002785,,,,,,
27072.0,0.002797,,,,,,
27324.0,0.002839,,,,,,
27612.0,0.002849,,,,,,
27792.0,0.002882,,,,,,
28188.0,0.0029010000000000004,,,,,,
28404.0,0.0029149999999999996,,,,,,
28584.0,0.0029360000000000002,,,,,,
29088.0,0.002967,,,,,,
29124.0,0.002966,,,,,,
29196.0,0.002985,,,,,,
29556.0,0.0030299999999999997,,,,,,
30024.0,0.003061,,,,,,
30276.0,0.0030719999999999996,,,,,,
30384.0,0.00309,,,,,,
30708.0,0.003111,,,,,,
30888.0,0.003115,,,,,,
31176.0,0.0031430000000000004,,,,,,
31644.0,0.003176,,,,,,
31824.0,0.003221,,,,,,
32184.0,0.003236,,,,,,
32616.0,0.003292,,,,,,
33264.0,0.003339,,,,,,
33516.0,0.0033550000000000003,,,,,,
33588.0,0.003357,,,,,,
33804.0,0.0033689999999999996,,,,,,
33948.0,0.0033829999999999997,,,,,,
34164.0,0.0034000000000000002,,,,,,
34848.0,0.003468,,,,,,
35028.0,0.003463,,,,,,
35316.0,0.0035099999999999997,,,,,,
35676.0,0.0035410000000000003,,,,,,
35964.0,0.0035659999999999997,,,,,,
36108.0,0.003562,,,,,,
36144.0,0.0035770000000000003,,,,,,
36648.0,0.0036,,,,,,
36828.0,0.003647,,,,,,
37296.0,0.003684,,,,,,
37548.0,0.003686,,,,,,
38268.0,0.003761,,,,,,
38664.0,0.0038090000000000003,,,,,,
39060.0,0.0038150000000000002,,,,,,
39348.0,0.0038629999999999997,,,,,,
39780.0,0.003881,,,,,,
39816.0,0.00388,,,,,,
39888.0,0.0038829999999999997,,,,,,
40068.0,0.003914,,,,,,
