time,strain,temperature,stress,type,title,youngs,poissons
0.0,0.0,900.0,28.0,creep,G45,149000.0,0.3
0.0,0.0,,,,,,
0.0,-0.0,,,,,,
0.0,0.0,,,,,,
0.0,-0.0,,,,,,
0.0,-0.0,,,,,,
0.0,-0.0,,,,,,
0.0,-0.0,,,,,,
0.0,0.0,,,,,,
0.0,1e-06,,,,,,
0.0,1e-06,,,,,,
0.0,1e-06,,,,,,
0.0,1e-06,,,,,,
0.0,1e-06,,,,,,
0.0,2e-06,,,,,,
36.0,2e-06,,,,,,
36.0,2.9999999999999997e-06,,,,,,
36.0,2e-06,,,,,,
36.0,2e-06,,,,,,
36.0,2e-06,,,,,,
36.0,2e-06,,,,,,
36.0,1e-06,,,,,,
36.0,2e-06,,,,,,
36.0,2e-06,,,,,,
36.0,2e-06,,,,,,
36.0,2e-06,,,,,,
36.0,1e-06,,,,,,
36.0,1e-06,,,,,,
36.0,0.0,,,,,,
36.0,1e-06,,,,,,
36.0,2.9999999999999997e-06,,,,,,
36.0,4e-06,,,,,,
36.0,8e-06,,,,,,
36.0,3.4e-05,,,,,,
36.0,3.6e-05,,,,,,
36.0,4.7000000000000004e-05,,,,,,
36.0,4.7000000000000004e-05,,,,,,
36.0,4.6e-05,,,,,,
36.0,5.3e-05,,,,,,
36.0,5.6e-05,,,,,,
36.0,5.9e-05,,,,,,
72.0,6.1000000000000005e-05,,,,,,
72.0,6.2e-05,,,,,,
72.0,6.4e-05,,,,,,
72.0,6.4e-05,,,,,,
72.0,6.4e-05,,,,,,
72.0,6.4e-05,,,,,,
72.0,6.4e-05,,,,,,
72.0,6.3e-05,,,,,,
72.0,6.4e-05,,,,,,
72.0,6.4e-05,,,,,,
72.0,6.5e-05,,,,,,
72.0,6.6e-05,,,,,,
72.0,6.3e-05,,,,,,
72.0,6.4e-05,,,,,,
72.0,6.3e-05,,,,,,
72.0,6.4e-05,,,,,,
72.0,6.4e-05,,,,,,
72.0,6.3e-05,,,,,,
72.0,6.3e-05,,,,,,
72.0,6.4e-05,,,,,,
72.0,6.5e-05,,,,,,
72.0,6.8e-05,,,,,,
72.0,7.1e-05,,,,,,
72.0,7.400000000000001e-05,,,,,,
72.0,7.400000000000001e-05,,,,,,
72.0,7.400000000000001e-05,,,,,,
108.0,7.400000000000001e-05,,,,,,
108.0,7.3e-05,,,,,,
108.0,7.3e-05,,,,,,
108.0,7.3e-05,,,,,,
108.0,7.3e-05,,,,,,
108.0,7.3e-05,,,,,,
108.0,7.2e-05,,,,,,
108.0,7.2e-05,,,,,,
108.0,7.1e-05,,,,,,
108.0,7.1e-05,,,,,,
108.0,7.1e-05,,,,,,
108.0,7.1e-05,,,,,,
108.0,7.1e-05,,,,,,
108.0,7.1e-05,,,,,,
108.0,7.1e-05,,,,,,
108.0,7.000000000000001e-05,,,,,,
108.0,7.000000000000001e-05,,,,,,
108.0,6.9e-05,,,,,,
108.0,6.9e-05,,,,,,
108.0,6.9e-05,,,,,,
108.0,6.8e-05,,,,,,
108.0,6.8e-05,,,,,,
108.0,6.8e-05,,,,,,
108.0,6.8e-05,,,,,,
108.0,6.8e-05,,,,,,
108.0,6.7e-05,,,,,,
108.0,6.7e-05,,,,,,
144.0,6.8e-05,,,,,,
144.0,6.9e-05,,,,,,
144.0,7.1e-05,,,,,,
144.0,7.000000000000001e-05,,,,,,
144.0,7.1e-05,,,,,,
144.0,7.1e-05,,,,,,
144.0,7.2e-05,,,,,,
144.0,7.1e-05,,,,,,
144.0,7.2e-05,,,,,,
144.0,7.2e-05,,,,,,
144.0,8.099999999999999e-05,,,,,,
144.0,8.2e-05,,,,,,
144.0,8.3e-05,,,,,,
144.0,8.2e-05,,,,,,
144.0,8.2e-05,,,,,,
144.0,8.2e-05,,,,,,
144.0,8.2e-05,,,,,,
144.0,8.3e-05,,,,,,
144.0,8.4e-05,,,,,,
144.0,8.4e-05,,,,,,
144.0,8.4e-05,,,,,,
144.0,8.4e-05,,,,,,
144.0,8.4e-05,,,,,,
144.0,8.4e-05,,,,,,
144.0,8.4e-05,,,,,,
144.0,8.4e-05,,,,,,
180.0,8.4e-05,,,,,,
180.0,8.4e-05,,,,,,
180.0,8.3e-05,,,,,,
180.0,8.3e-05,,,,,,
180.0,8.2e-05,,,,,,
180.0,8.2e-05,,,,,,
180.0,8.3e-05,,,,,,
180.0,8.3e-05,,,,,,
180.0,8.4e-05,,,,,,
180.0,8.4e-05,,,,,,
180.0,8.4e-05,,,,,,
180.0,8.3e-05,,,,,,
180.0,8.3e-05,,,,,,
180.0,8.2e-05,,,,,,
180.0,8.2e-05,,,,,,
216.0,8.2e-05,,,,,,
216.0,8.2e-05,,,,,,
216.0,8.2e-05,,,,,,
216.0,8.099999999999999e-05,,,,,,
216.0,8.2e-05,,,,,,
216.0,8.2e-05,,,,,,
216.0,8.099999999999999e-05,,,,,,
216.0,8.2e-05,,,,,,
216.0,8.2e-05,,,,,,
216.0,8.2e-05,,,,,,
216.0,8.3e-05,,,,,,
216.0,8.3e-05,,,,,,
216.0,8.3e-05,,,,,,
216.0,8.3e-05,,,,,,
216.0,8.2e-05,,,,,,
252.0,8.3e-05,,,,,,
252.0,8.4e-05,,,,,,
252.0,8.3e-05,,,,,,
252.0,8.3e-05,,,,,,
252.0,8.3e-05,,,,,,
252.0,8.3e-05,,,,,,
252.0,8.3e-05,,,,,,
252.0,8.3e-05,,,,,,
252.0,8.3e-05,,,,,,
288.0,8.6e-05,,,,,,
288.0,8.6e-05,,,,,,
288.0,8.7e-05,,,,,,
288.0,8.7e-05,,,,,,
288.0,8.7e-05,,,,,,
288.0,8.800000000000001e-05,,,,,,
288.0,8.7e-05,,,,,,
324.0,8.7e-05,,,,,,
324.0,8.800000000000001e-05,,,,,,
324.0,8.9e-05,,,,,,
324.0,8.9e-05,,,,,,
324.0,8.800000000000001e-05,,,,,,
324.0,8.800000000000001e-05,,,,,,
360.0,8.800000000000001e-05,,,,,,
360.0,8.9e-05,,,,,,
360.0,8.9e-05,,,,,,
360.0,8.9e-05,,,,,,
360.0,8.999999999999999e-05,,,,,,
360.0,8.9e-05,,,,,,
360.0,8.999999999999999e-05,,,,,,
396.0,9.1e-05,,,,,,
396.0,9.1e-05,,,,,,
396.0,8.999999999999999e-05,,,,,,
396.0,8.999999999999999e-05,,,,,,
396.0,8.999999999999999e-05,,,,,,
396.0,8.9e-05,,,,,,
432.0,8.999999999999999e-05,,,,,,
432.0,9.2e-05,,,,,,
432.0,9.400000000000001e-05,,,,,,
432.0,9.3e-05,,,,,,
432.0,9.2e-05,,,,,,
432.0,9.3e-05,,,,,,
432.0,9.2e-05,,,,,,
468.0,9.3e-05,,,,,,
468.0,9.2e-05,,,,,,
468.0,9.2e-05,,,,,,
468.0,9.2e-05,,,,,,
468.0,9.3e-05,,,,,,
468.0,8.9e-05,,,,,,
468.0,9.1e-05,,,,,,
504.0,8.999999999999999e-05,,,,,,
504.0,9.1e-05,,,,,,
504.0,9.3e-05,,,,,,
504.0,9.400000000000001e-05,,,,,,
504.0,9.400000000000001e-05,,,,,,
504.0,9.3e-05,,,,,,
540.0,9.3e-05,,,,,,
540.0,9.400000000000001e-05,,,,,,
540.0,9.2e-05,,,,,,
540.0,9.2e-05,,,,,,
540.0,9.2e-05,,,,,,
540.0,9.1e-05,,,,,,
540.0,9.2e-05,,,,,,
576.0,9.1e-05,,,,,,
576.0,9.2e-05,,,,,,
576.0,9.2e-05,,,,,,
576.0,9.2e-05,,,,,,
576.0,9.3e-05,,,,,,
576.0,9.3e-05,,,,,,
576.0,9.2e-05,,,,,,
612.0,9.1e-05,,,,,,
612.0,8.999999999999999e-05,,,,,,
612.0,8.999999999999999e-05,,,,,,
612.0,9.1e-05,,,,,,
612.0,8.999999999999999e-05,,,,,,
612.0,9.1e-05,,,,,,
648.0,9.2e-05,,,,,,
648.0,9.1e-05,,,,,,
648.0,9.1e-05,,,,,,
648.0,9.3e-05,,,,,,
684.0,9.3e-05,,,,,,
684.0,9.499999999999999e-05,,,,,,
720.0,9.499999999999999e-05,,,,,,
720.0,9.499999999999999e-05,,,,,,
720.0,9.599999999999999e-05,,,,,,
756.0,9.599999999999999e-05,,,,,,
756.0,9.8e-05,,,,,,
792.0,9.8e-05,,,,,,
792.0,9.8e-05,,,,,,
828.0,9.900000000000001e-05,,,,,,
828.0,9.900000000000001e-05,,,,,,
828.0,0.000101,,,,,,
864.0,0.000115,,,,,,
864.0,0.00013,,,,,,
900.0,0.00013,,,,,,
900.0,0.000131,,,,,,
936.0,0.000129,,,,,,
936.0,0.000129,,,,,,
936.0,0.00013,,,,,,
936.0,0.000129,,,,,,
972.0,0.000129,,,,,,
972.0,0.000129,,,,,,
972.0,0.000129,,,,,,
1008.0,0.000129,,,,,,
1008.0,0.000129,,,,,,
1044.0,0.000131,,,,,,
1044.0,0.000131,,,,,,
1044.0,0.00013,,,,,,
1080.0,0.000129,,,,,,
1080.0,0.00013,,,,,,
1116.0,0.000129,,,,,,
1116.0,0.00013,,,,,,
1152.0,0.00013,,,,,,
1152.0,0.000129,,,,,,
1152.0,0.000129,,,,,,
1188.0,0.00013,,,,,,
1188.0,0.000128,,,,,,
1224.0,0.00013,,,,,,
1224.0,0.000128,,,,,,
1260.0,0.000129,,,,,,
1260.0,0.000128,,,,,,
1260.0,0.000128,,,,,,
1296.0,0.000128,,,,,,
1332.0,0.000128,,,,,,
1368.0,0.000129,,,,,,
1368.0,0.000128,,,,,,
1404.0,0.000127,,,,,,
1440.0,0.000127,,,,,,
1476.0,0.000128,,,,,,
1512.0,0.000128,,,,,,
1548.0,0.000128,,,,,,
1548.0,0.000126,,,,,,
1584.0,0.000127,,,,,,
1620.0,0.000127,,,,,,
1656.0,0.000125,,,,,,
1692.0,0.000124,,,,,,
1728.0,0.000124,,,,,,
1728.0,0.000123,,,,,,
1764.0,0.000124,,,,,,
1800.0,0.000124,,,,,,
1836.0,0.000124,,,,,,
1872.0,0.000123,,,,,,
1908.0,0.000123,,,,,,
1908.0,0.00012200000000000001,,,,,,
1944.0,0.00012200000000000001,,,,,,
1980.0,0.000121,,,,,,
2016.0,0.00012,,,,,,
2052.0,0.00012,,,,,,
2088.0,0.000119,,,,,,
2124.0,0.00012,,,,,,
2124.0,0.000119,,,,,,
2160.0,0.000119,,,,,,
2196.0,0.000117,,,,,,
2232.0,0.000117,,,,,,
2268.0,0.00011599999999999999,,,,,,
2304.0,0.00011599999999999999,,,,,,
2304.0,0.000117,,,,,,
2340.0,0.000118,,,,,,
2376.0,0.00012,,,,,,
2412.0,0.000118,,,,,,
