param_type,param_name,out_u_bound,out_l_bound,in_u_bound,base,in_l_bound
output,g147_phi_1,1,0,0.08611057380131956,10,0.0006509536295950582
output,g147_Phi,1,0,0.33473514713183333,10,0.29287604930887784
output,g147_phi_2,1,0,0.5547676975280766,10,0.5445269131574867
output,g148_phi_1,1,0,-0.2720116661174996,10,-0.3905656796683675
output,g148_Phi,1,0,0.310523383951521,10,0.29622628726116057
output,g148_phi_2,1,0,0.5185139398778874,10,0.512724409221682
output,g149_phi_1,1,0,0.2452164569476686,10,0.22466252884102964
output,g149_Phi,1,0,0.3046843659743861,10,0.2903017873056742
output,g149_phi_2,1,0,0.5401667403209931,10,0.5345337560051155
output,g150_phi_1,1,0,0.40052072087837887,10,0.3738862317891531
output,g150_Phi,1,0,0.32366453560810016,10,0.3129174811163685
output,g150_phi_2,1,0,0.6228872274491243,10,0.6109900164442723
output,g151_phi_1,1,0,0.3452168464313448,10,0.3150251993126049
output,g151_Phi,1,0,0.3367798329836422,10,0.3267249128021095
output,g151_phi_2,1,0,0.6989526322092977,10,0.694350689221923
output,g152_phi_1,1,0,0.13245181272900336,10,0.11048869983666935
output,g152_Phi,1,0,0.24834115666919604,10,0.23787034147673766
output,g152_phi_2,1,0,0.5828244163787939,10,0.5796121307403037
output,g153_phi_1,1,0,-0.10734896612269965,10,-0.16580826737541762
output,g153_Phi,1,0,0.30267718701001933,10,0.294950954465268
output,g153_phi_2,1,0,0.44507463277493053,10,0.4399954739538081
output,g154_phi_1,1,0,0.3400473176613932,10,0.315907399666257
output,g154_Phi,1,0,0.33675983369824786,10,0.32684769891599025
output,g154_phi_2,1,0,0.7002969163091322,10,0.6956742643992991
output,g155_phi_1,1,0,0.3654692648977114,10,0.34002746828266056
output,g155_Phi,1,0,0.3521439124415825,10,0.3390736296411141
output,g155_phi_2,1,0,0.6546385163726203,10,0.6491108374217809
output,g156_phi_1,1,0,0.2025155617815292,10,0.18281395125736585
output,g156_Phi,1,0,0.3802293369380374,10,0.3592471744896942
output,g156_phi_2,1,0,0.6027976651019955,10,0.5975196779490266
output,g157_phi_1,1,0,0.6305194028581935,10,0.6021685513789972
output,g157_Phi,1,0,0.4786242053118079,10,0.4688787942540105
output,g157_phi_2,1,0,0.7980426220163206,10,-2.7578065441775452
output,g158_phi_1,1,0,0.29431188090201277,10,0.2729317793870707
output,g158_Phi,1,0,0.388545220095957,10,0.3673931979224757
output,g158_phi_2,1,0,0.6039558854353821,10,0.6002430162858409
output,g159_phi_1,1,0,-0.07586550289825363,10,-0.13337008749230592
output,g159_Phi,1,0,0.3011819721383155,10,0.29307514012286384
output,g159_phi_2,1,0,0.6181527333785194,10,0.6137150020527403
output,g161_phi_1,1,0,0.09572712255597977,10,0.03706775804255776
output,g161_Phi,1,0,0.4200383061331779,10,0.4100513975504519
output,g161_phi_2,1,0,0.6307735456752158,10,0.624230513855454
output,g162_phi_1,1,0,0.5545376141466677,10,0.5342165443323298
output,g162_Phi,1,0,0.4556517453313514,10,0.44831976493349535
output,g162_phi_2,1,0,0.7899823897524433,10,0.7788166585732207
output,g163_phi_1,1,0,0.21806261782637457,10,0.18520206518789392
output,g163_Phi,1,0,0.20881743877459735,10,0.19323594163975374
output,g163_phi_2,1,0,0.51731468566477,10,0.5123641593965311
output,g164_phi_1,1,0,-0.46663472725036437,10,-0.6242632478641517
output,g164_Phi,1,0,0.37361072831293085,10,0.36114208775333284
output,g164_phi_2,1,0,0.5381336872506688,10,0.5316066319327221
output,g165_phi_1,1,0,0.716787705699772,10,0.6601727096644397
output,g165_Phi,1,0,0.4761502456792672,10,0.4683177855649127
output,g165_phi_2,1,0,0.03386586734790011,10,-0.3366666375882981
output,g166_phi_1,1,0,-0.22416390854404353,10,-0.3360824524382067
output,g166_Phi,1,0,0.4487217749497213,10,0.4445288113171352
output,g166_phi_2,1,0,0.5212819526216741,10,0.5071809772602408
output,g167_phi_1,1,0,0.12011307140768386,10,0.07616693934493257
output,g167_Phi,1,0,0.40611419267846394,10,0.3989637361255204
output,g167_phi_2,1,0,0.4836586038374401,10,0.4730049642672709
output,g168_phi_1,1,0,0.34429400589831205,10,0.33055580906299553
output,g168_Phi,1,0,0.33322553626171525,10,0.3204163374561695
output,g168_phi_2,1,0,0.6974385908880263,10,0.6932519544051738
output,g169_phi_1,1,0,0.19755621315353653,10,0.16829118885126632
output,g169_Phi,1,0,0.3265406685165618,10,0.3182094671713806
output,g169_phi_2,1,0,0.6428304001510626,10,0.6383294870707776
output,g171_phi_1,1,0,0.2007957976083673,10,0.18338374205269517
output,g171_Phi,1,0,0.21502917809430117,10,0.2056373594794291
output,g171_phi_2,1,0,0.5291864444226145,10,0.5167072068158731
output,g172_phi_1,1,0,0.18926566893454835,10,0.13893394025692368
output,g172_Phi,1,0,0.46839164391476223,10,0.4593472463943372
output,g172_phi_2,1,0,0.5299177636834026,10,0.5165353738957996
output,g173_phi_1,1,0,-0.19502278565137374,10,-0.3494982051216331
output,g173_Phi,1,0,0.38932559181749277,10,0.37467504117713324
output,g173_phi_2,1,0,0.45695784945760437,10,0.43351382066454314
output,g175_phi_1,1,0,-0.030719243223622884,10,-0.06566822862034483
output,g175_Phi,1,0,0.3901576247082597,10,0.38304299930574365
output,g175_phi_2,1,0,0.48201557645071164,10,0.47575832897587467
output,g176_phi_1,1,0,-0.6132157601263194,10,-0.7533783373040119
output,g176_Phi,1,0,0.4229507812270188,10,0.41782031745014275
output,g176_phi_2,1,0,0.5272689127399659,10,0.5219222448835005
output,g177_phi_1,1,0,0.24092347879425507,10,0.20723030984835328
output,g177_Phi,1,0,0.3757001845879882,10,0.35303097576528114
output,g177_phi_2,1,0,0.6266174881854043,10,0.6153291873878256
output,g178_phi_1,1,0,-0.1861655801631977,10,-0.3550692920864126
output,g178_Phi,1,0,0.38891784515691447,10,0.37311438120345825
output,g178_phi_2,1,0,0.4467079932474125,10,0.43277694076486
output,g179_phi_1,1,0,0.0359497795366741,10,0.006037954997317176
output,g179_Phi,1,0,0.35677136166960005,10,0.3359791423403533
output,g179_phi_2,1,0,0.5681782480551022,10,0.5559645847414221
output,g180_phi_1,1,0,0.14479207849771467,10,0.12034356243802466
output,g180_Phi,1,0,0.2594027281425884,10,0.2473102774556557
output,g180_phi_2,1,0,0.6349606700606385,10,0.6320622994499898
output,g181_phi_1,1,0,-0.4860769116755058,10,-0.6102493411624936
output,g181_Phi,1,0,0.3697722885969627,10,0.36142561298389103
output,g181_phi_2,1,0,0.5367603930433873,10,0.5323976270656924
output,g183_phi_1,1,0,0.2088979854933661,10,0.18437908065859643
output,g183_Phi,1,0,0.20994373568495225,10,0.19989224352631932
output,g183_phi_2,1,0,0.5171826973091761,10,0.5148000217377154
output,g185_phi_1,1,0,-0.15410235385151386,10,-0.35321410597523606
output,g185_Phi,1,0,0.3893964652184747,10,0.3692900894386806
output,g185_phi_2,1,0,0.44963265047007456,10,0.4332576563973488
output,g186_phi_1,1,0,0.4810267680761098,10,0.46998392610869005
output,g186_Phi,1,0,0.4587435774200478,10,0.453303047718583
output,g186_phi_2,1,0,0.7773180538913759,10,0.7702627381705932
output,g187_phi_1,1,0,0.3035200369072801,10,0.2715163445116314
output,g187_Phi,1,0,0.4153239826996919,10,0.4035666025380517
output,g187_phi_2,1,0,0.606359864851589,10,0.6009075833350342
output,g188_phi_1,1,0,0.31378288315519703,10,0.29428982710071805
output,g188_Phi,1,0,0.34844116727836116,10,0.33781852877170127
output,g188_phi_2,1,0,0.6656185094389434,10,0.6612635568218135
output,g189_phi_1,1,0,0.42201499597946385,10,0.37403309554568753
output,g189_Phi,1,0,0.4434194617828172,10,0.429558499461421
output,g189_phi_2,1,0,0.7227161674884948,10,0.7097108174744489
output,g190_phi_1,1,0,0.2767144946302915,10,0.2325895627547864
output,g190_Phi,1,0,0.30094312808055257,10,0.29019048397030417
output,g190_phi_2,1,0,0.5919767803982873,10,0.5833574949025073
output,g191_phi_1,1,0,0.13981614061057576,10,0.11186714680446952
output,g191_Phi,1,0,0.2660669817434102,10,0.24684312225131963
output,g191_phi_2,1,0,0.5730573569004477,10,0.5666849165210194
output,g192_phi_1,1,0,0.3551257249876876,10,0.3309005596679337
output,g192_Phi,1,0,0.3336890417039052,10,0.3258439282932918
output,g192_phi_2,1,0,0.6988570730890256,10,0.6970723404749793
output,g193_phi_1,1,0,0.1738270356535796,10,0.14263970783241667
output,g193_Phi,1,0,0.42499590961736056,10,0.41356797127328904
output,g193_phi_2,1,0,0.6070366122240847,10,0.5930866002854497
output,g194_phi_1,1,0,0.05111391677760137,10,-0.3802911592489151
output,g194_Phi,1,0,0.48955069775056975,10,0.47960409904390633
output,g194_phi_2,1,0,0.4724053624089221,10,0.3337696008734745
output,g195_phi_1,1,0,0.6717743266725964,10,0.6567879234101605
output,g195_Phi,1,0,0.47532245076668905,10,0.46244292259067443
output,g195_phi_2,1,0,-0.3774647801124541,10,-0.5564710397249383
output,g196_phi_1,1,0,0.11693964655075575,10,0.07346172927983498
output,g196_Phi,1,0,0.44412289941291905,10,0.42857210926186884
output,g196_phi_2,1,0,0.6367987118700661,10,0.6275604260947116
output,g197_phi_1,1,0,0.28266742031975023,10,0.26667846546456847
output,g197_Phi,1,0,0.2979136358078661,10,0.28941056088598976
output,g197_phi_2,1,0,0.5914541837007063,10,0.589290402721322
output,g198_phi_1,1,0,0.10095610305949272,10,0.06367105393071758
output,g198_Phi,1,0,0.42512647050877367,10,0.41742186688640526
output,g198_phi_2,1,0,0.457230723687269,10,0.4457131523799558
output,g199_phi_1,1,0,-0.39198772178465463,10,-0.8789985650103596
output,g199_Phi,1,0,0.4483042955758238,10,0.4428872189023486
output,g199_phi_2,1,0,0.4768171421305017,10,0.4504184809368111
output,g200_phi_1,1,0,0.032175376961362856,10,-0.028394843363794907
output,g200_Phi,1,0,0.46505551995182104,10,0.4576094314685549
output,g200_phi_2,1,0,0.6291546566346387,10,0.6158659186685549
output,g201_phi_1,1,0,-0.2294867229014969,10,-0.3179903796178792
output,g201_Phi,1,0,0.40243334621931187,10,0.39091745249731136
output,g201_phi_2,1,0,0.4187320568732961,10,0.4104397862103465
output,g202_phi_1,1,0,-0.12230046536011231,10,-0.169571735557456
output,g202_Phi,1,0,0.30233092868439926,10,0.2855573090077737
output,g202_phi_2,1,0,0.4763678244560013,10,0.458033192496506
output,g203_phi_1,1,0,-0.19473028334612,10,-0.2833874012773612
output,g203_Phi,1,0,0.39583292010198357,10,0.379178565528129
output,g203_phi_2,1,0,0.5425391213442771,10,0.525135545657717
output,g204_phi_1,1,0,0.2313931234031216,10,0.19517984243190323
output,g204_Phi,1,0,0.34338889746235396,10,0.334835601526356
output,g204_phi_2,1,0,0.6361768582331498,10,0.6260116987513503
output,g205_phi_1,1,0,0.11397675828984645,10,0.05373131588760733
output,g205_Phi,1,0,0.4429028824185497,10,0.42821581156132543
output,g205_phi_2,1,0,0.6427315440817329,10,0.6350009291088159
output,g206_phi_1,1,0,-0.17851267416435623,10,-0.2401056259745007
output,g206_Phi,1,0,0.3032392686519959,10,0.28929902887841635
output,g206_phi_2,1,0,0.4943076836773299,10,0.47683162851226063
output,g207_phi_1,1,0,0.31468865104611643,10,0.2963141033532408
output,g207_Phi,1,0,0.28064665029619484,10,0.2600713879850748
output,g207_phi_2,1,0,0.5820861002474853,10,0.5746330722545173
output,g208_phi_1,1,0,0.12381898601899693,10,0.07569291820180345
output,g208_Phi,1,0,0.27072540678245444,10,0.2665139199091199
output,g208_phi_2,1,0,0.5670028265248149,10,0.5615426126181953
output,g209_phi_1,1,0,0.3957281698646443,10,0.36385631929506845
output,g209_Phi,1,0,0.43536650661266124,10,0.41733881031939746
output,g209_phi_2,1,0,0.6987093494425868,10,0.6834523107382815
output,g210_phi_1,1,0,0.16010822041095052,10,0.11849619991178799
output,g210_Phi,1,0,0.21104040573205332,10,0.18207210385738667
output,g210_phi_2,1,0,0.6237763280606363,10,0.6203026587858719
output,g211_phi_1,1,0,0.15044940946088056,10,0.11620912580339977
output,g211_Phi,1,0,0.3362595520141932,10,0.3269499941659988
output,g211_phi_2,1,0,0.5073565507319071,10,0.5017847633884995
output,g212_phi_1,1,0,-0.14551177495556958,10,-0.1950908376872871
output,g212_Phi,1,0,0.3137617962924363,10,0.28927671903935953
output,g212_phi_2,1,0,0.49518343182908,10,0.47565666318247257
output,g213_phi_1,1,0,-0.17581556958181982,10,-0.33925781085377776
output,g213_Phi,1,0,0.38941418176168413,10,0.36379994547910927
output,g213_phi_2,1,0,0.42180128860097277,10,0.40655721125617267
output,g215_phi_1,1,0,0.2445492428978945,10,0.20758051476543124
output,g215_Phi,1,0,0.37099393351474386,10,0.3525683861793086
output,g215_phi_2,1,0,0.6212905547613288,10,0.61559237384182
output,g216_phi_1,1,0,0.39607723911295356,10,0.35983548233988794
output,g216_Phi,1,0,0.4353505689080446,10,0.4200052849590513
output,g216_phi_2,1,0,0.7012224842565571,10,0.6864217498793674
output,g217_phi_1,1,0,-0.19559475444698496,10,-0.24696110742373467
output,g217_Phi,1,0,0.30905498518640784,10,0.2894551656702844
output,g217_phi_2,1,0,0.4944328987263986,10,0.4735161653509162
output,g218_phi_1,1,0,0.2165089781866004,10,0.19318027356534526
output,g218_Phi,1,0,0.2460059040760291,10,0.2299121083301472
output,g218_phi_2,1,0,0.5230046724215364,10,0.5199067107167377
output,g219_phi_1,1,0,-0.033299912359901505,10,-0.2983629477553292
output,g219_Phi,1,0,0.4829450077486899,10,0.47523522260412826
output,g219_phi_2,1,0,0.43857399021863375,10,0.383546091724474
output,g220_phi_1,1,0,-0.2114710453902493,10,-0.28064384954011207
output,g220_Phi,1,0,0.4059436805121969,10,0.3953613449410774
output,g220_phi_2,1,0,0.42140647540841514,10,0.40820603473002026
output,g221_phi_1,1,0,0.4969987977400918,10,0.4630564280851582
output,g221_Phi,1,0,0.44012160318780386,10,0.43671907822757594
output,g221_phi_2,1,0,0.783639207772745,10,0.7696136125247871
output,g222_phi_1,1,0,0.7957827244829215,10,0.7845958982890741
output,g222_Phi,1,0,0.45863784902564925,10,0.45587983718472547
output,g222_phi_2,1,0,0.4126788998126764,10,0.38989225544206274
output,g223_phi_1,1,0,0.6704221334289548,10,0.6369790833695268
output,g223_Phi,1,0,0.4756711883244296,10,0.4626076067128518
output,g223_phi_2,1,0,-0.3935218968935458,10,-1.7021082358453452
output,g224_phi_1,1,0,0.39056420957905813,10,0.3708645279003641
output,g224_Phi,1,0,0.3822512461465842,10,0.3660865990199997
output,g224_phi_2,1,0,0.5804687839510015,10,0.5732198271144219
output,g225_phi_1,1,0,0.16799631208688018,10,-0.09095237136869408
output,g225_Phi,1,0,0.4925369002881331,10,0.4833875754285138
output,g225_phi_2,1,0,0.6417912874266534,10,0.5562301123210986
output,g226_phi_1,1,0,0.1586639808139893,10,0.11065703755803093
output,g226_Phi,1,0,0.3849444982162442,10,0.35264551866897115
output,g226_phi_2,1,0,0.5529114502165088,10,0.5431239795478644
output,g227_phi_1,1,0,0.7980426220163206,10,-1.6724163125188207
output,g227_Phi,1,0,0.49278831703442905,10,0.4885648167417371
output,g227_phi_2,1,0,0.5884397883055262,10,0.43100975033369093
output,g228_phi_1,1,0,0.3803017103051845,10,0.3736842129970154
output,g228_Phi,1,0,0.3502092403099481,10,0.3406820192459049
output,g228_phi_2,1,0,0.5814831582758551,10,0.5741933740763268
output,g229_phi_1,1,0,0.11564378966994095,10,0.07591176148277752
output,g229_Phi,1,0,0.2711908387012949,10,0.2652188880999597
output,g229_phi_2,1,0,0.5672734553170501,10,0.5613757138308916
output,g230_phi_1,1,0,0.38756777941718856,10,0.37759762610891934
output,g230_Phi,1,0,0.3690487889403375,10,0.36398782974849136
output,g230_phi_2,1,0,0.6658341774828822,10,0.6587457353611534
output,g231_phi_1,1,0,0.4187320568732961,10,0.4036180439928828
output,g231_Phi,1,0,0.43293723843836746,10,0.41480627950101256
output,g231_phi_2,1,0,0.6213736435061769,10,0.6028518564001409
output,g232_phi_1,1,0,0.10411137969896841,10,0.07048117506601878
output,g232_Phi,1,0,0.4345210012657728,10,0.42602301568987605
output,g232_phi_2,1,0,0.6399742984549512,10,0.6358153728975237
output,g233_phi_1,1,0,0.27731117917403,10,0.2429635918214831
output,g233_Phi,1,0,0.2961384534087218,10,0.28865157778946493
output,g233_phi_2,1,0,0.5919434419444202,10,0.5850883174674697
output,g234_phi_1,1,0,0.10503305039359384,10,0.049334335972283816
output,g234_Phi,1,0,0.4488144936695234,10,0.4383524517643255
output,g234_phi_2,1,0,0.5761685196078086,10,0.5616737023990063
output,g235_phi_1,1,0,0.3906348811518764,10,0.37395966987546686
output,g235_Phi,1,0,0.39585037601878104,10,0.3745100600495502
output,g235_phi_2,1,0,0.7076553235311869,10,0.6957880262155343
output,g236_phi_1,1,0,0.20593479368468165,10,0.1692628640864461
output,g236_Phi,1,0,0.4218506150229582,10,0.415874408809005
output,g236_phi_2,1,0,0.5275783495053924,10,0.5167468509135046
output,g237_phi_1,1,0,0.3432707006508007,10,0.3299467572402383
output,g237_Phi,1,0,0.3515257545478363,10,0.33919297409965665
output,g237_phi_2,1,0,0.6132602600019678,10,0.6077123066830362
output,g238_phi_1,1,0,-0.0733489229111111,10,-0.11030060984906521
output,g238_Phi,1,0,0.29804484260097985,10,0.27861643366783234
output,g238_phi_2,1,0,0.5322701446090565,10,0.524863272900304
output,g239_phi_1,1,0,0.39385586858796107,10,0.3709199921709195
output,g239_Phi,1,0,0.3825573219087858,10,0.37269111910576896
output,g239_phi_2,1,0,0.5812668052736706,10,0.5746215069513488
output,g240_phi_1,1,0,0.38483708820368434,10,0.3663855969539463
output,g240_Phi,1,0,0.38279123438164747,10,0.37309598707872704
output,g240_phi_2,1,0,0.5756149990440086,10,0.5712428505602237
output,g241_phi_1,1,0,0.3545309980503963,10,0.33913330596987895
output,g241_Phi,1,0,0.2968406273400239,10,0.27491950640375373
output,g241_phi_2,1,0,0.7020857214358248,10,0.6901783533613586
output,g242_phi_1,1,0,0.4276483711869326,10,0.4172391214673809
output,g242_Phi,1,0,0.3605934135652489,10,0.3586010159430194
output,g242_phi_2,1,0,0.6827495978606493,10,0.6806255506450797
output,g243_phi_1,1,0,0.3867664157173134,10,0.37344534229797893
output,g243_Phi,1,0,0.3513323996263827,10,0.34500103817804195
output,g243_phi_2,1,0,0.5814831582758551,10,0.5767098257666844
output,g244_phi_1,1,0,0.1587845177234234,10,0.140225125266448
output,g244_Phi,1,0,0.20736503746907184,10,0.19752865552277102
output,g244_phi_2,1,0,0.5922211842264413,10,0.5836634358455981
output,g245_phi_1,1,0,0.3956583223341326,10,0.37787061278074197
output,g245_Phi,1,0,0.43507953840449376,10,0.419707981354444
output,g245_phi_2,1,0,0.6992218221154238,10,0.6923004039951806
output,g246_phi_1,1,0,0.2782962080912738,10,0.24684312225131963
output,g246_Phi,1,0,0.2957429810955514,10,0.28589471248083914
output,g246_phi_2,1,0,0.5920434496293614,10,0.5868235146235762
output,g247_phi_1,1,0,-0.09079711227427995,10,-0.12314158567978054
output,g247_Phi,1,0,0.33497619865434175,10,0.32778790759305043
output,g247_phi_2,1,0,0.6139580408572138,10,0.5973221466588428
output,g248_phi_1,1,0,0.21989873904496574,10,0.1952906601109693
output,g248_Phi,1,0,0.2673125578314445,10,0.2619524328441316
output,g248_phi_2,1,0,0.635373148490432,10,0.6292974428542011
output,g249_phi_1,1,0,0.3989290729854347,10,0.36453223492795966
output,g249_Phi,1,0,0.43536650661266124,10,0.4153072922255674
output,g249_phi_2,1,0,0.7021978163460546,10,0.6914705023115069
output,g250_phi_1,1,0,0.17831493483215977,10,0.153814864344529
output,g250_Phi,1,0,0.3799035074515027,10,0.3766499415927568
output,g250_phi_2,1,0,0.5152776037679586,10,0.5124842758779019
output,g251_phi_1,1,0,0.7763088345393647,10,0.7598415277480953
output,g251_Phi,1,0,0.4593774078279145,10,0.44958638083756775
output,g251_phi_2,1,0,0.3486941902655411,10,0.3150882730883171
output,g252_phi_1,1,0,0.2775175329691711,10,0.2559957267224019
output,g252_Phi,1,0,0.2586133408027438,10,0.24474704283614013
output,g252_phi_2,1,0,0.5488191999412767,10,0.5408798163541726
output,g253_phi_1,1,0,0.3261104609708298,10,0.28506197593516164
output,g253_Phi,1,0,0.48149995732317935,10,0.46530847958730615
output,g253_phi_2,1,0,0.6416624622379814,10,0.6225248624035681
output,g254_phi_1,1,0,0.3253309052436955,10,0.30369272719511775
output,g254_Phi,1,0,0.29563306373476034,10,0.28499438672299454
output,g254_phi_2,1,0,0.6842078090231144,10,0.6762087578669049
output,g255_phi_1,1,0,0.07261747654523654,10,0.040523226445596194
output,g255_Phi,1,0,0.41816866206786624,10,0.4108784164200866
output,g255_phi_2,1,0,0.6384792730586862,10,0.629929218138726
output,g256_phi_1,1,0,0.30178934676871855,10,0.2742733377584179
output,g256_Phi,1,0,0.3338098748552258,10,0.33120452427584646
output,g256_phi_2,1,0,0.6943770247304603,10,0.6864753896598227
output,g257_phi_1,1,0,0.21989873904496574,10,0.19766642619356542
output,g257_Phi,1,0,0.261786086565754,10,0.24583333509732605
output,g257_phi_2,1,0,0.5984840952830535,10,0.5949668095512749
output,g258_phi_1,1,0,0.22768107275287006,10,0.20504187926136938
output,g258_Phi,1,0,0.3050502689172228,10,0.29824157849648614
output,g258_phi_2,1,0,0.5324740985814121,10,0.5233692209782801
output,g259_phi_1,1,0,0.076130494543006,10,0.0019067040408848016
output,g259_Phi,1,0,0.4445912256429572,10,0.4334818083929845
output,g259_phi_2,1,0,0.5723487407451598,10,0.550619653436924
output,g261_phi_1,1,0,0.026492407052839652,10,-0.0488422599732894
output,g261_Phi,1,0,0.4562597242664723,10,0.45061856345172563
output,g261_phi_2,1,0,0.5886302020239325,10,0.5791660023794589
output,g262_phi_1,1,0,0.1830419572906398,10,0.13754399455465258
output,g262_Phi,1,0,0.39642602801810267,10,0.3781070625097422
output,g262_phi_2,1,0,0.5920323388015539,10,0.5844895320409749
output,g264_phi_1,1,0,0.08008508504586932,10,0.04875245769948963
output,g264_Phi,1,0,0.4483507019959036,10,0.4280537613796306
output,g264_phi_2,1,0,0.5688936961393452,10,0.5615187738608117
output,g265_phi_1,1,0,0.2646053443916627,10,0.24711364177086428
output,g265_Phi,1,0,0.25875697253657526,10,0.24306286480480654
output,g265_phi_2,1,0,0.6125295611243544,10,0.6105111149000845
output,g268_phi_1,1,0,-0.03295306171483705,10,-0.10594437049720574
output,g268_Phi,1,0,0.39218675328706326,10,0.3877634436215564
output,g268_phi_2,1,0,0.44958638083756775,10,0.44021617608011016
output,g269_phi_1,1,0,0.2872417111783479,10,0.26752371638546135
output,g269_Phi,1,0,0.3261104609708298,10,0.31424653528842167
output,g269_phi_2,1,0,0.6444090446205939,10,0.6414146140341246
output,g270_phi_1,1,0,-0.7700878916698527,10,-1.5069325016227713
output,g270_Phi,1,0,0.448010273039476,10,0.44368533881697275
output,g270_phi_2,1,0,0.4765418090274288,10,0.44628857262959026
output,g271_phi_1,1,0,0.04363730959257051,10,0.023417089841104848
output,g271_Phi,1,0,0.29998643613446735,10,0.2865687340572638
output,g271_phi_2,1,0,0.6358555527964216,10,0.6293892092117832
output,g272_phi_1,1,0,0.00800367184015935,10,-0.025562000807480563
output,g272_Phi,1,0,0.3692900894386806,10,0.3559110505267529
output,g272_phi_2,1,0,0.4922713579491338,10,0.4777577533081702
output,g273_phi_1,1,0,0.22323627310299757,10,0.2016428818382251
output,g273_Phi,1,0,0.3816745176964352,10,0.37843424206207904
output,g273_phi_2,1,0,0.6619167523554811,10,0.6586123115561399
output,g274_phi_1,1,0,0.0033312585613267387,10,-0.015832872853011853
output,g274_Phi,1,0,0.32062395505353747,10,0.3153824963149901
output,g274_phi_2,1,0,0.455910240382743,10,0.450787792072898
output,g275_phi_1,1,0,-0.11023343099717314,10,-0.15384233433925715
output,g275_Phi,1,0,0.3037790465955318,10,0.2992457280349395
output,g275_phi_2,1,0,0.43839993380470554,10,0.4306232240319145
output,g276_phi_1,1,0,0.221048911692896,10,0.19678393773770905
output,g276_Phi,1,0,0.25968942271691436,10,0.24072392931884573
output,g276_phi_2,1,0,0.5986373280462209,10,0.5961350684737893
output,g277_phi_1,1,0,-0.021572950504505393,10,-0.04376912016231794
output,g277_Phi,1,0,0.39176406508444106,10,0.38747881199254003
output,g277_phi_2,1,0,0.4590002392686942,10,0.4423229557455745
output,g278_phi_1,1,0,0.14547610488495935,10,0.12421068343621729
output,g278_Phi,1,0,0.20414712521284767,10,0.1947362887286947
output,g278_phi_2,1,0,0.5860243823869757,10,0.5836294530485775
output,g279_phi_1,1,0,0.4514026135974929,10,0.43359384102146686
output,g279_Phi,1,0,0.41795305310944636,10,0.41309849993217823
output,g279_phi_2,1,0,0.6674342731556814,10,0.6621342660642856
output,g280_phi_1,1,0,0.055225383853819573,10,0.016281024542830452
output,g280_Phi,1,0,0.34348737023830206,10,0.3297841990642316
output,g280_phi_2,1,0,0.5642161530776864,10,0.5572424542291428
output,g281_phi_1,1,0,0.07928980609865957,10,0.04653418275096951
output,g281_Phi,1,0,0.44898442659480176,10,0.4334497937615961
output,g281_phi_2,1,0,0.5703093854358797,10,0.5559766576994297
output,g282_phi_1,1,0,0.3052223519236954,10,0.2932741397107526
output,g282_Phi,1,0,0.31092685537169323,10,0.2965335659289875
output,g282_phi_2,1,0,0.6533283101983475,10,0.6492277325121585
output,g283_phi_1,1,0,0.03578983312775703,10,0.0010410579860935674
output,g283_Phi,1,0,0.29876577226187956,10,0.29059104254933793
output,g283_phi_2,1,0,0.6296134453781831,10,0.6267713678177775
output,g284_phi_1,1,0,0.28566980596006797,10,0.26100102333519665
output,g284_Phi,1,0,0.220343485097047,10,0.21399561636808492
output,g284_phi_2,1,0,0.5378442708352534,10,0.5351168208029521
output,g285_phi_1,1,0,0.23959975188504234,10,0.1969219448194587
output,g285_Phi,1,0,0.40152116138554217,10,0.3932065545633652
output,g285_phi_2,1,0,0.6019622640748058,10,0.5973111700635281
output,g286_phi_1,1,0,0.34748613807657297,10,0.31977209142636315
output,g286_Phi,1,0,0.4088163799799345,10,0.40375519142445815
output,g286_phi_2,1,0,0.692979037459632,10,0.688143850548826
output,g287_phi_1,1,0,0.35289610469331045,10,0.3164735836150836
output,g287_Phi,1,0,0.38064531919092465,10,0.3714188521101121
output,g287_phi_2,1,0,0.5701691924561602,10,0.5560973688242002
output,g288_phi_1,1,0,0.11357571680056797,10,0.06009318382446841
output,g288_Phi,1,0,0.48863531108212976,10,0.48318776199876246
output,g288_phi_2,1,0,0.5499713704437279,10,0.5318491868018603
output,g289_phi_1,1,0,0.17225255242368825,10,0.1501728963931313
output,g289_Phi,1,0,0.1676126727275301,10,0.15842280658488248
output,g289_phi_2,1,0,0.6307938706772975,10,0.6266790465812413
output,g291_phi_1,1,0,-0.11648051434328369,10,-0.44267329036620773
output,g291_Phi,1,0,0.4783933204143427,10,0.47297573459422826
output,g291_phi_2,1,0,0.5701808769331213,10,0.538774749539166
output,g292_phi_1,1,0,0.21919144021797882,10,0.20319612493503245
output,g292_Phi,1,0,0.24553734293599408,10,0.23014225231864183
output,g292_phi_2,1,0,0.628756647306122,10,0.6263814334695273
output,g293_phi_1,1,0,-0.10536830222681043,10,-0.1423780703811424
output,g293_Phi,1,0,0.3022226663176656,10,0.29944192080209225
output,g293_phi_2,1,0,0.4384157599979513,10,0.43468065661714195
output,g294_phi_1,1,0,-0.12925675185993543,10,-0.2262062437254349
output,g294_Phi,1,0,0.3460594330525737,10,0.3407216573130071
output,g294_phi_2,1,0,0.6044636616701854,10,0.5957276369138312
output,g295_phi_1,1,0,0.44739062680358715,10,0.41680687182294446
output,g295_Phi,1,0,0.41965841096058,10,0.4143046881283316
