1.749,1.719,4.2472,15
0.85859,2.0614,2.6459,23
1.519,2.4823,3.891,48
1.5232,1.8391,4.1748,19
1.2306,1.9881,4.2327,21
2.5001,2.6633,4.3031,28
1.2309,1.9886,4.2343,42
2.8909,2.836,4.5085,42
1.3454,2.3351,4.0163,7
1.2795,2.226,4.2242,34
5.7118,2.7785,1.4696,15
3.0075,2.842,5.8158,44
1.2637,2.86,3.6626,84
1.9117,2.8248,4.7703,22
0.95918,2.1441,3.0241,32
1.8174,2.5883,3.999,26
2.4836,2.0494,4.4433,45
2.0056,1.7621,3.4733,53
1.4734,1.6767,3.905,39
0.65831,2.5692,3.8849,28
2.8113,2.3306,4.268,52
1.7868,1.672,3.387,154
1.0713,2.4484,3.0549,34
1.7877,1.6693,3.3883,61
2.1499,2.8255,4.4547,24
2.0326,2.3506,4.383,19
1.475,1.665,3.1978,23
0.39514,2.1316,3.2055,67
0.39707,2.1315,3.2065,53
2.0046,1.761,3.4747,64
1.0068,2.7155,2.8787,89
0.50917,2.2004,3.7447,27
1.817,2.5891,4.0006,246
0.83335,1.8715,2.7785,32
0.63213,1.8667,2.8006,41
3.0057,2.8416,5.8126,57
1.4771,1.676,3.906,31
1.8973,1.9146,4.4932,53
1.0727,2.4479,3.0547,23
2.5427,2.2962,4.2877,42
1.1925,2.4153,3.7871,17
1.4773,1.6769,3.9087,17
1.8976,1.9162,4.4924,113
1.4904,2.1696,3.2688,31
0.82305,2.0766,3.1902,13
1.7606,2.6705,4.8419,18
2.0675,2.1456,4.6739,67
4.6468,3.0022,0.5332,19
2.4178,2.3699,4.3123,22
1.947,2.6033,4.8961,14
1.9203,2.576,4.8584,239
2.5439,2.2951,4.2859,22
1.6838,2.2327,4.2914,24
5.7222,2.7934,1.5223,32
1.2871,2.4858,3.9482,71
1.6826,2.231,4.288,24
2.066,3.0659,4.0126,14
0.49871,2.4708,2.4722,53
1.5432,2.056,4.6071,12
2.0876,3.0636,4.0324,42
0.39428,2.3728,3.4409,241
0.70958,2.0204,3.0998,29
2.2441,2.2372,4.646,18
1.005,2.0613,3.2737,66
1.9951,1.9834,4.5857,27
2.6795,2.3389,5.2033,12
2.1538,2.8266,4.4582,41
1.99,1.9897,3.6733,14
0.62148,2.6208,2.992,29
1.0822,1.8487,3.9439,28
2.5445,2.2964,4.2896,55
0.13851,2.8903,1.9837,28
4.601,3.0024,0.4884,68
0.88703,2.117,3.0556,29
1.4687,1.8657,4.1153,12
1.0565,2.0863,3.4942,29
0.74726,2.4253,3.7705,38
1.701,1.6012,4.1585,79
1.1416,2.5589,3.0644,19
2.3203,2.7568,4.5915,215
1.6633,2.5207,3.6087,31
1.6599,1.6813,4.2499,43
2.0517,1.9313,3.7411,29
1.5991,2.4378,3.4696,23
0.39111,1.9244,3.2053,61
1.699,1.6021,4.1597,19
1.8415,1.9872,3.7281,19
2.1212,2.8133,4.5955,27
2.1203,2.813,4.5958,28
1.7008,2.0069,3.4535,24
2.1352,2.9375,4.9298,26
1.1419,2.5595,3.0675,45
2.6402,2.447,4.9916,53
1.7002,2.0064,3.4529,23
1.602,2.4363,3.4696,58
1.1846,1.7964,4.1027,38
1.6611,1.6325,4.0835,573
1.2429,2.6908,3.3155,30
1.7011,2.0057,3.4526,37
2.8689,2.2921,4.5621,20
1.3171,1.9515,4.2052,20
0.28019,2.9521,3.3289,17
1.8398,1.9875,3.727,103
1.4643,2.459,3.3429,41
2.5394,2.051,5.1489,23
1.4638,2.4598,3.3416,34
1.9517,2.3359,3.9938,32
1.0981,2.286,3.1873,222
1.2382,2.6904,3.3081,159
0.28407,2.9481,3.3315,37
0.67688,1.805,2.9153,22
1.7015,2.0291,4.4197,24
1.4667,1.8657,4.1177,159
1.0229,2.6033,4.0664,101
2.1341,2.9388,4.9277,12
2.1487,2.5244,3.6195,45
5.5439,2.9021,1.8553,67
0.81728,2.1228,2.7781,20
2.1664,2.5315,4.5376,57
0.76542,1.9872,3.35,33
2.3498,2.1013,4.1926,171
1.7007,2.0083,3.4531,14
2.7974,2.707,4.5183,22
2.3864,2.5132,4.4292,31
1.7011,2.0072,3.4519,44
0.73944,2.4663,2.8456,27
1.2561,1.581,4.2897,18
0.0062634,2.6895,2.0498,120
2.6415,2.4456,4.9935,68
1.4914,1.8656,3.1818,33
3.2076,2.9385,6.1971,58
1.1417,2.5619,3.0665,105
0.71669,2.6105,3.5842,19
1.6611,1.6327,4.089,42
2.1686,2.3483,4.9559,15
1.0,1.9633,3.5025,31
2.1406,2.1533,4.9788,25
0.73917,2.4656,2.845,22
1.2902,1.7551,3.7991,37
1.7004,2.008,3.4511,32
0.53383,1.9776,3.256,47
2.3843,2.0779,4.1998,23
2.141,2.1533,4.9778,29
0.68425,1.9754,2.7554,26
2.3183,2.1835,4.4579,55
1.4712,2.0958,4.349,17
1.5675,2.2869,3.9631,10
4.1966,3.011,0.12991,22
1.9544,2.3347,3.9948,29
0.83944,1.9649,4.118,22
3.5132,2.8542,6.0768,19
1.1703,2.5719,4.2119,30
2.139,2.1542,4.9805,21
1.5292,1.6171,3.2868,18
0.32495,2.2967,3.4112,119
5.1282,2.9936,1.0691,16
0.21942,2.6178,3.3397,82
0.55367,2.7858,3.2494,117
1.2648,2.5059,2.9762,104
2.14,2.1536,4.9803,22
0.44967,2.4497,2.7168,86
1.4735,2.0952,4.3488,148
1.3735,2.9305,3.3606,25
1.3949,1.8078,4.2926,46
1.6098,2.2552,4.1231,22
0.44339,2.4512,2.7121,159
0.44185,2.4482,2.7094,74
1.0484,2.1664,3.6605,51
0.32368,2.2972,3.4089,44
1.5289,1.6176,3.2864,88
1.5272,1.62,3.2871,33
0.44423,2.45,2.7136,17
1.0795,1.7904,3.7167,26
0.92383,2.4548,2.998,26
0.22096,2.6185,3.3397,102
1.5886,1.8293,3.4938,15
2.9747,2.8699,5.8918,47
1.9673,2.1772,4.5863,51
1.9431,2.0521,3.9924,30
2.6392,2.7754,5.2785,37
1.8899,1.9666,3.9049,115
1.41,2.6611,4.0182,25
2.1424,2.1548,4.9814,98
1.2457,2.6389,2.8587,103
1.1291,3.0866,2.9727,15
4.6855,2.9889,0.41006,28
0.69802,1.9308,2.9944,29
1.9035,1.9592,3.8845,33
0.35286,2.7746,2.9434,44
0.93572,2.889,2.5585,13
1.566,2.1751,4.2262,26
0.56985,2.5202,2.5781,21
0.54487,2.3945,3.4301,48
1.2689,2.6681,4.3283,82
1.193,1.8468,3.6436,63
1.9785,1.8986,3.8194,99
2.4676,2.7236,4.9899,30
0.46088,2.451,2.5667,88
1.3769,1.5208,4.1741,30
1.3911,2.156,3.1761,260
1.6138,2.253,4.1287,25
0.63825,1.9469,3.1201,132
1.5643,1.7146,3.3271,12
0.51006,3.0392,2.4267,100
0.56669,2.5217,2.5777,18
2.9043,2.744,5.8844,24
2.3474,2.4104,3.756,14
0.85988,3.0816,3.6409,18
6.1734,2.8636,2.5373,66
0.84709,3.0813,3.6272,21
1.4411,2.2517,3.5653,38
4.6929,2.9899,0.41574,90
2.3682,2.2385,3.8105,25
2.4263,2.3366,4.5576,108
1.193,1.8488,3.6438,22
2.5835,2.6251,4.0281,39
2.1678,2.1867,4.1012,36
1.2609,2.6841,4.3357,18
1.1212,2.7991,3.6465,50
2.4535,2.4876,5.0954,18
1.6082,2.623,3.2981,24
0.78773,1.9011,3.3724,31
2.3488,2.4103,3.7552,34
2.3487,2.4125,3.7544,24
1.891,1.9658,3.9067,121
2.1834,1.8848,4.9004,43
2.6469,2.2918,4.7931,108
0.77994,2.1419,3.9579,75
2.367,2.2384,3.8117,62
1.3822,1.5858,3.8352,18
2.4671,2.7241,4.9902,288
1.8602,1.8009,3.4747,36
1.6012,1.8361,4.2593,93
1.888,1.9643,3.9044,161
2.4691,2.7243,4.9931,186
1.4452,2.3901,3.2592,52
5.923,2.8795,2.2015,36
1.9759,3.0269,4.3005,47
2.8751,2.6529,5.3697,26
0.72897,2.6957,3.3513,33
2.0143,1.9503,4.7513,46
1.0967,2.5796,4.2695,41
1.8808,2.15,4.8614,15
0.74512,1.9998,2.7426,24
1.6055,2.0095,3.3947,29
1.1178,2.8009,3.6436,53
1.0814,1.7411,3.6152,18
1.3741,2.3881,3.8408,61
1.1208,2.8004,3.6469,99
2.7717,2.5905,4.638,19
1.8396,1.8007,4.0944,100
0.91175,2.4609,2.7708,31
1.9093,2.0688,4.3837,79
1.6347,2.3977,4.5906,21
0.97901,2.0886,2.832,89
0.06669,2.7974,2.8315,51
1.0873,1.9609,4.2608,72
0.94613,2.3379,3.0069,19
1.613,1.8056,3.9681,167
1.1727,2.0385,3.3253,13
1.3819,1.5867,3.8362,104
0.91055,2.4618,2.7713,35
1.1203,2.8023,3.648,37
0.62167,2.9998,3.6151,13
1.082,2.1374,3.6272,39
1.6633,2.4799,3.9991,22
2.1096,2.5567,4.9214,68
1.0863,1.9613,4.2597,19
1.9739,1.9881,4.4764,48
1.8526,1.6519,3.4506,22
1.1736,3.0748,3.4076,42
1.0803,2.1917,3.6342,19
1.4464,1.4653,4.233,51
0.74617,1.998,2.744,152
2.156,2.3801,3.7123,60
1.6256,1.7534,4.2345,41
0.44423,2.5315,2.9552,29
0.6903,2.193,3.9428,172
2.6905,2.6022,4.5397,38
0.48433,2.249,3.665,20
1.9903,2.129,3.4395,50
1.3831,2.9248,3.5378,30
1.0824,2.1907,3.6362,65
2.5303,1.9987,4.4674,40
1.4895,1.7364,4.4235,11
1.6102,2.5923,3.581,26
1.6112,1.8045,3.9677,20
2.0624,2.2866,4.0713,22
2.7132,2.3754,5.0129,67
2.4763,2.2378,5.1672,10
0.0,0.0,0.0,2080
0.0,0.0,0.0,2080
