ebsd_id,mesh_id,confidence
3,1,100.0
4,2,77.55
5,3,100.0
6,4,100.0
7,5,94.59
8,6,100.0
9,7,94.67
10,8,88.31
11,9,100.0
12,10,96.67
13,11,90.0
15,12,90.48
16,13,81.82
17,14,92.68
18,15,85.0
19,16,92.0
20,17,91.46
21,18,96.59
22,19,92.65
23,20,97.92
24,21,91.11
25,22,91.74
26,23,88.33
27,24,94.38
28,25,97.92
29,26,90.24
30,27,86.96
31,28,74.59
33,29,79.38
34,30,97.83
35,31,93.75
36,32,87.3
37,33,86.98
38,34,96.08
39,35,93.24
40,36,95.79
41,37,69.57
42,38,89.69
43,39,69.09
44,40,92.21
45,41,86.84
46,42,100.0
47,43,89.16
48,44,90.2
49,45,100.0
50,46,91.67
51,47,95.1
52,48,82.05
53,49,97.67
54,50,77.42
55,51,86.29
56,52,100.0
57,53,85.37
58,54,88.0
59,55,87.3
60,56,85.11
61,57,65.71
62,58,82.8
63,59,75.76
64,60,90.41
65,61,88.65
66,62,85.71
67,63,97.37
68,64,99.04
69,65,85.45
70,66,96.43
71,67,92.41
72,68,100.0
73,69,94.12
74,70,94.44
75,71,88.54
76,72,94.23
77,73,89.47
78,74,91.07
79,75,100.0
80,76,97.92
81,77,87.14
82,78,86.23
83,79,100.0
84,80,88.76
85,81,91.38
86,82,97.3
87,83,94.74
88,84,78.26
89,85,91.0
90,86,100.0
91,87,72.0
92,88,95.92
93,89,100.0
95,90,85.71
96,91,83.33
97,92,100.0
98,93,87.91
99,94,93.18
100,95,87.5
101,96,82.89
102,97,93.14
103,98,80.65
104,99,92.65
105,100,77.08
106,101,100.0
107,102,88.89
108,103,87.06
109,104,98.41
110,105,93.48
111,106,90.91
112,107,84.13
113,108,92.51
114,109,90.13
115,110,89.19
116,111,95.45
118,112,100.0
119,113,84.79
120,114,85.19
121,115,75.0
122,116,90.14
123,117,91.15
124,118,83.33
125,119,96.7
126,120,87.69
127,121,93.47
128,122,90.91
129,123,93.33
130,124,80.0
131,125,83.16
132,126,83.02
133,127,94.44
134,128,81.22
135,129,76.98
136,130,82.81
137,131,92.63
138,132,90.0
139,133,92.31
140,134,90.0
141,135,97.22
142,136,87.93
143,137,100.0
144,138,86.36
145,139,85.25
146,140,81.82
147,141,94.44
148,142,95.24
149,143,90.74
150,144,100.0
151,145,91.3
153,146,94.74
154,147,94.74
155,148,100.0
156,149,87.04
157,150,93.33
158,151,88.57
160,152,92.86
161,153,88.37
162,154,90.32
163,155,89.94
164,156,93.1
165,157,83.66
166,158,83.33
167,159,86.71
168,160,85.37
169,161,82.64
170,162,89.5
171,163,87.76
172,164,91.14
173,165,100.0
174,166,92.08
175,167,88.99
176,168,84.62
177,169,97.3
178,170,86.01
179,171,76.83
180,172,94.44
181,173,95.65
182,174,100.0
183,175,96.1
184,176,90.62
185,177,87.18
186,178,94.19
187,179,96.43
188,180,85.51
189,181,90.66
190,182,87.76
191,183,90.07
192,184,89.63
193,185,92.86
194,186,96.36
195,187,87.27
196,188,95.16
197,189,93.42
198,190,89.29
199,191,88.0
200,192,100.0
201,193,90.12
202,194,88.03
203,195,94.06
204,196,95.27
205,197,85.48
206,198,97.5
207,199,80.65
208,200,89.29
209,201,84.91
210,202,90.37
211,203,100.0
212,204,95.92
213,205,97.44
214,206,93.88
215,207,100.0
216,208,97.37
217,209,98.11
218,210,93.02
219,211,91.43
220,212,93.55
221,213,100.0
222,214,94.44
223,215,100.0
224,216,90.91
225,217,95.59
226,218,87.5
227,219,90.0
228,220,100.0
229,221,100.0
230,222,94.74
231,223,88.71
232,224,95.74
233,225,86.76
234,226,81.25
235,227,92.81
236,228,98.11
237,229,97.06
238,230,100.0
239,231,86.54
240,232,90.48
241,233,81.29
242,234,86.75
243,235,91.85
244,236,96.47
245,237,90.62
246,238,97.44
247,239,100.0
248,240,96.72
249,241,88.51
250,242,90.67
251,243,82.86
252,244,100.0
253,245,89.83
254,246,91.58
255,247,84.21
256,248,88.78
257,249,98.6
258,250,86.84
259,251,91.41
260,252,96.55
261,253,87.02
262,254,92.68
264,255,86.58
265,256,90.8
266,257,88.24
267,258,82.93
268,259,85.71
269,260,93.33
270,261,92.5
271,262,96.49
272,263,98.51
273,264,100.0
274,265,96.97
275,266,86.67
276,267,87.93
277,268,94.74
278,269,90.36
279,270,100.0
280,271,94.52
281,272,95.0
282,273,94.12
283,274,89.32
284,275,89.32
285,276,89.74
286,277,84.21
287,278,99.06
288,279,100.0
289,280,100.0
291,281,95.35
292,282,94.55
294,283,91.26
295,284,92.96
296,285,95.83
297,286,90.91
299,287,97.5
300,288,92.86
303,289,86.36
304,290,100.0
100001,291,100.0
100002,292,100.0
