strain,strain_intervals,g14_phi_1,g14_Phi,g14_phi_2,g72_phi_1,g72_Phi,g72_phi_2,g95_phi_1,g95_Phi,g95_phi_2,g101_phi_1,g101_Phi,g101_phi_2,g207_phi_1,g207_Phi,g207_phi_2,g240_phi_1,g240_Phi,g240_phi_2,g262_phi_1,g262_Phi,g262_phi_2,g287_phi_1,g287_Phi,g287_phi_2,stress,average_strain,average_stress
0.11019999999999999,0.11019999999999999,1.3051274858165214,2.23415324320645,4.25646873967766,0.08793360566186456,2.897764971189095,1.8821797445322535,1.7493696991610272,1.9698900171548572,3.422966133513081,1.5561953314501646,2.46269257151343,3.4980256981311784,1.9974621979420344,1.8600878617020062,3.786134882028327,2.3813010355642983,2.3883672867099675,3.7329136449084404,1.4558179725866534,2.4559822248267817,3.9002201970371426,2.169526206345118,2.392116989557368,3.6538702551840565,582.9748898648397,0.11019999999999999,582.9748898648397
0.11309999999999999,0.11309999999999999,1.3057401682467031,2.2342847046442813,4.257293942662266,0.08631895295040126,2.8979589663414855,1.8797476118131546,1.750865819759629,1.9688609427462354,3.4221219726271643,1.5547341932162786,2.4633936213370897,3.4987647361260206,1.998029319232797,1.8591179767753987,3.785226764346891,2.381978350812191,2.3876602245399865,3.732294125812411,1.4577410502977681,2.457399251375862,3.9018266780768687,2.169924734144279,2.3923345105893254,3.6523639230285343,590.1036020664626,0.11309999999999999,590.1036020664626
0.11599999999999999,0.11599999999999999,1.3062912717069923,2.2344251066486684,4.2581381000164304,0.08497614685116643,2.8981570667320438,1.8774552726286728,1.7524310661267766,1.9678686855834033,3.421300967328748,1.5533093200297068,2.4640946596260282,3.499536326612848,1.9986090897058617,1.8581842215965156,3.7843467447559718,2.382636805193239,2.3869460136002663,3.7316814692229268,1.459673316034471,2.4588495290300196,3.903457377795853,2.170283711895497,2.3925510735113757,3.650864636153864,597.1293953970076,0.11599999999999999,597.1293953970076
0.11889999999999999,0.11889999999999999,1.3068254157819004,2.234564360860764,4.258965963599163,0.08370075978992872,2.8983508116711434,1.8752329546302995,1.7539706655369725,1.966901872212077,3.420499978976378,1.5519178705827588,2.464781041726053,3.50029452773494,1.9991770903053745,1.8572749949032443,3.7834889058046657,2.3832782059177884,2.3862461442219463,3.73108280041021,1.4615661923019436,2.460273104404902,3.9050559854931497,2.1706301225772733,2.3927627919054766,3.6493983285926337,604.0222392914987,0.11889999999999999,604.0222392914987
0.12179999999999999,0.12179999999999999,1.30735176992669,2.2346776658062466,4.259763048347138,0.0826530190843021,2.898540407296053,1.873093583015907,1.7554726633570241,1.9659547142184128,3.4197171053861517,1.5505559874734922,2.4654381166905193,3.5010309927102807,1.9997455875790457,1.8563813921917387,3.7826686879629245,2.3839000063522344,2.3855475433424296,3.7305009103896163,1.4633999080512392,2.4616409308855975,3.906614707930746,2.1709494230241053,2.392946495967901,3.647966981174764,610.349856270984,0.12179999999999999,610.349856270984
0.12469999999999999,0.12469999999999999,1.3080037180852766,2.234800262492668,4.260571593978747,0.08192692199682598,2.898734234680425,1.8709812877564156,1.7570541683615246,1.9650049977243325,3.418920532357955,1.5491738844403993,2.466089582706224,3.5017903147414815,2.0003669010075598,1.8555000239990387,3.781857812081695,2.3845319193685706,2.3848258519876935,3.7299421685865384,1.465225470429439,2.462954624503082,3.908191211671592,2.1712440388798684,2.3930863808180645,3.646559017107547,616.2930324208631,0.12469999999999999,616.2930324208631
0.1276,0.1276,1.3086961269544128,2.2349105870761665,4.261390205708189,0.08111787112906811,2.898929014795166,1.8688167122524042,1.7586689290500215,1.9640361235635335,3.4181217760920877,1.5477431888414583,2.4667662014303686,3.5025744130459575,2.000995952943097,1.8545955342582312,3.7810223976623023,2.3851680714646903,2.384102919438112,3.7293862247653697,1.4670591872323988,2.464261750858463,3.9097835355982595,2.1715790402001636,2.393239448599016,3.64516038592884,622.5323727527258,0.1276,622.5323727527258
0.1305,0.1305,1.3093918465830738,2.2350143204716884,4.262208645707316,0.0802593079895355,2.8991235472226684,1.8666294495554328,1.760289584654579,1.9630669720689098,3.4173259054084513,1.5463027268051697,2.4674494443347204,3.503360244239779,2.001626920794988,1.8536859634238705,3.7801777142319586,2.385804281410322,2.383386148892546,3.728833801022431,1.4688928591446946,2.465560521947046,3.911372456036968,2.1719263115407665,2.39339882697337,3.6437634012690117,628.7922101738467,0.1305,628.7922101738467
0.1334,0.1334,1.310087394457904,2.235113667104603,4.263017708672677,0.0793303887276503,2.899313538908837,1.8644115186884438,1.7618999312655796,1.962100752725496,3.416529278927298,1.5448723268841866,2.468130038159274,3.5041272555579908,2.0022470104527734,1.8527810410916856,3.7793258695419483,2.386422035377732,2.382683040349019,3.7282821187599344,1.4707054390993894,2.4668349338505395,3.912941828737693,2.172283517974837,2.393565874813454,3.6423927777858545,635.0568512402341,0.1334,635.0568512402341
0.13629999999999998,0.13629999999999998,1.3107821540872877,2.2352116125787185,4.263817654577212,0.07837797091733893,2.8994991366409115,1.862180045687446,1.7634970870941709,1.961141332218354,3.415735732715629,1.5434585908570295,2.468805233671447,3.504876760664538,2.002856306309479,1.8518857024623927,3.7784722539885736,2.3870212179421366,2.381992676159013,3.727732513992709,1.4724959993582574,2.4680857933602693,3.914490383050316,2.172647480698961,2.3937386632550726,3.641049030854132,641.3048705748872,0.13629999999999998,641.3048705748872
0.1392,0.1392,1.311360190932937,2.235279354952906,4.264543965008816,0.07762065439495994,2.8996612126618766,1.8600192105003368,1.7650226312721666,1.9602217170545198,3.41496000652208,1.5421173135008592,2.469431149063102,3.5055831784899127,2.0034510443208506,1.8510142005293284,3.777639433070032,2.387579726224069,2.3813045913233286,3.7271779484899774,1.4742038695204782,2.469214475996132,3.9159650374469477,2.1730440787766763,2.393887157122104,3.639782048699399,647.2649111555025,0.1392,647.2649111555025
0.1421,0.1421,1.3118933569491267,2.2353631145195916,4.265267723411372,0.0773452759492137,2.899830507123011,1.8579204218514775,1.7665225182016357,1.9593317271285116,3.414187637857164,1.5407540166224136,2.470061930876379,3.5062905955825827,2.004005615935255,1.850177429654878,3.776823226913578,2.3881231790407456,2.3806181805797757,3.726634115839336,1.4759461117781898,2.470338544631731,3.917467507242902,2.1734422954120918,2.3940383138498764,3.6385212703860383,652.2170813227667,0.1421,652.2170813227667
0.145,0.145,1.3124501603264394,2.235420040694931,4.266011220858097,0.07740090430077508,2.9000115284608308,1.8557931547723896,1.7680596547431287,1.9584258284727432,3.4134075455290103,1.5393922284069725,2.47070594616774,3.507066349772503,2.0045630513799257,1.84931408539096,3.7759967283826477,2.3886606126703818,2.3798990935377464,3.726092363971395,1.477731650315072,2.4715075647720086,3.9190140650176812,2.173873888311673,2.3941999535503053,3.6372631482529942,655.7368929107704,0.145,655.7368929107704
0.14789999999999998,0.14789999999999998,1.313191461706561,2.23542602985162,4.2668514449004125,0.07715088759615751,2.900198398413411,1.853600938783173,1.7696247369917955,1.9574571490777015,3.412652759977928,1.5377337389547534,2.471399428706035,3.507924756068196,2.0050986091914376,1.8484189139849032,3.7752167663081124,2.3892127858662655,2.3791057816723926,3.725547642918203,1.4795995072916956,2.472675811193693,3.920636350975627,2.1744617784126756,2.394323331520614,3.6361144574181643,659.2712038581718,0.14789999999999998,659.2712038581718
0.1508,0.1508,1.3139716573419407,2.235418029525818,4.267622710385822,0.07646196739240876,2.9003722389545987,1.8514324479238946,1.7711670753009865,1.9564988472389468,3.411941305355303,1.5361191883326806,2.4720867520971397,3.5087449361563987,2.0056767863298477,1.84753191217416,3.774433891450855,2.3897237725032245,2.3783758981411367,3.7250486276128316,1.4813271167353754,2.4737156618770295,3.922159256079685,2.175026544786592,2.3944189557125757,3.6350052934536565,664.1768892886231,0.1508,664.1768892886231
0.1537,0.1537,1.3145881745355255,2.2355613336378632,4.268374389977666,0.07497212611998375,2.9005417869706145,1.8493327938647246,1.7727697428410587,1.9555834031952624,3.41118046885979,1.5346502183307904,2.4727216354020283,3.509484515793183,2.006299693097459,1.846745482277679,3.773589217610187,2.3902514427535206,2.377646488425862,3.72449765830747,1.4830409269917597,2.474700056481131,3.923721488843223,2.1754603944847193,2.394513572593696,3.6337051333697135,670.295898667493,0.1537,670.295898667493
0.1566,0.1566,1.3151571696163147,2.2357138979971247,4.269150875241612,0.07336335976080569,2.9007443629507534,1.8471143730842245,1.7745041372987143,1.9546188435974698,3.410377661674094,1.5331914540519447,2.473369249421455,3.510256078463779,2.0070165255526597,1.845917620092258,3.772712217299026,2.390863574981023,2.3769138897026516,3.723997212257614,1.4848776837867197,2.475733390581591,3.925407952938906,2.175925389962378,2.3945967006101174,3.632335502987039,675.8379615592148,0.1566,675.8379615592148
0.15949999999999998,0.15949999999999998,1.315720229064616,2.2358650305321683,4.269926324444464,0.07181084913771317,2.9009485143582707,1.8449306952783462,1.7762130983172721,1.9536654010472578,3.4095807173761377,1.5317519697932038,2.4740046123927915,3.511024409742962,2.007719323031148,1.8451025840653554,3.7718475584015874,2.391465704492235,2.3761768571069855,3.7234969766731827,1.4867006093302277,2.476766095950412,3.9270840666710223,2.1763646649348614,2.394673793630802,3.630963721756864,681.6887452015105,0.15949999999999998,681.6887452015105
0.1624,0.1624,1.3162842074988055,2.2360149682781194,4.270690619419113,0.07034365458091008,2.9011481918001327,1.8427844767534727,1.777899719621637,1.9527311634810398,3.4087956758362323,1.5303539236660715,2.474625436590615,3.5117737581142414,2.0084074723644445,1.844306120479687,3.7710011976253033,2.392049642613925,2.375459037543792,3.7230037431830434,1.4884885487721278,2.4777789094301186,3.928737143782763,2.1767985102588976,2.394750964378015,3.629620833099177,687.6643185472269,0.1624,687.6643185472269
